NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04930544,1,27,0,2022,2021,0,.00000,.00000,1,.12000,.12000,44,D,.00000,.00000,50000,D,0,D,0,D,0,D,0,D,0,D,11160,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3904,0,2895,4241,0,0,4295,4241,3825,3825,11160,11160,0,0,0,0,0,0,0,0,0,0,50000,50000,37450,37050,0,0,0,0,0,0,0,0,0,0,0,0,0
04930544,2,26,0,2022,2021,0,.00000,.00000,1,.22000,.22000,44,D,.00000,.00000,64000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,6553,0,5668,6848,0,0,7068,6848,4896,4896,0,0,0,0,0,0,0,0,0,0,0,0,64000,64000,51450,51050,0,0,0,0,0,0,0,0,0,0,0,0,0
04930554,1,68,65,2022,2021,0,.00000,.00000,2,.22200,.22200,11,D,.05750,.05750,52000,D,0,D,0,D,0,D,32640,D,0,D,18724,D,0,D,150,D,0,D,0,D,0,D,0,D,0,D,4916,1183,2907,5586,1605,1042,5707,5586,3978,3978,18724,18724,0,0,0,0,0,0,0,0,0,0,78672,78672,50872,49972,0,0,7400,7400,8600,9700,32000,30900,0,0,0,0,0
04930614,1,20,0,2022,2021,0,.00000,.00000,1,.00000,.15300,44,D,.00000,.00000,12000,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,685,D,0,D,0,D,0,D,0,D,0,D,-711,0,-2842,0,0,0,0,0,918,918,4000,4000,0,0,0,0,0,0,0,0,1442,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04930614,2,20,0,2022,2021,0,.00000,.00000,1,.12000,.12000,44,D,.00000,.00000,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1504,0,495,1841,0,0,1895,1841,2295,2295,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,17450,17050,0,0,0,0,0,0,0,0,0,0,0,0,0
04930654,1,36,42,2022,2021,3,.00000,.00000,2,.33060,.33060,05,D,.00000,.00000,0,D,52000,D,0,D,0,D,0,D,0,D,14400,D,0,D,0,D,0,D,3,D,3,D,3,D,0,D,-7173,0,-14311,-4793,0,0,2830,2721,3978,3978,14400,14400,0,0,9000,2721,9000,3279,0,0,1141,1514,52000,52000,26900,26100,0,0,0,0,9606,10404,42394,41596,0,0,0,0,0
04930674,1,63,59,2022,2021,0,.00000,.00000,2,.12000,.12000,44,D,.00000,.00000,68000,D,0,D,0,D,0,D,0,D,0,D,0,D,2200,D,0,D,0,D,0,D,0,D,0,D,720,D,8048,0,6030,8721,0,0,8830,8721,5202,5202,0,0,0,0,0,0,0,0,0,0,0,0,102000,102000,76900,76100,0,0,0,0,0,0,0,0,0,0,0,0,0
04930674,2,31,0,2022,2021,0,.00000,.00000,1,.12000,.12000,44,D,.00000,.00000,43072,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3073,0,2064,3409,0,0,3464,3409,3295,3295,0,0,0,0,0,0,0,0,0,0,0,0,43072,43072,30522,30122,0,0,0,0,0,0,0,0,0,0,0,0,0
04930694,1,43,0,2022,2021,1,.00000,.00000,1,.00000,.10000,39,D,.03070,.03070,23466,D,0,D,0,D,0,D,0,D,0,D,14444,D,0,D,200,D,0,D,0,D,0,D,0,D,80,D,-708,720,-2833,0,720,720,467,407,1795,1795,14444,14444,0,0,500,407,500,0,0,0,0,0,23466,23466,4666,4066,0,0,0,0,0,0,23466,23466,0,0,0,0,0
04930714,1,35,35,2022,2021,3,.00000,.00000,2,.12000,.12000,34,D,.05360,.05640,0,D,104000,D,0,D,0,D,0,D,0,D,9600,D,0,D,0,D,0,D,2,D,3,D,3,D,0,D,488,3828,-6930,2961,4190,3708,9070,8961,7956,7956,9600,9600,0,0,9000,6000,9000,0,0,0,0,0,104000,104000,78900,78100,0,0,0,0,21500,25500,79800,74300,0,0,0,0,0
04930744,1,66,0,2022,2021,0,.00000,.00000,1,.22200,.22200,10,D,.00000,.00000,36000,D,0,D,0,D,0,D,15701,D,0,D,0,D,3100,D,0,D,0,D,0,D,0,D,0,D,240,D,3560,0,2556,3895,0,0,3956,3895,2754,2754,0,0,0,0,0,0,0,0,0,0,0,0,48873,48873,34623,34173,0,0,0,0,0,0,0,0,0,0,0,0,0
04930764,1,59,0,2022,2021,2,.00000,.00000,1,.27980,.27980,43,D,.00000,.00000,35000,D,0,D,0,D,0,D,0,D,0,D,0,D,60,D,200,D,0,D,0,D,1,D,1,D,840,D,-3001,0,-6681,-1774,0,0,1876,1795,2678,2678,0,0,0,0,3500,1795,3500,705,0,0,857,1069,36800,36800,18000,17400,0,0,0,0,0,0,0,0,0,0,0,0,0
