NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04894924,1,46,51,2022,2021,2,.00000,.00000,2,.22000,.22000,31,D,.06370,.06370,92871,D,120000,D,0,D,0,D,0,D,0,D,0,D,19611,D,50,D,0,D,2,D,2,D,2,D,37820,D,23391,8247,23522,23259,8247,8247,27522,27259,16285,16285,0,0,0,0,4000,4000,4000,0,0,0,0,0,173751,173751,163751,163751,0,0,5000,5000,0,0,192871,192871,0,0,0,0,0
04894954,1,73,77,2022,2021,2,.00000,.00000,2,.00000,-.1530,19,D,.00000,-.0077,0,D,0,D,0,D,0,D,25934,D,0,D,0,D,300,D,35,D,0,D,0,D,0,D,0,D,600,D,-3300,0,-6600,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,9000,9000,0,0,0,0,0,0,0,0,0
04894964,1,50,50,2022,2021,0,.00000,.00000,2,.22000,.22000,05,D,.09300,.09300,111493,D,85000,D,0,D,0,D,0,D,0,D,0,D,5800,D,797,D,0,D,0,D,0,D,0,D,6740,D,28984,10830,29203,28764,11131,10530,29203,28764,15032,15032,0,0,0,0,0,0,0,0,0,0,0,0,196493,196493,171393,170593,0,0,0,0,9606,10404,186887,186089,0,0,0,0,0
04894964,2,20,0,2022,2021,0,.00000,.00000,8,.12000,.12000,05,D,.02000,.04000,24740,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1069,382,1096,1041,399,366,1096,1041,1893,1893,0,0,0,0,0,0,0,0,0,0,0,0,23340,23340,10790,10390,0,0,0,0,0,0,23340,23340,0,0,0,0,0
04894964,3,18,0,2022,2021,0,.00000,.00000,8,.10000,.10000,05,D,.02000,.02000,15000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,225,203,245,205,207,199,245,205,1148,1148,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,2450,2050,0,0,0,0,0,0,15000,15000,0,0,0,0,0
04894964,4,19,0,2022,2021,0,.00000,.00000,8,.00000,.00000,05,D,.01000,.02000,10000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,103,0,0,107,100,0,0,765,765,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,0,0,0,0,0,0,10000,10000,0,0,0,0,0
04894974,1,58,58,2022,2021,0,.00000,.00000,2,.22000,.22000,0,T,.00000,.00000,110000,D,23000,D,0,D,0,D,0,D,0,D,0,D,2600,D,0,D,0,D,0,D,0,D,0,D,2400,D,11416,0,10235,12596,0,0,13035,12596,10175,10175,0,0,0,0,0,0,0,0,0,0,0,0,123000,123000,97900,97100,0,0,0,0,0,0,0,0,0,0,0,0,0
04895064,1,65,0,2022,2021,0,.00000,.00000,1,.00000,.15300,34,D,.04990,.05250,13374,D,0,D,0,D,0,D,309,D,0,D,19200,D,0,D,241,D,0,D,0,D,0,D,0,D,0,D,-1316,84,-2632,0,138,31,0,0,1023,1023,19200,19200,0,0,0,0,0,0,0,0,1232,0,13374,13374,0,0,0,0,0,0,10750,12750,2624,624,0,0,0,0,0
04895074,1,55,44,2022,2021,0,.00000,.00000,2,.10000,.10000,05,D,.00000,.02000,27150,D,7006,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,0,D,0,D,2180,D,-534,23,-1894,826,47,0,906,826,2613,2613,0,0,0,0,0,0,0,0,0,0,0,0,34156,34156,9056,8256,0,0,0,0,9606,10404,24550,23752,0,0,0,0,0
04895074,2,23,51,2022,2021,0,.00000,.00000,2,.10000,.10000,05,D,.02000,.02000,20185,D,23915,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,460,219,-900,1820,246,192,1900,1820,3374,3374,0,0,0,0,0,0,0,0,0,0,0,0,44100,44100,19000,18200,0,0,0,0,9606,10404,34494,33696,0,0,0,0,0
04895144,1,62,0,2022,2021,0,.00000,.00000,1,-.0765,-.1530,33,D,-.0287,-.0232,0,D,0,D,0,D,0,D,0,D,0,D,1716,D,0,D,0,D,0,D,0,D,0,D,0,D,124,D,-700,0,-1400,0,0,0,0,0,0,0,1716,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0,0,0,0
04895154,1,54,0,2022,2021,0,.00000,.00000,1,.22000,.24000,23,D,.04250,.04250,102000,D,0,D,0,D,0,D,0,D,0,D,10320,D,0,D,3390,D,0,D,0,D,0,D,0,D,480,D,15349,4125,15489,15208,4127,4123,15489,15208,7803,7803,10320,10320,0,0,0,0,0,0,0,0,0,0,102000,102000,89450,89050,0,0,4900,5000,0,0,97100,97000,0,0,0,0,0
04895164,1,55,53,2022,2021,1,.00000,.00000,2,.24000,.24000,31,D,.06370,.06370,140000,D,120000,D,0,D,0,D,0,D,0,D,0,D,19611,D,240,D,0,D,1,D,1,D,1,D,22272,D,40511,11345,40697,40326,11345,11345,42697,42326,19890,19890,0,0,0,0,2000,2000,2000,0,0,0,0,0,237728,237728,227728,227728,0,0,3500,3500,0,0,241500,241500,0,0,0,0,0
04895194,1,38,0,2022,2021,0,.00000,.00000,1,.12000,.12000,36,D,.02770,.02770,45200,D,0,D,0,D,0,D,0,D,0,D,0,D,4500,D,195,D,0,D,0,D,0,D,0,D,4216,D,3071,856,2398,3744,864,849,3798,3744,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0,45861,45861,33311,32911,0,0,2150,2150,0,0,43711,43711,0,0,0,0,0
04895194,2,45,0,2022,2021,0,.00000,.00000,1,.10000,.10000,36,D,.00000,.00000,22407,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,266,0,-414,946,0,0,986,946,1714,1714,0,0,0,0,0,0,0,0,0,0,0,0,22407,22407,9857,9457,0,0,2400,2400,0,0,20007,20007,0,0,0,0,0
04895194,3,39,0,2022,2021,0,.00000,.00000,8,.00000,.00000,36,D,.00000,.00000,8711,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,666,666,0,0,0,0,0,0,0,0,0,0,0,0,8711,8711,0,0,0,0,0,0,0,0,8711,8711,0,0,0,0,0
04895204,1,71,0,2022,2021,0,.00000,.00000,1,.00000,.00000,22,D,.00000,.00000,0,D,0,D,0,D,2300,D,3841,D,0,D,13200,D,0,D,10,D,0,D,0,D,0,D,0,D,0,D,-700,-1170,-1400,0,-1170,-1170,0,0,0,0,13200,13200,0,0,0,0,0,0,0,0,0,0,2450,2450,0,0,0,0,5100,5100,0,0,0,0,0,0,0,0,0
04895234,1,36,41,2022,2021,1,.00000,.00000,2,.04000,.04000,47,D,.00000,.00000,0,D,294571,D,0,D,0,D,0,D,0,D,0,D,4100,D,530,D,3200,D,1,D,1,D,1,D,6096,D,50696,15864,50978,50415,16065,15663,52978,52415,13125,13385,0,0,0,0,2000,2000,2000,0,0,0,0,0,295665,295665,270565,269765,0,0,2790,2790,9000,16000,283875,276875,0,0,0,0,0
04895284,1,40,0,2022,2021,0,.00000,.00000,1,.12000,.12000,44,D,.00000,.00000,49000,D,0,D,0,D,0,D,0,D,0,D,6300,D,0,D,3,D,0,D,0,D,0,D,0,D,0,D,3448,0,2775,4121,0,0,4175,4121,3749,3749,6300,6300,0,0,0,0,0,0,0,0,0,0,49000,49000,36450,36050,0,0,0,0,0,0,0,0,0,0,0,0,0
04895324,1,25,0,2022,2021,0,.00000,.00000,1,.12000,.12000,01,D,.04660,.04400,35354,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1810,1415,1137,2483,1426,1403,2537,2483,2705,2705,8400,8400,0,0,0,0,0,0,0,0,0,0,35354,35354,22804,22404,0,0,1500,1500,2000,2508,29317,28863,0,0,0,0,0
04895334,1,62,57,2022,2021,1,.00000,.00000,2,.22000,.69000,05,D,.09300,.09300,44520,D,110000,D,0,D,0,D,0,D,0,D,0,D,1900,D,1700,D,0,D,1,D,1,D,1,D,3764,D,16212,6510,14894,17530,6827,6193,19969,19530,11821,11821,0,0,0,0,2774,2000,2774,0,0,0,0,0,154520,154520,129420,128620,0,0,0,0,9606,10404,144914,144116,0,0,0,0,0
04895344,1,87,87,2022,2021,0,.00000,.00000,2,.22000,.22000,39,D,.00000,.00000,0,D,0,D,0,D,38000,D,39206,D,0,D,0,D,5100,D,320,D,0,D,0,D,0,D,0,D,620,D,11604,0,10435,12774,0,0,13235,12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126608,126608,98808,97908,0,0,0,0,0,0,0,0,0,0,0,0,0
04895384,1,52,51,2022,2021,2,.00000,.00000,2,.12000,.12000,05,D,.04000,.06000,88000,D,0,D,0,D,0,D,0,D,0,D,0,D,4900,D,0,D,0,D,0,D,1,D,1,D,12372,D,1296,622,-1950,4541,721,523,7150,7041,6732,6732,0,0,0,0,3500,2500,3500,0,0,0,0,0,88000,88000,62900,62100,0,0,0,0,9606,10404,70728,70728,0,0,0,0,0
04895384,2,22,0,2022,2021,0,.00000,.00000,8,.00000,.00000,05,D,.01000,.02000,9677,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,99,0,0,100,97,0,0,740,740,0,0,0,0,0,0,0,0,0,0,0,0,9677,9677,0,0,0,0,0,0,0,0,9677,9677,0,0,0,0,0
04895394,1,57,0,2022,2021,0,.00000,.00000,1,-.0765,-.1530,11,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,470,D,0,D,0,D,0,D,0,D,0,D,25,D,-700,0,-1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,2700,4600,5400,0,0,0,0,0,0,0
04895424,1,65,0,2022,2021,0,.00000,.00000,1,.12000,.12000,06,D,.04400,.04500,34000,D,0,D,0,D,0,D,0,D,0,D,0,D,3200,D,0,D,0,D,0,D,0,D,0,D,0,D,721,412,51,1391,545,279,1451,1391,2601,2601,0,0,0,0,0,0,0,0,0,0,0,0,28000,28000,13750,13300,0,0,0,0,0,0,13750,13300,0,0,0,0,0
04895434,1,38,0,2022,2021,0,.00000,.00000,1,.12000,.12000,19,D,.03500,.03520,35000,D,0,D,0,D,0,D,0,D,0,D,9960,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1768,948,1095,2441,960,936,2495,2441,2678,2678,9960,9960,0,0,0,0,0,0,0,0,0,0,35000,35000,22450,22050,0,0,4500,4500,0,0,28005,30500,0,0,0,0,0
04895464,1,71,0,2022,2021,0,.00000,.00000,1,.24000,.24000,05,D,.09300,.09300,97313,D,0,D,0,D,0,D,29137,D,0,D,24144,D,0,D,4704,D,0,D,0,D,0,D,0,D,2100,D,18381,4494,18527,18234,4631,4357,18527,18234,7444,7444,24144,24144,0,0,0,0,0,0,0,0,0,0,116359,116359,102109,101659,0,0,0,0,4803,5202,84789,84789,0,0,0,0,0
04895584,1,53,0,2022,2021,1,.00000,.00000,1,-.0765,-.1530,23,D,.04610,.04500,0,D,0,D,0,D,0,D,0,D,0,D,0,D,840,D,0,D,0,D,0,D,0,D,0,D,0,D,-1650,-1158,-3300,0,-1176,-1139,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,9800,10000,0,0,0,0,504,504,0,0,0
04895624,1,80,0,2022,2021,0,.00000,.00000,1,.00000,.00000,47,D,.00000,.00000,0,D,0,D,0,D,0,D,18673,D,0,D,0,D,1000,D,140,D,0,D,0,D,0,D,0,D,180,D,-700,0,-1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
