QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,MJAPPL9_
20212,04568363,1,0,1,140,D,1,D,03,D,2500,D,,A,75,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04568363,2,0,1,195,D,1,D,03,D,1500,D,,A,35,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04568453,1,0,1,140,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04568483,1,0,1,120,D,1,D,04,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04568523,1,0,1,195,D,3,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04568603,1,0,1,120,D,1,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04568803,1,0,2,195,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04569903,1,0,1,195,D,1,D,05,D,780,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04570103,1,0,1,120,D,1,D,03,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04570853,1,0,1,195,D,1,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04570883,1,0,1,120,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04571363,1,0,1,120,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04571413,1,0,1,120,D,1,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04571613,1,0,1,140,D,1,D,05,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572453,1,0,1,220,D,1,D,05,D,,H,,A,,A,120,D,140,D,160,D,100,D,,A,,A,,A,,A,,A
20212,04572453,1,1,1,120,D,1,D,05,D,133,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572453,1,2,1,140,D,1,D,05,D,1333,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572453,1,3,1,160,D,1,D,05,D,223,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572453,1,4,1,100,D,1,D,05,D,611,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572563,1,0,1,140,D,1,D,04,D,1854,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572803,1,0,1,160,D,1,D,05,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04572803,2,0,2,195,D,1,D,03,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573083,1,0,1,195,D,1,D,03,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,1,0,1,120,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,2,0,1,100,D,1,D,03,D,600,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,3,0,1,140,D,1,D,03,D,700,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,4,0,1,195,D,1,D,03,D,1800,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,5,0,2,220,D,1,D,03,D,,H,,A,,H,140,D,195,D,100,D,,A,,A,,A,,A,,A,,A
20212,04573093,5,1,2,140,D,1,D,03,D,1010,E,,A,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,5,2,2,195,D,1,D,03,D,1102,E,,A,30,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04573093,5,3,2,100,D,1,D,03,D,1888,E,,A,60,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04574563,1,0,1,120,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04574563,2,0,1,160,D,1,D,05,D,570,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04574803,1,0,1,100,D,3,D,05,D,900,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04574893,1,0,1,100,D,1,D,05,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04574893,2,0,1,160,D,1,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04575083,1,0,1,100,D,3,D,04,D,1301,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04575383,1,0,2,180,D,1,D,03,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04575873,1,0,1,140,D,1,D,05,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04576223,1,0,1,180,D,1,D,05,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04576273,1,0,1,220,D,1,D,04,D,,H,,A,,A,120,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04576273,1,1,1,120,D,1,D,04,D,720,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04576273,1,2,1,100,D,1,D,04,D,2016,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04576853,1,0,1,160,D,1,D,04,D,1100,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04577054,1,0,2,100,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04577073,1,0,1,140,D,1,D,03,D,900,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04577243,1,0,1,195,D,1,D,03,D,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04577623,1,0,1,140,D,1,D,03,D,289,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04577693,1,0,1,195,D,1,D,04,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04577733,1,0,1,120,D,1,D,03,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04578463,1,0,1,180,D,1,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04579053,1,0,1,195,D,1,D,05,D,1300,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04610002,1,0,1,160,D,1,D,03,D,500,D,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04610082,1,0,1,195,D,1,D,03,D,450,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04610242,1,0,1,180,D,1,D,01,D,480,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04610332,1,0,2,195,D,1,D,01,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04610532,1,0,1,120,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04611202,1,0,1,195,D,1,D,03,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04611352,1,0,1,100,D,1,D,01,D,1424,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04611672,1,0,1,160,D,1,D,02,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04611682,1,0,1,195,D,1,D,01,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04611832,1,0,1,120,D,1,D,02,D,294,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612494,1,0,1,195,D,1,D,03,D,2686,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612622,1,0,1,160,D,1,D,03,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612812,1,0,1,120,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613312,1,0,1,120,D,1,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613312,2,0,1,195,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613432,1,0,1,195,D,1,D,02,D,1000,D,,A,100,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613502,1,0,1,195,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614222,1,0,1,140,D,1,D,03,D,1650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614392,1,0,1,195,D,1,D,03,D,850,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615462,1,0,1,195,D,1,D,03,D,1497,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615722,1,0,1,140,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616262,1,0,1,195,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616552,1,0,1,195,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616692,1,0,1,195,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616712,1,0,1,140,D,1,D,01,D,1066,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616752,1,0,1,195,D,1,D,03,D,852,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616862,1,0,1,100,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616862,2,0,1,140,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616962,1,0,1,120,D,3,D,01,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617262,1,0,1,100,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617362,1,0,1,195,D,1,D,02,D,3000,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617502,1,0,1,195,D,1,D,03,D,432,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618102,1,0,2,140,D,1,D,01,D,3000,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618132,1,0,1,195,D,1,D,01,D,840,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618302,1,0,2,160,D,1,D,01,D,750,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618302,2,0,2,120,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618362,1,0,1,120,D,1,D,01,D,240,D,,A,125,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618362,2,0,1,140,D,1,D,01,D,7000,D,,A,40,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618402,1,0,1,195,D,1,D,03,D,1598,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619022,1,0,1,195,D,1,D,01,D,998,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619202,1,0,2,180,D,1,D,01,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619422,1,0,1,140,D,1,D,02,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619592,1,0,1,195,D,1,D,02,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619592,2,0,1,195,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619842,1,0,1,170,D,1,D,03,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620562,1,0,1,140,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620942,1,0,1,120,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04621422,1,0,1,140,D,1,D,03,D,10103,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652442,1,0,1,120,D,1,D,03,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652962,1,0,1,100,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652962,2,0,1,120,D,1,D,04,D,392,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04653542,1,0,1,140,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654092,1,0,2,140,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654192,1,0,1,195,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654372,1,0,2,140,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654822,1,0,1,140,D,1,D,03,D,3346,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655082,1,0,1,195,D,1,D,03,D,2171,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655332,1,0,1,140,D,1,D,04,D,191,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04656082,1,0,1,195,D,1,D,04,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04656962,1,0,1,195,D,1,D,03,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04656962,2,0,1,140,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657272,1,0,1,120,D,1,D,03,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657702,1,0,1,120,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657702,2,0,1,220,D,1,D,04,D,,H,,A,,H,140,D,195,D,100,D,,A,,A,,A,,A,,A,,A
20212,04657702,2,1,1,140,D,1,D,04,D,1262,E,,A,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657702,2,2,1,195,D,1,D,04,D,1378,E,,A,30,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657702,2,3,1,100,D,1,D,04,D,2360,E,,A,60,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657742,1,0,1,220,D,3,D,04,D,,H,,A,,A,140,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04657742,1,1,1,100,D,3,D,04,D,2100,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04658552,1,0,1,140,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04658562,1,0,1,195,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04658632,1,0,2,100,D,1,D,02,D,600,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659032,1,0,1,140,D,1,D,04,D,844,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659192,1,0,1,140,D,3,D,03,D,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659252,1,0,1,180,D,1,D,04,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659352,1,0,1,100,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660082,1,0,1,170,D,1,D,04,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660162,1,0,1,195,D,1,D,04,D,1900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660252,1,0,2,140,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660292,1,0,1,220,D,1,D,04,D,,H,,A,,A,120,D,140,D,100,D,,A,,A,,A,,A,,A,,A
20212,04660292,1,1,1,120,D,1,D,04,D,195,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660292,1,2,1,140,D,1,D,04,D,1418,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660292,1,3,1,100,D,1,D,04,D,887,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660642,1,0,1,195,D,1,D,03,D,1256,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660972,1,0,1,195,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661162,1,0,1,120,D,1,D,03,D,434,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661742,1,0,1,195,D,1,D,04,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661992,1,0,1,195,D,1,D,03,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662492,1,0,1,100,D,1,D,02,D,800,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663132,1,0,1,220,D,1,D,02,D,,H,,A,,H,100,D,140,D,160,D,,A,,A,,A,,A,,A,,A
20212,04663132,1,1,1,100,D,1,D,02,D,1855,E,,A,90,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663132,1,2,1,140,D,1,D,02,D,2618,E,,A,60,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663132,1,3,1,160,D,1,D,02,D,1527,E,,A,100,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663172,1,0,1,160,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679212,1,0,1,120,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679232,1,0,1,120,D,1,D,05,D,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679802,1,0,1,140,D,1,D,03,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680222,1,0,1,120,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680572,1,0,2,140,D,1,D,03,D,1500,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681132,1,0,2,120,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681302,1,0,1,100,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681312,1,0,1,140,D,1,D,04,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681992,1,0,1,100,D,1,D,05,D,600,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682042,1,0,2,195,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682552,1,0,1,195,D,1,D,05,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682602,1,0,1,220,D,1,D,04,D,,H,,A,,H,100,D,120,D,,A,,A,,A,,A,,A,,A,,A
20212,04682602,1,1,1,100,D,1,D,04,D,184,E,,A,200,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682602,1,2,1,120,D,1,D,04,D,41,E,,A,150,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682602,2,0,1,220,D,1,D,04,D,,H,,A,,A,180,D,140,D,,A,,A,,A,,A,,A,,A,,A
20212,04682602,2,1,1,180,D,1,D,04,D,440,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682602,2,2,1,140,D,1,D,04,D,2645,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682602,3,0,1,195,D,1,D,04,D,1060,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,1,0,1,160,D,1,D,04,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682792,1,0,1,120,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682792,2,0,1,195,D,1,D,04,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682962,1,0,1,220,D,1,D,04,D,,H,,A,,A,220,D,195,D,,A,,A,,A,,A,,A,,A,,A
20212,04682962,1,1,1,140,D,1,D,04,D,359,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682962,1,2,1,160,D,1,D,04,D,370,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682962,1,3,1,195,D,1,D,04,D,271,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683242,1,0,1,195,D,1,D,05,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683332,1,0,1,195,D,1,D,03,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683382,1,0,1,140,D,1,D,04,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683392,1,0,1,210,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683434,1,0,2,100,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683722,1,0,1,195,D,1,D,03,D,2320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683722,2,0,1,100,D,1,D,04,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683902,1,0,1,195,D,1,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04683902,2,0,1,140,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04684542,1,0,1,120,D,1,D,04,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04684552,1,0,2,140,D,1,D,03,D,900,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04684692,1,0,1,140,D,1,D,05,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04686092,1,0,1,180,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04687152,1,0,1,140,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04687292,1,0,2,140,D,1,D,03,D,945,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04687722,1,0,1,195,D,1,D,04,D,324,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04688242,1,0,1,195,D,1,D,05,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04688602,1,0,1,100,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04688862,1,0,1,140,D,1,D,04,D,3440,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04689652,1,0,1,195,D,1,D,03,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04689832,1,0,1,195,D,1,D,03,D,535,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04689942,1,0,1,180,D,3,D,04,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04690072,1,0,1,160,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04690292,1,0,1,100,D,1,D,03,D,2133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04735621,1,0,1,120,D,1,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04735721,1,0,1,120,D,1,D,01,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04735781,1,0,1,120,D,3,D,01,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04735951,1,0,1,195,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736051,1,0,1,220,D,1,D,01,D,,H,,A,,A,120,D,140,D,100,D,,A,,A,,A,,A,,A,,A
20212,04736051,1,1,1,120,D,1,D,01,D,164,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736051,1,2,1,140,D,1,D,01,D,1621,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736051,1,3,1,100,D,1,D,01,D,649,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736341,1,0,1,140,D,1,D,01,D,749,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736891,1,0,1,120,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736921,1,0,1,140,D,1,D,03,D,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04736961,1,0,1,160,D,1,D,01,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04737661,1,0,1,120,D,1,D,02,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04737691,1,0,1,195,D,3,D,02,D,1935,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04737961,1,0,1,100,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04737991,1,0,1,195,D,1,D,01,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04737991,2,0,1,160,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04738521,1,0,1,160,D,1,D,01,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04738841,1,0,1,120,D,1,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04738841,2,0,1,195,D,1,D,03,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04739601,1,0,1,170,D,1,D,03,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04739831,1,0,1,195,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04739921,1,0,1,120,D,1,D,02,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04739941,1,0,1,140,D,1,D,01,D,857,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
