QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,SAMP_UN,SAMP_UN_,RTELECT,RTELECT_,RTGAS,RTGAS_,RTWATER,RTWATER_,RTHEAT,RTHEAT_,RTTRASH,RTTRASH_,RTASPAY,RTASPAY_,RTCOMPX,RTCOMPX_,RTBSNSZ,RTBSNSZ_,JRTPAYQV,JRTP_YQV,QRT3MCMX,RTTELEPH,QRT3_CMX,RTTE_EPH,RTTVCABL,RTTV_ABL,RTINTRNT,RTIN_RNT,RTFUNSH,RTFUNSH_,GOVTCOST,GOVT_OST,INCLBDS,INCLBDS_,INCLDRYR,INCL_RYR,INCLFRIG,INCL_RIG,INCLPDS,INCLPDS_,INCLSTOV,INCL_TOV,INCLWSHR,INCL_SHR,PUBLHOUS,PUBL_OUS,OWNED,OWNED_,RTPARK,RTPARK_
20212,04421024,17,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3450,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421264,9,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2250,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421284,8,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2610,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421384,6,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,1800,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421494,29,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5085,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04421534,30,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,2,D,1,D,1,D,2,D,2,D,1,D,2,D,2,D,,A
20212,04421554,9,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2574,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421584,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2022,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421624,9,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,0,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04421644,12,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1041,2,D,D,1,D,2,D,1,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04421784,8,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1350,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04421794,15,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1950,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04421904,9,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,429,2,D,D,2,D,2,D,2,D,,A,1,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20212,04421974,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,852,2,D,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04422024,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4125,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04422094,13,0,1,1,D,2,D,2,D,1,D,1,D,2,D,2,D,,A,,A,,A,3600,2,D,D,2,D,1,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04422164,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04422274,9,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3750,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04422324,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5100,2,D,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04422444,21,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,6270,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04422484,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4650,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20212,04422634,12,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,11707,2,T,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04422764,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20212,04422834,15,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,3900,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423204,7,0,1,1,D,2,D,2,D,2,D,1,D,2,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04423224,29,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,11707,1,T,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,2,D,2,D,1,D
20212,04423274,20,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1575,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423304,19,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4275,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423364,12,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04423474,28,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5700,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423484,10,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,2400,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423674,21,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,11707,2,T,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04423744,11,0,1,1,D,1,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423764,19,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1305,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04423934,11,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,1095,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04423994,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,282,2,D,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04424184,6,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,11707,2,T,D,1,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20212,04424194,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1845,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04424214,8,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04424224,16,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,4800,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04424344,10,0,1,1,D,2,D,2,D,2,D,2,D,,C,2,D,,A,,A,,A,1800,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04424364,20,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20212,04424384,23,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2679,2,D,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04424424,13,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3900,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04424504,16,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3045,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,2,D
20212,04424534,16,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04424574,23,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2010,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20212,04424604,10,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2700,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04424674,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,,A
20212,04424714,12,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2930,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04424864,10,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,531,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20212,04424904,19,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,6351,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04424914,16,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1500,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04424964,26,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,1650,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04425034,28,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2880,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04425174,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04425234,7,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,429,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04425334,19,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,11707,2,T,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04425554,11,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3900,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04425874,21,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04425964,21,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,4350,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04426024,15,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,7500,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04426124,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20212,04426554,11,0,1,1,D,1,D,2,D,2,D,1,D,1,D,2,D,,A,,A,,A,5538,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04426844,15,0,1,1,D,2,D,2,D,2,D,1,D,1,D,2,D,,A,,A,,A,5520,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,2,D,2,D,1,D
20212,04426944,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4590,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04426974,5,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04427044,7,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,750,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D
20212,04427254,7,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,5400,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,1,D
20212,04427274,16,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3045,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04427324,7,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,5400,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04427374,17,0,1,1,D,2,D,2,D,1,D,1,D,2,D,2,D,,A,,A,,A,5625,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04427454,11,0,1,1,D,2,D,1,D,1,D,2,D,1,D,2,D,,A,,A,,A,855,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20212,04427534,39,0,1,2,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4500,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,1,D,2,D
20212,04427744,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,1305,1,D,D,1,D,1,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04427854,8,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3900,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20212,04428194,13,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,3288,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04428254,14,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3072,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04428324,20,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4755,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04428344,6,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1950,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04428554,17,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,5100,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04428904,7,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04428984,14,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5310,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04429044,33,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,39,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20212,04429244,16,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5400,2,D,D,1,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04429264,10,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,0,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04429264,11,0,1,2,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4500,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,2,D
20212,04429294,13,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4050,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D
20212,04429324,8,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04429634,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1800,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04429654,18,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,1200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04429674,8,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04429714,28,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3450,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04429954,19,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4950,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04429974,23,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4080,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04430014,36,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2700,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04430234,6,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,540,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04430254,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4650,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,2,D
20212,04430374,37,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,5430,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04430434,35,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3885,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20212,04430444,26,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,5340,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04430454,3,0,1,1,D,2,D,1,D,1,D,1,D,2,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20212,04430474,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2172,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04430614,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,5790,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04430624,15,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04430694,7,0,1,1,D,1,D,2,D,2,D,1,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20212,04430754,7,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1935,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04430794,14,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2700,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20212,04430834,24,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2655,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
