QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,INTAWAY,INTAWAY_,INTAWYX,INTAWYX_,PRPYCELL,PRPY_ELL,PRPYCLX,PRPYCLX_
20212,04421464,21,0,1,2,D,,A,2,D,,A
20212,04421494,38,0,1,2,D,,A,2,D,,A
20212,04421534,34,0,1,2,D,,A,2,D,,A
20212,04421554,12,0,1,2,D,,A,2,D,,A
20212,04421564,17,0,1,2,D,,A,2,D,,A
20212,04421574,51,0,1,2,D,,A,2,D,,A
20212,04421584,16,0,1,2,D,,A,2,D,,A
20212,04421614,27,0,1,2,D,,A,2,D,,A
20212,04421624,11,0,1,2,D,,A,2,D,,A
20212,04421634,39,0,1,2,D,,A,2,D,,A
20212,04421644,16,0,1,2,D,,A,2,D,,A
20212,04421664,65,0,1,2,D,,A,2,D,,A
20212,04421674,43,0,1,2,D,,A,2,D,,A
20212,04421784,11,0,1,2,D,,A,2,D,,A
20212,04421794,20,0,1,2,D,,A,2,D,,A
20212,04421804,28,0,1,2,D,,A,2,D,,A
20212,04421834,26,0,1,2,D,,A,2,D,,A
20212,04421864,28,0,1,2,D,,A,1,D,135,D
20212,04421874,41,0,1,2,D,,A,2,D,,A
20212,04421904,13,0,1,2,D,,A,2,D,,A
20212,04421914,43,0,1,2,D,,A,2,D,,A
20212,04421934,42,0,1,2,D,,A,2,D,,A
20212,04421944,32,0,1,2,D,,A,2,D,,A
20212,04421954,33,0,1,2,D,,A,2,D,,A
20212,04421974,16,0,1,2,D,,A,2,D,,A
20212,04421984,37,0,1,2,D,,A,2,D,,A
20212,04422014,31,0,1,2,D,,A,2,D,,A
20212,04422024,19,0,1,2,D,,A,2,D,,A
20212,04422034,29,0,1,2,D,,A,2,D,,A
20212,04422044,50,0,1,2,D,,A,2,D,,A
20212,04422064,25,0,1,2,D,,A,2,D,,A
20212,04422094,18,0,1,2,D,,A,2,D,,A
20212,04422134,27,0,1,2,D,,A,2,D,,A
20212,04422164,18,0,1,2,D,,A,2,D,,A
20212,04422184,58,0,1,2,D,,A,2,D,,A
20212,04422264,43,0,1,2,D,,A,2,D,,A
20212,04422274,13,0,1,2,D,,A,2,D,,A
20212,04422314,33,0,1,2,D,,A,2,D,,A
20212,04422324,24,0,1,2,D,,A,2,D,,A
20212,04422364,35,0,1,2,D,,A,2,D,,A
20212,04422414,19,0,1,2,D,,A,2,D,,A
20212,04422434,31,0,1,2,D,,A,2,D,,A
20212,04422444,28,0,1,2,D,,A,2,D,,A
20212,04422484,21,0,1,2,D,,A,2,D,,A
20212,04422504,53,0,1,2,D,,A,2,D,,A
20212,04422534,24,0,1,2,D,,A,2,D,,A
20212,04422544,21,0,1,2,D,,A,2,D,,A
20212,04422594,26,0,1,2,D,,A,2,D,,A
20212,04422604,32,0,1,2,D,,A,2,D,,A
20212,04422634,14,0,1,2,D,,A,2,D,,A
20212,04422654,49,0,1,2,D,,A,2,D,,A
20212,04422724,16,0,1,2,D,,A,2,D,,A
20212,04422734,20,0,1,2,D,,A,2,D,,A
20212,04422744,13,0,1,2,D,,A,2,D,,A
20212,04422764,14,0,1,2,D,,A,2,D,,A
20212,04422804,50,0,1,2,D,,A,2,D,,A
20212,04422834,20,0,1,2,D,,A,2,D,,A
20212,04422844,59,0,1,2,D,,A,2,D,,A
20212,04422864,75,0,1,2,D,,A,2,D,,A
20212,04422874,26,0,1,2,D,,A,2,D,,A
20212,04422884,26,0,1,2,D,,A,2,D,,A
20212,04422894,42,0,1,2,D,,A,2,D,,A
20212,04423024,23,0,1,2,D,,A,2,D,,A
20212,04423044,49,0,1,2,D,,A,2,D,,A
20212,04423094,67,0,1,2,D,,A,1,D,45,D
20212,04423114,18,0,1,2,D,,A,2,D,,A
20212,04423144,23,0,1,2,D,,A,2,D,,A
20212,04423204,11,0,1,2,D,,A,2,D,,A
20212,04423224,32,0,1,1,D,146,D,2,D,,A
20212,04423274,28,0,1,2,D,,A,2,D,,A
20212,04423284,37,0,1,2,D,,A,2,D,,A
20212,04423294,23,0,1,2,D,,A,2,D,,A
20212,04423304,31,0,1,2,D,,A,2,D,,A
20212,04423344,28,0,1,2,D,,A,2,D,,A
20212,04423354,29,0,1,2,D,,A,2,D,,A
20212,04423364,16,0,1,2,D,,A,2,D,,A
20212,04423424,47,0,1,2,D,,A,2,D,,A
20212,04423434,28,0,1,2,D,,A,2,D,,A
20212,04423454,33,0,1,2,D,,A,2,D,,A
20212,04423464,41,0,1,2,D,,A,2,D,,A
20212,04423474,36,0,1,2,D,,A,2,D,,A
20212,04423484,14,0,1,2,D,,A,2,D,,A
20212,04423494,46,0,1,2,D,,A,2,D,,A
20212,04423514,25,0,1,2,D,,A,2,D,,A
20212,04423554,47,0,1,2,D,,A,2,D,,A
20212,04423624,34,0,1,2,D,,A,2,D,,A
20212,04423664,34,0,1,2,D,,A,2,D,,A
20212,04423674,27,0,1,2,D,,A,2,D,,A
20212,04423744,16,0,1,2,D,,A,2,D,,A
20212,04423764,24,0,1,2,D,,A,2,D,,A
20212,04423824,18,0,1,2,D,,A,2,D,,A
20212,04423884,55,0,1,2,D,,A,2,D,,A
20212,04423894,28,0,1,2,D,,A,2,D,,A
20212,04423904,52,0,1,2,D,,A,2,D,,A
20212,04423934,18,0,1,2,D,,A,2,D,,A
20212,04423954,40,0,1,2,D,,A,2,D,,A
20212,04423994,21,0,1,2,D,,A,2,D,,A
20212,04424024,24,0,1,2,D,,A,2,D,,A
20212,04424104,40,0,1,2,D,,A,2,D,,A
20212,04424154,22,0,1,2,D,,A,2,D,,A
20212,04424184,8,0,1,2,D,,A,2,D,,A
20212,04424194,15,0,1,2,D,,A,2,D,,A
20212,04424214,13,0,1,2,D,,A,2,D,,A
20212,04424224,23,0,1,2,D,,A,2,D,,A
20212,04424234,34,0,1,2,D,,A,2,D,,A
20212,04424304,46,0,1,2,D,,A,2,D,,A
20212,04424334,31,0,1,2,D,,A,2,D,,A
20212,04424344,14,0,1,2,D,,A,2,D,,A
20212,04424354,25,0,1,2,D,,A,2,D,,A
20212,04424364,26,0,1,2,D,,A,2,D,,A
20212,04424384,32,0,1,2,D,,A,2,D,,A
20212,04424404,52,0,1,2,D,,A,2,D,,A
20212,04424424,19,0,1,2,D,,A,2,D,,A
20212,04424454,20,0,1,2,D,,A,2,D,,A
20212,04424484,30,0,1,2,D,,A,2,D,,A
20212,04424504,19,0,1,2,D,,A,2,D,,A
20212,04424534,20,0,1,2,D,,A,2,D,,A
20212,04424544,33,0,1,2,D,,A,2,D,,A
20212,04424554,30,0,1,2,D,,A,2,D,,A
20212,04424574,28,0,1,2,D,,A,2,D,,A
20212,04424594,20,0,1,2,D,,A,2,D,,A
20212,04424604,14,0,1,2,D,,A,2,D,,A
20212,04424634,30,0,1,2,D,,A,2,D,,A
20212,04424654,17,0,1,2,D,,A,2,D,,A
20212,04424674,23,0,1,2,D,,A,2,D,,A
20212,04424684,29,0,1,2,D,,A,2,D,,A
20212,04424694,19,0,1,2,D,,A,2,D,,A
20212,04424714,15,0,1,2,D,,A,2,D,,A
20212,04424754,32,0,1,2,D,,A,2,D,,A
20212,04424784,25,0,1,2,D,,A,2,D,,A
20212,04424814,11,0,1,2,D,,A,2,D,,A
20212,04424844,34,0,1,2,D,,A,2,D,,A
20212,04424864,15,0,1,2,D,,A,2,D,,A
20212,04424874,32,0,1,2,D,,A,2,D,,A
20212,04424894,22,0,1,2,D,,A,2,D,,A
20212,04424904,25,0,1,2,D,,A,2,D,,A
20212,04424914,24,0,1,2,D,,A,2,D,,A
20212,04424964,40,0,1,2,D,,A,2,D,,A
20212,04424974,35,0,1,2,D,,A,2,D,,A
20212,04424984,38,0,1,2,D,,A,2,D,,A
20212,04425024,38,0,1,2,D,,A,2,D,,A
20212,04425034,40,0,1,2,D,,A,2,D,,A
20212,04425044,23,0,1,2,D,,A,2,D,,A
20212,04425134,29,0,1,2,D,,A,2,D,,A
20212,04425144,33,0,1,2,D,,A,2,D,,A
20212,04425154,38,0,1,2,D,,A,2,D,,A
20212,04425174,28,0,1,2,D,,A,2,D,,A
20212,04425184,17,0,1,2,D,,A,2,D,,A
20212,04425194,31,0,1,2,D,,A,2,D,,A
20212,04425234,10,0,1,2,D,,A,2,D,,A
20212,04425244,32,0,1,2,D,,A,1,D,150,D
20212,04425334,25,0,1,2,D,,A,2,D,,A
20212,04425374,37,0,1,2,D,,A,2,D,,A
20212,04425414,49,0,1,2,D,,A,2,D,,A
20212,04425424,26,0,1,2,D,,A,2,D,,A
20212,04425514,33,0,1,2,D,,A,2,D,,A
20212,04425544,18,0,1,2,D,,A,2,D,,A
20212,04425554,15,0,1,2,D,,A,2,D,,A
20212,04425584,28,0,1,2,D,,A,2,D,,A
20212,04425594,22,0,1,2,D,,A,2,D,,A
20212,04425634,32,0,1,2,D,,A,2,D,,A
20212,04425644,44,0,1,2,D,,A,2,D,,A
20212,04425654,30,0,1,2,D,,A,2,D,,A
20212,04425704,16,0,1,2,D,,A,2,D,,A
20212,04425754,35,0,1,2,D,,A,2,D,,A
20212,04425764,26,0,1,2,D,,A,2,D,,A
20212,04425774,39,0,1,2,D,,A,2,D,,A
20212,04425864,61,0,1,2,D,,A,2,D,,A
20212,04425874,30,0,1,2,D,,A,2,D,,A
20212,04425904,29,0,1,2,D,,A,2,D,,A
20212,04425944,29,0,1,2,D,,A,2,D,,A
20212,04425964,34,0,1,2,D,,A,2,D,,A
20212,04426024,21,0,1,2,D,,A,2,D,,A
20212,04426034,24,0,1,2,D,,A,2,D,,A
20212,04426044,33,0,1,2,D,,A,2,D,,A
20212,04426074,42,0,1,2,D,,A,2,D,,A
20212,04426104,48,0,1,2,D,,A,2,D,,A
20212,04426124,16,0,1,2,D,,A,2,D,,A
20212,04426174,16,0,1,2,D,,A,2,D,,A
20212,04426234,25,0,1,2,D,,A,2,D,,A
20212,04426244,24,0,1,2,D,,A,2,D,,A
20212,04426254,31,0,1,2,D,,A,2,D,,A
20212,04426274,43,0,1,2,D,,A,2,D,,A
20212,04426344,46,0,1,2,D,,A,2,D,,A
20212,04426374,44,0,1,2,D,,A,2,D,,A
20212,04426404,31,0,1,2,D,,A,2,D,,A
20212,04426504,21,0,1,2,D,,A,2,D,,A
20212,04426554,13,0,1,2,D,,A,2,D,,A
20212,04426584,32,0,1,2,D,,A,2,D,,A
20212,04426594,33,0,1,2,D,,A,2,D,,A
20212,04426684,24,0,1,2,D,,A,2,D,,A
20212,04426764,42,0,1,2,D,,A,2,D,,A
20212,04426844,19,0,1,2,D,,A,2,D,,A
20212,04426944,21,0,1,2,D,,A,2,D,,A
20212,04426974,9,0,1,2,D,,A,2,D,,A
20212,04426984,20,0,1,2,D,,A,2,D,,A
20212,04427004,26,0,1,2,D,,A,2,D,,A
20212,04427044,13,0,1,2,D,,A,2,D,,A
20212,04427054,38,0,1,2,D,,A,2,D,,A
20212,04427084,17,0,1,2,D,,A,2,D,,A
20212,04427144,35,0,1,2,D,,A,2,D,,A
20212,04427164,55,0,1,2,D,,A,2,D,,A
20212,04427174,26,0,1,2,D,,A,2,D,,A
20212,04427194,42,0,1,2,D,,A,2,D,,A
20212,04427244,35,0,1,2,D,,A,2,D,,A
20212,04427254,12,0,1,2,D,,A,2,D,,A
20212,04427264,37,0,1,2,D,,A,2,D,,A
20212,04427274,34,0,1,2,D,,A,2,D,,A
20212,04427324,11,0,1,2,D,,A,2,D,,A
20212,04427354,37,0,1,2,D,,A,2,D,,A
20212,04427374,20,0,1,2,D,,A,2,D,,A
20212,04427414,27,0,1,2,D,,A,2,D,,A
20212,04427434,44,0,1,2,D,,A,2,D,,A
20212,04427454,15,0,1,2,D,,A,2,D,,A
20212,04427484,29,0,1,2,D,,A,2,D,,A
20212,04427504,33,0,1,2,D,,A,2,D,,A
20212,04427514,20,0,1,2,D,,A,2,D,,A
20212,04427534,51,0,1,2,D,,A,2,D,,A
20212,04427544,31,0,1,2,D,,A,2,D,,A
20212,04427564,70,0,1,2,D,,A,2,D,,A
20212,04427594,40,0,1,2,D,,A,2,D,,A
20212,04427634,32,0,1,2,D,,A,2,D,,A
20212,04427684,33,0,1,2,D,,A,2,D,,A
20212,04427744,16,0,1,2,D,,A,2,D,,A
20212,04427794,28,0,1,2,D,,A,2,D,,A
20212,04427844,29,0,1,2,D,,A,2,D,,A
20212,04427854,11,0,1,2,D,,A,2,D,,A
20212,04427934,31,0,1,2,D,,A,2,D,,A
20212,04427954,41,0,1,2,D,,A,2,D,,A
20212,04427964,53,0,1,2,D,,A,2,D,,A
20212,04427974,45,0,1,2,D,,A,2,D,,A
20212,04428034,44,0,1,2,D,,A,2,D,,A
20212,04428064,34,0,1,2,D,,A,2,D,,A
20212,04428104,30,0,1,2,D,,A,2,D,,A
20212,04428144,23,0,1,2,D,,A,2,D,,A
20212,04428184,17,0,1,2,D,,A,2,D,,A
20212,04428194,17,0,1,2,D,,A,2,D,,A
20212,04428224,18,0,1,2,D,,A,2,D,,A
20212,04428254,19,0,1,2,D,,A,2,D,,A
20212,04428274,38,0,1,2,D,,A,2,D,,A
20212,04428284,25,0,1,2,D,,A,2,D,,A
20212,04428294,23,0,1,2,D,,A,2,D,,A
20212,04428324,28,0,1,2,D,,A,2,D,,A
20212,04428344,11,0,1,2,D,,A,2,D,,A
20212,04428374,10,0,1,2,D,,A,2,D,,A
20212,04428434,9,0,1,2,D,,A,2,D,,A
20212,04428504,49,0,1,2,D,,A,2,D,,A
20212,04428524,43,0,1,2,D,,A,2,D,,A
20212,04428544,32,0,1,2,D,,A,2,D,,A
20212,04428554,23,0,1,2,D,,A,2,D,,A
20212,04428624,28,0,1,2,D,,A,2,D,,A
20212,04428644,21,0,1,2,D,,A,2,D,,A
20212,04428654,34,0,1,2,D,,A,2,D,,A
20212,04428664,59,0,1,2,D,,A,2,D,,A
20212,04428674,25,0,1,2,D,,A,2,D,,A
20212,04428684,36,0,1,1,D,5,D,2,D,,A
20212,04428834,35,0,1,2,D,,A,2,D,,A
20212,04428874,74,0,1,2,D,,A,2,D,,A
20212,04428904,12,0,1,2,D,,A,2,D,,A
20212,04428924,35,0,1,2,D,,A,2,D,,A
20212,04428954,17,0,1,2,D,,A,2,D,,A
20212,04428974,54,0,1,2,D,,A,2,D,,A
20212,04428984,18,0,1,2,D,,A,2,D,,A
20212,04429004,25,0,1,2,D,,A,2,D,,A
20212,04429024,51,0,1,2,D,,A,2,D,,A
20212,04429044,44,0,1,1,D,30,D,2,D,,A
20212,04429084,10,0,1,2,D,,A,2,D,,A
20212,04429154,29,0,1,2,D,,A,2,D,,A
20212,04429174,33,0,1,2,D,,A,2,D,,A
20212,04429194,56,0,1,2,D,,A,2,D,,A
20212,04429234,15,0,1,2,D,,A,2,D,,A
20212,04429244,26,0,1,2,D,,A,2,D,,A
20212,04429264,19,0,1,2,D,,A,2,D,,A
20212,04429294,26,0,1,2,D,,A,2,D,,A
20212,04429314,35,0,1,2,D,,A,2,D,,A
20212,04429324,17,0,1,2,D,,A,2,D,,A
20212,04429344,50,0,1,2,D,,A,2,D,,A
20212,04429374,34,0,1,2,D,,A,2,D,,A
20212,04429384,23,0,1,2,D,,A,2,D,,A
20212,04429434,32,0,1,2,D,,A,2,D,,A
20212,04429454,33,0,1,2,D,,A,2,D,,A
20212,04429474,17,0,1,2,D,,A,2,D,,A
20212,04429504,24,0,1,2,D,,A,2,D,,A
20212,04429614,25,0,1,2,D,,A,2,D,,A
20212,04429624,33,0,1,2,D,,A,2,D,,A
20212,04429634,17,0,1,2,D,,A,2,D,,A
20212,04429654,25,0,1,2,D,,A,2,D,,A
20212,04429674,15,0,1,2,D,,A,2,D,,A
20212,04429714,38,0,1,2,D,,A,2,D,,A
20212,04429764,31,0,1,2,D,,A,2,D,,A
20212,04429804,42,0,1,2,D,,A,2,D,,A
20212,04429844,74,0,1,2,D,,A,2,D,,A
20212,04429944,33,0,1,2,D,,A,2,D,,A
20212,04429954,25,0,1,2,D,,A,2,D,,A
20212,04429964,34,0,1,2,D,,A,2,D,,A
20212,04429974,32,0,1,2,D,,A,2,D,,A
20212,04429994,54,0,1,2,D,,A,2,D,,A
20212,04430014,45,0,1,2,D,,A,2,D,,A
20212,04430024,33,0,1,2,D,,A,2,D,,A
20212,04430074,5,0,1,2,D,,A,2,D,,A
20212,04430084,30,0,1,2,D,,A,2,D,,A
20212,04430164,35,0,1,2,D,,A,2,D,,A
20212,04430184,22,0,1,2,D,,A,2,D,,A
20212,04430234,9,0,1,2,D,,A,2,D,,A
20212,04430254,21,0,1,2,D,,A,2,D,,A
20212,04430274,33,0,1,2,D,,A,2,D,,A
20212,04430294,43,0,1,2,D,,A,2,D,,A
20212,04430334,29,0,1,2,D,,A,2,D,,A
20212,04430364,6,0,1,2,D,,A,2,D,,A
20212,04430374,47,0,1,2,D,,A,2,D,,A
20212,04430384,25,0,1,2,D,,A,2,D,,A
20212,04430404,30,0,1,2,D,,A,2,D,,A
20212,04430434,51,0,1,2,D,,A,2,D,,A
20212,04430444,32,0,1,2,D,,A,2,D,,A
20212,04430454,6,0,1,2,D,,A,2,D,,A
20212,04430474,15,0,1,2,D,,A,2,D,,A
20212,04430494,44,0,1,2,D,,A,2,D,,A
20212,04430614,23,0,1,2,D,,A,2,D,,A
20212,04430624,19,0,1,2,D,,A,2,D,,A
20212,04430654,42,0,1,2,D,,A,2,D,,A
20212,04430684,45,0,1,2,D,,A,2,D,,A
20212,04430694,11,0,1,2,D,,A,2,D,,A
20212,04430724,43,0,1,2,D,,A,2,D,,A
20212,04430734,32,0,1,2,D,,A,2,D,,A
20212,04430744,29,0,1,2,D,,A,2,D,,A
20212,04430754,9,0,1,2,D,,A,2,D,,A
20212,04430794,20,0,1,2,D,,A,2,D,,A
20212,04430834,33,0,1,2,D,,A,2,D,,A
20212,04430844,27,0,1,2,D,,A,2,D,,A
20212,04430904,26,0,1,2,D,,A,2,D,,A
20212,04430924,37,0,1,2,D,,A,2,D,,A
20212,04430974,37,0,1,2,D,,A,2,D,,A
20212,04430994,25,0,1,2,D,,A,2,D,,A
20212,04431024,9,0,1,2,D,,A,2,D,,A
20212,04431054,13,0,1,2,D,,A,2,D,,A
20212,04431074,54,0,1,2,D,,A,2,D,,A
20212,04431104,27,0,1,2,D,,A,2,D,,A
20212,04431114,14,0,1,2,D,,A,2,D,,A
20212,04431144,10,0,1,2,D,,A,2,D,,A
20212,04431154,36,0,1,2,D,,A,2,D,,A
20212,04431184,32,0,1,2,D,,A,2,D,,A
20212,04431214,19,0,1,2,D,,A,2,D,,A
20212,04431254,28,0,1,2,D,,A,1,D,70,D
20212,04431314,49,0,1,2,D,,A,2,D,,A
20212,04431324,20,0,1,2,D,,A,2,D,,A
20212,04431334,18,0,1,2,D,,A,2,D,,A
20212,04431344,56,0,1,2,D,,A,2,D,,A
20212,04431374,23,0,1,2,D,,A,2,D,,A
20212,04431504,18,0,1,2,D,,A,2,D,,A
20212,04431524,38,0,1,2,D,,A,2,D,,A
20212,04431534,15,0,1,2,D,,A,2,D,,A
20212,04431544,61,0,1,2,D,,A,2,D,,A
20212,04431554,23,0,1,2,D,,A,2,D,,A
20212,04431564,21,0,1,2,D,,A,2,D,,A
20212,04431594,31,0,1,2,D,,A,2,D,,A
20212,04431614,26,0,1,2,D,,A,2,D,,A
20212,04431624,25,0,1,2,D,,A,2,D,,A
20212,04431634,23,0,1,2,D,,A,2,D,,A
20212,04431654,20,0,1,2,D,,A,2,D,,A
20212,04431664,28,0,1,2,D,,A,2,D,,A
20212,04431694,15,0,1,2,D,,A,2,D,,A
20212,04431704,29,0,1,2,D,,A,2,D,,A
20212,04431714,34,0,1,2,D,,A,2,D,,A
20212,04431734,12,0,1,2,D,,A,2,D,,A
20212,04431744,31,0,1,2,D,,A,2,D,,A
20212,04431754,22,0,1,2,D,,A,2,D,,A
20212,04431784,20,0,1,2,D,,A,2,D,,A
20212,04431824,9,0,1,2,D,,A,2,D,,A
20212,04431834,29,0,1,2,D,,A,2,D,,A
20212,04431854,40,0,1,2,D,,A,2,D,,A
20212,04431864,15,0,1,2,D,,A,2,D,,A
20212,04431884,55,0,1,2,D,,A,2,D,,A
20212,04461194,50,0,1,2,D,,A,2,D,,A
20212,04461244,28,0,1,2,D,,A,2,D,,A
20212,04461254,15,0,1,2,D,,A,2,D,,A
20212,04461284,29,0,1,2,D,,A,2,D,,A
20212,04461314,27,0,1,2,D,,A,2,D,,A
20212,04461324,22,0,1,2,D,,A,2,D,,A
20212,04461334,20,0,1,2,D,,A,2,D,,A
20212,04461394,18,0,1,2,D,,A,2,D,,A
20212,04461404,9,0,1,2,D,,A,2,D,,A
20212,04461444,15,0,1,2,D,,A,2,D,,A
20212,04461454,13,0,1,2,D,,A,2,D,,A
20212,04461464,45,0,1,2,D,,A,2,D,,A
20212,04461514,34,0,1,2,D,,A,2,D,,A
20212,04461534,35,0,1,2,D,,A,2,D,,A
20212,04461544,17,0,1,2,D,,A,2,D,,A
20212,04461564,36,0,1,2,D,,A,2,D,,A
20212,04461574,22,0,1,2,D,,A,2,D,,A
20212,04461584,23,0,1,2,D,,A,2,D,,A
20212,04461594,46,0,1,2,D,,A,2,D,,A
20212,04461624,36,0,1,2,D,,A,2,D,,A
20212,04461684,29,0,1,2,D,,A,2,D,,A
20212,04461744,51,0,1,2,D,,A,2,D,,A
20212,04461764,19,0,1,2,D,,A,2,D,,A
20212,04461774,65,0,1,2,D,,A,2,D,,A
20212,04461814,79,0,1,2,D,,A,2,D,,A
20212,04461824,32,0,1,2,D,,A,2,D,,A
20212,04461834,37,0,1,2,D,,A,2,D,,A
20212,04461854,32,0,1,2,D,,A,2,D,,A
20212,04461864,10,0,1,2,D,,A,2,D,,A
20212,04461874,48,0,1,2,D,,A,2,D,,A
20212,04461894,42,0,1,2,D,,A,2,D,,A
20212,04461924,25,0,1,2,D,,A,2,D,,A
20212,04461994,30,0,1,2,D,,A,2,D,,A
20212,04462024,21,0,1,2,D,,A,2,D,,A
20212,04462074,15,0,1,2,D,,A,2,D,,A
20212,04462104,13,0,1,2,D,,A,2,D,,A
20212,04462124,14,0,1,2,D,,A,2,D,,A
20212,04462154,23,0,1,2,D,,A,2,D,,A
20212,04462174,16,0,1,2,D,,A,2,D,,A
20212,04462214,24,0,1,2,D,,A,2,D,,A
20212,04462264,37,0,1,2,D,,A,2,D,,A
20212,04462334,36,0,1,2,D,,A,2,D,,A
20212,04462374,20,0,1,2,D,,A,2,D,,A
20212,04462384,38,0,1,2,D,,A,2,D,,A
20212,04462504,20,0,1,2,D,,A,2,D,,A
20212,04462514,30,0,1,2,D,,A,2,D,,A
20212,04462554,23,0,1,2,D,,A,2,D,,A
20212,04462564,8,0,1,,C,,A,2,D,,A
20212,04462574,34,0,1,2,D,,A,2,D,,A
20212,04462604,31,0,1,2,D,,A,2,D,,A
20212,04462644,21,0,1,2,D,,A,2,D,,A
20212,04462674,15,0,1,2,D,,A,2,D,,A
20212,04462684,30,0,1,2,D,,A,2,D,,A
20212,04462774,21,0,1,2,D,,A,2,D,,A
20212,04462784,14,0,1,2,D,,A,2,D,,A
20212,04462814,34,0,1,2,D,,A,2,D,,A
20212,04462824,43,0,1,2,D,,A,2,D,,A
20212,04462884,9,0,1,2,D,,A,2,D,,A
20212,04462924,32,0,1,2,D,,A,2,D,,A
20212,04462944,31,0,1,2,D,,A,1,D,100,D
20212,04462964,42,0,1,2,D,,A,2,D,,A
20212,04462974,41,0,1,2,D,,A,2,D,,A
20212,04463014,18,0,1,2,D,,A,1,D,40,D
20212,04463044,32,0,1,2,D,,A,2,D,,A
20212,04463054,16,0,1,2,D,,A,2,D,,A
20212,04463094,14,0,1,2,D,,A,2,D,,A
20212,04463114,22,0,1,2,D,,A,2,D,,A
20212,04463124,40,0,1,2,D,,A,2,D,,A
20212,04463134,47,0,1,2,D,,A,2,D,,A
20212,04463184,8,0,1,2,D,,A,2,D,,A
20212,04463244,31,0,1,2,D,,A,2,D,,A
20212,04463254,24,0,1,2,D,,A,2,D,,A
20212,04463274,14,0,1,2,D,,A,2,D,,A
20212,04463354,34,0,1,2,D,,A,2,D,,A
20212,04463374,21,0,1,2,D,,A,2,D,,A
20212,04463394,17,0,1,2,D,,A,2,D,,A
20212,04463414,41,0,1,2,D,,A,2,D,,A
20212,04463424,45,0,1,2,D,,A,2,D,,A
20212,04463434,13,0,1,2,D,,A,2,D,,A
20212,04463454,11,0,1,2,D,,A,2,D,,A
20212,04463464,26,0,1,2,D,,A,2,D,,A
20212,04463494,16,0,1,2,D,,A,2,D,,A
20212,04463524,18,0,1,2,D,,A,2,D,,A
20212,04463554,26,0,1,2,D,,A,2,D,,A
20212,04463564,20,0,1,2,D,,A,2,D,,A
20212,04463584,43,0,1,2,D,,A,2,D,,A
20212,04463594,8,0,1,2,D,,A,2,D,,A
20212,04463624,30,0,1,2,D,,A,2,D,,A
20212,04463634,17,0,1,2,D,,A,2,D,,A
20212,04463654,38,0,1,2,D,,A,2,D,,A
20212,04463674,23,0,1,1,D,20,D,2,D,,A
20212,04463694,25,0,1,2,D,,A,2,D,,A
20212,04463724,37,0,1,2,D,,A,2,D,,A
20212,04463734,17,0,1,2,D,,A,2,D,,A
