QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,APPRPB9_
20212,04422364,5,0,2,190,D,01,D,96,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422844,8,0,2,200,D,01,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423884,10,0,1,190,D,13,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423884,11,0,1,200,D,13,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423884,12,0,2,190,D,01,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424104,7,0,1,130,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424404,10,0,1,110,D,02,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424484,6,0,1,200,D,13,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424484,7,0,1,190,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424544,7,0,1,220,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424684,3,0,1,190,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424784,6,0,1,110,D,13,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424874,4,0,1,190,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424874,5,0,1,220,D,01,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,6,0,1,110,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425374,7,0,1,190,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425644,3,0,1,190,D,01,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425644,4,0,1,190,D,03,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425754,5,0,1,130,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425774,7,0,1,110,D,13,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425944,5,0,1,190,D,13,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426104,3,0,1,200,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426104,4,0,2,200,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426374,5,0,1,190,D,13,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426374,6,0,1,170,D,01,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427264,9,0,1,130,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427274,4,0,1,190,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427414,7,0,1,110,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427564,20,0,1,190,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427594,8,0,1,170,D,13,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427594,9,0,1,170,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427594,10,0,2,200,D,01,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427964,10,0,1,110,D,01,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428104,5,0,1,220,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428274,7,0,1,130,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428524,8,0,1,200,D,03,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,9,0,1,200,D,02,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,10,0,1,200,D,03,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,11,0,1,220,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,12,0,2,200,D,01,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428674,4,0,1,200,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428874,19,0,1,190,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428974,12,0,1,190,D,13,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428974,13,0,2,190,D,01,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429004,3,0,1,200,D,01,D,268,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429044,18,0,1,190,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429154,4,0,1,190,D,03,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429194,10,0,1,110,D,03,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429194,11,0,1,190,D,02,D,144,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429344,10,0,1,130,D,02,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429434,4,0,1,190,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429624,4,0,1,190,D,01,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429624,5,0,1,190,D,03,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429994,6,0,1,190,D,01,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430084,6,0,1,190,D,01,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430084,7,0,1,200,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430384,4,0,1,190,D,13,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430444,8,0,2,200,D,01,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430654,6,0,1,130,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430654,7,0,1,190,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430684,4,0,1,190,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430724,4,0,2,110,D,01,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431074,17,0,1,200,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431074,18,0,1,200,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431074,19,0,1,200,D,03,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431254,9,0,1,220,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431524,5,0,1,200,D,13,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431544,13,0,1,190,D,02,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431614,4,0,2,110,D,01,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461514,5,0,1,190,D,13,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461514,6,0,1,200,D,13,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461534,4,0,1,110,D,04,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461594,5,0,1,170,D,02,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461744,7,0,1,200,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461774,7,0,1,200,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461814,19,0,1,190,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461814,20,0,1,190,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461814,21,0,1,190,D,04,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461874,6,0,1,130,D,04,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04462124,5,0,1,220,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04462154,2,0,1,220,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463654,6,0,1,200,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463934,6,0,1,200,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464544,7,0,1,120,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464544,8,0,2,110,D,02,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464574,7,0,1,110,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464994,8,0,1,190,D,03,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464994,9,0,1,190,D,04,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465884,12,0,1,190,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465994,3,0,1,190,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466434,4,0,1,190,D,13,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466504,4,0,1,200,D,13,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466874,3,0,1,190,D,13,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466904,3,0,1,130,D,04,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467064,3,0,1,110,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467064,4,0,1,200,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467554,4,0,1,190,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467554,5,0,1,200,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467804,4,0,1,110,D,02,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467914,5,0,1,170,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468094,3,0,2,110,D,02,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468164,5,0,1,190,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468294,6,0,1,200,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468484,18,0,1,200,D,13,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468754,7,0,1,220,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468754,8,0,1,130,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468754,9,0,1,190,D,13,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468854,9,0,1,200,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469114,7,0,1,220,D,03,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469264,5,0,1,190,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469274,5,0,1,190,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469384,4,0,1,170,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469574,2,0,1,100,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469734,5,0,1,200,D,02,D,276,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469814,7,0,1,190,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470264,3,0,1,130,D,03,D,188,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470264,4,0,1,130,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470284,4,0,2,190,D,02,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470304,5,0,1,190,D,04,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470554,16,0,1,110,D,03,D,570,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470574,3,0,1,110,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470574,4,0,1,190,D,13,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470574,5,0,2,110,D,02,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470574,6,0,2,190,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470794,16,0,1,190,D,13,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470804,4,0,1,190,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471104,3,0,1,190,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471154,11,0,1,190,D,04,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471694,12,0,1,200,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471734,6,0,1,190,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472014,4,0,1,200,D,02,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472064,4,0,1,110,D,04,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472104,7,0,1,110,D,04,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472524,8,0,1,200,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472584,7,0,1,190,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503314,6,0,1,110,D,04,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503654,3,0,1,200,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503764,3,0,1,190,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504164,6,0,1,110,D,03,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504504,9,0,1,200,D,05,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504544,7,0,1,190,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504554,7,0,1,190,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504664,2,0,1,190,D,05,D,137,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504844,5,0,1,130,D,04,D,239,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505324,5,0,1,130,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505324,6,0,1,190,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505334,2,0,1,190,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505464,7,0,1,190,D,04,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505704,11,0,1,190,D,04,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505874,4,0,1,190,D,05,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04506084,10,0,1,130,D,03,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04506344,7,0,2,220,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04506514,5,0,1,190,D,03,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04506544,4,0,1,190,D,13,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507094,6,0,1,110,D,03,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507244,11,0,1,190,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507384,26,0,1,220,D,03,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507594,5,0,1,190,D,13,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507594,6,0,1,210,D,13,D,,H,110,D,100,D,200,D,,A,,A,,A,,A,,A,,A
20212,04507594,6,1,1,110,D,13,D,14,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507594,6,2,1,100,D,13,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507594,6,3,1,200,D,13,D,8,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507594,7,0,2,190,D,03,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507614,5,0,1,190,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04507954,9,0,1,200,D,03,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508354,7,0,1,110,D,04,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508354,8,0,1,110,D,05,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,9,0,1,200,D,13,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,10,0,1,200,D,13,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508544,4,0,2,190,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,4,0,2,190,D,03,D,141,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508724,10,0,1,190,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508874,12,0,1,200,D,05,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508924,16,0,1,190,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509114,3,0,1,190,D,13,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509264,6,0,1,130,D,05,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509334,4,0,1,190,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509544,4,0,1,200,D,13,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509654,5,0,1,130,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509714,4,0,1,200,D,05,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509734,5,0,1,130,D,05,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509804,9,0,1,190,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510114,6,0,1,190,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,5,0,1,110,D,03,D,246,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,6,0,1,190,D,13,D,113,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510704,2,0,2,190,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510764,6,0,1,190,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510764,7,0,1,130,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,14,0,1,190,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,12,0,1,130,D,05,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,13,0,1,190,D,05,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,14,0,1,190,D,04,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,15,0,2,190,D,03,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511394,4,0,1,190,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511484,4,0,1,200,D,05,D,238,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511744,2,0,1,190,D,05,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511984,4,0,1,115,D,13,D,,H,100,D,110,D,,A,,A,,A,,A,,A,,A,,A
20212,04511984,4,1,1,100,D,13,D,17,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511984,4,2,1,110,D,13,D,11,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04512004,4,0,1,190,D,13,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04512524,8,0,1,150,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04512674,2,0,1,110,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04512724,6,0,1,190,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04513064,5,0,1,200,D,05,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04513064,6,0,1,130,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04513194,8,0,1,190,D,13,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04513584,9,0,1,190,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04513584,10,0,2,190,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04513674,9,0,1,220,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04514064,4,0,1,190,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04514214,7,0,1,190,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04544263,10,0,1,190,D,03,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04544563,11,0,1,190,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04544643,6,0,1,200,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04544643,7,0,2,100,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04544673,5,0,1,190,D,13,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04544773,3,0,1,190,D,13,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545173,7,0,1,190,D,03,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545183,6,0,1,190,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545203,8,0,1,190,D,03,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545203,9,0,1,200,D,02,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545503,9,0,1,200,D,13,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545683,6,0,1,200,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04545813,3,0,1,190,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04546353,4,0,1,130,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04546453,8,0,1,130,D,03,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04546633,7,0,1,200,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04546843,4,0,1,200,D,02,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04546853,7,0,1,190,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04547193,8,0,1,100,D,02,D,167,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04547353,9,0,1,190,D,13,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04547413,6,0,2,190,D,01,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548123,17,0,1,200,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548183,6,0,1,110,D,03,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548183,7,0,1,100,D,03,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548463,9,0,2,220,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548543,8,0,1,200,D,13,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548883,6,0,1,190,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04548883,7,0,1,190,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04549003,10,0,1,190,D,03,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04549173,3,0,1,190,D,13,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04549523,2,0,2,190,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04549683,3,0,1,130,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04549743,11,0,1,190,D,02,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04549813,3,0,1,220,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
