QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20212,04549793,34,0,1,1,D,4,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,22,D,36,D
20212,04549793,35,0,1,1,D,5,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,22,D,,A,,A,,A,,A,28,D,,A,,A,,A,7,D,66,D
20212,04549893,15,0,1,1,D,1,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A
20212,04549923,31,0,1,1,D,1,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1800,D,150,D,,A,1500,D,,A,,A,1350,D,,A
20212,04550033,39,0,2,1,D,1,D,1,D,01,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,25,D,,A,,A,50,D,100,D,,A,,A,,A,250,D,400,D
20212,04550233,9,0,1,1,D,1,D,2,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,950,D,,A,,A,,A,,A,,A,700,D,,A
20212,04550233,10,0,1,1,D,2,D,1,D,01,D,1,D,,A,,A,,A,,A,,A,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,,A,,A,,A,90,D,,A
20212,04550363,26,0,1,1,D,1,D,1,D,02,D,5,D,2,D,1,D,1,D,1,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,154,G,541,G,,A,24,G,,A,100,D,,A,,A,,A,,A,30,D,10,D,100,D,510,G,,A,,A,330,G,113,G,,A,800,D,75,D
20212,04550393,32,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,0,D,,A,,A,,A,5,D,,A,,A,,A,,A,45,D,,A
20212,04550513,21,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,80,D,,A
20212,04550643,52,0,1,1,D,2,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,720,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,500,D,50,D
20212,04550643,53,0,1,1,D,3,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,300,D,150,D,,A,,A,,A,,A,200,D,,A
20212,04550693,34,0,1,1,D,2,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,100,D,,A
20212,04551173,35,0,1,1,D,2,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,6,F,,A,,A,,A,,A,80,D,,A,,A,195,D,,A,,A,,A,25,D,,A,,A,,A
20212,04552943,28,0,1,1,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04552993,55,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,90,D,,A,,A,,A,,A,,A,,A,100,D
20212,04552993,56,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,50,D,,A,,A,,A,,A,15,D,15,D,,A
20212,04553213,23,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,D,,A,,A,,A,25,D,,A,,A,,A,,A,50,D,,A
20212,04553273,22,0,1,2,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,7,D,,A,,A,250,D,100,D,20,D,,A,100,D,300,D,200,D,20,D
20212,04553533,12,0,1,1,D,2,D,1,D,02,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,300,D,,A
20212,04553633,38,0,1,1,D,1,D,1,D,02,D,9,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20212,04554303,60,0,1,1,D,2,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,1100,D,200,D,,A,50,D,,A,,A,600,D,50,D
20212,04554313,15,0,2,1,D,1,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,20,D,350,D,,A,,A,,A,700,D,,A,300,D,50,D
20212,04554473,25,0,1,2,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,300,D,,A
20212,04554543,33,0,1,1,D,1,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20212,04554903,22,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,,A
20212,04555213,18,0,1,1,D,2,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,6141,T,300,D,,A,75,D,,A,,A,1200,D,300,D
20212,04555303,31,0,1,2,D,1,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,150,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04555433,19,0,1,2,D,2,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,16,D,,A,,A,314,D,,A,,A,,A,,A,,A,,A,,A,500,D,100,D,,A,,A,129,D,,A,,A,,A,25,D,,A,300,D,60,D
20212,04555543,36,0,1,1,D,2,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,50,D,,A,200,D,,A
20212,04555553,31,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,186,D,,A,,A,,A,40,D,,A,75,D,,A
20212,04555553,32,0,1,1,D,3,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,35,D,8,D
20212,04555903,27,0,1,1,D,1,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,100,D,,A,340,D,,A,,A,,A,,A,,A,120,D,50,D
20212,04555973,26,0,1,2,D,1,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,84,D,,A,,A,,A,,A,,A,,A,,A,150,D,25,D,,A,8,D,840,D,,A,,A,,A,,A,,A,250,D,75,D
20212,04556153,19,0,1,1,D,1,D,1,D,04,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,400,D,,A,,A,,A,,A,40,D,,A,,A,450,D,80,D,,A,,A,,A,,A,320,D,,A
20212,04556243,17,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,300,D,100,D,,A,,A,,A,,A,300,D,,A
20212,04556433,18,0,1,1,D,1,D,1,D,03,D,28,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04556913,25,0,1,2,D,2,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04556973,28,0,1,2,D,1,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,720,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1950,D,150,D,50,D,,A,1200,D,,A,1350,D,250,D
20212,04557273,35,0,1,1,D,1,D,2,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20212,04557273,36,0,1,1,D,2,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04557283,48,0,2,1,D,9,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,115,D,,A,,A,,A,300,D,300,D,150,D,200,D
20212,04557393,16,0,1,2,D,1,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D
20212,04557393,17,0,1,2,D,2,D,1,D,04,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D
20212,04557403,37,0,1,1,D,3,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,400,D,,A,,A,,A,380,D,,A,,A,,A,,A,20,D,4,D,,A,,A,,A,20,D,,A,,A,,A,,A,80,D
20212,04557883,41,0,1,1,D,1,D,2,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,40,D,,A,,A,,A,,A,20,D,,A
20212,04557883,42,0,1,1,D,2,D,1,D,04,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,50,D,,A,,A,,A,,A,15,D,,A
20212,04557913,68,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D
20212,04558063,28,0,1,1,D,1,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,225,D,,A,,A,,A,,A,,A,250,D,,A
20212,04558063,29,0,1,1,D,2,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,225,D,,A,,A,,A,,A,,A,250,D,,A
20212,04558093,42,0,1,2,D,1,D,1,D,03,D,2,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,30,D,,A,,A,65,G,,A,,A,,A,,A,,A,30,D,,A
20212,04558223,24,0,1,1,D,2,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,80,D,,A,,A,500,D,20,D,,A,,A,80,D,,A,380,D,,A
20212,04558333,21,0,1,1,D,1,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A
20212,04558333,22,0,1,1,D,2,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A
20212,04558353,66,0,1,1,D,1,D,1,D,03,D,6,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,250,G,,A,15,D,,A,,A,,A,225,D,235,D
20212,04558673,32,0,1,2,D,1,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,35,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,120,D
20212,04559093,46,0,1,1,D,2,D,1,D,02,D,6,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,60,D,1,F,6,F,,A,70,D,,A,,A,1055,D,,A,342,D,64,D
20212,04559093,47,0,1,1,D,3,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,1,F,,A,113,D,,A,,A,,A,,A,,A,46,D,,A
20212,04559093,48,0,1,1,D,4,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,50,D,,A,19,D,1065,D,100,D,,A,,A,,A,,A,264,D,,A
20212,04559463,17,0,1,1,D,1,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,278,D,60,D,,A,,A,,A,200,D,140,D,,A
20212,04559843,8,0,1,2,D,2,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04560043,18,0,1,1,D,2,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04560123,20,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,110,D,,A,,A,,A,,A,,A,60,D,,A
20212,04560123,21,0,1,1,D,3,D,1,D,04,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20212,04560483,28,0,1,1,D,1,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,400,D,75,D,,A,,A,,A,200,D,525,D,,A
20212,04560743,23,0,1,1,D,2,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,12,D,,A,230,D,,A,,A,,A,30,D,,A,450,D,,A
20212,04560973,20,0,1,1,D,3,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04560973,21,0,1,1,D,4,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04560973,22,0,1,1,D,5,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04561003,29,0,1,1,D,2,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,30,D
20212,04561063,23,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,50,D,70,D,,A
20212,04561063,24,0,1,1,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,50,D,70,D,,A
20212,04561063,25,0,1,1,D,3,D,2,D,04,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,60,D,,A,,A,,A,100,D,140,D,,A
20212,04561323,28,0,1,1,D,1,D,1,D,04,D,3,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,327,G,315,G,,A,78,G,,A,,A,,A,,A,,A,,A,54,G,10,G,,A,545,G,67,G,20,G,,A,164,G,,A,148,G,72,G
20212,04561463,49,0,1,1,D,1,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,60,D,,A,,A,,A,380,D,,A,,A,,A,,A,40,D,,A,,A,1100,D,70,D,,A,,A,,A,,A,230,D,40,D
20212,04561633,31,0,1,1,D,2,D,1,D,04,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20212,04561693,53,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,600,D,,A,,A,,A,,A,,A,250,D,,A
20212,04561913,34,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04562013,24,0,1,1,D,3,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,30,D,100,D,,A
20212,04562013,25,0,1,1,D,4,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,F,600,D,,A,,A,1000,D,,A,,A,,A,,A,1350,D,1000,D,100,D
20212,04562293,35,0,1,1,D,1,D,1,D,04,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D
20212,04562733,20,0,2,1,D,2,D,1,D,02,D,5,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,355,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,200,D,50,D
20212,04563543,38,0,1,1,D,1,D,1,D,04,D,5,D,1,D,1,D,1,D,2,D,,A,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,963,G,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1075,G,187,G,,A,,A,,A,,A,375,G,,A
20212,04563763,31,0,1,1,D,1,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04563763,32,0,1,1,D,2,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04563763,33,0,1,1,D,3,D,2,D,04,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04563803,10,0,1,2,D,1,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
