QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX,CHCKEFT,CHCKEFT_,REBTUSED,REBT_SED
20212,04614002,4,0,1,800,D,01,D,2400,D,2,D,1,D
20212,04614052,3,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04614112,3,0,1,800,D,03,D,2192,F,,C,,C
20212,04614122,3,0,1,170,D,02,D,150,D,,A,,A
20212,04614122,4,0,1,160,D,03,D,100,D,,A,,A
20212,04614122,5,0,1,800,D,01,D,600,D,2,D,1,D
20212,04614122,6,0,1,800,D,03,D,1400,D,1,D,3,D
20212,04614152,2,0,1,800,D,03,D,7000,D,2,D,2,D
20212,04614162,2,0,1,150,D,13,D,158,D,,A,,A
20212,04614162,3,0,1,160,D,13,D,831,F,,A,,A
20212,04614162,4,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614182,5,0,1,170,D,02,D,400,D,,A,,A
20212,04614182,6,0,1,170,D,03,D,260,D,,A,,A
20212,04614182,7,0,2,170,D,01,D,700,D,,A,,A
20212,04614192,4,0,1,150,D,13,D,100,D,,A,,A
20212,04614192,5,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614192,6,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04614202,2,0,1,800,D,01,D,1200,D,2,D,3,D
20212,04614202,3,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614222,6,0,1,800,D,03,D,8000,D,2,D,,C
20212,04614242,3,0,1,170,D,03,D,450,D,,A,,A
20212,04614242,4,0,1,170,D,02,D,300,D,,A,,A
20212,04614242,5,0,1,170,D,01,D,300,D,,A,,A
20212,04614242,6,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614282,3,0,1,170,D,01,D,115,D,,A,,A
20212,04614282,4,0,1,800,D,01,D,2000,D,2,D,1,D
20212,04614342,3,0,1,800,D,03,D,1400,D,3,D,1,D
20212,04614392,4,0,1,170,D,03,D,700,D,,A,,A
20212,04614392,5,0,1,800,D,01,D,1200,D,2,D,2,D
20212,04614392,6,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614402,2,0,1,170,D,13,D,20,D,,A,,A
20212,04614442,2,0,1,160,D,13,D,10,D,,A,,A
20212,04614472,4,0,1,140,D,03,D,203,D,,A,,A
20212,04614472,5,0,1,160,D,03,D,200,D,,A,,A
20212,04614472,6,0,1,160,D,02,D,100,D,,A,,A
20212,04614472,7,0,1,160,D,01,D,10,D,,A,,A
20212,04614472,8,0,1,140,D,01,D,15,D,,A,,A
20212,04614472,9,0,1,160,D,13,D,40,D,,A,,A
20212,04614492,6,0,1,160,D,13,D,20,D,,A,,A
20212,04614492,7,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614492,8,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04614544,4,0,1,150,D,13,D,200,D,,A,,A
20212,04614544,5,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04614572,4,0,1,170,D,13,D,7,D,,A,,A
20212,04614572,5,0,1,800,D,01,D,3000,D,2,D,1,D
20212,04614572,6,0,1,800,D,03,D,7000,D,2,D,1,D
20212,04614582,4,0,1,170,D,13,D,50,D,,A,,A
20212,04614582,5,0,1,150,D,13,D,225,D,,A,,A
20212,04614582,6,0,1,800,D,01,D,7000,D,2,D,1,D
20212,04614622,2,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04614622,3,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04614642,2,0,1,800,D,03,D,2000,D,2,D,3,D
20212,04614663,3,0,1,160,D,13,D,100,D,,A,,A
20212,04614663,4,0,1,800,D,01,D,600,D,1,D,1,D
20212,04614663,5,0,1,800,D,01,D,600,D,1,D,1,D
20212,04614672,9,0,1,800,D,03,D,8400,D,2,D,3,D
20212,04614702,2,0,1,800,D,03,D,200,D,2,D,1,D
20212,04614702,3,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04614702,4,0,1,800,D,03,D,1400,D,2,D,,C
20212,04614702,5,0,1,800,D,03,D,1400,D,2,D,,C
20212,04614712,9,0,1,800,D,03,D,4200,D,1,D,1,D
20212,04614732,3,0,1,160,D,03,D,100,D,,A,,A
20212,04614732,4,0,1,160,D,13,D,30,D,,A,,A
20212,04614732,5,0,1,150,D,13,D,550,D,,A,,A
20212,04614732,6,0,1,800,D,01,D,1800,D,2,D,1,D
20212,04614732,7,0,1,800,D,03,D,4200,D,2,D,1,D
20212,04614782,5,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04614782,6,0,2,170,D,01,D,200,D,,A,,A
20212,04614792,4,0,1,170,D,13,D,67,D,,A,,A
20212,04614792,5,0,1,160,D,03,D,50,D,,A,,A
20212,04614792,6,0,1,800,D,01,D,600,D,2,D,3,D
20212,04614792,7,0,1,800,D,01,D,1400,D,2,D,1,D
20212,04614862,2,0,1,800,D,02,D,8400,D,2,D,2,D
20212,04614902,2,0,1,800,D,03,D,2400,D,1,D,2,D
20212,04614932,2,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04614932,3,0,1,800,D,01,D,1200,D,2,D,2,D
20212,04614952,3,0,1,170,D,02,D,50,D,,A,,A
20212,04614952,4,0,1,170,D,03,D,50,D,,A,,A
20212,04614952,5,0,1,800,D,02,D,2800,D,1,D,2,D
20212,04614972,4,0,1,140,D,02,D,50,D,,A,,A
20212,04614972,5,0,2,160,D,01,D,250,D,,A,,A
20212,04614992,3,0,1,110,D,13,D,250,D,,A,,A
20212,04614992,4,0,1,800,D,03,D,1400,D,1,D,1,D
20212,04614992,5,0,1,800,D,01,D,600,D,1,D,1,D
20212,04615012,2,0,1,170,D,13,D,100,D,,A,,A
20212,04615012,3,0,1,160,D,13,D,10,D,,A,,A
20212,04615072,2,0,1,800,D,03,D,1400,D,2,D,2,D
20212,04615082,4,0,1,170,D,03,D,100,D,,A,,A
20212,04615082,5,0,1,150,D,02,D,200,D,,A,,A
20212,04615082,6,0,1,800,D,01,D,600,D,2,D,1,D
20212,04615082,7,0,1,800,D,02,D,1400,D,2,D,1,D
20212,04615132,4,0,1,800,D,02,D,1200,D,1,D,1,D
20212,04615142,8,0,1,800,D,01,D,1200,D,2,D,3,D
20212,04615202,2,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04615212,5,0,1,800,D,03,D,2192,F,2,D,,C
20212,04615222,2,0,1,110,D,13,D,635,D,,A,,A
20212,04615222,3,0,1,800,D,02,D,2400,D,3,D,3,D
20212,04615252,2,0,1,800,D,02,D,2800,D,3,D,1,D
20212,04615262,3,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04615312,5,0,1,170,D,01,D,50,D,,A,,A
20212,04615312,6,0,1,170,D,02,D,50,D,,A,,A
20212,04615312,7,0,1,170,D,03,D,50,D,,A,,A
20212,04615312,8,0,1,160,D,02,D,20,D,,A,,A
20212,04615312,9,0,1,160,D,02,D,20,D,,A,,A
20212,04615322,2,0,1,800,D,03,D,4200,D,2,D,3,D
20212,04615342,4,0,1,800,D,03,D,5600,D,2,D,2,D
20212,04615362,3,0,1,150,D,02,D,10,D,,A,,A
20212,04615382,4,0,1,170,D,02,D,50,D,,A,,A
20212,04615382,5,0,1,150,D,13,D,500,D,,A,,A
20212,04615402,3,0,1,160,D,02,D,25,D,,A,,A
20212,04615402,4,0,1,160,D,03,D,25,D,,A,,A
20212,04615402,5,0,1,800,D,01,D,155,D,2,D,1,D
20212,04615442,2,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04615462,7,0,1,170,D,13,D,150,D,,A,,A
20212,04615462,8,0,1,800,D,01,D,2400,D,2,D,1,D
20212,04615462,9,0,1,800,D,03,D,5600,D,2,D,1,D
20212,04615532,2,0,1,150,D,13,D,3000,D,,A,,A
20212,04615532,3,0,1,800,D,01,D,1200,D,1,D,3,D
20212,04615532,4,0,1,800,D,02,D,600,D,2,D,3,D
20212,04615602,3,0,1,800,D,01,D,1800,D,2,D,1,D
20212,04615652,2,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04615662,2,0,1,100,D,01,D,80,D,,A,,A
20212,04615662,3,0,1,800,D,02,D,2800,D,2,D,2,D
20212,04615682,2,0,1,800,D,01,D,600,D,3,D,1,D
20212,04615682,3,0,1,800,D,03,D,1200,D,2,D,1,D
20212,04615702,4,0,1,800,D,03,D,2314,F,,C,,C
20212,04615702,5,0,1,800,D,03,D,2314,F,,C,,C
20212,04615722,4,0,1,160,D,03,D,85,D,,A,,A
20212,04615722,5,0,1,800,D,03,D,5600,D,2,D,1,D
20212,04615742,3,0,1,800,D,03,D,1200,D,2,D,3,D
20212,04615772,4,0,1,800,D,03,D,5600,D,2,D,1,D
20212,04615862,5,0,1,170,D,01,D,324,D,,A,,A
20212,04615862,6,0,1,170,D,02,D,500,D,,A,,A
20212,04615862,7,0,1,170,D,03,D,550,D,,A,,A
20212,04615862,8,0,1,150,D,13,D,100,D,,A,,A
20212,04615862,9,0,1,800,D,03,D,7000,D,2,D,1,D
20212,04615932,2,0,1,150,D,13,D,600,D,,A,,A
20212,04615932,3,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04615952,2,0,1,160,D,13,D,30,D,,A,,A
20212,04616072,2,0,1,150,D,13,D,80,D,,A,,A
20212,04616072,3,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04616182,3,0,1,800,D,03,D,3600,D,2,D,1,D
20212,04616262,3,0,1,800,D,03,D,8400,D,2,D,2,D
20212,04616282,6,0,1,170,D,03,D,50,D,,A,,A
20212,04616282,7,0,1,800,D,01,D,3200,D,2,D,2,D
20212,04616282,8,0,1,800,D,03,D,5400,D,2,D,1,D
20212,04616292,4,0,1,800,D,03,D,4000,D,1,D,1,D
20212,04616302,4,0,1,150,D,02,D,10,D,,A,,A
20212,04616302,5,0,1,800,D,02,D,2192,F,,C,,C
20212,04616322,3,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616322,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616432,2,0,1,150,D,13,D,500,D,,A,,A
20212,04616452,5,0,1,800,D,03,D,4800,D,2,D,1,D
20212,04616492,2,0,1,170,D,03,D,60,D,,A,,A
20212,04616492,3,0,1,170,D,13,D,30,D,,A,,A
20212,04616492,4,0,1,170,D,13,D,500,D,,A,,A
20212,04616492,5,0,1,160,D,13,D,48,D,,A,,A
20212,04616492,6,0,1,140,D,13,D,10,D,,A,,A
20212,04616492,7,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04616492,8,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04616502,2,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616532,2,0,1,150,D,13,D,25,D,,A,,A
20212,04616532,3,0,1,800,D,01,D,600,D,2,D,1,D
20212,04616532,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616552,3,0,1,150,D,13,D,250,D,,A,,A
20212,04616552,4,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04616562,2,0,1,100,D,13,D,100,D,,A,,A
20212,04616582,8,0,1,800,D,03,D,2800,D,1,D,2,D
20212,04616612,5,0,1,150,D,13,D,100,D,,A,,A
20212,04616612,6,0,1,800,D,03,D,7000,D,2,D,3,D
20212,04616692,4,0,1,800,D,03,D,5600,D,2,D,2,D
20212,04616712,14,0,1,160,D,13,D,831,F,,A,,A
20212,04616712,15,0,1,800,D,01,D,1800,D,2,D,1,D
20212,04616752,3,0,1,170,D,01,D,50,D,,A,,A
20212,04616752,4,0,1,800,D,01,D,1200,D,3,D,3,D
20212,04616752,5,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04616762,2,0,1,800,D,01,D,600,D,1,D,2,D
20212,04616762,3,0,1,800,D,03,D,1400,D,1,D,2,D
20212,04616772,2,0,1,160,D,01,D,200,D,,A,,A
20212,04616772,3,0,1,160,D,01,D,40,D,,A,,A
20212,04616772,4,0,1,160,D,01,D,50,D,,A,,A
20212,04616772,5,0,1,160,D,02,D,50,D,,A,,A
20212,04616792,5,0,1,800,D,03,D,5600,D,2,D,1,D
20212,04616802,2,0,1,800,D,01,D,600,D,2,D,1,D
20212,04616802,3,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616822,3,0,1,800,D,02,D,4400,D,2,D,2,D
20212,04616862,4,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04616872,2,0,1,170,D,02,D,100,D,,A,,A
20212,04616922,3,0,1,800,D,02,D,2800,D,1,D,1,D
20212,04616962,4,0,1,150,D,03,D,100,D,,A,,A
20212,04616962,5,0,1,160,D,01,D,25,D,,A,,A
20212,04616962,6,0,1,800,D,01,D,1200,D,1,D,3,D
20212,04616962,7,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04616992,2,0,1,150,D,13,D,400,D,,A,,A
20212,04616992,3,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616992,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04616992,5,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04617032,5,0,1,170,D,02,D,20,D,,A,,A
20212,04617032,6,0,1,160,D,01,D,20,D,,A,,A
20212,04617032,7,0,1,160,D,02,D,10,D,,A,,A
20212,04617032,8,0,1,800,D,01,D,2400,D,2,D,2,D
20212,04617032,9,0,1,800,D,03,D,7000,D,2,D,3,D
20212,04617042,3,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04617122,4,0,1,800,D,02,D,4200,D,2,D,3,D
20212,04617142,2,0,1,800,D,01,D,1200,D,3,D,1,D
20212,04617172,2,0,1,800,D,01,D,1800,D,1,D,1,D
20212,04617172,3,0,1,800,D,02,D,2400,D,1,D,1,D
20212,04617212,2,0,1,800,D,03,D,2800,D,1,D,2,D
20212,04617252,2,0,1,170,D,13,D,2000,D,,A,,A
20212,04617252,3,0,1,800,D,01,D,2400,D,2,D,1,D
20212,04617252,4,0,1,800,D,03,D,5600,D,2,D,1,D
20212,04617262,4,0,1,160,D,02,D,250,D,,A,,A
20212,04617262,5,0,1,160,D,03,D,250,D,,A,,A
20212,04617262,6,0,1,800,D,02,D,1400,D,1,D,3,D
20212,04617312,2,0,1,150,D,13,D,240,D,,A,,A
20212,04617312,3,0,1,800,D,03,D,4200,D,2,D,1,D
20212,04617322,6,0,1,800,D,03,D,1400,D,2,D,2,D
20212,04617332,5,0,1,800,D,02,D,5600,D,1,D,2,D
20212,04617372,2,0,1,800,D,03,D,4200,D,2,D,3,D
20212,04617412,2,0,1,800,D,03,D,8400,D,2,D,3,D
20212,04617502,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04617544,4,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04617562,2,0,1,170,D,13,D,830,D,,A,,A
20212,04617562,3,0,1,150,D,13,D,200,D,,A,,A
20212,04617562,4,0,1,800,D,03,D,601,D,2,D,1,D
20212,04617572,2,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04617572,3,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04617672,3,0,1,150,D,13,D,200,D,,A,,A
20212,04617672,4,0,1,160,D,13,D,40,D,,A,,A
20212,04617692,4,0,1,800,D,01,D,600,D,2,D,1,D
20212,04617692,5,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04617702,4,0,1,140,D,01,D,40,D,,A,,A
20212,04617702,5,0,1,140,D,03,D,60,D,,A,,A
20212,04617702,6,0,1,150,D,03,D,150,D,,A,,A
20212,04617702,7,0,1,150,D,01,D,100,D,,A,,A
20212,04617702,8,0,1,150,D,02,D,100,D,,A,,A
20212,04617702,9,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04617732,2,0,1,800,D,03,D,4200,D,2,D,2,D
20212,04617742,3,0,1,100,D,13,D,2500,D,,A,,A
20212,04617742,4,0,1,800,D,03,D,2400,D,2,D,3,D
20212,04617782,3,0,1,160,D,13,D,280,F,,A,,A
20212,04617782,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04617782,5,0,1,800,D,02,D,600,D,2,D,1,D
20212,04617802,3,0,1,150,D,13,D,50,D,,A,,A
20212,04617802,4,0,1,800,D,03,D,1400,D,1,D,1,D
20212,04617822,3,0,1,170,D,02,D,20,D,,A,,A
20212,04617822,4,0,1,800,D,02,D,1400,D,2,D,3,D
20212,04617932,2,0,1,800,D,03,D,1200,D,2,D,3,D
20212,04618002,3,0,1,800,D,01,D,2192,F,2,D,1,D
20212,04618032,3,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04618092,2,0,1,800,D,03,D,1400,D,1,D,3,D
20212,04618112,3,0,1,800,D,01,D,1200,D,3,D,1,D
20212,04618132,6,0,1,800,D,03,D,5600,D,2,D,3,D
20212,04618172,2,0,1,100,D,03,D,50,D,,A,,A
20212,04618172,3,0,1,170,D,03,D,60,D,,A,,A
20212,04618172,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618172,5,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618172,6,0,1,800,D,03,D,1000,D,2,D,1,D
20212,04618192,5,0,1,160,D,13,D,20,D,,A,,A
20212,04618192,6,0,1,800,D,02,D,1400,D,2,D,2,D
20212,04618282,6,0,1,170,D,01,D,30,D,,A,,A
20212,04618282,7,0,1,170,D,02,D,30,D,,A,,A
20212,04618282,8,0,1,170,D,13,D,100,D,,A,,A
20212,04618282,9,0,1,150,D,02,D,30,D,,A,,A
20212,04618282,10,0,1,800,D,02,D,2400,D,2,D,2,D
20212,04618302,4,0,1,160,D,02,D,500,D,,A,,A
20212,04618302,5,0,1,800,D,03,D,600,D,2,D,3,D
20212,04618302,6,0,1,800,D,03,D,600,D,2,D,2,D
20212,04618352,2,0,1,800,D,01,D,2400,D,2,D,2,D
20212,04618352,3,0,1,800,D,03,D,5600,D,2,D,2,D
20212,04618362,4,0,1,800,D,01,D,1200,D,3,D,3,D
20212,04618372,2,0,1,160,D,01,D,250,D,,A,,A
20212,04618372,3,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04618402,3,0,1,170,D,03,D,750,D,,A,,A
20212,04618402,4,0,1,160,D,03,D,274,D,,A,,A
20212,04618402,5,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04618412,2,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618452,3,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04618452,4,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04618502,2,0,1,800,D,02,D,600,D,2,D,3,D
20212,04618582,3,0,1,800,D,02,D,1400,D,2,D,2,D
20212,04618592,2,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04618622,2,0,1,800,D,02,D,1400,D,2,D,3,D
20212,04618672,5,0,1,170,D,01,D,300,D,,A,,A
20212,04618672,6,0,1,160,D,13,D,50,D,,A,,A
20212,04618672,7,0,1,800,D,01,D,3500,D,2,D,3,D
20212,04618742,6,0,1,170,D,02,D,150,D,,A,,A
20212,04618742,7,0,1,160,D,13,D,50,D,,A,,A
20212,04618742,8,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04618752,2,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618752,3,0,1,800,D,01,D,600,D,2,D,1,D
20212,04618762,2,0,1,800,D,03,D,1200,D,2,D,1,D
20212,04618782,3,0,1,800,D,01,D,600,D,2,D,1,D
20212,04618782,4,0,1,800,D,01,D,1400,D,2,D,1,D
20212,04618792,7,0,1,170,D,02,D,200,D,,A,,A
20212,04618792,8,0,1,150,D,01,D,100,D,,A,,A
20212,04618792,9,0,1,160,D,02,D,100,D,,A,,A
20212,04618792,10,0,1,800,D,01,D,600,D,2,D,1,D
20212,04618792,11,0,1,800,D,01,D,600,D,2,D,1,D
20212,04618792,12,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618792,13,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618812,2,0,1,800,D,02,D,4200,D,2,D,1,D
20212,04618822,2,0,1,150,D,13,D,450,D,,A,,A
20212,04618822,3,0,1,800,D,02,D,3000,D,2,D,1,D
20212,04618822,4,0,1,800,D,03,D,7000,D,2,D,1,D
20212,04618852,2,0,1,800,D,01,D,1400,D,2,D,1,D
20212,04618862,2,0,1,800,D,03,D,2400,D,2,D,1,D
20212,04618872,2,0,1,150,D,13,D,50,D,,A,,A
20212,04618872,3,0,1,800,D,03,D,2800,D,2,D,3,D
20212,04618882,3,0,1,800,D,02,D,2800,D,2,D,3,D
20212,04618902,4,0,1,170,D,01,D,20,D,,A,,A
20212,04618902,5,0,1,170,D,02,D,20,D,,A,,A
20212,04618902,6,0,1,160,D,01,D,100,D,,A,,A
20212,04618902,7,0,1,800,D,03,D,4200,D,2,D,2,D
20212,04618912,3,0,1,800,D,01,D,1200,D,2,D,2,D
20212,04618912,4,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04618954,8,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04618972,4,0,1,800,D,03,D,4200,D,2,D,3,D
20212,04619022,3,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04619022,4,0,1,800,D,01,D,600,D,2,D,1,D
20212,04619052,2,0,1,150,D,13,D,60,D,,A,,A
20212,04619052,3,0,1,800,D,03,D,2800,D,2,D,2,D
20212,04619122,6,0,1,170,D,13,D,25,D,,A,,A
20212,04619122,7,0,1,800,D,03,D,600,D,2,D,1,D
20212,04619142,5,0,1,170,D,03,D,80,D,,A,,A
20212,04619142,6,0,1,800,D,03,D,5600,D,2,D,2,D
20212,04619172,3,0,1,800,D,03,D,7000,D,2,D,3,D
20212,04619202,3,0,1,800,D,01,D,600,D,2,D,3,D
20212,04619202,4,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04619222,3,0,1,150,D,01,D,100,D,,A,,A
20212,04619252,2,0,1,150,D,13,D,200,D,,A,,A
20212,04619252,3,0,1,800,D,01,D,1200,D,1,D,3,D
20212,04619252,4,0,1,800,D,01,D,1200,D,1,D,3,D
20212,04619262,3,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04619292,5,0,1,150,D,13,D,900,D,,A,,A
20212,04619292,6,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04619382,2,0,1,160,D,13,D,200,D,,A,,A
20212,04619402,3,0,1,170,D,13,D,5,D,,A,,A
20212,04619402,4,0,1,170,D,13,D,20,D,,A,,A
20212,04619402,5,0,1,140,D,13,D,30,D,,A,,A
20212,04619402,6,0,1,160,D,13,D,15,D,,A,,A
20212,04619402,7,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04619413,2,0,1,170,D,03,D,120,D,,A,,A
20212,04619422,3,0,1,150,D,13,D,400,D,,A,,A
20212,04619422,4,0,1,800,D,02,D,2800,D,2,D,1,D
20212,04619422,5,0,1,800,D,02,D,1400,D,2,D,3,D
20212,04619442,2,0,1,800,D,03,D,2800,D,3,D,1,D
20212,04619522,2,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04619532,3,0,1,110,D,13,D,4000,D,,A,,A
20212,04619582,3,0,1,150,D,13,D,200,D,,A,,A
20212,04619582,4,0,1,800,D,03,D,4300,D,1,D,3,D
20212,04619582,5,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04619622,2,0,1,800,D,03,D,1400,D,1,D,1,D
20212,04619672,3,0,1,800,D,03,D,1300,D,2,D,3,D
20212,04619702,3,0,1,800,D,03,D,2393,F,2,D,1,D
20212,04619712,4,0,1,800,D,01,D,1200,D,2,D,3,D
20212,04619722,3,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04619742,3,0,1,120,D,13,D,600,D,,A,,A
20212,04619742,4,0,1,800,D,02,D,2800,D,2,D,3,D
20212,04619742,5,0,1,800,D,01,D,1200,D,2,D,3,D
20212,04619772,4,0,1,170,D,01,D,600,D,,A,,A
20212,04619792,3,0,1,150,D,13,D,1300,D,,A,,A
20212,04619842,6,0,1,150,D,03,D,1740,D,,A,,A
20212,04619842,7,0,1,800,D,03,D,4200,D,2,D,3,D
20212,04619852,2,0,1,150,D,13,D,500,D,,A,,A
20212,04619852,3,0,1,150,D,13,D,40,D,,A,,A
20212,04619852,4,0,1,160,D,13,D,40,D,,A,,A
20212,04619852,5,0,1,160,D,02,D,50,D,,A,,A
20212,04619852,6,0,1,150,D,13,D,50,D,,A,,A
20212,04619972,3,0,1,160,D,13,D,15,D,,A,,A
20212,04619972,4,0,1,800,D,01,D,38,D,2,D,3,D
20212,04619972,5,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04620082,4,0,1,800,D,02,D,2800,D,2,D,3,D
20212,04620112,3,0,1,150,D,13,D,400,D,,A,,A
20212,04620112,4,0,1,800,D,01,D,1200,D,2,D,1,D
20212,04620112,5,0,1,800,D,01,D,1800,D,1,D,1,D
20212,04620142,2,0,1,150,D,13,D,10,D,,A,,A
20212,04620142,3,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04620212,2,0,1,160,D,13,D,50,D,,A,,A
20212,04620342,8,0,1,130,D,03,D,15,D,,A,,A
20212,04620342,9,0,1,150,D,02,D,350,D,,A,,A
20212,04620342,10,0,1,150,D,03,D,1400,D,,A,,A
20212,04620342,11,0,1,800,D,03,D,9800,D,2,D,1,D
20212,04620362,2,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04620412,8,0,1,800,D,02,D,1400,D,2,D,3,D
20212,04620482,2,0,1,800,D,01,D,600,D,2,D,1,D
20212,04620514,3,0,1,110,D,13,D,200,D,,A,,A
20212,04620514,4,0,1,800,D,01,D,600,D,3,D,1,D
20212,04620514,5,0,1,800,D,03,D,1400,D,1,D,1,D
20212,04620532,2,0,1,800,D,03,D,2000,D,2,D,2,D
20212,04620592,2,0,1,800,D,02,D,2192,F,2,D,,C
20212,04620602,2,0,1,800,D,02,D,1400,D,2,D,1,D
20212,04620622,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04620652,3,0,1,100,D,13,D,100,D,,A,,A
20212,04620652,4,0,1,800,D,03,D,600,D,2,D,2,D
20212,04620662,3,0,1,150,D,13,D,200,D,,A,,A
20212,04620662,4,0,1,150,D,02,D,650,D,,A,,A
20212,04620662,5,0,1,800,D,01,D,600,D,2,D,1,D
20212,04620662,6,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04620682,2,0,1,100,D,13,D,500,D,,A,,A
20212,04620682,3,0,1,800,D,02,D,2800,D,1,D,1,D
20212,04620712,3,0,1,800,D,01,D,1200,D,1,D,1,D
20212,04620712,4,0,1,800,D,03,D,1400,D,1,D,1,D
20212,04620752,3,0,1,800,D,03,D,600,D,2,D,1,D
20212,04620762,3,0,1,800,D,03,D,6000,D,2,D,3,D
20212,04620772,2,0,1,800,D,01,D,600,D,3,D,,C
20212,04620772,3,0,1,800,D,03,D,1400,D,3,D,,C
20212,04620792,4,0,1,170,D,03,D,75,D,,A,,A
20212,04620792,5,0,1,160,D,13,D,40,D,,A,,A
20212,04620792,6,0,1,800,D,03,D,2713,F,2,D,2,D
20212,04620822,2,0,1,170,D,02,D,5000,D,,A,,A
20212,04620822,3,0,1,140,D,03,D,100,D,,A,,A
20212,04620822,4,0,1,160,D,13,D,19000,D,,A,,A
20212,04620832,6,0,1,800,D,02,D,1200,D,3,D,1,D
20212,04620852,2,0,1,150,D,13,D,500,D,,A,,A
20212,04620852,3,0,1,140,D,13,D,250,D,,A,,A
20212,04620872,2,0,1,150,D,03,D,500,D,,A,,A
20212,04620872,3,0,1,160,D,03,D,1300,D,,A,,A
20212,04620912,10,0,1,800,D,03,D,2800,D,2,D,1,D
20212,04620942,3,0,1,150,D,13,D,100,D,,A,,A
20212,04620942,4,0,1,800,D,03,D,1400,D,2,D,3,D
20212,04620972,4,0,1,800,D,03,D,1400,D,2,D,1,D
20212,04620972,5,0,1,800,D,03,D,900,D,2,D,1,D
20212,04621002,8,0,1,170,D,02,D,500,D,,A,,A
20212,04621002,9,0,1,170,D,01,D,950,D,,A,,A
