QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_
20221,04739324,11,0,1,120,D,1,D,10,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04739464,6,0,1,370,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04739494,2,0,1,120,D,1,D,10,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740514,2,0,1,370,D,1,D,10,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740724,5,0,2,370,D,1,D,10,D,354,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740724,6,0,2,370,D,1,D,10,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740814,7,0,1,480,D,1,D,12,D,758,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740814,8,0,1,380,D,2,D,12,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740814,9,0,1,370,D,1,D,12,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04740814,10,0,1,380,D,1,D,12,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04741014,2,0,1,380,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04741204,2,0,1,370,D,1,D,11,D,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04741264,2,0,1,370,D,1,D,12,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04741484,2,0,2,470,D,1,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04742074,6,0,1,370,D,1,D,12,D,5500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04742304,1,0,1,370,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04742504,1,0,1,450,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04742714,3,0,1,370,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04743074,6,0,1,450,D,1,D,11,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04743164,2,0,1,120,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04743384,3,0,1,370,D,1,D,12,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04743544,1,0,1,460,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744034,13,0,1,370,D,1,D,12,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744034,14,0,1,370,D,1,D,12,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744254,4,0,1,490,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744254,5,0,1,490,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744254,6,0,1,490,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744284,8,0,1,380,D,2,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744324,1,0,1,120,D,1,D,10,D,472,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744324,2,0,2,120,D,1,D,10,D,470,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744324,3,0,2,370,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04744764,2,0,1,380,D,1,D,11,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745204,4,0,1,120,D,1,D,11,D,265,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745424,2,0,1,380,D,1,D,12,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745634,2,0,1,380,D,1,D,11,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745634,3,0,1,380,D,1,D,12,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745634,4,0,1,380,D,2,D,12,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745674,6,0,1,380,D,1,D,12,D,431,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745714,3,0,1,380,D,2,D,11,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745824,1,0,1,470,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745844,4,0,1,370,D,2,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745844,5,0,1,370,D,2,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04745844,6,0,1,380,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04746244,2,0,1,380,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04746484,6,0,1,450,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04746794,10,0,1,380,D,1,D,12,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04746794,11,0,2,480,D,1,D,10,D,198,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747064,3,0,1,380,D,1,D,01,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747354,3,0,1,380,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747354,4,0,2,380,D,1,D,12,D,298,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747484,1,0,1,380,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747514,2,0,2,380,D,1,D,12,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747584,4,0,1,380,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04747584,5,0,1,380,D,1,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04748044,2,0,1,470,D,1,D,02,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04748234,2,0,1,380,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04748454,2,0,1,370,D,1,D,12,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04748844,1,0,1,370,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04748844,2,0,1,380,D,1,D,12,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04749134,2,0,1,380,D,1,D,02,D,4324,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04749424,1,0,1,380,D,1,D,02,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04749714,1,0,1,380,D,1,D,12,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04749894,4,0,2,370,D,1,D,12,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04750024,4,0,1,380,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04750074,4,0,1,380,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04750204,3,0,1,380,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04750714,1,0,1,370,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04750864,2,0,2,380,D,1,D,12,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04751154,7,0,1,380,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04751464,1,0,1,120,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04751504,7,0,1,370,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04751984,1,0,1,370,D,1,D,12,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04752064,5,0,2,370,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04752864,2,0,2,450,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04752964,1,0,1,370,D,1,D,12,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04753194,2,0,2,380,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04753734,15,0,1,370,D,1,D,12,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04753734,16,0,1,380,D,1,D,12,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04753734,17,0,1,380,D,1,D,01,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04753804,1,0,1,380,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04753804,2,0,1,380,D,1,D,02,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754114,2,0,1,380,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754334,2,0,1,450,D,1,D,02,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754384,4,0,1,380,D,2,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754444,3,0,1,370,D,1,D,02,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754464,2,0,1,370,D,1,D,12,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754464,3,0,1,370,D,1,D,01,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754464,4,0,1,370,D,1,D,02,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754484,2,0,1,370,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754484,3,0,1,370,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754544,2,0,1,470,D,1,D,12,D,502,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04754544,3,0,2,470,D,1,D,12,D,201,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04755184,1,0,1,380,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04755304,5,0,1,450,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04755414,1,0,1,120,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04755744,1,0,1,380,D,2,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04756244,1,0,2,370,D,1,D,12,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04756264,2,0,2,380,D,1,D,12,D,247,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04756704,1,0,1,400,D,1,D,01,D,,H,380,D,370,D,,A,,A,,A,,A,,A,,A,,A
20221,04756704,1,1,1,380,D,1,D,01,D,8000,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04756704,1,2,1,370,D,1,D,01,D,6000,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757154,3,0,2,380,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757154,4,0,2,490,D,1,D,12,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757474,1,0,2,380,D,1,D,12,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757514,7,0,2,380,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757674,4,0,1,380,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757674,5,0,1,380,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757674,6,0,1,380,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757894,5,0,1,450,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04757894,6,0,1,450,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04758154,4,0,1,380,D,2,D,12,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04758294,2,0,1,460,D,1,D,01,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04758334,7,0,1,380,D,1,D,12,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04758334,8,0,1,380,D,1,D,01,D,316,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04758334,9,0,1,470,D,1,D,02,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04758334,10,0,1,480,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04759184,2,0,1,370,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04759634,5,0,1,380,D,2,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04759654,3,0,1,470,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04759814,2,0,1,380,D,1,D,12,D,209,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04760284,2,0,1,380,D,2,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761364,3,0,1,380,D,1,D,12,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761554,3,0,1,380,D,2,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761564,5,0,1,380,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761794,1,0,1,380,D,1,D,12,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761904,12,0,1,380,D,1,D,12,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761924,5,0,1,470,D,1,D,11,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04761954,3,0,1,380,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04762094,4,0,1,380,D,1,D,12,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04762164,2,0,1,120,D,1,D,11,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04763054,1,0,1,450,D,1,D,11,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04763054,2,0,1,450,D,1,D,12,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04763054,3,0,1,450,D,1,D,01,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04763344,1,0,1,120,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04763544,6,0,1,380,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04764724,1,0,1,380,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04764764,1,0,1,380,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04764764,2,0,2,380,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04765034,1,0,1,120,D,1,D,11,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04765234,2,0,1,380,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04765234,3,0,1,470,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04765234,4,0,1,450,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04765524,1,0,1,380,D,1,D,12,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04766164,3,0,1,370,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04766414,14,0,1,380,D,1,D,12,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04766714,2,0,1,380,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04766714,3,0,1,380,D,1,D,12,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767094,2,0,1,120,D,1,D,12,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767094,3,0,1,380,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767094,4,0,1,450,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767114,2,0,1,380,D,1,D,12,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767174,1,0,1,380,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767604,1,0,1,380,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767604,2,0,1,380,D,2,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04767694,3,0,1,370,D,1,D,12,D,7500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04768084,2,0,1,470,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04768114,3,0,1,380,D,1,D,11,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04768264,5,0,1,450,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04768314,8,0,1,450,D,1,D,12,D,130,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04768914,2,0,1,380,D,1,D,11,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04769044,1,0,1,380,D,2,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04769084,1,0,1,470,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04769094,2,0,1,380,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04769554,2,0,1,460,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04769554,3,0,1,460,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04815263,11,0,1,380,D,1,D,12,D,76000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04815263,12,0,1,480,D,1,D,11,D,560,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04815283,5,0,1,380,D,1,D,12,D,542,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04816373,1,0,1,380,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04816573,2,0,1,460,D,1,D,10,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04816723,1,0,2,380,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04816923,6,0,1,480,D,1,D,11,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04817403,8,0,2,480,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04817683,3,0,1,380,D,1,D,10,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04817683,4,0,1,380,D,1,D,11,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04817683,5,0,1,380,D,1,D,12,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04817773,5,0,1,380,D,2,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04817913,3,0,1,470,D,1,D,11,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04818513,4,0,1,380,D,1,D,12,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04818733,3,0,1,380,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819173,4,0,1,380,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819203,3,0,1,370,D,1,D,10,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819213,6,0,1,380,D,2,D,12,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819293,7,0,1,370,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819293,8,0,1,470,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819453,1,0,1,380,D,2,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819743,2,0,1,460,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819823,1,0,1,470,D,1,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819883,2,0,1,460,D,1,D,12,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819893,3,0,2,450,D,1,D,10,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04819893,4,0,2,450,D,1,D,10,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820063,7,0,1,370,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820063,8,0,1,380,D,1,D,12,D,301,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820123,1,0,1,460,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820213,10,0,1,380,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820213,11,0,1,380,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820233,4,0,1,380,D,1,D,12,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820233,5,0,2,380,D,2,D,10,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820713,1,0,1,370,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04820713,2,0,1,380,D,1,D,12,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04821363,1,0,1,450,D,1,D,11,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04821473,6,0,1,120,D,1,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04821993,1,0,1,380,D,2,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04822193,1,0,1,380,D,1,D,12,D,643,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04822423,3,0,1,370,D,1,D,12,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04822713,4,0,1,380,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04822853,1,0,1,470,D,1,D,11,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04823073,1,0,1,380,D,1,D,12,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04823083,1,0,1,380,D,1,D,12,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04823473,2,0,2,450,D,1,D,10,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04823633,5,0,1,470,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04824343,5,0,1,370,D,2,D,11,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04824903,2,0,1,370,D,2,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04824903,3,0,1,380,D,2,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04824993,7,0,1,380,D,2,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04825363,2,0,1,370,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04825743,1,0,1,380,D,2,D,12,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04825823,2,0,2,450,D,1,D,10,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04826063,3,0,1,450,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04826293,2,0,1,380,D,1,D,12,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04827263,1,0,1,380,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04827263,2,0,1,380,D,1,D,01,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04827283,2,0,1,470,D,1,D,12,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04827283,3,0,1,380,D,2,D,12,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04827283,4,0,1,450,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04827333,2,0,1,380,D,1,D,01,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828223,3,0,1,380,D,1,D,12,D,49,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828223,4,0,1,450,D,1,D,12,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828223,5,0,2,380,D,2,D,11,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828223,6,0,2,450,D,1,D,11,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828263,1,0,1,460,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828273,6,0,1,380,D,1,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828403,2,0,1,380,D,1,D,01,D,1065,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828403,3,0,1,480,D,1,D,01,D,202,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828573,4,0,1,470,D,1,D,11,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828573,5,0,1,450,D,1,D,01,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828683,1,0,1,120,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828733,1,0,1,460,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04828733,2,0,2,490,D,2,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04829493,1,0,1,380,D,1,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04829523,3,0,1,380,D,1,D,12,D,540,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04829913,2,0,1,380,D,1,D,12,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04829913,3,0,2,380,D,1,D,11,D,1500,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04830103,3,0,1,380,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20221,04830353,3,0,1,120,D,1,D,11,D,226,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
