QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20212,04420754,19,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04420814,9,0,5,01,D,100,D,,A,1,D,06,D,2019,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04420914,13,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421004,18,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,610,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421044,21,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421084,7,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,5300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421094,32,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,9000,F,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20212,04421114,13,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,19009,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421114,14,0,5,02,D,300,D,,A,3,D,,B,,C,,A,,A,,A,5500,F,2,D,,A,,A,,A,,C,,A,,A,,A,,A
20212,04421124,10,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,1700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421134,14,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,4000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421134,15,0,5,02,D,300,D,,A,1,D,,B,1998,D,,A,,A,,A,1300,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20212,04421194,35,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421194,36,0,5,02,D,300,D,,A,3,D,02,D,2020,D,,A,,A,,A,100,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04421214,25,0,5,01,D,100,D,0.15,D,3,D,,B,1990,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04421234,47,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,6000,F,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20212,04421234,48,0,5,02,D,300,D,,A,3,D,,B,2006,D,,A,,A,,A,0,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04421304,12,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421344,11,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421354,23,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,19009,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421374,10,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421464,9,0,5,01,D,100,D,,A,3,D,12,D,2019,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421564,9,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421574,27,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,650,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421574,28,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421574,29,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421614,15,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,2400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421634,27,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421664,41,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421674,22,0,5,01,D,100,D,,A,3,D,01,D,2020,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421804,16,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,850,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421834,16,0,1,01,D,100,D,,A,3,D,01,F,2000,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421864,19,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421874,25,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421914,20,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,3900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421934,28,0,5,01,D,100,D,,A,1,D,,B,1989,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421944,21,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421954,21,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421984,19,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,5700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04421984,20,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422014,18,0,5,01,D,100,D,,A,3,D,02,D,2020,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422034,14,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2100,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20212,04422044,27,0,5,01,D,100,D,0.05,D,3,D,,B,2016,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422064,16,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20212,04422134,18,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422184,36,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422264,26,0,1,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422264,27,0,1,02,D,300,D,,A,1,D,02,F,2012,D,,A,,A,,A,30,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20212,04422314,21,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422364,20,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422364,21,0,5,02,D,200,D,,A,3,D,,B,,C,,A,,A,,A,1200,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422414,11,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,190,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422434,15,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422504,35,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422534,9,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,6000,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422544,13,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422594,10,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,950,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422604,18,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422654,24,0,5,01,D,100,D,,A,3,D,,B,1981,D,,A,,A,,A,2300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422724,9,0,5,01,D,100,D,,A,3,D,,B,1950,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422734,11,0,1,01,D,100,D,,A,3,D,02,F,2018,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422744,6,0,1,01,D,100,D,,A,3,D,01,D,2021,D,220000,D,56891,D,6399,F,900,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20212,04422804,31,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422844,30,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422864,45,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,19009,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422864,46,0,5,02,D,300,D,,A,3,D,,B,,C,,A,,A,,A,1200,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,47,0,5,03,D,300,D,,A,3,D,,B,,C,,A,,A,,A,1300,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,48,0,5,04,D,300,D,,A,3,D,,B,2001,D,,A,,A,,A,600,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,49,0,5,05,D,400,D,,A,3,D,,B,,C,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,50,0,5,06,D,400,D,,A,3,D,,B,,C,,A,,A,,A,600,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,51,0,5,07,D,400,D,,A,3,D,,B,,C,,A,,A,,A,1200,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,52,0,5,08,D,400,D,,A,3,D,,B,,C,,A,,A,,A,1400,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422864,53,0,5,09,D,400,D,,A,3,D,,B,,C,,A,,A,,A,80,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04422874,10,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,11900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422884,16,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,1300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04422894,26,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423024,13,0,1,01,D,100,D,,A,3,D,02,F,2001,D,,A,,A,,A,5200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423044,37,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423094,32,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423114,10,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,310,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423144,13,0,5,01,D,100,D,,A,3,D,,B,1976,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423224,23,0,5,01,D,300,D,,A,3,D,,B,1958,D,,A,,A,,A,7200,D,1,D,10,D,1,D,0,D,,A,,A,,A,,A,1,D
20212,04423224,24,0,5,02,D,200,D,,A,3,D,,B,1958,D,,A,,A,,A,8400,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04423224,25,0,5,03,D,300,D,,A,3,D,,B,1985,D,,A,,A,,A,80,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,1,D
20212,04423284,20,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423294,14,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423344,20,0,5,01,D,100,D,,A,3,D,,B,1969,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423354,15,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,980,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423424,33,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423424,34,0,5,02,D,300,D,,A,1,D,,B,2018,D,,A,,A,,A,1500,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,1,D
20212,04423434,18,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,5600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423454,16,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423464,28,0,1,01,D,100,D,,A,1,D,01,F,2018,D,,A,,A,,A,2700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423494,33,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423514,10,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423554,11,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,660,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423554,12,0,5,02,D,300,D,,A,3,D,,B,2011,D,,A,,A,,A,1200,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04423554,13,0,1,03,D,400,D,,A,3,D,02,D,2021,D,35000,D,0,D,2200,D,250,F,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20212,04423624,21,0,5,01,D,100,D,,A,3,D,04,D,2020,D,150000,D,20000,D,4800,D,1100,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20212,04423664,18,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423824,9,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,590,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423884,36,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,6400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423894,15,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423904,31,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04423954,24,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424024,11,0,5,01,D,100,D,0.25,D,3,D,10,D,2020,D,,C,,C,,C,4900,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20212,04424024,12,0,5,02,D,200,D,0.25,D,3,D,,B,1985,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04424104,20,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,5600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424154,17,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424234,18,0,5,01,D,100,D,,A,3,D,,B,1975,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424304,28,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,11700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424304,29,0,5,02,D,300,D,,A,3,D,,B,2010,D,,A,,A,,A,0,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04424334,15,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424354,16,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424404,27,0,5,01,D,100,D,,A,3,D,04,D,2020,D,,A,,A,,A,250,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424454,10,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,270,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424484,19,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424544,20,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424554,17,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424594,11,0,1,01,D,100,D,0.75,D,3,D,,B,1998,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04424634,19,0,5,01,D,100,D,,A,3,D,,B,1968,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424654,8,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,1300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424684,19,0,5,01,D,100,D,,A,3,D,05,D,2020,D,316000,D,2000,D,13000,D,2400,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20212,04424694,10,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424754,16,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424784,16,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424814,15,0,6,01,D,100,D,,A,3,D,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04424844,18,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424874,24,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424894,14,0,5,01,D,100,D,,A,3,D,,B,1966,D,,A,,A,,A,3000,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20212,04424914,11,0,1,01,D,200,D,,A,1,D,,B,2019,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04424964,20,0,5,01,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424974,16,0,5,01,D,100,D,,A,3,D,06,D,2019,D,,A,,A,,A,6000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04424984,22,0,5,01,D,100,D,,A,3,D,,B,1979,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425024,20,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,2500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425044,13,0,5,01,D,100,D,,A,1,D,,B,2015,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425134,20,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425144,18,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425144,19,0,5,02,D,400,D,,A,3,D,,B,1981,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20212,04425154,28,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425184,8,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425194,12,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,4900,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425244,20,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425374,26,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425414,31,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,4300,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20212,04425414,32,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425424,17,0,5,01,D,100,D,,A,3,D,08,D,2019,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425514,21,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425544,8,0,5,01,D,100,D,,A,3,D,,B,1984,D,,A,,A,,A,19009,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425584,16,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425594,13,0,1,01,D,100,D,,A,3,D,01,D,2021,D,125000,D,15000,D,2100,D,1700,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20212,04425634,22,0,1,01,D,100,D,,A,3,D,,B,1971,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425644,30,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,5400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20212,04425654,10,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,5000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
