QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPMOA,VOPMOA_,VOPEXPX,VOPEXPX_,VOPRMBXA,VOPR_BXA,QVOPEQPX,QVOP_QPX,VOPSERVY,VOPS_RVY,VOPLABOR,VOPL_BOR,VOPREIMB,VOPR_IMB,VPSRVY1,VPSRVY1_,VPSRVY2,VPSRVY2_,VPSRVY3,VPSRVY3_,VPSRVY4,VPSRVY4_,VPSRVY5,VPSRVY5_,VPSRVY6,VPSRVY6_,VPSRVY7,VPSRVY7_,VPSRVY8,VPSRVY8_,VPSRVY9,VPSRVY9_
20212,04422594,27,0,1,02,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422604,33,0,1,02,D,55,D,,A,55,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422604,34,0,1,02,D,400,D,,A,400,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422654,50,0,1,01,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422654,51,0,1,02,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422654,52,0,1,03,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422744,14,0,1,03,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422804,51,0,1,02,D,75,D,,A,75,D,150,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422844,60,0,1,03,D,700,D,,A,700,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422844,61,0,1,03,D,398,D,,A,398,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422844,62,0,1,03,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422844,63,0,2,01,D,,C,,A,100,F,130,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422844,64,0,2,01,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422894,43,0,1,01,D,404,D,,A,404,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423094,68,0,1,03,D,1300,D,,A,1300,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423274,29,0,1,03,D,350,D,,A,350,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423274,30,0,1,13,D,21,D,,A,21,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423284,38,0,1,03,D,138,D,,A,138,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423284,39,0,1,02,D,12,D,,A,12,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423304,32,0,1,03,D,53,D,,A,53,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423464,42,0,1,01,D,130,D,,A,130,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423464,43,0,1,02,D,450,D,,A,450,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423464,44,0,1,03,D,350,D,,A,350,D,330,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423464,45,0,1,03,D,178,D,,A,178,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423464,46,0,1,13,D,55,D,,A,55,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,0,1,03,D,11000,D,,A,,H,500,D,1,D,2,D,320,D,140,D,500,D,370,D,,A,,A,,A,,A,,A
20212,04423474,37,1,1,03,D,,B,,A,233,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,2,1,03,D,,B,,A,952,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,3,1,03,D,,B,,A,533,E,130,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,4,1,03,D,,B,,A,1619,E,140,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,5,1,03,D,,B,,A,152,E,150,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,6,1,03,D,,B,,A,457,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,7,1,03,D,,B,,A,1905,E,320,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,8,1,03,D,,B,,A,2000,E,330,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,9,1,03,D,,B,,A,533,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,10,1,03,D,,B,,A,76,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,11,1,03,D,,B,,A,952,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,37,12,1,03,D,,B,,A,1588,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,38,0,1,03,D,200,D,,A,200,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,39,0,1,13,D,100,D,,A,100,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,40,0,2,01,D,90,D,,A,90,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423484,15,0,1,03,D,180,D,,A,180,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423554,48,0,1,02,D,475,D,,A,475,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423764,25,0,1,02,D,100,D,,A,100,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423764,26,0,1,03,D,155,D,,A,,H,500,D,2,D,2,D,370,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04423764,26,1,1,03,D,,B,,A,125,E,370,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423764,26,2,1,03,D,,B,,A,30,E,100,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423904,53,0,1,02,D,200,D,,A,200,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423904,54,0,2,01,D,46,D,,A,46,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423934,19,0,1,01,D,340,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04423934,19,1,1,01,D,,B,,A,274,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423934,19,2,1,01,D,,B,,A,66,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423954,41,0,1,01,D,68,D,,A,,H,500,D,1,D,2,D,160,D,370,D,100,D,,A,,A,,A,,A,,A,,A
20212,04423954,41,1,1,01,D,,B,,A,18,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423954,41,2,1,01,D,,B,,A,39,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423954,41,3,1,01,D,,B,,A,11,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423954,42,0,1,02,D,1100,D,,A,,H,500,D,,A,2,D,160,D,140,D,,A,,A,,A,,A,,A,,A,,A
20212,04423954,42,1,1,02,D,,B,,A,243,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423954,42,2,1,02,D,,B,,A,857,E,140,D,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424024,25,0,1,02,D,150,D,,A,150,D,130,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424104,41,0,1,03,D,100,D,,A,100,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424224,24,0,1,02,D,670,D,,A,670,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424234,35,0,1,03,D,38,D,,A,,H,500,D,1,D,2,D,367,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04424234,35,1,1,03,D,,B,,A,10,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424234,35,2,1,03,D,,B,,A,28,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424334,32,0,1,03,D,56,D,,A,56,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424344,15,0,1,01,D,250,D,,A,250,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424344,16,0,1,02,D,200,D,,A,200,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424364,27,0,1,03,D,1000,D,,A,1000,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424404,53,0,1,03,D,25,D,,A,25,D,150,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424424,20,0,1,03,D,145,D,,A,145,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424544,34,0,1,02,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424544,35,0,1,03,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424544,36,0,1,02,D,120,D,,A,120,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424554,31,0,1,01,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424554,32,0,1,01,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424554,33,0,1,01,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424574,29,0,1,03,D,200,D,,A,,H,500,D,,A,2,D,500,D,150,D,,A,,A,,A,,A,,A,,A,,A
20212,04424574,29,1,1,03,D,,B,,A,46,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424574,29,2,1,03,D,,B,,A,107,E,130,D,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424574,29,3,1,03,D,,B,,A,30,E,150,D,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424574,29,4,1,03,D,,B,,A,17,E,367,D,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424574,30,0,1,02,D,27,D,,A,27,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424674,24,0,1,01,D,48,D,,A,48,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424684,30,0,1,02,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424714,16,0,1,03,D,85,D,,A,85,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424714,17,0,1,02,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424754,33,0,1,03,D,120,D,,A,120,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424754,34,0,2,01,D,550,D,,A,550,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424894,23,0,1,02,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424914,25,0,1,13,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424964,41,0,2,01,D,54,D,,A,54,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424974,36,0,1,01,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424974,37,0,1,01,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424974,38,0,1,13,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424974,39,0,2,01,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425034,41,0,1,02,D,1400,D,,A,,H,500,D,,A,2,D,160,D,380,D,140,D,,A,,A,,A,,A,,A,,A
20212,04425034,41,1,1,02,D,,B,,A,174,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425034,41,2,1,02,D,,B,,A,606,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425034,41,3,1,02,D,,B,,A,620,E,140,D,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425034,42,0,1,03,D,170,D,,A,170,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425034,43,0,1,03,D,80,D,,A,80,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425034,44,0,1,03,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425044,24,0,1,03,D,30,D,,A,30,D,150,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425044,25,0,2,01,D,650,D,,A,650,D,140,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425134,30,0,1,03,D,154,D,,A,154,D,130,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425134,31,0,1,03,D,219,D,,A,219,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425144,34,0,1,01,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,39,0,1,01,D,105,D,,A,105,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,40,0,1,03,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,41,0,1,03,D,300,D,,A,300,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,42,0,1,01,D,200,D,,A,200,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,43,0,1,01,D,208,D,,A,208,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
