QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,EDUC_AY,EDUC_AY_,EDUCGFTC,EDUC_FTC,EDSCHL_A,EDSC_L_A,EDMONTHA,EDMO_THA,EDREIMBX,EDRE_MBX,JEDUCNET,JEDU_NET,EDUC_A1,EDUC_A1_,EDUC_A2,EDUC_A2_,EDUC_A3,EDUC_A3_,EDUC_A4,EDUC_A4_,EDUC_A5,EDUC_A5_,EDUC_A6,EDUC_A6_,EDUC_A7,EDUC_A7_,EDUC_A8,EDUC_A8_,EDUC_A9,EDUC_A9_
20212,04612522,5,0,1,300,D,1,D,1,D,01,D,,A,3867,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612542,3,0,1,300,D,1,D,2,D,13,D,,A,680,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612702,4,0,1,300,D,2,D,1,D,03,D,,A,7500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612742,6,0,1,300,D,1,D,2,D,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612742,7,0,1,355,D,1,D,2,D,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612742,8,0,1,100,D,1,D,,A,01,D,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612752,2,0,1,200,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04612792,2,0,1,358,D,1,D,,A,02,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613512,8,0,1,100,D,1,D,,A,02,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613512,9,0,1,358,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04613512,10,0,1,355,D,1,D,5,D,03,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614022,3,0,1,355,D,1,D,1,D,03,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614022,4,0,2,380,D,1,D,1,D,01,D,,A,,H,355,D,358,D,300,D,,A,,A,,A,,A,,A,,A
20212,04614022,4,1,2,355,D,1,D,1,D,01,D,,A,3529,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614022,4,2,2,358,D,1,D,1,D,01,D,,A,1764,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614022,4,3,2,300,D,1,D,1,D,01,D,,A,24707,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614052,4,0,2,380,D,1,D,1,D,01,D,,A,,H,358,D,355,D,,A,,A,,A,,A,,A,,A,,A
20212,04614052,4,1,2,358,D,1,D,1,D,01,D,,A,83,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614052,4,2,2,355,D,1,D,1,D,01,D,,A,167,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614192,8,0,1,100,D,1,D,,A,13,D,,A,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614242,8,0,1,300,D,1,D,1,D,01,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614242,9,0,1,358,D,1,D,,A,01,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614392,8,0,1,200,D,1,D,,A,01,D,,A,1120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614402,3,0,1,358,D,1,D,,A,03,D,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614572,7,0,1,300,D,1,D,1,D,01,D,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614572,8,0,1,355,D,1,D,1,D,01,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614582,7,0,1,345,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614732,11,0,1,360,D,1,D,2,D,03,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614782,7,0,1,355,D,1,D,6,D,03,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614862,3,0,1,300,D,1,D,4,D,13,D,,A,563,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04614952,7,0,1,358,D,1,D,,A,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615042,3,0,1,358,D,1,D,,A,01,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615462,10,0,1,100,D,1,D,,A,02,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615462,11,0,1,100,D,1,D,,A,03,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615602,4,0,1,100,D,1,D,,A,13,D,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615702,7,0,1,345,D,1,D,,A,13,D,,A,290,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04615722,6,0,1,100,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616042,5,0,1,300,D,1,D,1,D,01,D,3900,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616292,6,0,1,358,D,1,D,,A,01,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616292,7,0,1,358,D,1,D,,A,02,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616322,5,0,1,100,D,1,D,,A,01,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616432,3,0,1,300,D,1,D,2,D,13,D,,A,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616562,3,0,1,345,D,1,D,,A,13,D,,A,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616562,4,0,1,300,D,1,D,2,D,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616562,5,0,2,300,D,2,D,1,D,01,D,,A,3867,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04616692,5,0,1,355,D,1,D,1,D,01,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617032,11,0,1,100,D,1,D,,A,01,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617032,12,0,1,100,D,1,D,,A,02,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617032,13,0,1,100,D,1,D,,A,03,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617032,14,0,1,200,D,2,D,,A,13,D,,A,640,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617252,5,0,1,300,D,1,D,1,D,01,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617412,3,0,2,300,D,1,D,1,D,01,D,,A,3745,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617802,5,0,1,355,D,1,D,1,D,01,D,,A,179,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617882,6,0,1,300,D,1,D,2,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617882,7,0,1,100,D,1,D,,A,01,D,,A,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617882,8,0,1,100,D,1,D,,A,13,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617882,9,0,1,100,D,1,D,,A,13,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04617894,2,0,1,100,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618072,6,0,2,300,D,1,D,1,D,01,D,2500,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618352,4,0,1,345,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618352,5,0,1,100,D,1,D,,A,13,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618362,6,0,1,300,D,1,D,6,D,13,D,,A,277,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618452,5,0,1,358,D,1,D,,A,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618603,6,0,1,300,D,1,D,1,D,03,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618603,7,0,1,358,D,1,D,,A,03,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618603,8,0,2,300,D,1,D,1,D,01,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618603,9,0,2,380,D,1,D,1,D,01,D,,A,,H,358,D,355,D,,A,,A,,A,,A,,A,,A,,A
20212,04618603,9,1,2,358,D,1,D,1,D,01,D,,A,833,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618603,9,2,2,355,D,1,D,1,D,01,D,,A,1667,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618742,9,0,1,360,D,1,D,6,D,01,D,,A,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618762,3,0,1,200,D,1,D,,A,13,D,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618782,5,0,1,300,D,1,D,1,D,13,D,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618812,5,0,1,200,D,1,D,,A,13,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04618822,5,0,1,200,D,1,D,,A,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619022,5,0,1,360,D,1,D,2,D,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619142,7,0,1,300,D,1,D,1,D,13,D,,A,187,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619142,8,0,1,358,D,1,D,,A,03,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619182,3,0,1,355,D,1,D,1,D,01,D,,A,263,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619222,4,0,1,100,D,1,D,,A,03,D,,A,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619222,5,0,1,358,D,1,D,,A,03,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619402,9,0,1,360,D,1,D,1,D,13,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619792,5,0,1,100,D,1,D,,A,13,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04619842,9,0,1,200,D,1,D,,A,13,D,,A,880,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620082,5,0,1,355,D,1,D,1,D,02,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620342,12,0,1,380,D,2,D,2,D,13,D,,A,,H,320,D,100,D,300,D,,A,,A,,A,,A,,A,,A
20212,04620342,12,1,1,320,D,2,D,2,D,13,D,,A,185,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620342,12,2,1,100,D,2,D,2,D,13,D,,A,286,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620342,12,3,1,300,D,2,D,2,D,13,D,,A,1709,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620342,13,0,1,360,D,1,D,2,D,02,D,,A,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620652,6,0,1,355,D,1,D,1,D,01,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620682,5,0,1,300,D,2,D,1,D,13,D,,A,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620682,6,0,2,300,D,1,D,1,D,01,D,,A,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04620792,7,0,1,300,D,1,D,5,D,01,D,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04621002,13,0,1,100,D,1,D,,A,13,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04621222,3,0,1,100,D,1,D,,A,02,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04621422,5,0,1,100,D,1,D,,A,03,D,,A,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04621512,6,0,1,100,D,1,D,,A,02,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652152,7,0,1,100,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652152,8,0,1,200,D,1,D,,A,13,D,,A,1420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652152,9,0,1,360,D,1,D,2,D,04,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652432,9,0,1,360,D,1,D,1,D,02,D,,A,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652662,2,0,1,300,D,1,D,1,D,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04652712,12,0,1,358,D,1,D,,A,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04653222,4,0,1,360,D,1,D,1,D,02,D,,A,395,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04653582,7,0,1,100,D,2,D,,A,03,D,,A,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04653802,7,0,2,300,D,1,D,1,D,02,D,,A,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04653962,11,0,1,200,D,1,D,6,D,04,D,,A,651,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654272,3,0,1,100,D,1,D,,A,04,D,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654314,2,0,1,100,D,1,D,,A,02,D,,A,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654314,3,0,1,100,D,1,D,,A,03,D,,A,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654314,4,0,1,100,D,1,D,,A,04,D,,A,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654314,5,0,1,300,D,1,D,2,D,02,D,,A,2667,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654322,6,0,1,100,D,1,D,,A,13,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654382,6,0,1,300,D,1,D,1,D,03,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654382,7,0,1,300,D,1,D,1,D,04,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654382,8,0,2,300,D,1,D,1,D,02,D,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654572,3,0,1,358,D,1,D,,A,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654702,3,0,1,100,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04654912,8,0,1,100,D,1,D,,A,13,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655582,3,0,1,200,D,1,D,,A,13,D,,A,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655662,5,0,1,300,D,1,D,2,D,02,D,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655702,6,0,1,380,D,1,D,1,D,13,D,,A,,H,345,D,380,D,300,D,,A,,A,,A,,A,,A,,A
20212,04655702,6,1,1,100,D,1,D,1,D,13,D,,A,157,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655702,6,2,1,300,D,1,D,1,D,13,D,,A,1228,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655702,6,3,1,345,D,1,D,1,D,13,D,,A,175,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655702,6,4,1,355,D,1,D,1,D,13,D,,A,175,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655702,6,5,1,358,D,1,D,1,D,13,D,,A,87,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655702,6,6,1,360,D,1,D,1,D,13,D,,A,178,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655712,4,0,1,100,D,1,D,,A,13,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655782,11,0,1,310,D,1,D,,A,13,D,500,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04655782,12,0,2,345,D,1,D,,A,02,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04656222,5,0,1,100,D,1,D,,A,04,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04656632,4,0,1,200,D,1,D,,A,13,D,,A,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04656842,4,0,1,300,D,1,D,2,D,13,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657032,5,0,1,200,D,1,D,,A,13,D,,A,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657692,7,0,1,200,D,1,D,,A,04,D,,A,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657742,8,0,2,360,D,1,D,6,D,02,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657742,9,0,2,360,D,1,D,6,D,02,D,,A,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04657812,5,0,2,100,D,1,D,,A,02,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04658532,6,0,1,200,D,1,D,,A,13,D,,A,1774,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04658632,7,0,1,300,D,1,D,1,D,03,D,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04658952,4,0,1,360,D,1,D,2,D,13,D,,A,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659042,8,0,1,300,D,1,D,1,D,13,D,,A,341,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659212,6,0,1,358,D,1,D,,A,03,D,,A,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659212,7,0,1,358,D,1,D,,A,03,D,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659252,16,0,1,100,D,1,D,,A,13,D,,A,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659672,3,0,1,200,D,1,D,,A,13,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659672,4,0,2,200,D,1,D,,A,02,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659722,5,0,1,200,D,1,D,,A,13,D,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659902,4,0,1,345,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659962,7,0,1,345,D,1,D,,A,04,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04659962,8,0,2,300,D,1,D,2,D,02,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660172,8,0,1,100,D,1,D,,A,13,D,,A,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660252,5,0,1,200,D,1,D,,A,13,D,,A,845,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660252,6,0,1,200,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660412,5,0,1,300,D,1,D,1,D,03,D,,A,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04660552,5,0,1,360,D,2,D,1,D,03,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661572,13,0,1,100,D,1,D,,A,02,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661592,7,0,1,300,D,1,D,6,D,04,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661632,2,0,1,300,D,1,D,1,D,03,D,,A,2821,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661632,3,0,1,358,D,1,D,,A,04,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661682,14,0,1,100,D,1,D,,A,04,D,,A,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661782,4,0,1,300,D,1,D,2,D,13,D,,A,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661782,5,0,1,300,D,2,D,2,D,13,D,,A,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661812,9,0,1,358,D,1,D,,A,13,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661812,10,0,2,360,D,1,D,6,D,02,D,,A,780,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661902,8,0,1,355,D,1,D,1,D,02,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661902,9,0,1,355,D,1,D,1,D,04,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04661992,10,0,1,100,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662062,4,0,1,100,D,1,D,,A,13,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662062,5,0,1,355,D,1,D,2,D,13,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662422,5,0,1,380,D,1,D,6,D,04,D,,A,,H,355,D,358,D,300,D,,A,,A,,A,,A,,A,,A
20212,04662422,5,1,1,355,D,1,D,6,D,04,D,,A,61,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662422,5,2,1,358,D,1,D,6,D,04,D,,A,85,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662422,5,3,1,300,D,1,D,6,D,04,D,,A,879,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662782,3,0,1,200,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662902,3,0,1,200,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04662962,4,0,1,200,D,1,D,,A,13,D,,A,1350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663064,4,0,1,360,D,1,D,1,D,02,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663064,5,0,1,360,D,1,D,1,D,03,D,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663064,6,0,1,320,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663064,7,0,1,358,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04663342,3,0,1,345,D,1,D,,A,13,D,,A,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679212,5,0,1,200,D,1,D,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679412,3,0,1,300,D,1,D,1,D,04,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679582,4,0,1,370,D,1,D,1,D,13,D,,A,,H,355,D,300,D,,A,,A,,A,,A,,A,,A,,A
20212,04679582,4,1,1,355,D,1,D,1,D,13,D,,A,22,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679582,4,2,1,300,D,1,D,1,D,13,D,,A,128,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679802,11,0,1,200,D,1,D,,A,04,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04679802,12,0,1,100,D,1,D,,A,04,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680032,7,0,1,200,D,1,D,,A,13,D,,A,1837,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680032,8,0,1,100,D,1,D,,A,13,D,,A,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680122,7,0,1,300,D,1,D,1,D,05,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680402,6,0,1,300,D,1,D,1,D,05,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680422,2,0,1,300,D,1,D,1,D,13,D,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680442,2,0,1,300,D,1,D,2,D,13,D,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680464,8,0,1,358,D,2,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680552,6,0,1,100,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04680902,5,0,1,358,D,1,D,,A,04,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681062,4,0,1,300,D,2,D,2,D,04,D,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681222,12,0,1,300,D,1,D,2,D,05,D,,A,4620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681222,13,0,1,100,D,1,D,,A,03,D,,A,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681282,4,0,1,300,D,1,D,1,D,03,D,610,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681642,4,0,1,200,D,1,D,,A,03,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681642,5,0,1,200,D,1,D,,A,04,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681912,5,0,1,100,D,1,D,,A,03,D,,A,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681912,6,0,1,100,D,1,D,,A,04,D,,A,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04681912,7,0,1,100,D,1,D,,A,05,D,,A,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682262,2,0,1,300,D,1,D,2,D,13,D,,A,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682302,18,0,1,100,D,1,D,,A,13,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682302,19,0,1,100,D,1,D,,A,13,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682302,20,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,10,0,1,355,D,1,D,1,D,05,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,11,0,1,300,D,1,D,1,D,04,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,12,0,1,200,D,1,D,,A,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,13,0,1,100,D,1,D,,A,05,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,14,0,1,100,D,1,D,,A,04,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04682782,15,0,1,100,D,1,D,,A,03,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
