QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20212,04472064,27,3,1,,A,281,E,130,D
20212,04503524,35,0,1,3,D,,H,,A
20212,04503524,35,1,1,,A,10,E,100,D
20212,04503524,35,2,1,,A,5,E,110,D
20212,04503524,35,3,1,,A,9,E,120,D
20212,04503524,35,4,1,,A,10,E,150,D
20212,04503524,35,5,1,,A,5,E,170,D
20212,04503524,35,6,1,,A,1,E,190,D
20212,04504224,14,0,1,1,D,,H,,A
20212,04504224,14,1,1,,A,24,E,100,D
20212,04504224,14,2,1,,A,6,E,110,D
20212,04506694,58,0,1,1,D,,H,,A
20212,04506694,58,1,1,,A,38,E,210,D
20212,04506694,58,2,1,,A,37,E,220,D
20212,04508264,34,0,1,1,D,,H,,A
20212,04508264,34,1,1,,A,85,E,100,D
20212,04508264,34,2,1,,A,15,E,110,D
20212,04511054,18,0,1,1,D,,H,,A
20212,04511054,18,1,1,,A,205,E,100,D
20212,04511054,18,2,1,,A,119,E,110,D
20212,04511054,18,3,1,,A,118,E,120,D
20212,04511054,18,4,1,,A,414,E,130,D
20212,04511054,18,5,1,,A,201,E,150,D
20212,04511054,18,6,1,,A,115,E,170,D
20212,04511054,18,7,1,,A,28,E,190,D
20212,04545453,19,0,1,1,D,,H,,A
20212,04545453,19,1,1,,A,248,E,100,D
20212,04545453,19,2,1,,A,42,E,110,D
20212,04545453,19,3,1,,A,84,E,120,D
20212,04545453,19,4,1,,A,580,E,130,D
20212,04545453,19,5,1,,A,3,E,140,D
20212,04545453,19,6,1,,A,143,E,150,D
20212,04546263,17,0,1,1,D,,H,,A
20212,04546263,17,1,1,,A,38,E,100,D
20212,04546263,17,2,1,,A,6,E,110,D
20212,04546263,17,3,1,,A,11,E,120,D
20212,04546263,17,4,1,,A,20,E,150,D
20212,04550513,22,0,1,1,D,,H,,A
20212,04550513,22,1,1,,A,63,E,100,D
20212,04550513,22,2,1,,A,29,E,110,D
20212,04550513,22,3,1,,A,58,E,210,D
20212,04550593,16,0,1,1,D,,H,,A
20212,04550593,16,1,1,,A,28,E,120,D
20212,04550593,16,2,1,,A,12,E,140,D
20212,04550593,16,3,1,,A,10,E,150,D
20212,04550773,17,0,1,10,D,,H,,A
20212,04550773,17,1,1,,A,277,G,100,D
20212,04550773,17,2,1,,A,97,G,110,D
20212,04550773,17,3,1,,A,158,G,120,D
20212,04550773,17,4,1,,A,9,G,140,D
20212,04550773,17,5,1,,A,699,G,150,D
20212,04550773,17,6,1,,A,260,G,190,D
20212,04552303,36,0,1,10,D,,H,,A
20212,04552303,36,1,1,,A,334,E,100,D
20212,04552303,36,2,1,,A,132,E,110,D
20212,04552303,36,3,1,,A,142,E,120,D
20212,04552303,36,4,1,,A,1232,E,130,D
20212,04552303,36,5,1,,A,26,E,140,D
20212,04552303,36,6,1,,A,729,E,150,D
20212,04552303,36,7,1,,A,59,E,190,D
20212,04552303,36,8,1,,A,346,E,210,D
20212,04554843,19,0,1,1,D,,H,,A
20212,04554843,19,1,1,,A,277,E,100,D
20212,04554843,19,2,1,,A,97,E,110,D
20212,04554843,19,3,1,,A,162,E,120,D
20212,04554843,19,4,1,,A,9,E,140,D
20212,04554843,19,5,1,,A,695,E,150,D
20212,04554843,19,6,1,,A,260,E,190,D
20212,04555753,7,0,1,1,D,,H,,A
20212,04555753,7,1,1,,A,15,E,100,D
20212,04555753,7,2,1,,A,7,E,110,D
20212,04556053,22,0,1,1,D,,H,,A
20212,04556053,22,1,1,,A,19,E,100,D
20212,04556053,22,2,1,,A,6,E,110,D
20212,04559003,16,0,1,1,D,,H,,A
20212,04559003,16,1,1,,A,338,E,100,D
20212,04559003,16,2,1,,A,62,E,110,D
20212,04559353,29,0,1,1,D,,H,,A
20212,04559353,29,1,1,,A,132,E,100,D
20212,04559353,29,2,1,,A,116,E,120,D
20212,04559353,29,3,1,,A,55,E,140,D
20212,04559353,29,4,1,,A,47,E,150,D
20212,04560363,28,0,1,1,D,,H,,A
20212,04560363,28,1,1,,A,234,E,100,D
20212,04560363,28,2,1,,A,69,E,110,D
20212,04560363,28,3,1,,A,597,E,130,D
20212,04561283,24,0,1,1,D,,H,,A
20212,04561283,24,1,1,,A,85,E,100,D
20212,04561283,24,2,1,,A,25,E,110,D
20212,04561443,7,0,1,1,D,,H,,A
20212,04561443,7,1,1,,A,620,E,100,D
20212,04561443,7,2,1,,A,106,E,110,D
20212,04561443,7,3,1,,A,208,E,120,D
20212,04561443,7,4,1,,A,7,E,140,D
20212,04561443,7,5,1,,A,359,E,150,D
20212,04562623,16,0,1,1,D,,H,,A
20212,04562623,16,1,1,,A,30,E,100,D
20212,04562623,16,2,1,,A,12,E,110,D
20212,04562623,16,3,1,,A,26,E,120,D
20212,04562623,16,4,1,,A,2,E,140,D
20212,04562623,16,5,1,,A,10,E,190,D
20212,04568363,29,0,1,1,D,,H,,A
20212,04568363,29,1,1,,A,72,G,100,D
20212,04568363,29,2,1,,A,21,G,110,D
20212,04568363,29,3,1,,A,18,G,120,D
20212,04568363,29,4,1,,A,184,G,130,D
20212,04568363,29,5,1,,A,2,G,140,D
20212,04568363,29,6,1,,A,136,G,150,D
20212,04568363,29,7,1,,A,17,G,190,D
20212,04568483,34,0,1,1,D,,H,,A
20212,04568483,34,1,1,,A,16,E,100,D
20212,04568483,34,2,1,,A,9,E,110,D
20212,04568483,34,3,1,,A,12,E,120,D
20212,04568483,34,4,1,,A,33,E,130,D
20212,04568483,34,5,1,,A,16,E,150,D
20212,04568483,34,6,1,,A,9,E,170,D
20212,04568483,34,7,1,,A,2,E,190,D
20212,04568483,34,8,1,,A,6,E,210,D
20212,04570873,60,0,1,1,D,,H,,A
20212,04570873,60,1,1,,A,50,E,100,D
20212,04570873,60,2,1,,A,20,E,110,D
20212,04571533,23,0,1,1,D,,H,,A
20212,04571533,23,1,1,,A,169,E,100,D
20212,04571533,23,2,1,,A,31,E,110,D
20212,04571773,21,0,1,2,D,,H,,A
20212,04571773,21,1,1,,A,161,E,100,D
20212,04571773,21,2,1,,A,64,E,110,D
20212,04571773,21,3,1,,A,72,E,120,D
20212,04571773,21,4,1,,A,12,E,140,D
20212,04571773,21,5,1,,A,353,E,150,D
20212,04571773,21,6,1,,A,28,E,190,D
20212,04571833,44,0,1,1,D,,H,,A
20212,04571833,44,1,1,,A,32,E,100,D
20212,04571833,44,2,1,,A,5,E,110,D
20212,04571833,44,3,1,,A,13,E,210,D
20212,04574083,25,0,1,1,D,,H,,A
20212,04574083,25,1,1,,A,22,E,100,D
20212,04574083,25,2,1,,A,8,E,110,D
20212,04576663,24,0,1,1,D,,H,,A
20212,04576663,24,1,1,,A,20,E,100,D
20212,04576663,24,2,1,,A,15,E,110,D
20212,04576663,24,3,1,,A,12,E,120,D
20212,04576663,24,4,1,,A,20,E,150,D
20212,04576663,24,5,1,,A,11,E,170,D
20212,04576663,24,6,1,,A,2,E,190,D
20212,04578553,19,0,1,1,D,,H,,A
20212,04578553,19,1,1,,A,117,E,100,D
20212,04578553,19,2,1,,A,105,E,120,D
20212,04578553,19,3,1,,A,88,E,130,D
20212,04578553,19,4,1,,A,48,E,140,D
20212,04578553,19,5,1,,A,42,E,150,D
20212,04578873,41,0,1,2,D,,H,,A
20212,04578873,41,1,1,,A,72,E,100,D
20212,04578873,41,2,1,,A,21,E,110,D
20212,04578873,41,3,1,,A,18,E,120,D
20212,04578873,41,4,1,,A,184,E,130,D
20212,04578873,41,5,1,,A,2,E,140,D
20212,04578873,41,6,1,,A,136,E,150,D
20212,04578873,41,7,1,,A,17,E,190,D
20212,04615922,19,0,1,1,D,,H,,A
20212,04615922,19,1,1,,A,166,E,100,D
20212,04615922,19,2,1,,A,58,E,110,D
20212,04615922,19,3,1,,A,100,E,120,D
20212,04615922,19,4,1,,A,413,E,130,D
20212,04615922,19,5,1,,A,5,E,140,D
20212,04615922,19,6,1,,A,416,E,150,D
20212,04615922,19,7,1,,A,155,E,190,D
20212,04615922,19,8,1,,A,154,E,210,D
20212,04615922,19,9,1,,A,33,E,220,D
20212,04616822,13,0,1,1,D,,H,,A
20212,04616822,13,1,1,,A,9,E,100,D
20212,04616822,13,2,1,,A,2,E,110,D
20212,04616822,13,3,1,,A,2,E,120,D
20212,04616822,13,4,1,,A,4,E,150,D
20212,04616822,13,5,1,,A,2,E,170,D
20212,04619402,28,0,1,1,D,,H,,A
20212,04619402,28,1,1,,A,223,E,100,D
20212,04619402,28,2,1,,A,127,E,110,D
20212,04620482,15,0,1,2,D,,H,,A
20212,04620482,15,1,1,,A,61,E,210,D
20212,04620482,15,2,1,,A,62,E,220,D
20212,04653852,32,0,1,1,D,,H,,A
20212,04653852,32,1,1,,A,126,E,100,D
20212,04653852,32,2,1,,A,37,E,110,D
20212,04653852,32,3,1,,A,27,E,120,D
20212,04653852,32,4,1,,A,328,E,130,D
20212,04653852,32,5,1,,A,4,E,140,D
20212,04653852,32,6,1,,A,238,E,150,D
20212,04653852,32,7,1,,A,29,E,190,D
20212,04653852,32,8,1,,A,126,E,210,D
20212,04653852,32,9,1,,A,85,E,220,D
20212,04657812,35,0,1,1,D,,H,,A
20212,04657812,35,1,1,,A,22,E,100,D
20212,04657812,35,2,1,,A,8,E,110,D
20212,04657812,35,3,1,,A,12,E,120,D
20212,04657812,35,4,1,,A,81,E,130,D
20212,04657812,35,5,1,,A,1,E,140,D
20212,04657812,35,6,1,,A,48,E,150,D
20212,04657812,35,7,1,,A,3,E,190,D
20212,04659962,59,0,1,1,D,,H,,A
20212,04659962,59,1,1,,A,168,E,100,D
20212,04659962,59,2,1,,A,49,E,110,D
20212,04659962,59,3,1,,A,170,E,210,D
20212,04659962,59,4,1,,A,113,E,220,D
20212,04660172,39,0,1,1,D,,H,,A
20212,04660172,39,1,1,,A,231,E,100,D
20212,04660172,39,2,1,,A,68,E,110,D
20212,04660172,39,3,1,,A,53,E,120,D
20212,04660172,39,4,1,,A,9,E,140,D
20212,04660172,39,5,1,,A,435,E,150,D
20212,04660172,39,6,1,,A,54,E,190,D
20212,04661262,13,0,1,1,D,,H,,A
20212,04661262,13,1,1,,A,1473,G,100,D
20212,04661262,13,2,1,,A,1296,G,120,D
20212,04661262,13,3,1,,A,1106,G,130,D
20212,04661262,13,4,1,,A,600,G,140,D
20212,04661262,13,5,1,,A,525,G,150,D
20212,04661922,23,0,1,1,D,,H,,A
20212,04661922,23,1,1,,A,193,E,100,D
20212,04661922,23,2,1,,A,60,E,110,D
20212,04661922,23,3,1,,A,41,E,120,D
20212,04661922,23,4,1,,A,491,E,130,D
20212,04661922,23,5,1,,A,7,E,140,D
20212,04661922,23,6,1,,A,363,E,150,D
20212,04661922,23,7,1,,A,45,E,190,D
20212,04662002,25,0,1,1,D,,H,,A
20212,04662002,25,1,1,,A,238,G,130,D
20212,04663064,19,0,1,1,D,,H,,A
20212,04663064,19,1,1,,A,159,E,120,D
20212,04663064,19,2,1,,A,72,E,140,D
20212,04663064,19,3,1,,A,63,E,150,D
20212,04663064,19,4,1,,A,36,E,210,D
20212,04680822,8,0,1,1,D,,H,,A
20212,04680822,8,1,1,,A,429,E,120,D
20212,04680822,8,2,1,,A,198,E,140,D
20212,04680822,8,3,1,,A,173,E,150,D
20212,04682312,34,0,1,2,D,,H,,A
20212,04682312,34,1,1,,A,253,E,100,D
20212,04682312,34,2,1,,A,75,E,110,D
20212,04682312,34,3,1,,A,54,E,120,D
20212,04682312,34,4,1,,A,651,E,130,D
20212,04682312,34,5,1,,A,9,E,140,D
20212,04682312,34,6,1,,A,477,E,150,D
20212,04682312,34,7,1,,A,59,E,190,D
20212,04682312,34,8,1,,A,252,E,210,D
20212,04682312,34,9,1,,A,170,E,220,D
20212,04683082,32,0,1,4,D,,H,,A
20212,04683082,32,1,1,,A,108,E,100,D
20212,04683082,32,2,1,,A,58,E,110,D
20212,04683082,32,3,1,,A,60,E,120,D
20212,04683082,32,4,1,,A,102,E,150,D
20212,04683082,32,5,1,,A,58,E,170,D
20212,04683082,32,6,1,,A,14,E,190,D
20212,04683732,33,0,1,6,D,,H,,A
20212,04683732,33,1,1,,A,507,E,100,D
20212,04683732,33,2,1,,A,199,E,110,D
20212,04683732,33,3,1,,A,213,E,120,D
20212,04683732,33,4,1,,A,1855,E,130,D
20212,04683732,33,5,1,,A,39,E,140,D
20212,04683732,33,6,1,,A,1098,E,150,D
20212,04683732,33,7,1,,A,89,E,190,D
20212,04684212,64,0,1,1,D,,H,,A
20212,04684212,64,1,1,,A,29,E,100,D
20212,04684212,64,2,1,,A,11,E,110,D
20212,04684302,25,0,1,2,D,,H,,A
20212,04684302,25,1,1,,A,269,E,100,D
20212,04684302,25,2,1,,A,81,E,110,D
20212,04684372,87,0,1,1,D,,H,,A
20212,04684372,87,1,1,,A,111,E,100,D
20212,04684372,87,2,1,,A,44,E,110,D
20212,04684372,87,3,1,,A,51,E,120,D
20212,04684372,87,4,1,,A,410,E,130,D
20212,04684372,87,5,1,,A,8,E,140,D
20212,04684372,87,6,1,,A,243,E,150,D
20212,04684372,87,7,1,,A,19,E,190,D
20212,04684372,87,8,1,,A,114,E,210,D
20212,04685942,19,0,1,1,D,,H,,A
20212,04685942,19,1,1,,A,373,E,100,D
20212,04685942,19,2,1,,A,129,E,110,D
20212,04685942,19,3,1,,A,211,E,120,D
20212,04685942,19,4,1,,A,13,E,140,D
20212,04685942,19,5,1,,A,927,E,150,D
20212,04685942,19,6,1,,A,347,E,190,D
20212,04686472,13,0,1,1,D,,H,,A
20212,04686472,13,1,1,,A,88,E,100,D
20212,04686472,13,2,1,,A,31,E,110,D
20212,04686472,13,3,1,,A,50,E,120,D
20212,04686472,13,4,1,,A,220,E,130,D
20212,04686472,13,5,1,,A,3,E,140,D
20212,04686472,13,6,1,,A,225,E,150,D
20212,04686472,13,7,1,,A,83,E,190,D
20212,04687022,22,0,1,1,D,,H,,A
20212,04687022,22,1,1,,A,1006,E,100,D
20212,04687022,22,2,1,,A,399,E,110,D
20212,04687022,22,3,1,,A,427,E,120,D
20212,04687022,22,4,1,,A,2809,U,130,D
20212,04687022,22,5,1,,A,79,E,140,D
20212,04687022,22,6,1,,A,2200,E,150,D
20212,04687022,22,7,1,,A,178,E,190,D
20212,04688942,42,0,1,1,D,,H,,A
20212,04688942,42,1,1,,A,71,E,100,D
20212,04688942,42,2,1,,A,26,E,110,D
20212,04688942,42,3,1,,A,28,E,120,D
20212,04688942,42,4,1,,A,5,E,140,D
20212,04688942,42,5,1,,A,146,E,150,D
20212,04688942,42,6,1,,A,11,E,190,D
20212,04688942,42,7,1,,A,68,E,210,D
20212,04741031,26,0,1,1,D,,H,,A
20212,04741031,26,1,1,,A,172,E,100,D
20212,04741031,26,2,1,,A,28,E,110,D
20212,04741031,26,3,1,,A,56,E,120,D
20212,04741031,26,4,1,,A,395,E,130,D
20212,04741031,26,5,1,,A,2,E,140,D
20212,04741031,26,6,1,,A,97,E,150,D
20212,04741371,48,0,1,2,D,,H,,A
20212,04741371,48,1,1,,A,127,E,100,D
20212,04741371,48,2,1,,A,73,E,110,D
20212,04742531,17,0,1,1,D,,H,,A
20212,04742531,17,1,1,,A,21,E,100,D
20212,04742531,17,2,1,,A,7,E,110,D
20212,04742531,17,3,1,,A,8,E,120,D
20212,04742531,17,4,1,,A,69,E,130,D
20212,04742531,17,5,1,,A,1,E,140,D
20212,04742531,17,6,1,,A,41,E,150,D
20212,04742531,17,7,1,,A,3,E,190,D
20212,04747831,8,0,1,1,D,,H,,A
20212,04747831,8,1,1,,A,5,E,100,D
20212,04747831,8,2,1,,A,4,E,110,D
20212,04747831,8,3,1,,A,5,E,120,D
20212,04747831,8,4,1,,A,1,E,190,D
20212,04748991,30,0,1,1,D,,H,,A
20212,04748991,30,1,1,,A,101,E,100,D
20212,04748991,30,2,1,,A,46,E,110,D
20212,04748991,30,3,1,,A,95,E,120,D
20212,04748991,30,4,1,,A,270,E,130,D
20212,04748991,30,5,1,,A,8,E,140,D
20212,04748991,30,6,1,,A,37,E,190,D
20212,04748991,30,7,1,,A,93,E,210,D
20212,04751513,10,0,1,2,D,,H,,A
20212,04751513,10,1,1,,A,56,E,100,D
20212,04751513,10,2,1,,A,51,E,120,D
20212,04751513,10,3,1,,A,23,E,140,D
20212,04751513,10,4,1,,A,20,E,150,D
20212,04753811,25,0,1,1,D,,H,,A
20212,04753811,25,1,1,,A,98,E,100,D
20212,04753811,25,2,1,,A,55,E,110,D
20212,04753811,25,3,1,,A,197,E,130,D
20212,04754591,12,0,1,1,D,,H,,A
20212,04754591,12,1,1,,A,256,E,100,D
20212,04754591,12,2,1,,A,99,E,110,D
20212,04754591,12,3,1,,A,106,E,120,D
20212,04754591,12,4,1,,A,927,E,130,D
20212,04754591,12,5,1,,A,19,E,140,D
20212,04754591,12,6,1,,A,549,E,150,D
20212,04754591,12,7,1,,A,44,E,190,D
20212,04754821,11,0,1,2,D,,H,,A
20212,04754821,11,1,1,,A,15,E,100,D
20212,04754821,11,2,1,,A,4,E,110,D
20212,04754821,11,3,1,,A,7,E,120,D
20212,04754821,11,4,1,,A,32,E,150,D
20212,04754821,11,5,1,,A,12,E,190,D
20212,04756871,14,0,1,2,D,,H,,A
20212,04756871,14,1,1,,A,92,E,100,D
20212,04756871,14,2,1,,A,36,E,110,D
20212,04756871,14,3,1,,A,52,E,120,D
20212,04756871,14,4,1,,A,3,E,140,D
20212,04756871,14,5,1,,A,231,E,150,D
20212,04756871,14,6,1,,A,86,E,190,D
20212,04757021,21,0,1,1,D,,H,,A
20212,04757021,21,1,1,,A,74,E,100,D
20212,04757021,21,2,1,,A,27,E,110,D
20212,04757021,21,3,1,,A,29,E,120,D
20212,04757021,21,4,1,,A,5,E,140,D
20212,04757021,21,5,1,,A,153,E,150,D
20212,04757021,21,6,1,,A,12,E,190,D
20212,04758481,11,0,1,1,D,,H,,A
20212,04758481,11,1,1,,A,155,E,100,D
20212,04758481,11,2,1,,A,59,E,110,D
20212,04758481,11,3,1,,A,64,E,120,D
20212,04758481,11,4,1,,A,556,E,130,D
20212,04758481,11,5,1,,A,11,E,140,D
20212,04758481,11,6,1,,A,329,E,150,D
20212,04758481,11,7,1,,A,26,E,190,D
20212,04759781,35,0,1,5,D,,H,,A
20212,04759781,35,1,1,,A,77,E,100,D
20212,04759781,35,2,1,,A,23,E,110,D
20212,04761811,11,0,1,1,D,,H,,A
20212,04761811,11,1,1,,A,165,E,210,D
20212,04761811,11,2,1,,A,35,E,220,D
20212,04763361,22,0,1,1,D,,H,,A
20212,04763361,22,1,1,,A,261,E,100,D
20212,04763361,22,2,1,,A,147,E,110,D
20212,04763361,22,3,1,,A,153,E,120,D
20212,04763361,22,4,1,,A,256,E,150,D
20212,04763361,22,5,1,,A,147,E,170,D
20212,04763361,22,6,1,,A,36,E,190,D
20212,04765751,37,0,1,1,D,,H,,A
20212,04765751,37,1,1,,A,118,E,120,D
20212,04765751,37,2,1,,A,21,E,140,D
20212,04765751,37,3,1,,A,1032,E,150,D
20212,04765751,37,4,1,,A,129,E,190,D
20213,04545274,16,0,1,2,D,,H,,A
20213,04545274,16,1,1,,A,283,E,100,D
20213,04545274,16,2,1,,A,117,E,110,D
20213,04545454,24,0,1,1,D,,H,,A
20213,04545454,24,1,1,,A,70,G,100,D
20213,04545454,24,2,1,,A,30,G,110,D
20213,04546154,33,0,1,2,D,,H,,A
20213,04546154,33,1,1,,A,93,E,100,D
20213,04546154,33,2,1,,A,42,E,110,D
20213,04546154,33,3,1,,A,51,E,120,D
20213,04546154,33,4,1,,A,14,E,140,D
20213,04546154,33,5,1,,A,168,E,150,D
20213,04546154,33,6,1,,A,32,E,190,D
20213,04546224,22,0,1,1,D,,H,,A
20213,04546224,22,1,1,,A,434,E,100,D
20213,04546224,22,2,1,,A,78,E,110,D
20213,04546224,22,3,1,,A,93,E,120,D
20213,04546224,22,4,1,,A,867,E,130,D
20213,04546224,22,5,1,,A,14,E,140,D
20213,04546224,22,6,1,,A,1593,E,150,D
20213,04546224,22,7,1,,A,7,E,170,D
20213,04546224,22,8,1,,A,859,E,180,D
20213,04546224,22,9,1,,A,105,E,190,D
20213,04546314,12,0,1,1,D,,H,,A
20213,04546314,12,1,1,,A,122,E,100,D
20213,04546314,12,2,1,,A,38,E,110,D
20213,04546314,12,3,1,,A,40,E,210,D
20213,04546324,32,0,1,1,D,,H,,A
20213,04546324,32,1,1,,A,43,E,100,D
20213,04546324,32,2,1,,A,7,E,110,D
20213,04546324,32,3,1,,A,13,E,120,D
20213,04546324,32,4,1,,A,1,E,140,D
20213,04546324,32,5,1,,A,159,E,150,D
20213,04546324,32,6,1,,A,85,E,180,D
20213,04546324,32,7,1,,A,10,E,190,D
20213,04547184,29,0,1,1,D,,H,,A
20213,04547184,29,1,1,,A,11,E,100,D
20213,04547184,29,2,1,,A,6,E,110,D
20213,04547184,29,3,1,,A,7,E,210,D
20213,04547184,29,4,1,,A,16,E,220,D
20213,04547444,34,0,1,1,D,,H,,A
20213,04547444,34,1,1,,A,32,E,100,D
20213,04547444,34,2,1,,A,5,E,110,D
20213,04547444,34,3,1,,A,6,E,120,D
20213,04547444,34,4,1,,A,102,E,150,D
20213,04547444,34,5,1,,A,55,E,180,D
20213,04547444,34,6,1,,A,6,E,190,D
20213,04547444,34,7,1,,A,24,E,210,D
20213,04547444,34,8,1,,A,11,E,220,D
20213,04551394,20,0,1,1,D,,H,,A
20213,04551394,20,1,1,,A,34,E,100,D
20213,04551394,20,2,1,,A,21,E,110,D
20213,04551394,20,3,1,,A,19,E,120,D
20213,04551394,20,4,1,,A,3,E,140,D
20213,04551394,20,5,1,,A,126,E,150,D
20213,04551394,20,6,1,,A,16,E,160,D
20213,04551394,20,7,1,,A,16,E,190,D
20213,04551394,20,8,1,,A,29,E,210,D
20213,04551394,20,9,1,,A,36,E,220,D
20213,04552994,54,0,1,1,D,,H,,A
20213,04552994,54,1,1,,A,45,E,100,D
20213,04552994,54,2,1,,A,17,E,110,D
20213,04552994,54,3,1,,A,29,E,120,D
20213,04552994,54,4,1,,A,2,E,140,D
20213,04552994,54,5,1,,A,88,E,150,D
20213,04552994,54,6,1,,A,26,E,210,D
20213,04552994,54,7,1,,A,58,E,220,D
20213,04554844,17,0,1,1,D,,H,,A
20213,04554844,17,1,1,,A,248,E,100,D
20213,04554844,17,2,1,,A,120,E,110,D
20213,04554844,17,3,1,,A,141,E,120,D
20213,04554844,17,4,1,,A,39,E,140,D
20213,04554844,17,5,1,,A,462,E,150,D
20213,04554844,17,6,1,,A,90,E,190,D
20213,04554854,32,0,1,5,D,,H,,A
20213,04554854,32,1,1,,A,309,E,100,D
20213,04554854,32,2,1,,A,153,E,110,D
20213,04554854,32,3,1,,A,174,E,120,D
20213,04554854,32,4,1,,A,777,E,130,D
20213,04554854,32,5,1,,A,31,E,140,D
20213,04554854,32,6,1,,A,1139,E,150,D
20213,04554854,32,7,1,,A,143,E,160,D
20213,04554854,32,8,1,,A,144,E,190,D
20213,04554944,7,0,1,1,D,,H,,A
20213,04554944,7,1,1,,A,164,E,100,D
20213,04554944,7,2,1,,A,67,E,110,D
20213,04554944,7,3,1,,A,104,E,120,D
20213,04554944,7,4,1,,A,488,E,130,D
20213,04554944,7,5,1,,A,16,E,140,D
20213,04554944,7,6,1,,A,661,E,150,D
20213,04559774,42,0,1,1,D,,H,,A
20213,04559774,42,1,1,,A,100,E,100,D
20213,04559774,42,2,1,,A,50,E,110,D
20213,04560364,28,0,1,1,D,,H,,A
20213,04560364,28,1,1,,A,128,E,100,D
20213,04560364,28,2,1,,A,22,E,110,D
20213,04560364,28,3,1,,A,250,E,130,D
20213,04562944,37,0,1,4,D,,H,,A
20213,04562944,37,1,1,,A,396,E,100,D
20213,04562944,37,2,1,,A,71,E,110,D
20213,04562944,37,3,1,,A,85,E,120,D
20213,04562944,37,4,1,,A,788,E,130,D
20213,04562944,37,5,1,,A,12,E,140,D
20213,04562944,37,6,1,,A,1462,E,150,D
20213,04562944,37,7,1,,A,6,E,170,D
20213,04562944,37,8,1,,A,784,E,180,D
20213,04562944,37,9,1,,A,96,E,190,D
20213,04563554,14,0,1,1,D,,H,,A
20213,04563554,14,1,1,,A,472,E,100,D
20213,04563554,14,2,1,,A,158,E,110,D
20213,04563554,14,3,1,,A,249,E,120,D
20213,04563554,14,4,1,,A,1174,E,130,D
20213,04563554,14,5,1,,A,94,E,140,D
20213,04563554,14,6,1,,A,2353,E,150,D
20213,04564754,35,0,1,2,D,,H,,A
20213,04564754,35,1,1,,A,13,E,210,D
20213,04564754,35,2,1,,A,7,E,220,D
20213,04564944,30,0,1,1,D,,H,,A
20213,04564944,30,1,1,,A,47,E,100,D
20213,04564944,30,2,1,,A,21,E,110,D
20213,04564944,30,3,1,,A,25,E,120,D
20213,04564944,30,4,1,,A,7,E,140,D
20213,04564944,30,5,1,,A,84,E,150,D
20213,04564944,30,6,1,,A,16,E,190,D
20213,04566994,35,0,1,1,D,,H,,A
20213,04566994,35,1,1,,A,107,E,100,D
20213,04566994,35,2,1,,A,19,E,110,D
20213,04566994,35,3,1,,A,23,E,120,D
20213,04566994,35,4,1,,A,216,E,130,D
20213,04566994,35,5,1,,A,3,E,140,D
20213,04566994,35,6,1,,A,393,E,150,D
20213,04566994,35,7,1,,A,1,E,170,D
20213,04566994,35,8,1,,A,212,E,180,D
