QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISCDE9_
20212,04508264,18,0,1,330,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508264,19,0,1,330,D,04,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508264,20,0,1,330,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508264,21,0,1,340,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508264,22,0,2,340,D,03,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508334,18,0,1,360,D,03,D,1,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508334,19,0,1,140,D,03,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508334,20,0,1,240,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508334,21,0,2,260,D,03,D,1,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508354,25,0,1,250,D,03,D,1,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508354,26,0,1,250,D,05,D,1,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508354,27,0,2,250,D,03,D,1,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508384,14,0,1,160,D,05,D,1,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508384,15,0,1,260,D,05,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508464,28,0,1,140,D,13,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508464,29,0,1,380,D,13,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508464,30,0,1,240,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508464,31,0,1,240,D,05,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508464,32,0,1,240,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508464,33,0,1,260,D,13,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508484,9,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,30,0,1,140,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,31,0,1,340,D,05,D,1,D,586,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,33,0,1,240,D,03,D,1,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,34,0,1,260,D,04,D,1,D,552,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,35,0,1,260,D,05,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508514,36,0,1,250,D,04,D,1,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508544,15,0,1,170,D,13,D,1,D,840,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508544,16,0,1,250,D,13,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508544,17,0,2,260,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508564,10,0,1,230,D,05,D,1,D,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508594,22,0,1,140,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508604,18,0,1,460,D,05,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508604,19,0,1,240,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508604,20,0,2,140,D,03,D,1,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,19,0,1,140,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,20,0,1,170,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,21,0,1,210,D,05,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,22,0,1,330,D,05,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,23,0,1,330,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508634,24,0,1,330,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508724,37,0,1,140,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508724,38,0,1,140,D,05,D,2,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508724,39,0,1,360,D,05,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508724,40,0,1,330,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508724,41,0,1,340,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508814,16,0,1,140,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508814,17,0,1,330,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508864,14,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508874,30,0,1,160,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508874,31,0,1,180,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508874,32,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508884,13,0,1,225,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508924,30,0,1,390,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508924,31,0,1,140,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508924,32,0,1,240,D,13,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04508924,33,0,1,460,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509084,15,0,1,140,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509084,16,0,1,380,D,13,D,1,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509084,17,0,1,260,D,05,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509084,18,0,1,260,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509084,19,0,1,240,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509104,19,0,1,240,D,05,D,1,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509104,20,0,1,250,D,05,D,1,D,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509144,15,0,1,170,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509144,16,0,1,370,D,13,D,1,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509144,17,0,1,180,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509144,18,0,2,170,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509144,19,0,2,180,D,03,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509264,20,0,1,140,D,03,D,2,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509264,21,0,1,160,D,04,D,2,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509324,16,0,1,170,D,13,D,1,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509324,17,0,1,390,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509354,5,0,1,160,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509404,22,0,1,370,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509404,23,0,1,250,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509404,24,0,2,265,D,03,D,1,D,,H,260,D,240,D,,A,,A,,A,,A,,A,,A,,A
20212,04509404,24,1,2,260,D,03,D,1,D,395,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509404,24,2,2,240,D,03,D,1,D,105,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509454,18,0,1,170,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509454,19,0,1,370,D,13,D,1,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509454,20,0,1,330,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509454,21,0,1,250,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509464,16,0,1,260,D,03,D,1,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509464,17,0,2,160,D,03,D,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509544,12,0,1,170,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509554,13,0,1,140,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509554,14,0,1,370,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,42,0,1,140,D,13,D,1,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,43,0,1,380,D,13,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,44,0,1,370,D,13,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,45,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,46,0,1,330,D,03,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,47,0,1,330,D,04,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,48,0,1,330,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,49,0,1,340,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,50,0,1,260,D,05,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,51,0,1,260,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509564,52,0,1,240,D,13,D,1,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509654,15,0,1,140,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509654,16,0,1,370,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509654,17,0,1,390,D,13,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509714,8,0,1,170,D,05,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509714,9,0,1,390,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509734,23,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509734,24,0,2,390,D,03,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509744,16,0,1,170,D,03,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509744,17,0,1,170,D,05,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509744,18,0,1,170,D,04,D,1,D,641,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509744,19,0,1,460,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509794,16,0,1,140,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509794,17,0,1,160,D,05,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509794,18,0,2,340,D,03,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509804,20,0,1,160,D,04,D,1,D,2109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509804,21,0,1,170,D,13,D,1,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509814,24,0,1,140,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509814,25,0,1,140,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509814,26,0,1,160,D,03,D,1,D,345,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509814,27,0,1,160,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509814,28,0,1,370,D,13,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509814,29,0,1,340,D,03,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509824,13,0,1,140,D,13,D,1,D,152,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509824,14,0,1,170,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509824,15,0,1,260,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509864,12,0,2,330,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509874,7,0,1,390,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509904,19,0,1,140,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04509904,20,0,1,170,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,43,0,1,140,D,03,D,1,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,44,0,1,140,D,04,D,1,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,45,0,1,140,D,05,D,2,D,271,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,46,0,1,160,D,04,D,1,D,1650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,47,0,1,170,D,13,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,48,0,1,170,D,13,D,1,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,49,0,1,180,D,13,D,1,D,255,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,50,0,1,370,D,13,D,1,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510034,51,0,1,250,D,13,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510054,19,0,1,140,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510054,20,0,1,180,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510064,20,0,1,140,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510074,15,0,1,140,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510074,16,0,1,330,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510074,17,0,2,140,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510114,13,0,1,140,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510114,14,0,1,160,D,03,D,1,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510114,15,0,1,250,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510184,22,0,1,160,D,04,D,1,D,406,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510184,23,0,1,140,D,03,D,1,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510184,24,0,1,265,D,04,D,1,D,,H,240,D,260,D,,A,,A,,A,,A,,A,,A,,A
20212,04510184,24,1,1,240,D,04,D,1,D,45,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510184,24,2,1,260,D,04,D,1,D,161,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510184,25,0,1,240,D,04,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510224,15,0,1,140,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510224,16,0,1,210,D,04,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510324,21,0,1,370,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510334,9,0,1,160,D,03,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510354,9,0,1,100,D,13,D,1,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510404,20,0,1,240,D,04,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510414,24,0,1,390,D,13,D,1,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,21,0,1,170,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,22,0,1,170,D,13,D,1,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,23,0,1,370,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,24,0,1,400,D,05,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,25,0,1,330,D,05,D,1,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,26,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,27,0,1,240,D,13,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510474,28,0,2,400,D,03,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510564,15,0,1,370,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510704,12,0,2,370,D,03,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510744,17,0,1,160,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510744,18,0,1,250,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510764,16,0,1,170,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510764,17,0,1,265,D,04,D,1,D,,H,260,D,240,D,,A,,A,,A,,A,,A,,A,,A
20212,04510764,17,1,1,260,D,04,D,1,D,152,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510764,17,2,1,240,D,04,D,1,D,39,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,25,0,1,140,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,26,0,1,160,D,03,D,1,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,27,0,1,210,D,04,D,1,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,28,0,1,390,D,04,D,1,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,29,0,1,330,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,30,0,1,460,D,04,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,31,0,1,110,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,32,0,2,140,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510804,33,0,2,240,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510824,12,0,1,170,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510844,19,0,1,260,D,03,D,1,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510844,20,0,1,250,D,04,D,1,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510844,21,0,2,260,D,03,D,1,D,301,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510864,27,0,1,380,D,13,D,1,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510864,28,0,1,330,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510864,29,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510864,30,0,1,260,D,05,D,1,D,530,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510884,10,0,1,380,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510884,11,0,1,260,D,05,D,1,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,37,0,1,140,D,05,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,38,0,1,170,D,04,D,1,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,39,0,1,170,D,05,D,1,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,40,0,1,180,D,04,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,41,0,1,370,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,42,0,1,130,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510894,43,0,1,110,D,03,D,1,D,1412,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,31,0,1,140,D,04,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,32,0,1,180,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,33,0,1,170,D,13,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,34,0,1,180,D,05,D,1,D,727,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510904,35,0,2,160,D,03,D,1,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510954,17,0,1,160,D,03,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04510954,18,0,1,390,D,13,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511014,12,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511064,18,0,1,140,D,05,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511064,19,0,1,460,D,04,D,2,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511064,20,0,1,240,D,13,D,1,D,215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511144,17,0,1,140,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511144,18,0,1,380,D,13,D,1,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511154,20,0,1,140,D,05,D,2,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511154,21,0,1,230,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511154,22,0,1,340,D,03,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511174,21,0,1,140,D,03,D,2,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511174,22,0,1,140,D,04,D,1,D,123,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511214,12,0,1,170,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511224,10,0,1,170,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511224,11,0,1,240,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511374,21,0,1,370,D,13,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511374,22,0,1,170,D,13,D,1,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511374,23,0,1,240,D,13,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511374,24,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511374,25,0,2,260,D,03,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511394,15,0,1,370,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511394,16,0,1,140,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511434,14,0,1,150,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511434,15,0,1,380,D,13,D,1,D,587,T,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511434,16,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511434,17,0,1,160,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511434,18,0,2,330,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511464,9,0,1,225,D,13,D,1,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511484,13,0,1,180,D,05,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511494,11,0,1,370,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511534,10,0,1,265,D,05,D,1,D,,H,260,D,250,D,,A,,A,,A,,A,,A,,A,,A
20212,04511534,10,1,1,260,D,05,D,1,D,19,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511534,10,2,1,250,D,05,D,1,D,6,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511584,8,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511614,24,0,1,170,D,13,D,1,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511624,10,0,1,370,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511744,10,0,1,370,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04511744,11,0,1,170,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
