QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20212,04574483,27,0,5,01,D,100,D,1,D,0.0475,D,1781,D,3019,D,01,D,150000,D
20212,04574803,43,0,5,02,D,200,D,1,D,0.0475,D,178,D,122,D,01,D,15000,D
20212,04575263,29,0,5,01,D,100,D,1,D,0.0475,D,18,D,210,D,01,D,1500,D
20212,04575313,32,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04575913,23,0,5,01,D,100,D,1,D,0.0475,D,713,D,55,D,01,D,60000,D
20212,04576013,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04576223,26,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04576443,32,0,5,01,D,100,D,1,D,0.0475,D,255,D,795,D,01,D,21500,D
20212,04578463,22,0,5,01,D,100,D,1,D,0.0475,D,207,F,320,F,01,D,17462,F
20212,04578503,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,87000,D
20212,04578613,40,0,5,02,D,300,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04610102,13,0,1,01,D,100,D,1,D,0.0475,D,1805,D,895,D,01,D,245571,T
20212,04610242,30,0,5,01,D,100,D,2,D,0.0475,D,154,F,191,F,01,D,13000,F
20212,04612732,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04613552,43,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04614544,26,0,5,01,D,100,D,1,D,0.0475,D,1116,D,84,D,01,D,94000,D
20212,04614582,19,0,1,01,D,100,D,1,D,0.0475,D,0,F,0,F,01,D,0,F
20212,04616282,27,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,31000,D
20212,04617042,11,0,1,01,D,100,D,,C,0.0475,D,255,F,795,F,01,D,21500,F
20212,04618282,35,0,5,01,D,100,D,1,D,0.0475,D,42,D,23476,T,01,D,3500,D
20212,04618362,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04618402,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04619092,14,0,5,01,D,100,D,2,D,0.0475,D,227,F,433,F,01,D,19100,F
20212,04619852,36,0,5,01,D,100,D,1,D,0.0475,D,356,D,694,D,01,D,30000,D
20212,04620802,16,0,1,01,D,100,D,,C,0.0475,D,664,F,761,F,01,D,55922,F
20212,04653002,15,0,1,01,D,100,D,,C,0.0475,D,568,F,2408,F,01,D,47849,F
20212,04653582,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04653972,24,0,5,01,D,100,D,1,D,0.0475,D,594,D,3906,D,01,D,50000,D
20212,04654314,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04655132,18,0,5,01,D,100,D,1,D,0.0475,D,13,D,1087,D,01,D,1100,D
20212,04655702,25,0,1,01,D,100,D,1,D,0.0475,D,405,D,525,D,01,D,34100,D
20212,04657742,28,0,5,01,D,100,D,1,D,0.0475,D,831,D,2169,D,01,D,70000,D
20212,04660952,12,0,1,01,D,100,D,1,D,0.0475,D,227,D,433,D,01,D,19100,D
20212,04663172,17,0,1,01,D,100,D,1,D,0.0475,D,760,D,-130,D,01,D,64000,D
20212,04679412,28,0,5,01,D,100,D,1,D,0.0475,D,439,F,-139,F,01,D,37000,F
20212,04679812,18,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,105000,D
20212,04680422,13,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20212,04683482,25,0,5,01,D,100,D,1,D,0.0475,D,81,D,66,D,01,D,6800,D
20212,04683782,26,0,5,01,D,100,D,1,D,0.0475,D,451,D,449,D,01,D,38000,D
20212,04683822,18,0,5,01,D,100,D,1,D,0.0475,D,422,F,778,F,01,D,35500,F
20212,04683922,23,0,1,01,D,100,D,1,D,0.0475,D,238,D,873,D,01,D,20000,D
20212,04685692,48,0,5,01,D,100,D,1,D,0.0475,D,539,D,1183,D,01,D,45395,D
20212,04686042,15,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04686482,19,0,5,01,D,100,D,1,D,0.0475,D,831,F,2169,F,01,D,70000,F
20212,04687152,23,0,1,01,D,100,D,1,D,0.0475,D,273,D,1169,D,01,D,23000,D
20212,04688112,30,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04688392,24,0,5,01,D,100,D,1,D,0.0475,D,279,D,321,D,01,D,23500,D
20212,04688422,13,0,1,01,D,100,D,1,D,0.0475,D,143,D,877,D,01,D,12000,D
20212,04689102,24,0,5,01,D,100,D,1,D,0.0475,D,297,F,603,F,01,D,25000,F
20212,04689392,28,0,5,01,D,100,D,1,D,0.0475,D,154,D,1376,D,01,D,13000,D
20212,04689892,35,0,5,01,D,100,D,1,D,0.0475,D,847,D,-97,D,01,D,71300,D
20212,04690072,36,0,5,01,D,100,D,1,D,0.0475,D,664,D,761,D,01,D,55922,D
20212,04690582,21,0,1,01,D,100,D,1,D,0.0475,D,380,D,2620,D,01,D,32000,D
20212,04735751,16,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,78000,D
20212,04738521,36,0,1,01,D,100,D,1,D,0.0475,D,950,D,1150,D,01,D,80000,D
20212,04738541,19,0,1,01,D,100,D,1,D,0.0475,D,4,D,359,D,01,D,363,D
20212,04739031,8,0,1,01,D,100,D,1,D,0.0475,D,867,D,23476,T,01,D,73000,D
20212,04740341,11,0,1,01,D,100,D,1,D,0.0475,D,238,D,662,D,01,D,20000,D
20212,04741571,23,0,1,01,D,100,D,1,D,0.0475,D,202,D,336,D,01,D,17000,D
20212,04741781,23,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04742121,32,0,1,01,D,100,D,1,D,0.0475,D,48,D,-47,D,01,D,4000,D
20212,04742341,36,0,1,01,D,100,D,1,D,0.0475,D,125,D,475,D,01,D,10557,D
20212,04743071,25,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04744151,9,0,1,01,D,100,D,1,D,0.0475,D,83,D,307,D,01,D,7000,D
20212,04745591,26,0,1,01,D,100,D,1,D,0.0475,D,356,D,1144,D,01,D,30000,D
20212,04745941,17,0,1,01,D,100,D,1,D,0.0475,D,238,F,662,F,01,D,20000,F
20212,04746281,20,0,1,01,D,100,D,2,D,0.0475,D,867,F,2133,F,01,D,73000,F
20212,04746901,18,0,1,01,D,100,D,1,D,0.0475,D,1176,F,160,F,01,D,99000,F
20212,04748181,9,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04748511,30,0,1,01,D,100,D,1,D,0.0475,D,263,D,23476,T,01,D,22117,D
20212,04751011,23,0,1,01,D,100,D,1,D,0.0475,D,356,D,-56,D,01,D,30000,D
20212,04751221,21,0,1,01,D,100,D,1,D,0.0475,D,238,D,9761,D,01,D,20000,D
20212,04752961,15,0,1,01,D,100,D,1,D,0.0475,D,214,D,686,D,01,D,18000,D
20212,04753961,17,0,1,01,D,100,D,1,D,0.0475,D,1176,D,160,D,01,D,99000,D
20212,04754021,24,0,1,01,D,100,D,1,D,0.0475,D,55,D,245,D,01,D,4600,D
20212,04756381,25,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04756831,27,0,1,01,D,100,D,1,D,0.0475,D,2969,D,1531,D,01,D,245571,T
20212,04757171,12,0,1,01,D,100,D,1,D,0.0475,D,263,F,23476,V,01,D,22117,F
20212,04757731,25,0,1,01,D,100,D,1,D,0.0475,D,124,D,296,D,01,D,10400,D
20212,04758321,31,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04758851,11,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,34000,D
20212,04759181,16,0,1,01,D,100,D,1,D,0.0475,D,1389,D,411,D,01,D,117000,D
20212,04761951,24,0,1,01,D,100,D,1,D,0.0475,D,261,D,744,D,01,D,22000,D
20212,04762424,14,0,1,01,D,100,D,1,D,0.0475,D,475,D,1925,D,01,D,40000,D
20212,04762791,25,0,1,01,D,100,D,1,D,0.0475,D,713,F,55,F,01,D,60000,F
20212,04765291,16,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,245571,T
20212,04765751,27,0,1,01,D,100,D,1,D,0.0475,D,653,D,-203,D,01,D,55000,D
20212,04766411,40,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04766471,9,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04767481,19,0,1,01,D,100,D,1,D,0.0475,D,190,D,320,D,01,D,16000,D
20212,04768341,19,0,1,01,D,100,D,1,D,0.0475,D,570,D,-89,D,01,D,48000,D
20213,04544554,26,0,5,01,D,100,D,1,D,0.0475,D,206,D,316,D,01,D,17360,D
20213,04544924,20,0,5,01,D,100,D,1,D,0.0475,D,154,D,371,D,01,D,13000,D
20213,04544954,26,0,5,01,D,100,D,1,D,0.0475,D,831,F,669,F,01,D,70000,F
20213,04545184,37,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,116000,D
20213,04545794,20,0,5,01,D,100,D,1,D,0.0475,D,534,D,141,D,01,D,45000,D
20213,04546354,25,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04547124,31,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04547194,28,0,5,01,D,100,D,1,D,0.0475,D,165,D,414,D,01,D,13900,D
20213,04548464,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,56000,D
20213,04549114,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04549744,33,0,5,01,D,100,D,1,D,0.0475,D,867,D,2133,D,01,D,73000,D
20213,04551254,21,0,5,01,D,100,D,1,D,0.0475,D,0,F,0,F,01,D,0,F
20213,04551334,28,0,5,01,D,100,D,1,D,0.0475,D,594,D,906,D,01,D,50000,D
20213,04552424,36,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,4000,D
20213,04552574,35,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04553414,15,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,30000,D
20213,04553744,21,0,5,01,D,100,D,2,D,0.0475,D,451,F,1899,F,01,D,38000,F
20213,04555394,37,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,1000,D
20213,04555904,19,0,5,01,D,100,D,1,D,0.0475,D,558,D,3000,D,01,D,47000,D
20213,04555984,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04556694,23,0,5,01,D,100,D,1,D,0.0475,D,178,D,22,D,01,D,15000,D
20213,04557784,24,0,5,01,D,100,D,1,D,0.0475,D,75,D,372,D,01,D,6300,D
20213,04558584,18,0,5,01,D,100,D,1,D,0.0475,D,640,D,23476,T,01,D,53870,D
20213,04559474,16,0,5,01,D,100,D,1,D,0.0475,D,214,D,422,D,01,D,18000,D
20213,04560094,42,0,5,01,D,100,D,1,D,0.0475,D,1283,D,1033,D,01,D,108000,D
20213,04562414,22,0,5,01,D,100,D,1,D,0.0475,D,132,D,168,D,01,D,11100,D
20213,04562824,21,0,5,01,D,100,D,1,D,0.0475,D,534,D,966,D,01,D,45000,D
20213,04563074,18,0,5,01,D,100,D,1,D,0.0475,D,202,D,398,D,01,D,17000,D
20213,04563544,26,0,5,01,D,100,D,1,D,0.0475,D,297,D,1203,D,01,D,25000,D
20213,04563734,20,0,5,01,D,100,D,1,D,0.0475,D,24,D,396,D,01,D,1987,D
20213,04563854,22,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20213,04564024,30,0,5,01,D,100,D,1,D,0.0475,D,1330,D,-738,T,01,D,112000,D
20213,04566564,41,0,5,01,D,100,D,1,D,0.0475,D,99,D,3038,D,01,D,8336,D
20213,04566824,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04569694,20,0,5,01,D,100,D,1,D,0.0475,D,594,F,906,F,01,D,50000,F
20213,04571694,38,0,5,01,D,100,D,2,D,0.0475,D,380,F,4620,F,01,D,32000,F
20213,04571764,24,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04572424,27,0,5,01,D,100,D,1,D,0.0475,D,202,D,1898,D,01,D,17000,D
20213,04574484,23,0,5,01,D,100,D,1,D,0.0475,D,1544,D,3256,D,01,D,130000,D
20213,04574804,45,0,5,02,D,200,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04575264,47,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04575314,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04575914,25,0,5,01,D,100,D,1,D,0.0475,D,831,D,27,D,01,D,70000,D
20213,04576014,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04576224,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04576444,30,0,5,01,D,100,D,1,D,0.0475,D,220,D,830,D,01,D,18500,D
20213,04578464,34,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04578504,23,0,5,01,D,100,D,1,D,0.0475,D,1023,D,468,D,01,D,86106,D
20213,04578614,37,0,5,02,D,300,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04610103,23,0,5,01,D,100,D,1,D,0.0475,D,1841,D,559,D,01,D,245571,T
20213,04610243,32,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,26500,D
20213,04612733,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04613553,46,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04615093,44,0,1,01,D,100,D,1,D,0.0475,D,371,D,1029,D,01,D,31202,D
20213,04616283,29,0,5,01,D,100,D,1,D,0.0475,D,368,D,-68,D,01,D,31000,D
20213,04617043,12,0,5,01,D,100,D,1,D,0.0475,D,40,F,560,F,01,D,3400,F
20213,04618403,37,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04619093,14,0,5,01,D,100,D,2,D,0.0475,D,1028,F,7672,F,01,D,86575,F
20213,04619853,34,0,5,01,D,100,D,1,D,0.0475,D,380,D,670,D,01,D,32000,D
20213,04653583,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04653973,27,0,5,01,D,100,D,1,D,0.0475,D,582,D,2418,D,01,D,49000,D
20213,04655703,25,0,5,01,D,100,D,1,D,0.0475,D,394,D,536,D,01,D,33203,D
20213,04657743,23,0,5,01,D,100,D,1,D,0.0475,D,831,D,105,D,01,D,70000,D
20213,04658643,21,0,1,01,D,100,D,1,D,0.0475,D,831,D,1169,D,01,D,70000,D
20213,04659003,43,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04662023,25,0,5,01,D,100,D,1,D,0.0475,D,1330,F,-738,V,01,D,112000,F
20213,04679413,28,0,5,01,D,100,D,1,D,0.0475,D,371,F,1029,F,01,D,31202,F
20213,04679813,15,0,5,01,D,100,D,1,D,0.0475,D,309,D,486,D,01,D,26000,D
20213,04680633,21,0,1,01,D,100,D,1,D,0.0475,D,950,D,2050,D,01,D,80000,D
20213,04683133,21,0,5,01,D,100,D,1,D,0.0475,D,831,F,1169,F,01,D,70000,F
20213,04683483,21,0,5,01,D,100,D,1,D,0.0475,D,73,D,73,D,01,D,6151,D
20213,04683783,27,0,5,01,D,100,D,1,D,0.0475,D,317,F,1243,F,01,D,26700,F
20213,04683823,20,0,5,01,D,100,D,2,D,0.0475,D,132,F,168,F,01,D,11100,F
20213,04683923,27,0,5,01,D,100,D,1,D,0.0475,D,240,D,1110,D,01,D,20169,D
20213,04685693,44,0,5,01,D,100,D,1,D,0.0475,D,524,D,1200,D,01,D,44122,D
20213,04686043,22,0,5,01,D,100,D,1,D,0.0475,D,107,D,2698,D,01,D,9000,D
20213,04686483,22,0,5,01,D,100,D,1,D,0.0475,D,8,F,442,F,01,D,700,F
20213,04687423,22,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20213,04687783,50,0,1,01,D,100,D,1,D,0.0475,D,1025,D,23476,T,01,D,86300,D
20213,04688113,31,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04688393,19,0,5,01,D,100,D,1,D,0.0475,D,99,F,3038,F,01,D,8336,F
20213,04689103,40,0,5,01,D,100,D,1,D,0.0475,D,71,D,829,D,01,D,6000,D
20213,04689263,16,0,5,01,D,100,D,1,D,0.0475,D,121,D,299,D,01,D,10200,D
20213,04689393,23,0,5,01,D,100,D,1,D,0.0475,D,95,D,1423,D,01,D,8000,D
20213,04689893,37,0,5,01,D,100,D,1,D,0.0475,D,855,D,-105,D,01,D,72000,D
20213,04690073,37,0,5,01,D,100,D,1,D,0.0475,D,564,D,861,D,01,D,47480,D
20213,04690583,21,0,5,01,D,100,D,1,D,0.0475,D,380,D,4620,D,01,D,32000,D
20213,04735752,27,0,5,01,D,100,D,1,D,0.0475,D,107,D,1393,D,01,D,9000,D
20213,04737322,22,0,1,01,D,100,D,1,D,0.0475,D,416,D,484,D,01,D,35000,D
20213,04738542,28,0,5,01,D,100,D,1,D,0.0475,D,4,D,296,D,01,D,300,D
20213,04739032,10,0,5,01,D,100,D,1,D,0.0475,D,748,D,-738,T,01,D,63000,D
20213,04740342,16,0,5,01,D,100,D,1,D,0.0475,D,261,D,639,D,01,D,22000,D
20213,04741572,34,0,5,01,D,100,D,1,D,0.0475,D,202,D,332,D,01,D,17000,D
20213,04742122,38,0,5,01,D,100,D,1,D,0.0475,D,36,D,2464,D,01,D,3000,D
20213,04742342,35,0,5,01,D,100,D,1,D,0.0475,D,123,D,553,D,01,D,10322,D
20213,04743072,35,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20213,04744152,18,0,5,01,D,100,D,1,D,0.0475,D,86,D,230,D,01,D,7248,D
20213,04745942,25,0,5,01,D,100,D,1,D,0.0475,D,297,F,253,F,01,D,25000,F
20213,04746282,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04748512,34,0,5,01,D,100,D,1,D,0.0475,D,259,D,341,D,01,D,21800,D
20213,04751012,25,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,37300,D
20213,04751222,31,0,5,01,D,100,D,1,D,0.0475,D,214,D,175,D,01,D,18000,D
20213,04753502,22,0,1,01,D,100,D,1,D,0.0475,D,238,D,2252,D,01,D,20000,D
20213,04753962,19,0,5,01,D,100,D,1,D,0.0475,D,1179,D,164,D,01,D,99275,D
20213,04754122,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04756382,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04756832,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20213,04757172,20,0,5,01,D,100,D,1,D,0.0475,D,1179,F,164,F,01,D,99275,F
