QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20212,04420444,18,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20212,04421574,30,0,5,01,D,100,D,1,D,0.0475,D,41,D,1009,D,01,D,3412,D
20212,04421634,29,0,5,01,D,100,D,1,D,0.0475,D,841,D,1562,D,01,D,70789,D
20212,04422064,18,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04422844,31,0,5,01,D,100,D,1,D,0.0475,D,515,D,1318,D,01,D,43377,D
20212,04423494,34,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04424654,10,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,32000,D
20212,04425754,24,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04426104,22,0,5,01,D,100,D,1,D,0.0475,D,80,F,1285,F,01,D,6700,F
20212,04427484,20,0,5,01,D,100,D,1,D,0.0475,D,1389,F,411,F,01,D,117000,F
20212,04428874,58,0,5,01,D,100,D,1,D,0.0475,D,119,D,517,D,01,D,10000,D
20212,04429764,17,0,1,01,D,100,D,1,D,0.0475,D,0,F,0,F,01,D,0,F
20212,04429844,48,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04429944,13,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04430024,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04430494,24,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04431544,36,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,245571,T
20212,04462974,26,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04465574,18,0,5,01,D,100,D,2,D,0.0475,D,546,F,672,F,01,D,46000,F
20212,04467264,17,0,5,01,D,100,D,1,D,0.0475,D,422,D,778,D,01,D,35500,D
20212,04467864,16,0,5,01,D,100,D,2,D,0.0475,D,116,F,184,F,01,D,9800,F
20212,04468294,20,0,5,01,D,100,D,1,D,0.0475,D,353,D,547,D,01,D,29746,D
20212,04469854,35,0,5,02,D,300,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04469894,20,0,5,01,D,100,D,2,D,0.0475,D,41,F,1009,F,01,D,3412,F
20212,04471414,35,0,5,01,D,100,D,1,D,0.0475,D,1484,D,2266,D,01,D,125000,D
20212,04471734,32,0,5,01,D,100,D,1,D,0.0475,D,226,D,194,D,01,D,19000,D
20212,04472194,50,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04503554,13,0,5,01,D,100,D,1,D,0.0475,D,297,D,3,D,01,D,25000,D
20212,04503924,23,0,5,01,D,100,D,1,D,0.0475,D,439,D,-139,D,01,D,37000,D
20212,04504344,26,0,5,01,D,100,D,1,D,0.0475,D,80,D,1285,D,01,D,6700,D
20212,04505004,56,0,5,01,D,100,D,1,D,0.0475,D,16,D,1034,D,01,D,1369,D
20212,04505874,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,8000,D
20212,04506174,44,0,5,01,D,100,D,1,D,0.0475,D,226,D,254,D,01,D,19000,D
20212,04506354,16,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,144000,D
20212,04506634,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04509104,25,0,5,01,D,100,D,1,D,0.0475,D,568,D,2408,D,01,D,47849,D
20212,04509254,19,0,5,01,D,100,D,1,D,0.0475,D,226,D,1574,D,01,D,19000,D
20212,04509454,26,0,5,01,D,100,D,1,D,0.0475,D,297,D,603,D,01,D,25000,D
20212,04510034,58,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04510034,59,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20212,04510894,50,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04511174,27,0,5,01,D,100,D,1,D,0.0475,D,133,D,2867,D,01,D,11231,D
20212,04513744,21,0,5,01,D,100,D,1,D,0.0475,D,154,D,191,D,01,D,13000,D
20212,04514064,29,0,5,01,D,100,D,1,D,0.0475,D,190,D,1310,D,01,D,16000,D
20212,04544553,24,0,5,01,D,100,D,1,D,0.0475,D,207,D,320,D,01,D,17462,D
20212,04544923,19,0,5,01,D,100,D,1,D,0.0475,D,178,F,122,F,01,D,15000,F
20212,04544953,15,0,5,01,D,100,D,1,D,0.0475,D,53,D,2647,D,01,D,4500,D
20212,04545183,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,116000,D
20212,04545793,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,50000,D
20212,04546353,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04547123,27,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04547193,32,0,5,01,D,100,D,1,D,0.0475,D,175,D,575,D,01,D,14700,D
20212,04548463,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,56000,D
20212,04549033,17,0,1,01,D,100,D,1,D,0.0475,D,154,F,1376,F,01,D,13000,F
20212,04549113,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04549743,33,0,5,01,D,100,D,1,D,0.0475,D,867,D,2133,D,01,D,73000,D
20212,04551253,23,0,5,01,D,100,D,1,D,0.0475,D,42,F,23476,V,01,D,3500,F
20212,04552423,26,0,5,01,D,100,D,2,D,0.0475,D,0,F,0,F,01,D,0,F
20212,04552573,27,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04553743,19,0,5,01,D,100,D,2,D,0.0475,D,380,F,2620,F,01,D,32000,F
20212,04555393,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,1000,D
20212,04555903,16,0,5,01,D,100,D,1,D,0.0475,D,594,D,2706,D,01,D,50000,D
20212,04555983,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04556693,23,0,5,01,D,100,D,1,D,0.0475,D,178,D,1922,D,01,D,15000,D
20212,04556983,13,0,1,01,D,100,D,1,D,0.0475,D,539,F,1183,F,01,D,45395,F
20212,04557783,22,0,5,01,D,100,D,1,D,0.0475,D,772,D,-331,D,01,D,65000,D
20212,04558583,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,70275,D
20212,04560093,35,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,90000,D
20212,04562413,26,0,5,01,D,100,D,1,D,0.0475,D,116,D,184,D,01,D,9800,D
20212,04562823,19,0,5,01,D,100,D,1,D,0.0475,D,546,D,672,D,01,D,46000,D
20212,04563073,16,0,5,01,D,100,D,1,D,0.0475,D,214,D,386,D,01,D,18000,D
20212,04563543,30,0,5,01,D,100,D,1,D,0.0475,D,249,D,951,D,01,D,21000,D
20212,04563733,23,0,5,01,D,100,D,1,D,0.0475,D,31,D,2749,D,01,D,2600,D
20212,04563853,20,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20212,04564023,25,0,5,01,D,100,D,1,D,0.0475,D,93,D,657,D,01,D,7800,D
20212,04566163,22,0,5,01,D,100,D,1,D,0.0475,D,238,F,873,F,01,D,20000,F
20212,04566563,39,0,5,01,D,100,D,1,D,0.0475,D,135,D,23476,T,01,D,11400,D
20212,04566823,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04569943,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04571363,36,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,245571,T
20212,04571693,30,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,245571,T
20212,04571763,27,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20212,04572423,26,0,5,01,D,100,D,1,D,0.0475,D,234,D,1566,D,01,D,19723,D
