QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20212,04757171,11,0,1,01,D,100,D,.0579,F,146057,F,15,F,1216,F,3,F,4,F,,A,,A,0,F,1027,F,1032,F,1037,F,189,F,184,F,179,F,,A,02,F,2009,F,1,F,,A,39075,F,38047,F,37015,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20212,04758851,10,0,1,01,D,100,D,.0440,D,40000,D,15,D,365,D,,B,,B,,B,,B,61,D,190,D,191,D,192,D,114,D,113,D,112,D,,A,10,D,2016,D,1,D,,A,31005,D,30814,D,30623,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20212,04760691,14,0,1,01,D,100,D,.0492,D,25000,D,15,D,230,D,3,D,4,D,5,D,,A,33,D,131,D,132,D,132,D,66,D,65,D,65,D,,A,06,D,2014,D,1,D,,A,16074,D,15943,D,15811,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20212,04762791,24,0,1,01,D,100,D,.0434,F,40000,F,10,F,412,F,,B,,B,,B,,B,1,F,304,F,305,F,307,F,107,F,106,F,104,F,,A,01,F,2018,F,1,F,,A,29476,F,29172,F,28866,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20212,04765211,30,0,1,01,D,100,D,.0434,D,40000,D,10,D,412,D,,B,,B,,B,,B,1,D,304,D,305,D,307,D,107,D,106,D,104,D,,A,01,D,2018,D,1,D,,A,29476,D,29172,D,28866,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20212,04765841,8,0,1,01,D,100,D,.0440,D,100000,D,10,D,1032,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,10,D,2016,D,2,D,,A,61985,D,61181,D,60374,D,01,D,1,D,,A,,A,550,D,550,D,550,D,1,D,2,D
20212,04767791,43,0,1,01,D,100,D,.0500,D,30000,D,15,D,250,D,,B,,B,,B,,B,13,D,,A,112,D,112,D,,A,125,D,125,D,,A,03,D,2021,D,1,D,,A,,A,30000,D,29888,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04548124,49,0,5,01,D,200,D,.0367,D,17000,D,1,D,1445,D,,C,,C,,C,,C,0,D,1406,D,1410,D,1414,D,39,D,35,D,31,D,,A,01,D,2021,D,2,D,,A,12808,D,11402,D,9992,D,01,D,,A,,A,3,D,0,D,0,D,0,D,,C,,A
20213,04551334,27,0,5,01,D,100,D,.0799,D,55000,D,17,D,500,D,,B,,B,,B,,B,6,D,217,D,219,D,220,D,277,D,275,D,274,D,,A,08,D,2014,D,1,D,,A,41556,D,41339,D,41120,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04553744,19,0,5,01,D,100,D,.0544,F,147438,F,15,F,1200,F,,A,,A,,A,,A,0,F,983,F,988,F,992,F,217,F,212,F,208,F,,A,01,F,2010,F,1,F,,A,47770,F,46787,F,45799,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04557784,23,0,5,01,D,100,D,.0600,D,9652,D,7,D,141,D,,A,,A,,A,,A,0,D,110,D,110,D,111,D,31,D,31,D,30,D,,A,07,D,2018,D,1,D,,A,6224,D,6114,D,6004,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04558824,18,0,5,01,D,100,D,.0440,F,40000,F,15,F,365,F,,B,,B,,B,,B,61,F,192,F,193,F,194,F,112,F,111,F,110,F,,A,10,F,2016,F,1,F,,A,30432,F,30239,F,30046,F,01,D,1,D,,A,,A,,A,,A,,A,,C,,A
20213,04563424,24,0,5,01,D,100,D,.0800,D,9000,D,5,D,250,D,,B,,B,,B,,B,68,D,123,D,124,D,124,D,59,D,58,D,58,D,,A,04,D,2021,D,1,D,,A,8878,D,8755,D,8632,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04567334,12,0,5,01,D,100,D,.0386,F,468915,V,15,F,4080,F,,A,,A,,A,,A,0,F,6229,V,6255,V,2348,F,1747,F,1739,F,1732,F,,A,12,F,2020,F,1,F,,A,490946,V,488573,V,489138,V,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04571454,21,0,5,01,D,100,D,.0440,D,74769,D,20,D,469,D,,A,,A,,A,,A,0,D,242,D,243,D,244,D,227,D,226,D,225,D,,A,07,D,2016,D,1,D,,A,61961,D,61719,D,61476,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04571694,37,0,5,01,D,100,D,.0386,D,468915,T,15,D,4080,D,,A,,A,,A,,A,0,D,6229,T,6255,T,2348,D,1747,D,1739,D,1732,D,,A,12,D,2020,D,1,D,,A,490946,T,488573,T,489138,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04572674,20,0,5,01,D,100,D,.0367,D,100000,F,1,D,,A,,A,,A,,A,,A,0,F,,A,,A,,A,,A,,A,,A,,A,07,F,2021,D,2,D,,A,,A,,A,,A,01,D,1,D,,A,,A,240,D,240,D,240,D,1,D,2,D
20213,04577144,33,0,5,01,D,100,D,.0849,D,35000,D,20,D,304,D,,A,,A,,A,,A,0,D,59,D,60,D,60,D,245,D,244,D,244,D,,A,11,D,2020,D,1,D,,A,34597,D,34538,D,34478,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04578504,22,0,5,01,D,100,D,.0440,F,74769,F,20,F,469,F,,A,,A,,A,,A,0,F,242,F,243,F,244,F,227,F,226,F,225,F,,A,07,F,2016,F,1,F,,A,61961,F,61719,F,61476,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04610243,31,0,5,01,D,100,D,.0440,D,35000,D,10,D,361,D,,A,,A,,A,,A,0,D,110,D,110,D,111,D,28,D,28,D,27,D,,A,06,D,2016,D,2,D,,A,19990,D,19703,D,19414,D,01,D,1,D,,A,,A,138,D,138,D,138,D,1,D,2,D
20213,04611203,19,0,5,01,D,100,D,.0579,D,36034,D,15,D,300,D,,A,,A,,A,,A,0,D,247,D,249,D,250,D,53,D,51,D,50,D,,A,08,D,2009,D,1,D,,A,10890,D,10642,D,10394,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04614733,40,0,5,01,D,100,D,.0386,D,21000,D,5,D,385,D,,A,,A,,A,,A,0,D,329,D,330,D,331,D,56,D,55,D,54,D,,A,05,D,2020,D,1,D,,A,17451,D,17122,D,16793,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04619403,16,0,5,01,D,100,D,.0367,D,108000,D,27,D,525,D,,A,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,07,D,2021,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04657283,24,0,5,01,D,100,D,.0529,D,220000,D,10,D,2365,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,01,D,2018,D,2,D,,A,159128,D,157465,D,155794,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20213,04661923,18,0,5,01,D,100,D,.0460,D,25000,D,10,D,260,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,250,D,250,D,250,D,,A,07,D,2015,D,2,D,,A,25000,D,25000,D,25000,D,01,D,,A,2,D,,A,250,D,250,D,250,D,,A,2,D
20213,04662824,8,0,1,01,D,100,D,.0472,F,22000,F,5,F,468,F,,B,,B,,B,,B,56,F,356,F,358,F,359,F,56,F,54,F,53,F,,A,05,F,2019,F,1,F,,A,14181,F,13825,F,13467,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04681913,18,0,5,01,D,100,D,.0400,D,52000,D,10,D,526,D,,A,,A,,A,,A,0,D,369,D,371,D,372,D,157,D,155,D,154,D,,A,04,D,2020,D,1,D,,A,46954,D,46585,D,46214,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04683163,24,0,5,01,D,100,D,.0386,D,40000,D,10,D,420,D,,B,,B,,B,,B,18,D,284,D,285,D,286,D,118,D,117,D,116,D,,A,06,D,2020,D,1,D,,A,36661,D,36377,D,36092,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04683823,18,0,5,01,D,100,D,.0386,F,30000,F,3,F,1050,F,,B,,B,,B,,B,166,F,805,F,808,F,811,F,79,F,76,F,73,F,,A,11,F,2020,F,1,F,,A,24434,F,23629,F,22821,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04683823,19,0,5,01,D,100,D,.0367,F,30000,F,3,F,973,F,,B,,B,,B,,B,92,F,797,F,799,F,801,F,84,F,82,F,80,F,,A,01,F,2021,F,1,F,,A,27625,F,26828,F,26030,F,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04684033,26,0,5,02,D,300,D,.0492,D,,T,10,D,280,D,,A,,A,,A,,A,0,D,,T,,T,,T,34,D,33,D,32,D,,A,02,D,2014,D,1,D,,A,8381,D,8135,D,7888,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04686313,15,0,5,01,D,100,D,.0800,D,25000,D,15,D,400,D,,B,,B,,B,,B,161,D,168,D,169,D,170,D,71,D,70,D,69,D,,A,11,D,2010,D,1,D,,A,10620,D,10452,D,10283,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04686613,17,0,5,01,D,100,D,.0579,D,146057,D,15,D,1216,D,3,D,4,D,,A,,A,0,D,1042,D,1047,D,1052,D,174,D,169,D,164,D,,A,02,D,2009,D,1,D,,A,35977,D,34935,D,33887,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04687933,18,0,5,01,D,100,D,.0772,D,23440,D,20,D,192,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,01,D,2001,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04688393,18,0,5,01,D,100,D,.0690,D,25000,D,10,D,289,D,,A,,A,,A,,A,0,D,177,D,178,D,179,D,112,D,111,D,110,D,,A,08,D,2018,D,1,D,,A,19563,D,19386,D,19209,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04690203,23,0,1,01,D,100,D,.0544,D,5160,D,15,D,42,D,,A,,A,,A,,A,0,D,33,D,33,D,33,D,9,D,9,D,9,D,,A,12,D,2010,D,1,D,,A,2007,D,1974,D,1941,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04740612,17,0,1,01,D,100,D,.0460,D,25000,D,10,D,450,D,,B,,B,,B,,B,190,D,216,D,217,D,218,D,44,D,43,D,42,D,,A,04,D,2015,D,1,D,,A,11418,D,11201,D,10984,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04740612,18,0,1,01,D,100,D,.0472,D,16000,D,10,D,168,D,,A,,A,,A,,A,0,D,113,D,113,D,114,D,55,D,55,D,54,D,,A,10,D,2019,D,1,D,,A,14044,D,13931,D,13818,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04741022,46,0,5,01,D,100,D,.0367,D,278356,D,5,D,5085,D,,A,,A,,A,,A,0,D,,A,,A,7443,T,,A,,A,808,D,,A,06,D,2021,D,1,D,062021,D,,A,,A,489138,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04741022,69,0,5,01,D,100,D,.0529,D,468915,T,10,D,3762,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,062021,D,06,D,2018,D,2,D,,A,490946,T,488573,T,263627,D,01,D,1,D,,A,,A,350,D,350,D,350,D,1,D,2,D
20213,04742662,17,0,1,01,D,100,D,.0367,D,160000,D,38,D,810,D,3,D,4,D,,A,,A,160,F,,A,,A,,A,,A,,A,,A,,A,05,F,2021,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04745942,24,0,5,01,D,100,D,.0400,D,39508,D,10,D,400,D,,A,,A,,A,,A,0,D,281,D,282,D,283,D,89,D,89,D,88,D,,A,02,D,2020,D,1,D,,A,35669,D,35388,D,35106,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04748512,33,0,5,01,D,100,D,.0386,F,40000,F,10,F,420,F,,B,,B,,B,,B,18,F,284,F,285,F,286,F,118,F,117,F,116,F,,A,06,F,2020,F,1,F,,A,36661,F,36377,F,36092,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04748712,30,0,5,01,D,100,D,.0440,F,74769,F,20,F,469,F,,A,,A,,A,,A,0,F,242,F,243,F,244,F,227,F,226,F,225,F,,A,07,F,2016,F,1,F,,A,61961,F,61719,F,61476,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04749862,32,0,5,01,D,100,D,.0472,D,20000,D,15,D,225,D,,B,,B,,B,,B,70,D,83,D,83,D,83,D,72,D,72,D,72,D,,A,10,D,2019,D,1,D,,A,18415,D,18332,D,18249,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04749882,13,0,5,01,D,100,D,.0367,D,111000,D,10,D,1106,D,,A,,A,,A,,A,0,D,774,D,776,D,778,D,332,D,330,D,328,D,,A,03,D,2021,D,2,D,,A,108693,D,107920,D,107144,D,01,D,,A,2,D,,A,0,D,0,D,0,D,1,D,2,D
20213,04750882,16,0,5,01,D,100,D,.0440,F,40000,F,15,F,365,F,,B,,B,,B,,B,61,F,192,F,193,F,194,F,112,F,111,F,110,F,,A,10,F,2016,F,1,F,,A,30432,F,30239,F,30046,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20213,04752162,16,0,5,01,D,100,D,.0386,D,30000,D,3,D,1050,D,,B,,B,,B,,B,166,D,805,D,808,D,811,D,79,D,76,D,73,D,,A,11,D,2020,D,1,D,,A,24434,D,23629,D,22821,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04757172,19,0,5,01,D,100,D,.0544,F,147438,F,15,F,1200,F,,A,,A,,A,,A,0,F,983,F,988,F,992,F,217,F,212,F,208,F,,A,01,F,2010,F,1,F,,A,47770,F,46787,F,45799,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04758852,13,0,5,01,D,100,D,.0440,D,40000,D,15,D,365,D,,B,,B,,B,,B,61,D,192,D,193,D,194,D,112,D,111,D,110,D,,A,10,D,2016,D,1,D,,A,30432,D,30239,D,30046,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20213,04760692,13,0,5,01,D,100,D,.0492,D,25000,D,15,D,230,D,3,D,4,D,5,D,,A,33,D,130,D,131,D,131,D,67,D,66,D,66,D,,A,11,D,2014,D,1,D,,A,16335,D,16205,D,16074,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04762792,30,0,5,01,D,100,D,.0386,F,40000,F,10,F,420,F,,B,,B,,B,,B,18,F,284,F,285,F,286,F,118,F,117,F,116,F,,A,06,F,2020,F,1,F,,A,36661,F,36377,F,36092,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04765842,25,0,5,01,D,100,D,.0440,D,100000,D,10,D,1032,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,10,D,2016,D,2,D,052021,D,100000,D,100000,D,100000,D,01,D,1,D,,A,,A,446,D,469,D,469,D,,A,2,D
20213,04765842,41,0,5,01,D,100,D,.0440,D,100000,D,10,D,1032,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,052021,D,10,D,2016,D,2,D,,A,,A,,A,,A,01,D,1,D,,A,,A,550,D,550,D,550,D,1,D,2,D
20213,04767792,40,0,5,01,D,100,D,.0500,D,30000,D,15,D,250,D,,B,,B,,B,,B,13,D,113,D,113,D,114,D,124,D,124,D,123,D,,A,03,D,2021,D,1,D,,A,29776,D,29663,D,29549,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04819871,10,0,1,01,D,100,D,.0472,D,22000,D,5,D,468,D,,B,,B,,B,,B,56,D,356,D,358,D,359,D,56,D,54,D,53,D,,A,05,D,2019,D,1,D,,A,14181,D,13825,D,13467,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04819901,15,0,1,01,D,100,D,.0400,D,150000,D,10,D,1519,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,11,D,2016,D,2,D,,A,91054,D,89839,D,88620,D,01,D,1,D,,A,,A,500,D,500,D,500,D,1,D,2,D
20213,04821941,31,0,1,01,D,100,D,.0367,D,468915,T,10,D,3500,D,,A,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,07,D,2021,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04823091,21,0,1,01,D,100,D,.0472,D,30000,D,15,D,600,D,,B,,B,,B,,B,367,D,0,D,0,D,0,D,233,D,233,D,233,D,,A,06,D,2019,D,1,D,,A,30000,D,30000,D,30000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04823131,14,0,1,01,D,100,D,.0544,D,135151,D,15,D,1100,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,1100,D,1100,D,1100,D,,A,07,D,2010,D,1,D,,A,135151,D,135151,D,135151,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04823301,15,0,1,01,D,100,D,.0367,D,30000,D,3,D,973,D,,B,,B,,B,,B,92,D,797,D,799,D,801,D,84,D,82,D,80,D,,A,01,D,2021,D,1,D,,A,27625,D,26828,D,26030,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04825721,23,0,1,01,D,100,D,.0367,D,100000,D,15,D,1435,D,,B,,B,,B,,B,712,D,0,D,0,D,0,D,723,D,723,D,723,D,,A,02,D,2021,D,1,D,,A,100000,D,100000,D,100000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04826681,18,0,1,01,D,100,D,.0400,D,20000,D,15,D,194,D,,B,,B,,B,,B,46,D,112,D,112,D,112,D,36,D,36,D,36,D,,A,05,D,2013,D,1,D,,A,10928,D,10816,D,10704,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04829101,13,0,1,01,D,100,D,.0600,D,20000,D,20,D,260,D,,B,,B,,B,,B,117,D,45,D,46,D,46,D,98,D,97,D,97,D,,A,06,D,2020,D,1,D,,A,19515,D,19470,D,19424,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04832821,8,0,1,01,D,100,D,.0440,D,93000,D,10,D,959,D,3,D,4,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,12,D,2016,D,2,D,,A,56899,D,56148,D,55394,D,01,D,,A,2,D,,A,845,D,845,D,845,D,1,D,2,D
20213,04833221,8,0,1,01,D,100,D,.0440,F,74769,F,20,F,469,F,,A,,A,,A,,A,0,F,242,F,243,F,244,F,227,F,226,F,225,F,,A,07,F,2016,F,1,F,,A,61961,F,61719,F,61476,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04833931,17,0,1,01,D,100,D,.0544,D,147438,D,15,D,1200,D,,A,,A,,A,,A,0,D,983,D,988,D,992,D,217,D,212,D,208,D,,A,01,D,2010,D,1,D,,A,47770,D,46787,D,45799,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04834081,31,0,1,01,D,100,D,.0475,D,38500,D,30,D,200,D,,A,,A,,A,,A,0,D,129,D,130,D,130,D,71,D,70,D,70,D,,A,01,D,2017,D,1,D,,A,17882,D,17752,D,17621,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04837601,18,0,1,01,D,100,D,.0529,D,26000,D,10,D,279,D,,A,,A,,A,,A,0,D,190,D,191,D,192,D,89,D,88,D,87,D,,A,08,D,2018,D,1,D,,A,20175,D,19985,D,19794,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04842711,17,0,1,01,D,100,D,.0367,D,32000,D,15,D,377,D,,B,,B,,B,,B,146,D,,A,,A,133,D,,A,,A,98,D,,A,08,D,2021,D,1,D,,A,,A,,A,32000,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04845581,26,0,1,01,D,200,D,.0367,D,53000,D,8,D,638,D,,A,,A,,A,,A,0,D,480,D,482,D,483,D,158,D,156,D,155,D,,A,03,D,2021,D,1,D,,A,51568,D,51088,D,50606,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04845651,18,0,1,01,D,100,D,.0529,F,220000,F,10,F,2365,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,0,F,0,F,0,F,,A,01,F,2018,F,2,F,,A,159128,F,157465,F,155794,F,01,D,1,D,,A,,A,0,F,0,F,0,F,1,D,2,D
20214,04610244,27,0,5,01,D,100,D,.0440,D,35000,D,10,D,361,D,,A,,A,,A,,A,0,D,99,D,99,D,100,D,24,D,24,D,23,D,,A,06,D,2016,D,2,D,,A,19124,D,18833,D,18541,D,01,D,1,D,,A,,A,124,D,127,D,123,D,1,D,2,D
20214,04611204,17,0,5,01,D,100,D,.0473,D,28639,D,10,D,300,D,,A,,A,,A,,A,0,D,272,D,273,D,274,D,28,D,27,D,26,D,,A,08,D,2013,D,1,D,,A,7128,D,6856,D,6583,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04614734,43,0,5,01,D,100,D,.0386,D,21000,D,5,D,385,D,,A,,A,,A,,A,0,D,332,D,333,D,334,D,53,D,52,D,51,D,,A,05,D,2020,D,1,D,,A,16462,D,16130,D,15796,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04619124,18,0,5,01,D,100,D,.0400,D,30000,D,10,D,304,D,,A,,A,,A,,A,0,D,,A,,A,204,D,,A,,A,100,D,,A,09,D,2021,D,1,D,,A,,A,,A,30000,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04619404,22,0,5,01,D,100,D,.0367,F,111000,F,10,F,1106,F,,A,,A,,A,,A,0,F,781,F,783,F,785,F,325,F,323,F,321,F,,A,03,F,2021,F,2,F,,A,106366,F,105585,F,104802,F,01,D,,A,,A,,A,5598,V,5598,V,5598,V,1,D,2,D
20214,04620804,16,0,5,01,D,100,D,.0367,F,45143,F,10,F,450,F,,A,,A,,A,,A,0,F,313,F,314,F,315,F,137,F,136,F,135,F,,A,06,F,2021,F,1,F,,A,44831,F,44518,F,44204,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20214,04653004,27,0,5,01,D,100,D,.0450,D,10000,D,15,D,76,D,,C,,C,,C,,C,0,D,,A,38,D,39,D,,A,38,D,37,D,,A,09,D,2021,D,1,D,092021,D,,A,10000,D,9962,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20214,04657284,24,0,5,01,D,100,D,.0529,D,220000,D,10,D,2365,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,01,D,2018,D,2,D,,A,154116,D,152431,D,150738,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20214,04661924,14,0,5,01,D,100,D,.0460,D,25000,D,10,D,260,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,250,D,250,D,250,D,,A,07,D,2015,D,2,D,,A,25000,D,25000,D,25000,D,01,D,,A,2,D,,A,250,D,250,D,250,D,,A,2,D
20214,04679144,15,0,5,01,D,100,D,.0425,F,175000,F,30,F,861,F,3,F,4,F,5,F,,A,0,F,462,F,464,F,465,F,399,F,397,F,396,F,,A,12,F,2019,F,1,F,,A,112144,F,111680,F,111215,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04681914,17,0,5,01,D,100,D,.0400,D,52000,D,10,D,526,D,,A,,A,,A,,A,0,D,373,D,374,D,376,D,153,D,152,D,150,D,,A,04,D,2020,D,1,D,,A,45842,D,45469,D,45094,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04683164,26,0,5,01,D,100,D,.0386,D,40000,D,10,D,420,D,,B,,B,,B,,B,18,D,287,D,288,D,289,D,115,D,114,D,113,D,,A,06,D,2020,D,1,D,,A,35806,D,35520,D,35232,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04683824,19,0,5,01,D,100,D,.0500,F,30000,F,15,F,250,F,,B,,B,,B,,B,13,F,114,F,115,F,115,F,123,F,122,F,122,F,,A,03,F,2021,F,1,F,,A,29435,F,29321,F,29206,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04683824,20,0,5,01,D,100,D,.0500,F,30000,F,15,F,250,F,,B,,B,,B,,B,13,F,114,F,115,F,115,F,123,F,122,F,122,F,,A,03,F,2021,F,1,F,,A,29435,F,29321,F,29206,F,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04686314,14,0,5,01,D,100,D,.0800,D,25000,D,15,D,400,D,,B,,B,,B,,B,161,D,172,D,173,D,174,D,67,D,66,D,65,D,,A,11,D,2010,D,1,D,,A,10112,D,9941,D,9768,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04687164,12,0,1,01,D,100,D,.0386,D,50000,D,3,D,1700,D,,B,,B,,B,,B,227,D,1381,D,1386,D,1390,D,92,D,87,D,83,D,,A,05,D,2020,D,1,D,,A,28491,D,27110,D,25724,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04687934,19,0,5,01,D,100,D,.0772,D,23440,D,20,D,192,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,01,D,2001,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04688394,15,0,5,01,D,100,D,.0690,D,25000,D,10,D,289,D,,A,,A,,A,,A,0,D,180,D,181,D,182,D,109,D,108,D,107,D,,A,08,D,2018,D,1,D,,A,19030,D,18851,D,18670,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04688494,19,0,1,01,D,100,D,.0525,D,34206,D,10,D,367,D,,A,,A,,A,,A,0,D,227,D,228,D,229,D,140,D,139,D,138,D,,A,11,D,2020,D,1,D,,A,31989,D,31762,D,31534,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04690204,21,0,5,01,D,100,D,.0367,D,7022,D,10,D,70,D,,A,,A,,A,,A,0,D,,A,,A,49,D,,A,,A,21,D,,A,11,D,2021,D,1,D,112021,D,,A,,A,7022,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20214,04690204,657,0,5,01,D,100,D,.0544,D,5160,D,15,D,42,D,,A,,A,,A,,A,0,D,34,D,34,D,,A,8,D,8,D,,A,112021,D,07,D,2010,D,1,D,,A,1740,D,1706,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
