QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VEHICYC,VEHICYC_,VEHDISP,VEHDISP_,VDISPMO,VDISPMO_,SALEX,SALEX_,REIMBURX,REIM_URX,EXREIMBX,EXRE_MBX,LOANSTAT,LOAN_TAT,FINPAYMX,FINP_YMX,VEHICIC,VEHICIC_
20213,04619173,23,0,1,110,D,4,D,05,D,,A,34000,D,,A,2,D,,A,02,D
20213,04619753,20,0,1,110,D,2,D,05,D,,A,,A,,A,1,D,,A,02,D
20213,04619803,20,0,1,100,D,4,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04620793,40,0,1,110,D,4,D,05,D,,A,15000,D,,A,1,D,10000,D,01,D
20213,04621103,32,0,1,200,D,6,D,04,D,,A,,A,,A,2,D,,A,01,D
20213,04652643,44,0,1,100,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20213,04652813,9,0,1,100,D,1,D,05,D,200,D,,A,,A,2,D,,A,02,D
20213,04652893,17,0,1,100,D,6,D,07,D,,A,,A,,A,2,D,,A,02,D
20213,04652953,27,0,1,100,D,3,D,05,D,,A,,A,,A,2,D,,A,02,D
20213,04652953,28,0,1,100,D,3,D,06,D,,A,,A,,A,2,D,,A,03,D
20213,04653973,33,0,1,100,D,1,D,07,D,1000,D,,A,,A,2,D,,A,01,D
20213,04654443,10,0,1,110,D,6,D,05,D,,A,,A,,A,2,D,,A,01,D
20213,04655093,19,0,1,110,D,1,D,06,D,12000,D,,A,,A,2,D,,A,01,D
20213,04656253,41,0,1,110,D,1,D,07,D,9000,D,,A,,A,2,D,,A,01,D
20213,04656253,42,0,1,110,D,3,D,05,D,,A,,A,,A,2,D,,A,05,D
20213,04656273,25,0,1,100,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04656633,26,0,1,110,D,2,D,06,D,,A,,A,,A,1,D,9595,D,02,D
20213,04656923,50,0,1,100,D,2,D,06,D,,A,,A,,A,1,D,,A,01,D
20213,04657023,27,0,1,110,D,2,D,06,D,,A,,A,,A,2,D,,A,02,D
20213,04657183,16,0,1,100,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20213,04657383,22,0,1,110,D,1,D,07,D,4500,D,,A,,A,2,D,,A,05,D
20213,04657693,25,0,1,100,D,2,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04657923,37,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04658073,33,0,1,110,D,1,D,06,D,15000,D,,A,,A,2,D,,A,02,D
20213,04658193,48,0,1,100,D,6,D,05,D,,A,,A,,A,,C,,A,03,D
20213,04658603,31,0,1,100,D,1,D,07,D,1000,D,,A,,A,2,D,,A,02,D
20213,04658883,31,0,1,110,D,2,D,07,D,,A,,A,,A,1,D,6000,F,02,D
20213,04658883,32,0,1,100,D,6,D,07,D,,A,,A,,A,1,D,,A,03,D
20213,04658883,33,0,1,120,D,4,D,05,D,,A,,A,,A,2,D,,A,05,D
20213,04660083,22,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04660413,47,0,1,110,D,1,D,05,D,40000,D,,A,,A,1,D,,A,01,D
20213,04660433,21,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04660883,24,0,1,110,D,6,D,05,D,,A,,A,,A,2,D,,A,02,D
20213,04661533,18,0,1,110,D,2,D,07,D,,A,,A,,A,1,D,,A,01,D
20213,04661733,16,0,1,100,D,6,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04661743,26,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,03,D
20213,04662833,11,0,1,110,D,6,D,06,D,,A,,A,,A,,C,,A,01,D
20213,04662993,38,0,1,110,D,1,D,07,D,700,D,,A,,A,2,D,,A,01,D
20213,04663023,30,0,1,110,D,6,D,07,D,,A,,A,,A,2,D,,A,04,D
20213,04663393,14,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04679283,36,0,1,100,D,3,D,08,D,,A,,A,,A,2,D,,A,01,D
20213,04679813,23,0,1,110,D,4,D,07,D,,A,3000,F,,A,2,D,,A,03,D
20213,04681003,16,0,1,100,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20213,04681393,15,0,1,100,D,6,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04683043,26,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,03,D
20213,04683053,21,0,1,100,D,1,D,08,D,1000,D,,A,,A,2,D,,A,01,D
20213,04683163,32,0,1,100,D,2,D,07,D,,A,,A,,A,2,D,,A,02,D
20213,04683663,27,0,2,100,D,2,D,06,D,,A,,A,,A,,C,,A,01,D
20213,04684033,39,0,1,110,D,3,D,08,D,,A,,A,,A,2,D,,A,03,D
20213,04684313,44,0,1,100,D,6,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04684313,45,0,1,110,D,1,D,06,D,24000,D,,A,,A,2,D,,A,02,D
20213,04684373,76,0,1,110,D,3,D,07,D,,A,,A,,A,2,D,,A,03,D
20213,04684553,33,0,1,100,D,6,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04685283,30,0,1,100,D,2,D,07,D,,A,,A,,A,1,D,,A,01,D
20213,04685883,26,0,1,100,D,1,D,08,D,3800,D,,A,,A,2,D,,A,02,D
20213,04686113,14,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,02,D
20213,04686533,19,0,1,100,D,4,D,07,D,,A,,A,,A,2,D,,A,02,D
20213,04687473,28,0,1,110,D,3,D,08,D,,A,,A,,A,2,D,,A,03,D
20213,04687963,34,0,2,110,D,3,D,06,D,,A,,A,,A,2,D,,A,03,D
20213,04689393,32,0,1,110,D,1,D,08,D,19000,D,,A,,A,2,D,,A,01,D
20213,04689873,40,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,02,D
20213,04690253,28,0,1,100,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20213,04735702,29,0,1,110,D,2,D,05,D,,A,,A,,A,1,D,,A,01,D
20213,04735902,15,0,1,100,D,1,D,04,D,500,D,,A,,A,2,D,,A,02,D
20213,04736052,21,0,1,110,D,1,D,05,D,3000,D,,A,,A,2,D,,A,01,D
20213,04736922,22,0,1,110,D,1,D,05,D,3500,D,,A,,A,2,D,,A,02,D
20213,04738062,17,0,1,110,D,1,D,04,D,12500,D,,A,,A,2,D,,A,01,D
20213,04738792,28,0,1,100,D,1,D,05,D,2600,D,,A,,A,2,D,,A,03,D
20213,04739462,27,0,1,135,D,4,D,04,D,,A,,A,,A,2,D,,A,02,D
20213,04739902,17,0,1,100,D,1,D,06,D,500,D,,A,,A,2,D,,A,01,D
20213,04741202,18,0,1,100,D,4,D,06,D,,A,,A,,A,2,D,,A,03,D
20213,04741732,35,0,1,110,D,6,D,05,D,,A,,A,,A,2,D,,A,02,D
20213,04742122,44,0,1,110,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20213,04742672,21,0,1,110,D,6,D,05,D,,A,,A,,A,2,D,,A,03,D
20213,04742972,33,0,1,110,D,2,D,06,D,,A,,A,,A,2,D,,A,03,D
20213,04743272,13,0,1,100,D,2,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04743502,38,0,1,100,D,1,D,05,D,2500,D,,A,,A,2,D,,A,01,D
20213,04743502,39,0,1,150,D,6,D,06,D,,A,,A,,A,2,D,,A,05,D
20213,04743562,27,0,1,110,D,1,D,06,D,43000,D,,A,,A,1,D,15000,D,01,D
20213,04743802,44,0,1,110,D,4,D,04,D,,A,25000,D,,A,2,D,,A,02,D
20213,04743802,45,0,1,100,D,2,D,06,D,,A,,A,,A,2,D,,A,03,D
20213,04744272,21,0,1,100,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20213,04744272,22,0,1,100,D,2,D,04,D,,A,,A,,A,2,D,,A,02,D
20213,04744402,12,0,1,100,D,4,D,04,D,,A,10600,D,,A,2,D,,A,02,D
20213,04745412,31,0,1,110,D,1,D,06,D,300,D,,A,,A,2,D,,A,01,D
20213,04745942,38,0,1,110,D,4,D,05,D,,A,23000,D,,A,1,D,23000,D,02,D
20213,04746042,32,0,1,110,D,1,D,05,D,28000,D,,A,,A,1,D,14000,D,03,D
20213,04746292,39,0,1,100,D,3,D,06,D,,A,,A,,A,2,D,,A,02,D
20213,04746712,37,0,1,100,D,6,D,06,D,,A,,A,,A,1,D,,A,03,D
20213,04746722,19,0,1,110,D,4,D,05,D,,A,32000,D,,A,1,D,10000,D,01,D
20213,04747172,17,0,1,100,D,1,D,07,D,1700,D,,A,,A,2,D,,A,02,D
20213,04747742,25,0,1,100,D,1,D,08,D,100,D,,A,,A,2,D,,A,02,D
20213,04747882,26,0,1,100,D,3,D,08,D,,A,,A,,A,2,D,,A,03,D
20213,04748822,29,0,1,110,D,3,D,08,D,,A,,A,,A,2,D,,A,02,D
20213,04749422,21,0,2,100,D,1,D,06,D,2000,D,,A,,A,2,D,,A,02,D
20213,04749432,18,0,1,160,D,1,D,06,D,5167,T,,A,,A,2,D,,A,02,D
20213,04749702,20,0,1,100,D,4,D,08,D,,A,,A,8546,D,2,D,,A,01,D
20213,04750242,34,0,2,110,D,1,D,06,D,12000,D,,A,,A,2,D,,A,02,D
20213,04750322,20,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20213,04751162,20,0,1,110,D,3,D,08,D,,A,,A,,A,2,D,,A,01,D
20213,04751222,38,0,1,100,D,6,D,08,D,,A,,A,,A,2,D,,A,02,D
20213,04751602,25,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04752652,13,0,1,100,D,6,D,07,D,,A,,A,,A,,C,,A,01,D
20213,04753422,31,0,1,110,D,1,D,08,D,30000,D,,A,,A,2,D,,A,01,D
20213,04753652,58,0,1,100,D,6,D,08,D,,A,,A,,A,2,D,,A,05,D
20213,04753962,31,0,2,100,D,2,D,06,D,,A,,A,,A,1,D,,A,05,D
20213,04754462,36,0,1,100,D,1,D,07,D,2100,D,,A,,A,2,D,,A,01,D
20213,04754512,56,0,1,110,D,1,D,06,D,26000,D,,A,,A,2,D,,A,01,D
20213,04755982,38,0,1,110,D,1,D,08,D,500,D,,A,,A,2,D,,A,01,D
20213,04756582,24,0,1,100,D,2,D,07,D,,A,,A,,A,1,D,,A,02,D
20213,04757072,23,0,1,100,D,3,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04757602,29,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20213,04757602,30,0,1,150,D,2,D,07,D,,A,,A,,A,2,D,,A,03,D
20213,04757842,14,0,1,110,D,3,D,06,D,,A,,A,,A,2,D,,A,01,D
20213,04758292,24,0,1,110,D,1,D,06,D,500,D,,A,,A,2,D,,A,01,D
20213,04759102,10,0,1,110,D,4,D,06,D,,A,2000,D,,A,1,D,4000,D,01,D
20213,04759652,22,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04759972,16,0,1,100,D,4,D,07,D,,A,8500,D,,A,2,D,,A,01,D
20213,04761182,28,0,1,110,D,3,D,05,D,,A,,A,,A,2,D,,A,03,D
20213,04761572,39,0,1,110,D,1,D,06,D,4700,D,,A,,A,1,D,30000,D,02,D
20213,04761572,40,0,1,110,D,1,D,06,D,1000,D,,A,,A,2,D,,A,03,D
20213,04762632,27,0,1,110,D,1,D,06,D,180,D,,A,,A,2,D,,A,02,D
20213,04763472,26,0,1,110,D,4,D,06,D,,A,6000,D,,A,2,D,,A,03,D
20213,04764252,29,0,1,100,D,6,D,05,D,,A,,A,,A,2,D,,A,01,D
20213,04764292,26,0,1,100,D,6,D,06,D,,A,,A,,A,2,D,,A,02,D
20213,04764622,23,0,1,100,D,1,D,06,D,3500,D,,A,,A,2,D,,A,02,D
20213,04765732,12,0,1,110,D,3,D,06,D,,A,,A,,A,2,D,,A,02,D
20213,04766512,17,0,1,110,D,4,D,05,D,,A,,A,,A,2,D,,A,02,D
20213,04766872,29,0,1,110,D,4,D,05,D,,A,7800,D,,A,2,D,,A,03,D
20213,04767072,31,0,1,100,D,6,D,06,D,,A,,A,,A,2,D,,A,02,D
20213,04767072,32,0,1,100,D,1,D,05,D,5500,D,,A,,A,2,D,,A,03,D
20213,04767202,17,0,1,100,D,1,D,06,D,2500,D,,A,,A,2,D,,A,01,D
20213,04768272,18,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,02,D
20213,04768622,12,0,1,100,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20213,04768884,26,0,1,180,D,1,D,06,D,6500,D,,A,,A,2,D,,A,04,D
20213,04769322,14,0,1,100,D,1,D,07,D,400,D,,A,,A,2,D,,A,02,D
20213,04769962,17,0,1,100,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20213,04817161,22,0,1,110,D,1,D,04,D,300,D,,A,,A,2,D,,A,03,D
20213,04819041,15,0,1,110,D,1,D,06,D,200,D,,A,,A,2,D,,A,03,D
20213,04819601,9,0,1,100,D,1,D,04,D,200,D,,A,,A,2,D,,A,03,D
20213,04822281,27,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,06,D
20213,04823021,38,0,1,110,D,3,D,05,D,,A,,A,,A,2,D,,A,07,D
20213,04824871,11,0,1,100,D,1,D,06,D,600,D,,A,,A,2,D,,A,01,D
20213,04825641,16,0,1,110,D,2,D,06,D,,A,,A,,A,2,D,,A,04,D
20213,04826381,35,0,1,100,D,2,D,05,D,,A,,A,,A,1,D,13000,F,02,D
20213,04827261,15,0,1,100,D,2,D,05,D,,A,,A,,A,2,D,,A,02,D
20213,04828251,34,0,1,110,D,1,D,05,D,500,D,,A,,A,2,D,,A,03,D
20213,04828331,37,0,1,135,D,1,D,06,D,1000,D,,A,,A,2,D,,A,11,D
20213,04828401,24,0,1,110,D,1,D,05,D,12000,D,,A,,A,2,D,,A,03,D
20213,04828401,25,0,1,110,D,1,D,05,D,3000,F,,A,,A,2,D,,A,04,D
20213,04829591,23,0,1,200,D,1,D,06,D,3000,D,,A,,A,2,D,,A,05,D
20213,04832111,17,0,1,100,D,1,D,07,D,13000,D,,A,,A,2,D,,A,02,D
20213,04832111,18,0,1,110,D,2,D,07,D,,A,,A,,A,1,D,6000,D,03,D
20213,04832341,22,0,1,110,D,1,D,05,D,3800,D,,A,,A,2,D,,A,07,D
20213,04836261,14,0,1,110,D,2,D,05,D,,A,,A,,A,,C,,A,02,D
20213,04838971,41,0,1,110,D,1,D,07,D,10000,D,,A,,A,2,D,,A,04,D
20213,04840051,32,0,1,160,D,1,D,08,D,1000,D,,A,,A,2,D,,A,09,D
20213,04840051,33,0,1,180,D,6,D,06,D,,A,,A,,A,2,D,,A,10,D
20213,04840771,20,0,1,110,D,4,D,07,D,,A,3000,D,,A,2,D,,A,04,D
20213,04844641,18,0,1,150,D,1,D,08,D,8500,D,,A,,A,1,D,7000,D,03,D
20213,04845171,22,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,03,D
20213,04848502,9,0,1,100,D,2,D,08,D,,A,,A,,A,2,D,,A,02,D
20213,04848591,20,0,1,110,D,1,D,08,D,17000,D,,A,,A,2,D,,A,02,D
20214,04610104,33,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20214,04610324,42,0,1,110,D,2,D,09,D,,A,,A,,A,2,D,,A,02,D
20214,04611294,13,0,1,100,D,1,D,09,D,13500,F,,A,,A,2,D,,A,01,D
20214,04611464,17,0,1,110,D,2,D,07,D,,A,,A,,A,1,D,,A,01,D
20214,04611574,28,0,1,150,D,1,D,07,D,16000,D,,A,,A,1,D,20000,D,03,D
20214,04612134,22,0,1,100,D,1,D,08,D,8000,D,,A,,A,2,D,,A,01,D
20214,04612734,40,0,1,110,D,3,D,09,D,,A,,A,,A,2,D,,A,03,D
20214,04612814,29,0,2,110,D,2,D,07,D,,A,,A,,A,1,D,,A,01,D
20214,04613484,30,0,1,110,D,6,D,09,D,,A,,A,,A,2,D,,A,03,D
20214,04614284,36,0,1,100,D,2,D,07,D,,A,,A,,A,2,D,,A,03,D
20214,04614784,39,0,1,110,D,6,D,07,D,,A,,A,,A,2,D,,A,01,D
20214,04616044,32,0,1,100,D,1,D,08,D,900,D,,A,,A,2,D,,A,03,D
20214,04616284,58,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,05,D
20214,04616284,59,0,1,110,D,1,D,07,D,1000,D,,A,,A,2,D,,A,06,D
20214,04616994,26,0,1,160,D,1,D,07,D,6700,V,,A,,A,2,D,,A,04,D
20214,04617044,30,0,1,110,D,1,D,08,D,2000,D,,A,,A,2,D,,A,01,D
20214,04617804,38,0,1,110,D,1,D,07,D,5700,F,,A,,A,1,D,5400,F,02,D
20214,04618404,59,0,1,100,D,2,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04618764,18,0,1,100,D,1,D,08,D,16000,D,,A,,A,2,D,,A,01,D
20214,04618914,21,0,1,110,D,2,D,09,D,,A,,A,,A,2,D,,A,02,D
20214,04621204,42,0,1,180,D,6,D,09,D,,A,,A,,A,2,D,,A,05,D
20214,04621244,21,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04652444,18,0,1,110,D,4,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04652444,19,0,1,110,D,6,D,09,D,,A,,A,,A,2,D,,A,04,D
20214,04652714,23,0,1,100,D,2,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04653264,35,0,1,100,D,4,D,08,D,,A,3600,D,,A,2,D,,A,04,D
20214,04654194,20,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04655874,29,0,1,110,D,2,D,10,D,,A,,A,,A,1,D,,A,01,D
20214,04656224,47,0,1,100,D,6,D,08,D,,A,,A,,A,2,D,,A,06,D
20214,04656224,48,0,1,110,D,3,D,08,D,,A,,A,,A,2,D,,A,08,D
20214,04656534,22,0,1,150,D,1,D,08,D,12000,D,,A,,A,1,D,7500,D,02,D
20214,04657254,26,0,1,110,D,2,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04658074,39,0,1,100,D,1,D,09,D,8000,D,,A,,A,2,D,,A,05,D
20214,04659004,60,0,1,110,D,1,D,09,D,21849,D,,A,,A,2,D,,A,02,D
20214,04659164,64,0,1,110,D,3,D,10,D,,A,,A,,A,2,D,,A,02,D
20214,04659674,31,0,1,110,D,4,D,08,D,,A,35000,D,,A,1,D,21000,D,01,D
20214,04659674,32,0,1,110,D,2,D,08,D,,A,,A,,A,1,D,250,D,02,D
20214,04660324,18,0,1,110,D,4,D,09,D,,A,,A,2000,F,1,D,,A,01,D
20214,04660434,22,0,1,110,D,1,D,08,D,9000,D,,A,,A,2,D,,A,02,D
20214,04661244,33,0,1,100,D,3,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04661404,25,0,2,160,D,1,D,08,D,6700,V,,A,,A,1,D,9336,D,04,D
20214,04661534,18,0,1,100,D,1,D,09,D,300,D,,A,,A,2,D,,A,02,D
20214,04661984,24,0,1,100,D,3,D,10,D,,A,,A,,A,2,D,,A,02,D
20214,04662364,40,0,1,110,D,2,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04679634,19,0,2,100,D,1,D,09,D,1400,D,,A,,A,2,D,,A,01,D
20214,04679764,15,0,1,100,D,2,D,11,D,,A,,A,,A,2,D,,A,01,D
20214,04680504,28,0,1,100,D,3,D,09,D,,A,,A,,A,2,D,,A,03,D
20214,04680944,23,0,1,110,D,1,D,11,D,13000,D,,A,,A,2,D,,A,01,D
20214,04681124,25,0,1,110,D,2,D,11,D,,A,,A,,A,2,D,,A,02,D
20214,04682654,22,0,1,150,D,1,D,10,D,5000,D,,A,,A,2,D,,A,02,D
20214,04683464,32,0,1,100,D,6,D,11,D,,A,,A,,A,,C,,A,03,D
20214,04683924,39,0,1,100,D,1,D,11,D,13500,D,,A,,A,2,D,,A,01,D
20214,04684154,26,0,1,100,D,2,D,11,D,,A,,A,,A,2,D,,A,02,D
20214,04684154,27,0,1,110,D,2,D,11,D,,A,,A,,A,2,D,,A,03,D
20214,04684284,54,0,1,110,D,6,D,11,D,,A,,A,,A,2,D,,A,03,D
20214,04684284,55,0,1,100,D,6,D,11,D,,A,,A,,A,2,D,,A,04,D
20214,04684284,56,0,1,150,D,6,D,11,D,,A,,A,,A,2,D,,A,05,D
20214,04684894,30,0,1,100,D,1,D,11,D,31000,F,,A,,A,,C,,A,04,D
20214,04684934,16,0,1,100,D,6,D,11,D,,A,,A,,A,2,D,,A,01,D
20214,04685884,26,0,1,100,D,1,D,09,D,8600,D,,A,,A,2,D,,A,03,D
20214,04686264,31,0,1,110,D,1,D,10,D,4000,D,,A,,A,2,D,,A,01,D
20214,04687014,33,0,1,150,D,1,D,11,D,3000,D,,A,,A,2,D,,A,04,D
20214,04687784,100,0,1,135,D,1,D,09,D,6900,D,,A,,A,2,D,,A,07,D
20214,04688244,48,0,2,100,D,1,D,09,D,2000,D,,A,,A,2,D,,A,03,D
20214,04689444,47,0,2,110,D,3,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04689474,15,0,1,100,D,6,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04690024,16,0,1,100,D,1,D,09,D,18000,D,,A,,A,1,D,18000,D,02,D
20214,04690114,27,0,1,160,D,2,D,09,D,,A,,A,,A,2,D,,A,03,D
20214,04690254,32,0,1,110,D,1,D,11,D,11000,D,,A,,A,2,D,,A,02,D
20214,04690524,16,0,1,110,D,1,D,10,D,1200,D,,A,,A,2,D,,A,01,D
20214,04738093,49,0,1,110,D,1,D,09,D,500,F,,A,,A,2,D,,A,03,D
20214,04738133,33,0,1,110,D,2,D,08,D,,A,,A,,A,1,D,,A,03,D
20214,04738133,34,0,1,100,D,1,D,08,D,200,D,,A,,A,2,D,,A,04,D
20214,04738363,15,0,1,110,D,1,D,09,D,18000,D,,A,,A,1,D,15700,F,01,D
20214,04738443,25,0,1,110,D,2,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04738843,6,0,1,100,D,4,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04739313,37,0,1,110,D,1,D,09,D,300,D,,A,,A,2,D,,A,02,D
20214,04739903,11,0,1,100,D,6,D,09,D,,A,,A,,A,1,D,,A,03,D
20214,04740813,57,0,1,100,D,6,D,08,D,,A,,A,,A,,C,,A,03,D
20214,04741323,25,0,1,100,D,2,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04742113,32,0,1,110,D,1,D,07,D,20000,D,,A,,A,2,D,,A,02,D
20214,04742813,16,0,1,110,D,1,D,08,D,5700,D,,A,,A,2,D,,A,02,D
20214,04742843,21,0,1,110,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04743853,10,0,1,100,D,2,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04744073,25,0,1,100,D,3,D,08,D,,A,,A,,A,2,D,,A,02,D
20214,04744623,30,0,1,110,D,2,D,09,D,,A,,A,,A,1,D,2400,D,02,D
20214,04744903,21,0,1,100,D,2,D,07,D,,A,,A,,A,2,D,,A,02,D
20214,04744943,18,0,1,160,D,3,D,09,D,,A,,A,,A,2,D,,A,03,D
20214,04745593,64,0,1,160,D,6,D,07,D,,A,,A,,A,2,D,,A,07,D
20214,04746833,34,0,1,110,D,2,D,09,D,,A,,A,,A,1,D,,A,02,D
20214,04747063,35,0,1,100,D,1,D,10,D,20000,D,,A,,A,2,D,,A,02,D
20214,04747273,34,0,1,100,D,1,D,09,D,16000,D,,A,,A,2,D,,A,03,D
20214,04747353,52,0,1,110,D,1,D,09,D,5000,D,,A,,A,2,D,,A,04,D
20214,04747483,41,0,1,110,D,2,D,09,D,,A,,A,,A,1,D,6000,D,02,D
20214,04747583,21,0,1,110,D,1,D,09,D,5700,D,,A,,A,1,D,5400,D,02,D
20214,04750563,49,0,1,100,D,2,D,10,D,,A,,A,,A,2,D,,A,03,D
20214,04751533,16,0,1,100,D,4,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04751533,17,0,1,110,D,6,D,09,D,,A,,A,,A,2,D,,A,02,D
20214,04752573,24,0,1,100,D,6,D,10,D,,A,,A,,A,2,D,,A,03,D
20214,04752923,12,0,1,100,D,3,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04753223,19,0,1,110,D,1,D,10,D,100,D,,A,,A,2,D,,A,01,D
20214,04753883,17,0,1,110,D,2,D,11,D,,A,,A,,A,1,D,,A,02,D
20214,04753943,34,0,1,110,D,3,D,09,D,,A,,A,,A,2,D,,A,02,D
20214,04755373,33,0,1,100,D,6,D,09,D,,A,,A,,A,2,D,,A,02,D
20214,04757063,10,0,2,110,D,1,D,09,D,500,D,,A,,A,2,D,,A,01,D
20214,04757073,27,0,1,100,D,2,D,10,D,,A,,A,,A,2,D,,A,02,D
20214,04758363,41,0,1,100,D,3,D,10,D,,A,,A,,A,2,D,,A,02,D
20214,04758873,20,0,1,100,D,1,D,09,D,1500,D,,A,,A,2,D,,A,01,D
20214,04759013,14,0,1,110,D,4,D,10,D,,A,,A,2000,F,1,D,,A,01,D
20214,04759033,17,0,1,100,D,2,D,08,D,,A,,A,,A,2,D,,A,02,D
20214,04759063,16,0,1,100,D,3,D,09,D,,A,,A,,A,2,D,,A,02,D
20214,04759713,32,0,1,200,D,6,D,09,D,,A,,A,,A,2,D,,A,04,D
20214,04761953,32,0,1,110,D,2,D,10,D,,A,,A,,A,1,D,15700,D,01,D
20214,04762133,7,0,1,100,D,1,D,09,D,1500,D,,A,,A,2,D,,A,01,D
20214,04763493,11,0,1,100,D,4,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04763873,19,0,1,100,D,6,D,10,D,,A,,A,,A,2,D,,A,02,D
20214,04764803,15,0,1,100,D,6,D,08,D,,A,,A,,A,2,D,,A,02,D
20214,04765123,17,0,1,110,D,4,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04766393,27,0,1,110,D,1,D,08,D,7000,D,,A,,A,2,D,,A,02,D
20214,04766573,23,0,1,100,D,6,D,09,D,,A,,A,,A,2,D,,A,01,D
20214,04766954,21,0,1,110,D,3,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04767113,60,0,1,100,D,6,D,08,D,,A,,A,,A,1,D,,A,03,D
20214,04767613,46,0,2,100,D,1,D,08,D,9000,D,,A,,A,2,D,,A,01,D
20214,04767853,34,0,1,180,D,3,D,10,D,,A,,A,,A,2,D,,A,03,D
20214,04768843,41,0,1,110,D,3,D,08,D,,A,,A,,A,2,D,,A,02,D
20214,04769043,37,0,1,100,D,6,D,10,D,,A,,A,,A,,C,,A,02,D
20214,04769043,38,0,1,110,D,6,D,10,D,,A,,A,,A,,C,,A,03,D
20214,04769583,26,0,1,110,D,6,D,10,D,,A,,A,,A,2,D,,A,02,D
20214,04769683,11,0,1,100,D,6,D,10,D,,A,,A,,A,2,D,,A,01,D
20214,04815762,22,0,1,110,D,6,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04815883,24,0,1,100,D,4,D,09,D,,A,4000,D,,A,2,D,,A,02,D
20214,04817692,30,0,1,170,D,,C,07,D,,A,,A,,A,,C,,A,03,D
20214,04817692,31,0,1,170,D,,C,08,D,,A,,A,,A,,C,,A,04,D
20214,04817772,41,0,1,100,D,2,D,08,D,,A,,A,,A,1,D,9500,D,02,D
20214,04819012,30,0,1,100,D,6,D,08,D,,A,,A,,A,2,D,,A,01,D
20214,04819412,20,0,1,100,D,4,D,07,D,,A,4700,F,,A,2,D,,A,01,D
20214,04820512,28,0,1,135,D,1,D,07,D,4500,D,,A,,A,2,D,,A,03,D
20214,04823022,43,0,1,160,D,6,D,08,D,,A,,A,,A,2,D,,A,04,D
