QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20213,04571034,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20213,04571064,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,52,D,52,D,52,D,,A,1,D
20213,04571074,28,0,1,,A,1,D,2,D,1,D,2,D,,A,70,E,70,E,71,E,,A,,A,,A,40,E,40,E,40,E,130,E,130,E,129,E,2,D,1,D
20213,04571074,29,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571134,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,73,D,73,D,73,D,,A,1,D
20213,04571134,15,0,1,,A,,A,,A,1,D,1,D,,A,11,E,11,E,11,E,16,E,16,E,16,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571184,46,0,1,,A,,A,2,D,1,D,1,D,,A,85,E,85,E,85,E,123,E,123,E,123,E,,A,,A,,A,142,E,142,E,142,E,2,D,1,D
20213,04571194,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,230,D,230,D,230,D,,A,1,D
20213,04571214,7,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20213,04571254,16,0,1,,A,1,D,,A,1,D,1,D,,A,65,E,65,E,75,E,94,E,94,E,76,E,53,E,53,E,61,E,,A,,A,,A,2,D,1,D
20213,04571254,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20213,04571264,29,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571314,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20213,04571314,11,0,1,,A,,A,,A,1,D,2,D,,A,10,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571344,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,23,D,23,D,23,D,,A,1,D
20213,04571344,21,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571354,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20213,04571354,13,0,1,,A,,A,,A,1,D,1,D,,A,59,E,59,E,60,E,91,E,91,E,90,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571374,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,1,D
20213,04571374,18,0,1,,A,,A,,A,1,D,1,D,,A,83,E,82,E,83,E,87,E,88,E,87,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571414,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,240,D,240,D,,A,1,D
20213,04571414,27,0,1,,A,1,D,,A,1,D,1,D,,A,92,E,90,E,92,E,118,E,120,E,118,E,30,E,30,E,30,E,,A,,A,,A,2,D,1,D
20213,04571424,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,274,D,274,D,274,D,,A,1,D
20213,04571424,19,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571434,22,0,1,,A,1,D,,A,1,D,2,D,,A,52,E,52,E,70,E,,A,,A,,A,48,E,48,E,65,E,,A,,A,,A,2,D,1,D
20213,04571434,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20213,04571454,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,235,D,235,D,235,D,,A,1,D
20213,04571454,36,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571494,56,0,1,,A,,A,2,D,1,D,2,D,,A,58,E,57,E,59,E,,A,,A,,A,,A,,A,,A,114,E,115,E,113,E,2,D,1,D
20213,04571494,57,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571504,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20213,04571504,44,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,34,D,34,D,34,D,,A,1,D
20213,04571504,45,0,1,,A,,A,,A,1,D,2,D,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571534,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,215,D,215,D,215,D,,A,1,D
20213,04571534,22,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571544,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,125,D,125,D,,A,1,D
20213,04571544,16,0,1,,A,,A,,A,1,D,1,D,,A,46,E,47,E,46,E,79,E,78,E,79,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571554,76,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,38,D,38,D,38,D,,A,,A,,A,,A,1,D
20213,04571554,77,0,1,,A,,A,2,D,1,D,2,D,,A,62,E,61,E,62,E,,A,,A,,A,,A,,A,,A,118,E,119,E,118,E,2,D,1,D
20213,04571554,78,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,0,D,0,D,,A,1,D
20213,04571554,79,0,1,,A,,A,,A,1,D,2,D,,A,82,D,82,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571554,80,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571634,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20213,04571634,24,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571674,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,130,D,,A,1,D
20213,04571674,27,0,1,,A,,A,,A,1,D,2,D,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571694,46,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20213,04571694,47,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571704,16,0,1,,A,,A,,A,1,D,2,D,1,D,0,D,0,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571754,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20213,04571754,12,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571764,38,0,1,,A,1,D,,A,1,D,1,D,,A,27,E,27,E,27,E,47,E,47,E,47,E,26,E,26,E,26,E,,A,,A,,A,2,D,1,D
20213,04571764,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,190,D,190,D,,A,1,D
20213,04571784,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20213,04571784,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20213,04571784,36,0,1,,A,,A,,A,1,D,2,D,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571804,9,0,1,,A,,A,,A,1,D,1,D,,A,40,E,41,E,42,E,65,E,64,E,63,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571804,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20213,04571834,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20213,04571834,43,0,1,,A,1,D,,A,1,D,1,D,,A,59,E,61,E,59,E,90,E,88,E,90,E,55,E,55,E,55,E,,A,,A,,A,2,D,1,D
20213,04571844,6,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,17,D,17,D,,A,1,D
20213,04571854,43,0,1,,A,,A,,A,1,D,1,D,,A,42,E,43,E,42,E,57,E,56,E,57,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571864,25,0,1,,A,1,D,,A,1,D,1,D,,A,69,E,69,E,69,E,123,E,123,E,123,E,53,E,53,E,53,E,,A,,A,,A,2,D,1,D
20213,04571864,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,58,D,58,D,58,D,,A,1,D
20213,04571884,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,410,D,413,D,408,D,,A,1,D
20213,04571914,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20213,04571934,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,107,D,107,D,107,D,,A,1,D
20213,04571934,43,0,1,,A,,A,,A,1,D,1,D,,A,95,E,94,E,95,E,145,E,146,E,145,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04571954,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D
20213,04571954,18,0,1,,A,,A,,A,1,D,2,D,,A,125,D,125,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571964,24,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04571974,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20213,04571974,19,0,1,,A,,A,,A,1,D,1,D,,A,82,E,82,E,82,E,118,E,118,E,118,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04572024,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20213,04572024,14,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572034,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D
20213,04572034,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572034,35,0,1,,A,,A,,A,1,D,2,D,,A,304,T,308,T,288,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572074,52,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20213,04572074,53,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572084,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,138,D,138,D,140,D,,A,1,D
20213,04572084,34,0,1,,A,,A,,A,1,D,2,D,,A,161,D,161,D,161,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572094,20,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,87,D,87,D,87,D,,A,,A,,A,,A,1,D
20213,04572094,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,57,D,57,D,57,D,,A,1,D
20213,04572104,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,300,D,250,D,,A,1,D
20213,04572194,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20213,04572244,34,0,1,,A,1,D,,A,1,D,2,D,,A,96,E,97,E,97,E,,A,,A,,A,64,E,63,E,63,E,,A,,A,,A,2,D,1,D
20213,04572244,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,205,D,229,D,229,D,,A,1,D
20213,04572244,36,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,125,D,125,D,125,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572364,29,0,1,,A,,A,,A,1,D,1,D,,A,76,E,77,E,77,E,101,E,100,E,100,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04572364,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D
20213,04572394,28,0,1,,A,,A,,A,1,D,2,D,,A,57,D,57,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572404,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,74,D,74,D,74,D,,A,1,D
20213,04572414,5,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20213,04572424,38,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,19,D,19,D,19,D,,A,,A,,A,,A,1,D
20213,04572424,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,268,D,273,D,279,D,,A,1,D
20213,04572424,40,0,1,,A,,A,,A,1,D,1,D,,A,67,D,67,D,67,D,170,D,244,D,175,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04572444,27,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572444,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,154,D,154,D,154,D,,A,1,D
20213,04572454,84,0,1,,A,1,D,,A,1,D,1,D,,A,80,E,80,E,80,E,106,E,106,E,104,E,26,E,26,E,28,E,,A,,A,,A,2,D,1,D
20213,04572454,85,0,1,,A,,A,,A,1,D,2,D,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572474,32,0,1,,A,,A,,A,1,D,1,D,,A,92,E,92,E,94,E,170,E,170,E,168,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04572474,33,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,38,D,38,D,38,D,,A,,A,,A,,A,1,D
20213,04572494,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,145,D,145,D,,A,1,D
20213,04572494,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20213,04572494,41,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572494,42,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572504,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20213,04572504,24,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572564,52,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,108,D,108,D,108,D,,A,1,D
20213,04572564,53,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,6,D,6,D,6,D,,A,1,D
20213,04572564,54,0,1,,A,,A,,A,1,D,2,D,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572574,19,0,1,,A,,A,,A,1,D,2,D,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572574,20,0,1,,A,1,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,14,E,18,E,19,E,36,E,32,E,31,E,,A,1,D
20213,04572594,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20213,04572594,31,0,1,,A,,A,,A,1,D,1,D,,A,41,E,41,E,42,E,59,E,59,E,58,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04572634,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20213,04572644,37,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,170,D,170,D,170,D,,A,,A,,A,,A,1,D
20213,04572654,14,0,1,,A,,A,,A,1,D,1,D,,A,40,D,40,D,30,E,40,D,40,D,50,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20213,04572664,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20213,04572664,10,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572674,30,0,1,,A,1,D,,A,1,D,1,D,,A,82,E,82,E,81,E,87,E,87,E,89,E,91,E,91,E,90,E,,A,,A,,A,2,D,1,D
20213,04572674,31,0,1,,A,,A,2,D,1,D,2,D,,A,47,E,47,E,47,E,,A,,A,,A,,A,,A,,A,93,E,93,E,93,E,2,D,1,D
20213,04572684,29,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572684,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20213,04572684,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20213,04572694,22,0,1,,A,,A,,A,1,D,1,D,,A,85,E,84,E,84,E,125,E,126,E,126,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04572694,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20213,04572804,33,0,1,,A,1,D,,A,1,D,2,D,,A,48,E,48,E,48,E,,A,,A,,A,38,E,38,E,38,E,,A,,A,,A,2,D,1,D
20213,04572804,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,34,D,34,D,34,D,,A,1,D
20213,04572844,32,0,1,,A,,A,,A,1,D,2,D,,A,78,D,78,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572844,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,86,D,86,D,86,D,,A,1,D
20213,04572854,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99,D,99,D,99,D,,A,1,D
20213,04572854,21,0,1,,A,,A,,A,1,D,1,D,,A,92,E,92,E,92,E,133,E,133,E,133,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04572894,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20213,04572894,31,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572904,17,0,1,,A,1,D,,A,1,D,1,D,,A,74,E,74,E,84,E,104,E,104,E,85,E,57,E,57,E,66,E,,A,,A,,A,2,D,1,D
20213,04572974,8,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,107,D,107,D,107,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04572994,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20213,04572994,20,0,1,,A,,A,,A,1,D,1,D,,A,45,E,44,E,44,E,65,E,66,E,66,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04573004,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D
20213,04573004,25,0,1,,A,,A,,A,1,D,1,D,,A,44,E,44,E,45,E,81,E,81,E,80,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04573034,33,0,1,,A,1,D,,A,1,D,1,D,,A,72,E,75,E,77,E,77,E,81,E,80,E,81,E,84,E,83,E,,A,,A,,A,2,D,1,D
20213,04573034,34,0,1,,A,,A,2,D,1,D,2,D,,A,70,E,70,E,70,E,,A,,A,,A,,A,,A,,A,140,E,140,E,140,E,2,D,1,D
20213,04573054,39,0,1,,A,1,D,,A,1,D,1,D,,A,49,E,49,E,49,E,83,E,84,E,85,E,44,E,43,E,42,E,,A,,A,,A,2,D,1,D
20213,04573054,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,125,D,125,D,,A,1,D
20213,04573084,32,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573084,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,162,D,162,D,162,D,,A,1,D
20213,04573114,13,0,1,,A,1,D,,A,1,D,2,D,,A,40,E,40,E,42,E,,A,,A,,A,23,E,23,E,20,E,,A,,A,,A,2,D,1,D
20213,04573114,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20213,04573164,7,0,1,,A,,A,2,D,1,D,2,D,,A,44,E,44,E,43,E,,A,,A,,A,,A,,A,,A,56,E,56,E,57,E,2,D,1,D
20213,04573194,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,1,D
20213,04573194,28,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573194,29,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573274,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,86,D,86,D,86,D,,A,1,D
20213,04573274,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573274,33,0,1,,A,,A,,A,1,D,2,D,,A,108,D,108,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573274,34,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,1,D
20213,04573294,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20213,04573294,28,0,1,,A,,A,,A,1,D,1,D,,A,82,E,82,E,81,E,118,E,118,E,119,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20213,04573294,29,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573314,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20213,04573314,25,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573344,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D
20213,04573344,17,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573354,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,257,D,257,D,257,D,,A,1,D
20213,04573354,29,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573364,10,0,1,,A,,A,,A,1,D,2,D,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20213,04573424,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
