NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04069474,1,49,0,2019,2018,1,.03800,.03800,2,.24000,.24000,44,D,.00000,.00000,0,D,262313,D,0,D,0,D,0,D,0,D,0,D,18333,D,0,D,0,D,0,D,0,D,0,D,15900,D,44646,0,44818,44588,0,0,23639,24197,262313,262313,0,0,500,500,0,0,0,0,0,0,246413,246413,0,0,45318,45088,45318,45088,0,0,0,0,0,0,0,0,0,0,0
04069484,1,56,0,2019,2018,0,.15300,.15300,2,.12000,.12000,02,D,.00000,.00000,25285,D,27203,D,0,D,0,D,0,D,0,D,0,D,3000,D,0,D,0,D,0,D,0,D,0,D,0,D,3380,0,3422,3367,0,0,8031,8031,55688,55688,0,0,0,0,0,0,0,0,0,0,55688,55688,0,0,3422,3367,3422,3367,0,0,0,0,0,0,0,0,0,0,0
04069524,1,0,0,2019,2018,2,.15300,.15300,2,.31060,.31060,44,D,.00000,.00000,15000,D,25000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,2,D,2,D,680,D,-5008,0,-4820,-5071,0,0,6120,6120,40000,40000,0,0,1600,1560,2400,2440,0,0,2420,2631,40000,40000,0,0,1600,1560,1600,1560,0,0,0,0,0,0,0,0,0,0,0
04069534,1,0,0,2019,2018,2,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,1500,D,0,D,0,D,0,D,2600,D,0,D,0,D,0,D,0,D,0,D,10800,D,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04069564,1,0,0,2019,2018,2,.15300,.15300,2,.12000,.12000,10,D,.00000,.00000,24000,D,42000,D,0,D,0,D,0,D,0,D,14196,D,0,D,0,D,0,D,2,D,2,D,2,D,0,D,828,0,869,814,0,0,10098,10098,67752,67752,0,0,4000,4000,0,0,0,0,0,0,67752,67752,0,0,4869,4814,4869,4814,0,0,0,0,0,0,0,0,0,0,0
04069584,1,0,0,2019,2018,0,.15300,.15300,1,.12000,.12000,45,D,.06250,.06250,47000,D,0,D,0,D,0,D,0,D,0,D,0,D,900,D,10,D,0,D,0,D,0,D,0,D,6036,D,3989,2020,4010,3982,2032,2016,7191,7191,47000,47000,47000,45854,0,0,0,0,0,0,0,0,47000,47000,0,0,4010,3982,4010,3982,0,0,0,0,0,0,0,0,0,0,0
04069594,1,58,0,2019,2018,0,.15300,.15300,2,.12000,.12000,33,D,.06330,.06330,82000,D,0,D,0,D,0,D,0,D,0,D,19200,D,0,D,857,D,0,D,0,D,0,D,0,D,0,D,6538,3515,6579,6524,3546,3505,12546,12546,82000,82000,82000,80000,0,0,0,0,0,0,0,0,82000,82000,0,0,6579,6524,6579,6524,16050,16050,857,836,0,0,0,0,0,0,0
04069594,2,0,0,2019,2018,0,.15300,.15300,1,.22000,.22000,33,D,.06330,.06330,55000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4866,2521,4960,4835,2536,2515,8415,8415,53000,53000,53000,51707,0,0,0,0,0,0,0,0,53000,53000,0,0,4960,4835,4960,4835,8000,8000,0,0,0,0,0,0,0,0,0
04069614,1,0,57,2019,2018,0,.15300,.15300,2,.22000,.22000,10,D,.00000,.00000,57500,D,59000,D,0,D,0,D,0,D,0,D,0,D,6164,D,135,D,0,D,0,D,0,D,0,D,13544,D,10275,0,10462,10212,0,0,17825,17825,108470,108470,0,0,0,0,0,0,0,0,0,0,108470,108470,0,0,10462,10212,10462,10212,0,0,0,0,0,0,0,0,0,0,0
04069664,1,0,0,2019,2018,0,.15300,.15300,1,.24000,.24000,34,D,.05500,.05500,90000,D,0,D,2400,D,0,D,31866,D,0,D,0,D,1200,D,1103,D,0,D,0,D,0,D,0,D,1200,D,17842,4105,17965,17802,4114,4102,13770,13770,110646,110646,83560,81522,0,0,0,0,0,0,0,0,110646,110646,0,0,17965,17802,17965,17802,8750,8750,2400,2341,0,0,0,0,0,0,0
