NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04172654,1,0,0,2019,2018,0,.15300,.15300,1,.24000,.32000,33,D,.06570,.06570,45000,D,0,D,0,D,0,D,0,D,0,D,21600,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,32250,10643,32250,32047,10643,10630,6885,6885,170000,170000,170000,165854,0,0,0,0,0,0,0,0,170000,170000,0,0,32250,32047,32250,32047,8000,8000,0,0,0,0,0,0,0,0,0
04172714,1,0,0,2019,2018,0,.00000,.00000,1,-.0765,-.0765,05,D,-.0649,-.0649,0,D,0,D,0,D,750,D,24799,D,0,D,0,D,4000,D,109,D,0,D,0,D,0,D,0,D,300,D,0,0,0,0,0,0,0,0,750,750,750,732,0,0,0,0,0,0,0,0,750,750,0,0,0,0,0,0,4401,4401,4409,4301,0,0,0,0,0,0,0
04172724,1,0,0,2019,2018,0,.15300,.15300,1,.12000,.12000,05,D,.06000,.06000,46138,D,0,D,0,D,0,D,0,D,0,D,0,D,5500,D,155,D,0,D,0,D,0,D,0,D,0,D,3906,1181,3906,3879,1181,1150,7059,7059,46138,46138,46138,45013,0,0,0,0,0,0,0,0,46138,46138,0,0,3906,3879,3906,3879,4401,4401,5655,5517,0,0,0,0,0,0,0
04172724,2,0,0,2019,2018,0,.15300,.15300,1,-.0765,-.0765,05,D,.00920,.00920,6010,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-460,-98,-460,-460,-98,-102,920,920,6010,6010,6010,5863,0,0,0,0,0,0,460,460,6010,6010,0,0,0,0,0,0,4401,4401,0,0,0,0,0,0,98,100,0
04172734,1,0,0,2019,2018,2,.15300,.15300,2,.11240,.11240,12,D,.06370,.06370,80000,D,0,D,0,D,0,D,0,D,0,D,0,D,2800,D,0,D,0,D,2,D,2,D,2,D,31764,D,70,1616,70,66,1616,1595,12240,12240,73265,73265,73265,71478,4000,4000,0,0,0,0,0,0,41501,41501,0,0,4070,4066,4070,4066,4400,4400,36172,35269,0,0,0,0,0,0,0
04172754,1,0,0,2019,2018,0,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,40000,D,0,D,0,D,0,D,0,D,0,D,14400,D,0,D,825,D,0,D,0,D,0,D,0,D,0,D,3170,0,3170,3142,0,0,6120,6120,40000,40000,0,0,0,0,0,0,0,0,0,0,40000,40000,0,0,3170,3142,3170,3142,0,0,0,0,0,0,0,0,0,0,0
04172834,1,0,0,2019,2018,0,.00000,.00000,1,-.0765,-.0765,44,D,.00000,.00000,0,D,0,D,0,D,0,D,10195,D,0,D,0,D,800,D,0,D,0,D,0,D,0,D,0,D,480,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04172854,1,0,0,2019,2018,2,.15300,.15300,1,.12000,.12000,0,T,.00000,.00000,43871,D,0,D,0,D,0,D,0,D,0,D,0,D,2400,D,290,D,0,D,0,D,0,D,0,D,6116,D,1833,0,1833,1786,0,0,6712,6712,43871,43871,0,0,1000,1000,0,0,0,0,0,0,43871,43871,0,0,2833,2786,2833,2786,0,0,0,0,0,0,0,0,0,0,0
04172864,1,0,0,2019,2018,0,.15300,.15300,1,.17650,.17650,05,D,.00920,.00920,12555,D,0,D,0,D,0,D,11193,D,0,D,0,D,180,D,0,D,0,D,0,D,0,D,0,D,0,D,-153,-38,-153,-195,-38,-42,1921,1921,12555,12555,12555,12249,0,0,0,0,0,0,208,230,12555,12555,0,0,56,36,56,36,4401,4401,180,176,0,0,0,0,38,41,0
04172874,1,0,23,2019,2018,0,.15300,.15300,2,.12000,.12000,34,D,.05500,.05500,12000,D,45000,D,0,D,0,D,0,D,0,D,15000,D,0,D,50,D,0,D,0,D,0,D,0,D,0,D,3579,2172,3579,3524,2172,2148,8721,8721,57000,57000,57000,55610,0,0,0,0,0,0,0,0,57000,57000,0,0,3579,3524,3579,3524,17500,17500,0,0,0,0,0,0,0,0,0
