NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04420324,1,67,73,2021,2020,2,.15300,.15300,2,.00000,.00000,10,D,.00000,.00000,0,D,0,D,0,D,0,D,33564,D,0,D,0,D,2200,D,0,D,0,D,0,D,0,D,0,D,0,D,-250,0,0,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04420374,1,44,46,2021,2020,2,.03800,.03800,2,.37000,.37000,44,D,.00000,.00000,237231,D,456527,D,0,D,0,D,0,D,0,D,0,D,10500,D,615,D,0,D,0,D,2,D,2,D,15936,D,181867,0,182023,181397,0,0,58262,59304,687758,687758,0,0,0,0,0,0,0,0,0,0,671822,671822,0,0,182023,181397,182023,181397,0,0,0,0,0,0,0,0,0,0,0
04420404,1,46,52,2021,2020,3,.15300,.15300,2,.27000,.22000,39,D,.03070,.03070,96223,D,59175,D,0,D,0,D,0,D,0,D,0,D,6900,D,0,D,0,D,2,D,2,D,2,D,11684,D,15342,4771,15812,13932,4771,4771,23776,23776,155398,155398,155398,151608,4500,6230,0,6230,0,0,0,0,155398,155398,0,0,20312,20163,20312,20163,0,0,0,0,0,0,0,0,0,0,0
04420404,2,18,0,2021,2020,0,.15300,.15300,8,.00000,.00000,39,D,.03070,.03070,5082,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,156,0,0,156,156,778,778,5082,5082,5082,4958,0,0,0,0,0,0,0,0,5082,5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04420424,1,35,0,2021,2020,1,.15300,.15300,1,.24000,.24000,0,T,.00000,.00000,107000,D,0,D,0,D,0,D,0,D,0,D,3600,D,3500,D,2700,D,0,D,1,D,1,D,1,D,3668,D,23170,0,23197,23092,0,0,16371,16371,154311,154311,0,0,2000,2000,0,2000,0,0,0,0,154311,154311,0,0,25197,25092,25197,25092,0,0,0,0,0,0,0,0,0,0,0
04420424,2,34,0,2021,2020,0,.15300,.15300,1,.12000,.12000,0,T,.00000,.00000,49638,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4266,0,4271,4252,0,0,7595,7595,49638,49638,0,0,0,0,0,0,0,0,0,0,49638,49638,0,0,4271,4252,4271,4252,0,0,0,0,0,0,0,0,0,0,0
04420434,1,53,0,2021,2020,0,.15300,.15300,1,.11370,.11370,34,D,.05250,.05250,41000,D,0,D,0,D,0,D,0,D,0,D,0,D,2700,D,20,D,0,D,0,D,0,D,0,D,12832,D,2223,1119,2223,2222,1119,1119,6273,6273,36845,36845,36845,35946,0,0,0,0,0,0,0,0,24013,24013,0,0,2223,2222,2223,2222,10750,10750,15532,15153,0,0,0,0,0,0,0
04420444,1,33,32,2021,2020,3,.03800,.03800,2,.24000,.24000,28,D,.06840,.06840,274007,D,50000,D,0,D,0,D,0,D,0,D,0,D,8000,D,0,D,0,D,3,D,3,D,3,D,7672,D,52481,18251,52529,52340,18268,18199,33337,33858,318007,318007,318007,310251,6000,6000,0,6000,0,0,0,0,318007,318007,0,0,58529,58340,58529,58340,14000,14000,0,0,0,0,0,0,0,0,0
04420484,1,42,39,2021,2020,2,.02900,.02900,2,.22000,.22000,05,D,.09300,.09300,200000,D,0,D,0,D,0,D,0,D,0,D,0,D,8000,D,0,D,0,D,1,D,2,D,2,D,1200,D,24921,10447,24958,24809,10495,10304,22875,23396,194700,194700,194700,189951,4000,4000,0,4000,0,0,0,0,194700,194700,0,0,28958,28809,28958,28809,9202,9202,705,874,0,0,0,0,0,0,0
04420494,1,61,53,2021,2020,1,.15300,.15300,2,.22000,.22000,07,D,.06400,.06400,0,D,106680,D,0,D,100,D,1560,D,0,D,0,D,7400,D,260,D,0,D,0,D,0,D,0,D,11248,D,9204,4912,9241,9092,4924,4877,16322,16322,107349,107349,106387,103792,500,500,0,500,0,0,0,0,107349,107349,0,0,9741,9592,9741,9592,0,0,0,0,98,90,0,0,0,0,0
