QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,SUBPURCH
20193,04179152,62,0,1,355,D,1,D,1,D,13,D,
20193,04179152,63,0,2,520,D,1,D,20,D,04,D,
20193,04179183,26,0,1,520,D,1,D,40,D,06,D,
20193,04179192,25,0,1,830,D,1,D,21,F,13,D,
20193,04179192,26,0,1,160,D,1,D,5,D,04,D,
20193,04179192,27,0,1,160,D,1,D,12,D,04,D,
20193,04179202,36,0,2,320,D,1,D,43,D,04,D,
20193,04179242,32,0,1,530,D,1,D,179,D,05,D,
20193,04179242,33,0,1,520,D,1,D,100,D,06,D,
20193,04179242,34,0,1,600,D,1,D,200,D,06,D,
20193,04179242,35,0,2,520,D,1,D,200,D,04,D,
20193,04179292,12,0,2,210,D,1,D,129,D,04,D,
20193,04179312,16,0,1,830,D,1,D,10,D,13,D,
20193,04179312,17,0,1,840,D,1,D,119,D,04,D,
20193,04179312,18,0,1,500,D,1,D,30,D,04,D,
20193,04179312,19,0,1,520,D,1,D,10,D,05,D,
20193,04179322,35,0,1,210,D,1,D,12,D,13,D,
20193,04179322,36,0,1,355,D,1,D,31,D,13,D,
20193,04179352,35,0,1,210,D,1,D,15,D,13,D,
20193,04179352,36,0,1,340,D,1,D,60,D,06,D,
20193,04179352,37,0,1,340,D,1,D,25,D,04,D,
20193,04179352,38,0,1,340,D,1,D,25,D,05,D,
20193,04179352,39,0,1,340,D,1,D,25,D,06,D,
20193,04179422,19,0,1,830,D,1,D,20,D,13,D,
20193,04179422,20,0,1,340,D,1,D,30,D,06,D,
20193,04179422,21,0,2,340,D,1,D,10,D,04,D,
20193,04179462,28,0,1,530,D,1,D,200,D,06,D,
20193,04179572,8,0,1,520,D,1,D,40,D,05,D,
20193,04179572,9,0,1,330,D,1,D,9,D,13,D,
20193,04179572,10,0,1,355,D,1,D,14,D,13,D,
20193,04179592,28,0,1,830,D,1,D,150,D,13,D,
20193,04179592,29,0,1,500,D,1,D,260,D,04,D,
20193,04179592,30,0,1,520,D,1,D,200,D,05,D,
20193,04179592,31,0,1,355,D,1,D,9,D,13,D,
20193,04179602,9,0,1,520,D,1,D,32,D,06,D,
20193,04179712,25,0,1,830,D,1,D,279,D,06,D,
20193,04179722,13,0,1,210,D,1,D,9,D,06,D,
20193,04179752,27,0,1,520,D,1,D,20,D,04,D,
20193,04179752,28,0,1,520,D,1,D,20,D,05,D,
20193,04179752,29,0,1,520,D,1,D,20,D,06,D,
20193,04179772,46,0,1,410,D,1,D,100,D,04,D,
20193,04179782,28,0,1,520,D,2,D,30,D,06,D,
20193,04179812,42,0,1,830,D,1,D,45,D,13,D,
20193,04179812,43,0,1,600,D,1,D,5,D,06,D,
20193,04179812,44,0,1,530,D,1,D,5,D,06,D,
20193,04179812,45,0,1,530,D,1,D,70,D,06,D,
20193,04179812,46,0,1,340,D,1,D,20,D,06,D,
20193,04179812,47,0,1,355,D,1,D,25,D,13,D,
20193,04179812,48,0,2,530,D,1,D,50,D,04,D,
20193,04179822,38,0,1,830,D,1,D,54,D,13,D,
20193,04179822,39,0,1,840,D,1,D,13,D,04,D,
20193,04179822,40,0,1,840,D,1,D,13,D,05,D,
20193,04179822,41,0,1,840,D,1,D,13,D,06,D,
20193,04179842,19,0,1,830,D,1,D,40,D,13,D,
20193,04179842,20,0,1,520,D,1,D,40,D,06,D,
20193,04179872,34,0,2,810,D,1,D,19,D,04,D,
20193,04179892,32,0,1,830,D,1,D,20,D,13,D,
20193,04179892,33,0,1,530,D,1,D,50,D,04,D,
20193,04179892,34,0,1,530,D,1,D,50,D,05,D,
20193,04179892,35,0,1,530,D,1,D,50,D,06,D,
20193,04179892,36,0,1,530,D,1,D,100,D,06,D,
20193,04179892,37,0,1,160,D,1,D,34,D,04,D,
20193,04179892,38,0,1,160,D,1,D,34,D,05,D,
20193,04179892,39,0,1,160,D,1,D,34,D,06,D,
20193,04179892,40,0,1,330,D,1,D,22,D,13,D,
20193,04179892,41,0,2,520,D,1,D,30,D,04,D,
20193,04179892,42,0,2,160,D,1,D,15,D,04,D,
20193,04179892,43,0,2,150,D,1,D,12,D,04,D,
20193,04179892,44,0,2,340,D,1,D,30,D,04,D,
20193,04179952,32,0,1,810,D,1,D,175,D,05,D,
20193,04179952,33,0,1,530,D,1,D,333,D,05,D,
20193,04179952,34,0,1,355,D,1,D,10,D,13,D,
20193,04179952,35,0,1,330,D,1,D,10,D,13,D,
20193,04179952,36,0,1,370,D,1,D,22,D,04,D,
20193,04179982,10,0,1,830,D,1,D,50,D,13,D,
20193,04179982,11,0,1,330,D,1,D,11,D,13,D,
20193,04180002,30,0,1,800,D,1,D,36,D,05,D,
20193,04180002,31,0,1,800,D,1,D,56,D,06,D,
20193,04180022,17,0,1,520,D,1,D,100,D,04,D,
20193,04180022,18,0,1,520,D,1,D,100,D,05,D,
20193,04180022,19,0,1,520,D,1,D,100,D,06,D,
20193,04180022,20,0,2,520,D,1,D,100,D,04,D,
20193,04180042,49,0,1,840,D,1,D,15,D,04,D,
20193,04180042,50,0,1,840,D,1,D,15,D,05,D,
20193,04180042,51,0,1,840,D,1,D,15,D,06,D,
20193,04180042,52,0,1,355,D,1,D,11,D,13,D,
20193,04180042,53,0,2,320,D,1,D,14,D,04,D,
20193,04180082,18,0,1,830,D,1,D,38,D,13,D,
20193,04180082,19,0,1,210,D,1,D,10,D,13,D,
20193,04180302,52,0,1,340,D,1,D,100,D,05,D,
20193,04180302,53,0,2,530,D,1,D,30,D,04,D,
20193,04180302,54,0,2,310,D,1,D,23,D,04,D,
20193,04180332,32,0,1,840,D,1,D,99,D,04,D,
20193,04180342,9,0,1,355,D,1,D,13,D,13,D,
20193,04180462,16,0,1,210,D,1,D,25,D,13,D,
20193,04180502,23,0,1,210,D,1,D,20,D,06,D,
20193,04180502,24,0,1,330,D,1,D,10,D,13,D,
20193,04180502,25,0,1,355,D,1,D,13,D,13,D,
20193,04180502,26,0,2,610,D,1,D,65,D,04,D,
20193,04180542,22,0,1,330,D,1,D,10,D,13,D,
20193,04180542,23,0,1,370,D,1,D,200,D,05,D,
20193,04180542,24,0,1,410,D,1,D,35,D,06,D,
20193,04180542,25,0,1,355,D,1,D,15,D,13,D,
20193,04180552,30,0,1,210,D,1,D,13,D,05,D,
20193,04180562,9,0,1,520,D,1,D,21,D,04,D,
20193,04180562,10,0,1,520,D,1,D,21,D,05,D,
20193,04180572,34,0,1,210,D,1,D,230,D,06,D,
20193,04180572,35,0,1,150,D,1,D,159,D,04,D,
20193,04180572,36,0,1,330,D,1,D,5,D,13,D,
20193,04180582,31,0,1,830,D,1,D,50,D,13,D,
20193,04180582,32,0,1,840,D,1,D,69,D,04,D,
20193,04180582,33,0,1,500,D,1,D,175,D,05,D,
20193,04180582,34,0,1,500,D,1,D,160,D,05,D,
20193,04180582,35,0,1,500,D,1,D,151,D,06,D,
20193,04180582,36,0,1,330,D,1,D,15,D,13,D,
20193,04180582,37,0,1,355,D,1,D,13,D,13,D,
20193,04180582,38,0,1,370,D,1,D,63,D,05,D,
20193,04180582,39,0,1,340,D,1,D,12,D,06,D,
20193,04180582,40,0,2,340,D,1,D,10,D,04,D,
20193,04180602,45,0,2,150,D,1,D,17,D,04,D,
20193,04180612,12,0,1,600,D,1,D,22,D,06,D,
20193,04180612,13,0,1,500,D,1,D,15,D,05,D,
20193,04180612,14,0,1,520,D,1,D,9,D,05,D,
20193,04180632,18,0,1,830,D,1,D,22,D,13,D,
20193,04180632,19,0,1,355,D,1,D,37,D,13,D,
20193,04180642,15,0,1,830,D,1,D,35,D,13,D,
20193,04180642,16,0,1,520,D,1,D,100,D,06,D,
20193,04180702,15,0,1,810,D,1,D,130,D,04,D,
20193,04180722,21,0,1,810,D,1,D,50,D,06,D,
20193,04180772,22,0,1,150,D,1,D,35,D,04,D,
20193,04180822,58,0,1,830,D,1,D,68,D,13,D,
20193,04180822,59,0,1,610,D,1,D,100,D,06,D,
20193,04180822,60,0,1,530,D,1,D,300,D,13,D,
20193,04180822,61,0,1,330,D,1,D,10,D,13,D,
20193,04180822,62,0,1,330,D,1,D,3,D,13,D,
20193,04180822,63,0,1,410,D,1,D,89,D,05,D,
20193,04180822,64,0,1,355,D,1,D,10,D,13,D,
20193,04180822,65,0,1,355,D,1,D,6,D,13,D,
20193,04180862,31,0,1,610,D,1,D,30,D,05,D,
20193,04180862,32,0,1,530,D,1,D,120,D,05,D,
20193,04180862,33,0,1,355,D,1,D,13,D,13,D,
20193,04180872,22,0,1,520,D,1,D,20,D,06,D,
20193,04180872,23,0,1,530,D,1,D,20,D,06,D,
20193,04180872,24,0,2,530,D,1,D,20,D,04,D,
20193,04180942,57,0,1,830,D,1,D,74,D,13,D,
20193,04180942,58,0,1,310,D,1,D,15,D,04,D,
20193,04180942,59,0,1,700,D,1,D,69,D,05,D,
20193,04180942,60,0,1,355,D,1,D,7,D,13,D,
20193,04180942,61,0,1,355,D,1,D,9,D,13,D,
20193,04181002,24,0,1,700,D,1,D,20,D,05,D,
20193,04181002,25,0,1,355,D,1,D,12,D,13,D,
20193,04181002,26,0,1,355,D,1,D,10,D,13,D,
20193,04181072,18,0,1,355,D,1,D,14,D,13,D,
20193,04181072,19,0,1,370,D,1,D,50,D,05,D,
20193,04181102,30,0,1,610,D,1,D,80,D,06,D,
20193,04181102,31,0,1,310,D,1,D,150,D,06,D,
20193,04181102,32,0,1,330,D,1,D,11,D,13,D,
20193,04181202,17,0,1,700,D,1,D,29,D,13,D,
20193,04181212,25,0,1,355,D,1,D,13,D,13,D,
20193,04181262,15,0,1,520,D,1,D,40,D,05,D,
20193,04181262,16,0,1,210,D,1,D,16,D,13,D,
20193,04181262,17,0,1,700,D,1,D,25,D,13,D,
20193,04181262,18,0,1,330,D,1,D,13,D,13,D,
20193,04181262,19,0,1,330,D,1,D,16,D,13,D,
20193,04181262,20,0,2,840,D,1,D,65,D,04,D,
20193,04181292,16,0,1,150,D,1,D,67,F,06,D,
20193,04181302,25,0,1,355,D,1,D,14,D,13,D,
20193,04181332,39,0,1,520,D,1,D,15,D,05,D,
20193,04181332,40,0,2,520,D,1,D,15,D,04,D,
20193,04181402,17,0,1,500,D,1,D,30,D,05,D,
20193,04181533,33,0,2,610,D,1,D,50,D,04,D,
20193,04181582,25,0,1,355,D,1,D,6,D,13,D,
20193,04181592,35,0,2,310,D,1,D,80,D,04,D,
20193,04181612,27,0,1,320,D,1,D,45,D,05,D,
20193,04181622,34,0,1,830,D,1,D,500,D,13,D,
20193,04181622,35,0,1,355,D,1,D,70,D,13,D,
20193,04181622,36,0,1,330,D,1,D,20,D,13,D,
20193,04181622,37,0,2,355,D,1,D,20,D,04,D,
20193,04181632,68,0,1,210,D,1,D,10,D,13,D,
20193,04181632,69,0,1,355,D,1,D,12,D,13,D,
20193,04181674,9,0,1,830,D,1,D,35,D,13,D,
20193,04181674,10,0,1,330,D,1,D,10,D,13,D,
20193,04181702,39,0,1,520,D,1,D,60,D,04,D,
20193,04181702,40,0,1,520,D,1,D,60,D,05,D,
20193,04181702,41,0,1,520,D,1,D,60,D,06,D,
20193,04181702,42,0,1,355,D,1,D,13,D,13,D,
20193,04181702,43,0,1,410,D,1,D,12,D,04,D,
20193,04181702,44,0,1,410,D,1,D,12,D,05,D,
20193,04181702,45,0,1,410,D,1,D,12,D,06,D,
20193,04181712,32,0,1,610,D,1,D,60,D,04,D,
20193,04181712,33,0,1,610,D,1,D,60,D,05,D,
20193,04181712,34,0,1,610,D,1,D,60,D,06,D,
20193,04181712,35,0,1,610,D,1,D,600,D,06,D,
20193,04181712,36,0,1,610,D,1,D,200,D,05,D,
20193,04181712,37,0,1,520,D,1,D,100,D,06,D,
20193,04181712,38,0,1,210,D,1,D,75,D,05,D,
20193,04181712,39,0,1,330,D,1,D,5,D,13,D,
20193,04181712,40,0,1,355,D,1,D,15,D,13,D,
20193,04181782,27,0,1,830,D,1,D,120,D,13,D,
20193,04181822,19,0,1,355,D,1,D,14,D,13,D,
20193,04181862,26,0,1,810,D,1,D,25,D,04,D,
20193,04181862,27,0,1,810,D,1,D,25,D,05,D,
20193,04181862,28,0,1,810,D,1,D,25,D,06,D,
20193,04181872,37,0,1,160,D,1,D,10,D,06,D,
20193,04181882,28,0,1,610,D,1,D,365,D,04,D,
20193,04181882,29,0,1,500,D,1,D,160,D,04,D,
20193,04181882,30,0,1,520,D,1,D,45,D,04,D,
20193,04181882,31,0,1,330,D,1,D,10,D,13,D,
20193,04181882,32,0,1,355,D,1,D,13,D,13,D,
20193,04181952,34,0,1,150,D,1,D,155,D,04,D,
20193,04181972,24,0,1,830,D,1,D,10,D,13,D,
20193,04181972,25,0,1,700,D,1,D,30,D,13,D,
20193,04181972,26,0,1,355,D,1,D,17,D,13,D,
20193,04182002,31,0,1,210,D,1,D,10,D,13,D,
20193,04182032,28,0,1,800,D,1,D,5700,D,05,D,
20193,04182032,29,0,1,610,D,1,D,1800,D,06,D,
20193,04182032,30,0,1,600,D,1,D,1800,D,06,D,
20193,04182032,31,0,1,210,D,1,D,100,D,05,D,
20193,04182032,32,0,1,700,D,1,D,34,D,13,D,
20193,04182032,33,0,1,355,D,1,D,75,D,05,D,
20193,04182042,18,0,1,355,D,1,D,65,D,13,D,
20193,04182092,31,0,1,520,D,1,D,18,D,06,D,
20193,04182092,32,0,2,520,D,1,D,40,D,04,D,
20193,04182202,26,0,1,840,D,1,D,120,D,06,D,
20193,04182202,27,0,1,500,D,1,D,60,D,04,D,
20193,04182202,28,0,1,530,D,1,D,164,D,05,D,
20193,04182202,29,0,1,150,D,1,D,15,D,06,D,
20193,04182202,30,0,1,210,D,1,D,120,D,13,D,
20193,04182202,31,0,1,400,D,1,D,62,D,06,D,
20193,04182202,32,0,2,340,D,1,D,7,D,04,D,
20193,04182212,45,0,1,830,D,1,D,20,D,13,D,
20193,04182212,46,0,1,500,D,1,D,10,D,05,D,
20193,04182212,47,0,1,520,D,1,D,9,D,06,D,
20193,04182212,48,0,1,355,D,1,D,10,D,13,D,
20193,04182212,49,0,2,500,D,2,D,36,D,04,D,
20193,04182232,10,0,1,355,D,1,D,10,D,13,D,
20193,04182252,25,0,1,840,D,1,D,13,D,04,D,
20193,04182252,26,0,1,840,D,1,D,13,D,05,D,
20193,04182252,27,0,1,840,D,1,D,13,D,06,D,
20193,04182252,28,0,1,520,D,1,D,40,D,05,D,
20193,04182252,29,0,1,520,D,1,D,35,D,06,D,
20193,04182252,30,0,1,330,D,1,D,17,D,13,D,
20193,04182252,31,0,1,355,D,1,D,16,D,13,D,
20193,04182272,27,0,1,520,D,1,D,20,D,05,D,
20193,04182272,28,0,1,150,D,1,D,40,D,04,D,
20193,04182272,29,0,1,150,D,1,D,40,D,05,D,
20193,04182272,30,0,1,150,D,1,D,40,D,06,D,
20193,04182382,53,0,1,840,D,1,D,109,D,04,D,
20193,04182382,54,0,1,210,D,1,D,10,D,13,D,
20193,04182382,55,0,1,355,D,1,D,13,D,13,D,
20193,04182382,56,0,2,500,D,1,D,500,D,04,D,
20193,04182432,34,0,1,830,D,1,D,65,D,13,D,
20193,04182432,35,0,1,500,D,1,D,400,D,06,D,
20193,04182432,36,0,1,500,D,1,D,300,D,04,D,
20193,04182432,37,0,1,355,D,1,D,11,D,13,D,
20193,04182432,38,0,1,355,D,1,D,41,D,13,D,
20193,04182442,18,0,1,830,D,1,D,30,D,13,D,
20193,04182442,19,0,1,355,D,1,D,30,D,13,D,
20193,04182442,20,0,1,700,D,1,D,20,D,13,D,
20193,04182452,21,0,1,330,D,1,D,9,D,13,D,
20193,04182452,22,0,1,355,D,1,D,13,D,13,D,
20193,04182482,17,0,1,520,D,1,D,25,D,06,D,
20193,04182522,32,0,1,520,D,1,D,50,D,04,D,
20193,04182522,33,0,1,520,D,1,D,50,D,05,D,
20193,04182522,34,0,1,520,D,1,D,50,D,06,D,
20193,04182522,35,0,1,355,D,1,D,15,D,13,D,
20193,04182522,36,0,1,355,D,1,D,6,D,13,D,
20193,04182532,35,0,1,830,D,1,D,48,D,06,D,
20193,04182532,36,0,1,530,D,1,D,263,D,05,D,
20193,04182532,37,0,1,210,D,1,D,8,D,06,D,
20193,04182532,38,0,1,150,D,2,D,22,D,06,D,
20193,04182532,39,0,1,700,D,1,D,28,D,13,D,
20193,04182552,39,0,1,840,D,1,D,25,D,04,D,
20193,04182582,32,0,1,840,D,1,D,110,D,06,D,
20193,04182582,33,0,1,840,D,1,D,80,D,05,D,
20193,04182582,34,0,1,520,D,1,D,100,D,05,D,
20193,04182582,35,0,1,355,D,1,D,13,D,13,D,
20193,04182592,39,0,1,830,D,1,D,50,D,13,D,
20193,04182592,40,0,1,310,D,1,D,30,D,06,D,
20193,04182612,21,0,1,700,D,1,D,115,D,05,D,
20193,04182622,38,0,1,830,D,1,D,48,D,13,D,
20193,04182622,39,0,1,840,D,1,D,50,D,06,D,
20193,04182622,40,0,1,520,D,1,D,40,D,06,D,
20193,04182622,41,0,1,520,D,1,D,40,D,05,D,
20193,04182622,42,0,1,330,D,1,D,20,D,13,D,
20193,04182622,43,0,1,330,D,1,D,20,D,13,D,
20193,04182622,44,0,1,355,D,1,D,16,D,13,D,
20193,04182622,45,0,1,355,D,1,D,14,D,13,D,
20193,04182622,46,0,1,355,D,1,D,13,F,13,D,
20193,04182622,47,0,1,370,D,1,D,130,D,06,D,
20193,04182622,48,0,2,840,D,1,D,14,D,04,D,
20193,04182622,49,0,2,520,D,1,D,60,D,04,D,
20193,04182632,31,0,1,150,D,1,D,130,D,04,D,
20193,04182632,32,0,1,150,D,1,D,40,D,06,D,
20193,04182662,14,0,1,700,D,1,D,250,D,06,D,
20193,04182692,26,0,1,830,D,1,D,45,D,13,D,
20193,04182692,27,0,1,520,D,1,D,40,D,05,D,
20193,04182692,28,0,1,355,D,1,D,12,D,13,D,
20193,04182722,48,0,1,800,D,1,D,100,D,05,D,
20193,04182722,49,0,1,800,D,1,D,100,D,06,D,
20193,04182722,50,0,1,610,D,1,D,120,D,04,D,
20193,04182722,51,0,1,610,D,1,D,120,D,05,D,
20193,04182722,52,0,1,610,D,1,D,120,D,06,D,
20193,04182722,53,0,1,520,D,1,D,20,D,04,D,
20193,04182722,54,0,1,520,D,1,D,20,D,05,D,
20193,04182722,55,0,1,520,D,1,D,20,D,06,D,
20193,04182722,56,0,1,330,D,1,D,14,D,13,D,
20193,04182722,57,0,1,355,D,1,D,20,D,13,D,
20193,04182722,58,0,2,610,D,1,D,40,D,04,D,
20193,04182722,59,0,2,840,D,1,D,15,D,04,D,
20193,04182732,34,0,1,500,D,1,D,700,D,06,D,
20193,04182732,35,0,1,210,D,1,D,40,D,05,D,
20193,04182752,15,0,1,830,D,1,D,35,D,13,D,
20193,04182782,31,0,1,830,D,1,D,20,D,13,D,
20193,04182782,32,0,1,610,D,1,D,60,D,06,D,
20193,04182782,33,0,1,610,D,1,D,140,D,05,D,
20193,04182782,34,0,1,330,D,1,D,4,D,13,D,
20193,04182802,26,0,1,830,D,1,D,22,D,13,D,
20193,04182802,27,0,1,840,D,1,D,100,D,04,D,
20193,04182802,28,0,1,520,D,1,D,50,D,06,D,
20193,04182832,22,0,1,830,D,1,D,320,D,13,D,
20193,04182832,23,0,2,530,D,1,D,80,D,04,D,
20193,04182842,8,0,1,830,D,1,D,39,D,13,D,
20193,04182842,9,0,1,330,D,1,D,10,D,13,D,
20193,04182852,11,0,1,355,D,1,D,12,D,13,D,
20193,04182972,27,0,1,520,D,1,D,20,D,04,D,
20193,04182972,28,0,1,520,D,1,D,20,D,05,D,
20193,04182972,29,0,1,520,D,1,D,20,D,06,D,
20193,04182972,30,0,1,160,D,1,D,40,D,06,D,
20193,04182972,31,0,1,320,D,1,D,12,D,05,D,
20193,04182972,32,0,1,320,D,1,D,12,D,06,D,
20193,04182972,33,0,1,355,D,1,D,32,D,13,D,
20193,04182972,34,0,1,355,D,1,D,67,D,13,D,
20193,04182992,34,0,2,840,D,1,D,59,D,04,D,
20193,04183072,20,0,1,160,D,1,D,20,D,04,D,
20193,04183072,21,0,1,160,D,1,D,20,D,05,D,
20193,04183072,22,0,1,160,D,1,D,20,D,06,D,
20193,04183072,23,0,2,150,D,1,D,20,D,04,D,
20193,04183102,18,0,1,160,D,1,D,31,D,04,D,
20193,04183102,19,0,1,160,D,1,D,31,D,05,D,
20193,04183102,20,0,1,160,D,1,D,31,D,06,D,
20193,04183102,21,0,2,160,D,1,D,30,D,04,D,
20193,04183112,39,0,1,830,D,1,D,70,D,05,D,
20193,04183112,40,0,1,520,D,1,D,25,D,13,D,
20193,04183112,41,0,1,355,D,1,D,6,D,13,D,
20193,04183172,19,0,1,840,D,1,D,139,D,04,D,
20193,04183172,20,0,1,150,D,1,D,50,D,04,D,
20193,04183172,21,0,1,210,D,1,D,15,D,13,D,
20193,04183172,22,0,1,320,D,1,D,35,D,05,D,
20193,04183172,23,0,1,355,D,1,D,15,D,13,D,
20193,04183224,5,0,1,355,D,1,D,9,D,13,D,
20193,04183242,26,0,1,830,D,1,D,65,D,13,D,
20193,04183242,27,0,1,810,D,1,D,30,D,05,D,
20193,04183242,28,0,1,810,D,1,D,30,D,06,D,
20193,04183242,29,0,1,810,D,1,D,30,D,07,D,
20193,04183242,30,0,1,840,D,1,D,120,D,07,D,
20193,04183283,23,0,1,820,D,1,D,450,D,07,D,
20193,04183283,24,0,1,520,D,1,D,15,D,05,D,
20193,04183283,25,0,1,355,D,1,D,14,D,13,D,
20193,04183312,39,0,1,500,D,1,D,68,D,07,D,
20193,04183312,40,0,1,355,D,1,D,13,D,13,D,
20193,04183362,57,0,1,520,D,1,D,30,D,05,D,
20193,04183362,58,0,1,520,D,1,D,40,D,07,D,
20193,04183362,59,0,1,520,D,2,D,80,D,07,D,
20193,04183362,60,0,1,500,D,1,D,924,D,06,D,
20193,04183362,61,0,1,530,D,1,D,60,D,07,D,
20193,04183362,62,0,1,210,D,1,D,17,D,05,D,
20193,04183362,63,0,1,210,D,1,D,41,D,06,D,
20193,04183362,64,0,1,210,D,1,D,5,D,05,D,
20193,04183362,65,0,1,210,D,1,D,29,D,06,D,
20193,04183362,66,0,1,210,D,1,D,11,D,07,D,
20193,04183362,67,0,1,320,D,1,D,15,D,07,D,
20193,04183362,68,0,1,355,D,1,D,47,D,05,D,
20193,04183362,69,0,1,355,D,1,D,27,D,06,D,
20193,04183362,70,0,1,355,D,1,D,30,D,07,D,
20193,04183362,71,0,2,150,D,1,D,15,D,05,D,
20193,04183362,72,0,2,210,D,1,D,30,D,05,D,
20193,04183382,24,0,1,355,D,1,D,13,D,13,D,
20193,04183442,19,0,1,355,D,1,D,9,D,13,D,
20193,04183442,20,0,1,355,D,1,D,6,D,13,D,
20193,04183502,10,0,1,830,D,1,D,69,D,13,D,
20193,04183502,11,0,1,355,D,1,D,8,D,13,D,
20193,04183542,47,0,1,530,D,1,D,50,D,05,D,
20193,04183542,48,0,1,530,D,1,D,50,D,05,D,
20193,04183672,31,0,1,520,D,1,D,35,D,07,D,
20193,04183672,32,0,1,530,D,1,D,160,D,06,D,
20193,04183672,33,0,2,840,D,1,D,14,D,05,D,
20193,04183682,35,0,1,340,D,1,D,30,D,07,D,
20193,04183752,18,0,1,520,D,1,D,60,D,07,D,
20193,04183752,19,0,1,530,D,1,D,120,D,05,D,
20193,04183822,28,0,1,355,D,1,D,16,D,13,D,
20193,04183822,29,0,1,355,D,1,D,10,D,13,D,
20193,04183822,30,0,1,355,D,1,D,15,D,13,D,
20193,04183862,28,0,1,520,D,1,D,20,D,07,D,
20193,04183862,29,0,1,330,D,1,D,5,D,13,D,
20193,04183882,17,0,1,830,D,1,D,50,D,13,D,
20193,04183882,18,0,1,355,D,1,D,13,D,13,D,
20193,04183892,28,0,1,800,D,1,D,100,D,13,D,
20193,04183892,29,0,1,800,D,1,D,100,D,13,D,
20193,04183892,30,0,1,150,D,1,D,30,D,05,D,
20193,04183892,31,0,1,150,D,1,D,30,D,06,D,
20193,04183892,32,0,1,150,D,1,D,30,D,07,D,
20193,04183892,33,0,1,355,D,1,D,50,D,13,D,
20193,04183892,34,0,2,150,D,1,D,30,D,05,D,
20193,04183912,15,0,1,355,D,1,D,15,D,13,D,
20193,04183922,35,0,1,520,D,1,D,18,D,06,D,
20193,04183922,36,0,1,340,D,1,D,20,D,06,D,
20193,04183922,37,0,1,340,D,1,D,20,D,07,D,
20193,04183934,19,0,1,330,D,1,D,12,D,13,D,
20193,04183934,20,0,1,410,D,1,D,10,D,05,D,
20193,04183934,21,0,1,410,D,1,D,10,D,06,D,
20193,04183934,22,0,1,410,D,1,D,10,D,07,D,
20193,04183962,23,0,1,150,D,1,D,26,D,06,D,
20193,04184012,59,0,1,520,D,1,D,50,F,05,D,
20193,04184012,60,0,1,150,D,1,D,13,D,05,D,
20193,04184012,61,0,1,355,D,1,D,14,D,13,D,
20193,04184012,62,0,1,355,D,1,D,13,D,13,D,
20193,04184042,29,0,1,520,D,1,D,24,D,05,D,
20193,04184042,30,0,1,520,D,1,D,24,D,06,D,
20193,04184042,31,0,1,520,D,1,D,24,D,07,D,
20193,04184052,25,0,1,520,D,1,D,10,D,07,D,
20193,04184112,18,0,1,830,D,1,D,10,D,13,D,
20193,04184122,33,0,1,840,D,1,D,60,D,05,D,
20193,04184122,35,0,1,520,D,1,D,50,D,06,D,
20193,04184122,36,0,1,520,D,1,D,50,D,07,D,
20193,04184122,37,0,2,520,D,1,D,50,D,05,D,
20193,04184122,38,0,2,500,D,1,D,60,D,05,D,
20193,04184132,24,0,1,830,D,1,D,500,D,13,D,
20193,04184132,25,0,1,520,D,1,D,14,D,05,D,
20193,04184132,26,0,1,700,D,1,D,25,D,13,D,
20193,04184142,17,0,1,800,D,1,D,500,D,07,D,
20193,04184142,18,0,1,840,D,1,D,8,D,07,D,
20193,04184142,19,0,1,150,D,1,D,50,D,05,D,
20193,04184152,12,0,1,355,D,1,D,12,D,13,D,
20193,04184162,20,0,1,830,D,1,D,25,D,13,D,
20193,04184162,21,0,1,355,D,1,D,30,D,13,D,
20193,04184172,23,0,1,355,D,1,D,18,D,13,D,
20193,04184192,19,0,1,355,D,1,D,21,D,13,D,
20193,04184202,33,0,1,210,D,1,D,8,D,07,D,
20193,04184252,22,0,1,840,D,1,D,60,D,05,D,
20193,04184332,26,0,1,210,D,1,D,50,D,07,D,
20193,04184332,27,0,1,355,D,1,D,20,D,13,D,
20193,04184362,34,0,1,520,D,1,D,125,D,06,D,
20193,04184362,35,0,1,340,D,1,D,50,D,07,D,
20193,04184362,36,0,1,355,D,1,D,13,D,13,D,
20193,04184432,8,0,2,520,D,1,D,5,D,05,D,
20193,04184432,700,0,1,520,D,1,D,5,D,06,D,
20193,04184432,701,0,1,520,D,1,D,5,D,07,D,
20193,04184452,12,0,1,610,D,1,D,550,D,05,D,
20193,04184452,13,0,1,610,D,1,D,550,D,06,D,
20193,04184452,14,0,1,610,D,1,D,550,D,07,D,
20193,04184462,19,0,1,830,D,1,D,35,D,13,D,
20193,04184462,20,0,1,355,D,1,D,15,D,13,D,
20193,04184482,14,0,1,840,D,1,D,6,D,05,D,
20193,04184482,15,0,1,840,D,1,D,6,D,06,D,
20193,04184482,16,0,1,840,D,1,D,6,D,07,D,
20193,04184482,17,0,1,520,D,1,D,41,D,07,D,
20193,04184482,18,0,1,355,D,1,D,21,D,13,D,
20193,04184482,19,0,1,330,D,1,D,12,D,13,D,
20193,04184512,38,0,1,150,D,1,D,56,D,07,D,
20193,04184542,13,0,1,520,D,1,D,26,D,06,D,
20193,04184542,14,0,1,520,D,1,D,24,D,06,D,
20193,04184542,15,0,1,520,D,1,D,22,D,07,D,
