QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,SUBPURCH
20191,04074941,23,0,1,840,D,1,D,40,D,10,D,
20191,04074941,24,0,1,320,D,1,D,61,D,10,D,
20191,04074941,25,0,1,320,D,1,D,12,D,11,D,
20191,04074941,26,0,1,320,D,1,D,3,D,12,D,
20191,04074941,27,0,1,355,D,1,D,14,D,13,D,
20191,04075001,15,0,1,840,D,1,D,45,D,11,D,
20191,04075001,16,0,1,520,D,1,D,65,D,12,D,
20191,04075061,14,0,1,520,D,1,D,6,D,12,D,
20191,04075071,22,0,1,840,D,1,D,65,D,11,D,
20191,04075081,30,0,1,210,D,1,D,100,D,12,D,1
20191,04075081,31,0,1,340,D,1,D,20,D,12,D,
20191,04075101,12,0,1,810,D,1,D,12,D,12,D,
20191,04075141,28,0,1,830,D,1,D,98,D,13,D,
20191,04075141,29,0,1,610,D,1,D,190,D,10,D,
20191,04075141,30,0,1,320,D,1,D,10,D,10,D,
20191,04075141,31,0,1,320,D,1,D,10,D,11,D,
20191,04075141,32,0,1,320,D,1,D,10,D,12,D,
20191,04075141,33,0,1,355,D,1,D,10,D,10,D,
20191,04075141,34,0,1,355,D,1,D,14,D,13,D,
20191,04075181,33,0,1,830,D,1,D,100,D,13,D,
20191,04075181,34,0,1,840,D,1,D,49,D,12,D,
20191,04075181,35,0,1,355,D,1,D,16,D,13,D,
20191,04075181,36,0,1,355,D,1,D,23,D,13,D,
20191,04075214,18,0,1,830,D,1,D,10,D,13,D,2
20191,04075214,19,0,1,610,D,1,D,100,D,10,D,2
20191,04075214,20,0,1,520,D,1,D,30,D,11,D,2
20191,04075214,21,0,1,530,D,1,D,300,D,10,D,1
20191,04075271,18,0,1,830,D,1,D,10,D,13,D,
20191,04075301,18,0,1,830,D,1,D,75,D,13,D,
20191,04075301,19,0,1,210,D,1,D,2,D,13,D,
20191,04075381,19,0,1,160,D,1,D,6,D,11,D,
20191,04075381,20,0,1,160,D,1,D,6,D,12,D,
20191,04075381,21,0,1,355,D,1,D,10,D,13,D,1
20191,04075491,6,0,1,830,D,1,D,64,D,13,D,
20191,04075491,7,0,1,820,D,1,D,400,D,10,D,
20191,04075491,8,0,1,520,D,1,D,15,D,12,D,
20191,04075491,9,0,1,355,D,1,D,15,D,13,D,
20191,04075491,10,0,1,355,D,1,D,14,D,13,D,
20191,04075561,20,0,1,355,D,1,D,8,D,13,D,
20191,04075571,10,0,1,330,D,1,D,10,D,13,D,
20191,04075571,11,0,1,355,D,1,D,13,D,13,D,
20191,04075681,37,0,1,830,D,1,D,25,D,13,D,
20191,04075681,38,0,1,330,D,1,D,6,D,13,D,
20191,04075751,16,0,1,500,D,1,D,10,D,11,D,
20191,04075751,17,0,1,150,D,1,D,60,D,11,D,
20191,04075751,18,0,1,210,D,1,D,35,D,12,D,
20191,04075781,21,0,1,520,D,1,D,40,D,11,D,
20191,04075781,22,0,1,520,D,1,D,40,D,12,D,
20191,04075801,22,0,1,840,D,1,D,110,D,11,D,
20191,04075831,15,0,1,810,D,1,D,15,D,12,D,
20191,04075831,16,0,1,150,D,1,D,18,D,12,D,
20191,04075851,15,0,1,355,D,1,D,11,D,13,D,
20191,04075871,24,0,1,355,D,1,D,12,D,13,D,
20191,04075871,25,0,1,370,D,1,D,150,D,12,D,
20191,04075921,12,0,1,830,D,1,D,73,D,13,D,
20191,04075921,13,0,1,355,D,1,D,1,D,13,D,1
20191,04075921,14,0,1,410,D,1,D,60,D,12,D,
20191,04075991,35,0,1,520,D,1,D,16,D,12,D,
20191,04075991,36,0,1,150,D,1,D,426,D,12,D,
20191,04075991,37,0,1,700,D,1,D,7,D,13,D,
20191,04076011,70,0,1,830,D,1,D,40,D,13,D,
20191,04076011,71,0,1,830,D,1,D,115,D,13,D,
20191,04076011,72,0,1,520,D,1,D,84,D,10,D,
20191,04076011,73,0,1,520,D,2,D,36,D,10,D,
20191,04076011,74,0,1,520,D,1,D,60,D,11,D,
20191,04076011,75,0,1,520,D,1,D,60,D,12,D,
20191,04076011,76,0,1,530,D,1,D,60,D,12,D,
20191,04076011,77,0,1,160,D,1,D,10,D,10,D,
20191,04076011,78,0,1,160,D,1,D,10,D,11,D,
20191,04076011,79,0,1,160,D,1,D,10,D,12,D,
20191,04076011,80,0,1,310,D,1,D,90,D,12,D,
20191,04076011,81,0,1,330,D,1,D,9,D,13,D,
20191,04076011,82,0,1,355,D,1,D,10,D,13,D,
20191,04076011,83,0,1,355,D,1,D,10,D,13,D,
20191,04076011,84,0,1,370,D,1,D,60,D,10,D,
20191,04076011,85,0,1,370,D,1,D,65,D,12,D,
20191,04076041,46,0,1,500,D,1,D,250,D,10,D,1
20191,04076041,47,0,1,520,D,1,D,15,D,11,D,2
20191,04076041,48,0,1,150,D,1,D,30,D,10,D,1
20191,04076041,49,0,1,210,D,1,D,85,D,12,D,1
20191,04076041,50,0,1,310,D,1,D,70,D,12,D,
20191,04076041,51,0,1,355,D,1,D,11,D,13,D,
20191,04076051,13,0,1,150,D,1,D,300,D,10,D,
20191,04076071,27,0,1,840,D,1,D,60,D,11,D,
20191,04076071,28,0,1,150,D,1,D,9,D,10,D,
20191,04076071,29,0,1,150,D,1,D,17,D,12,D,
20191,04076071,30,0,1,150,D,1,D,9,D,11,D,
20191,04076071,31,0,1,210,D,1,D,42,D,13,D,
20191,04076071,32,0,1,340,D,1,D,25,D,10,D,
20191,04076071,33,0,1,340,D,1,D,25,D,11,D,
20191,04076111,22,0,1,355,D,1,D,5,D,13,D,
20191,04076111,23,0,1,355,D,1,D,20,D,13,D,
20191,04076111,24,0,1,355,D,1,D,12,D,13,D,
20191,04076131,26,0,1,355,D,1,D,10,D,13,D,
20191,04076141,42,0,1,830,D,1,D,8,D,13,D,
20191,04076141,43,0,1,520,D,1,D,50,D,12,D,
20191,04076141,44,0,1,210,D,1,D,50,D,13,D,
20191,04076141,45,0,1,340,D,1,D,132,D,11,D,
20191,04076191,25,0,1,355,D,1,D,25,D,13,D,
20191,04076221,34,0,1,500,D,1,D,200,F,10,D,
20191,04076381,13,0,1,520,D,1,D,50,D,12,D,1
20191,04076381,14,0,1,355,D,1,D,11,D,13,D,
20191,04076451,18,0,1,830,D,1,D,20,D,10,D,
20191,04076451,19,0,1,520,D,1,D,6,D,10,D,
20191,04076501,23,0,1,830,D,1,D,100,D,13,D,
20191,04076501,24,0,1,950,D,1,D,1200,D,12,D,
20191,04076501,25,0,1,150,D,1,D,91,D,10,D,
20191,04076501,26,0,1,370,D,1,D,90,D,10,D,
20191,04076501,27,0,1,370,D,1,D,10,D,11,D,
20191,04076501,28,0,1,370,D,1,D,50,D,12,D,
20191,04076501,29,0,1,355,D,1,D,216,D,10,D,1
20191,04076501,30,0,1,355,D,1,D,168,D,11,D,1
20191,04076501,31,0,1,355,D,1,D,160,D,12,D,1
20191,04076501,32,0,1,355,D,1,D,31,D,13,D,1
20191,04076511,34,0,1,830,D,1,D,41,D,13,D,
20191,04076511,35,0,1,330,D,1,D,11,D,13,D,
20191,04076511,36,0,1,340,D,1,D,15,D,11,D,
20191,04076511,37,0,1,355,D,1,D,11,D,13,D,
20191,04076531,22,0,1,210,D,1,D,30,D,10,D,1
20191,04076531,23,0,1,355,D,1,D,12,D,13,D,
20191,04076531,24,0,1,355,D,1,D,10,D,13,D,
20191,04076611,31,0,1,500,D,1,D,280,D,12,D,
20191,04076631,23,0,1,330,D,1,D,13,D,13,D,
20191,04076641,11,0,1,830,D,1,D,240,D,13,D,
20191,04076651,6,0,1,340,D,1,D,50,D,12,D,
20191,04076661,22,0,1,830,D,1,D,285,D,12,D,
20191,04076661,23,0,1,150,D,1,D,37,D,10,D,
20191,04076711,22,0,1,210,D,1,D,50,D,12,D,
20191,04076721,11,0,1,840,D,1,D,45,D,12,D,
20191,04076751,15,0,1,210,D,1,D,95,D,12,D,
20191,04076751,16,0,1,310,D,1,D,5,D,12,D,
20191,04076751,17,0,1,370,D,1,D,60,D,12,D,
20191,04076764,29,0,1,830,D,1,D,150,D,10,D,
20191,04076764,30,0,1,830,D,1,D,150,D,11,D,
20191,04076783,8,0,1,520,D,1,D,6,D,10,D,2
20191,04076783,9,0,1,520,D,1,D,6,D,11,D,2
20191,04076831,24,0,1,830,D,1,D,50,D,13,D,
20191,04076831,25,0,1,700,D,1,D,10,F,13,D,
20191,04076851,15,0,1,520,D,1,D,30,D,11,D,
20191,04076851,16,0,1,310,D,1,D,3,D,12,D,
20191,04076851,17,0,1,330,D,1,D,6,D,13,D,
20191,04076851,18,0,1,355,D,1,D,3,D,13,D,
20191,04076861,17,0,1,150,D,1,D,16,D,12,D,
20191,04076891,37,0,1,830,D,1,D,31,D,13,D,
20191,04076891,38,0,1,520,D,1,D,22,D,10,D,
20191,04076891,39,0,1,520,D,1,D,22,D,11,D,
20191,04076891,40,0,1,520,D,1,D,67,D,11,D,
20191,04076891,41,0,1,500,D,1,D,100,D,12,D,
20191,04076891,42,0,1,520,D,1,D,22,D,12,D,
20191,04076891,43,0,1,600,D,1,D,12,D,11,D,
20191,04076891,44,0,1,330,D,1,D,5,D,13,D,
20191,04076891,45,0,1,340,D,1,D,10,D,10,D,
20191,04076891,46,0,1,340,D,1,D,10,D,11,D,
20191,04076891,47,0,1,340,D,1,D,10,D,12,D,
20191,04076951,7,0,1,150,D,1,D,20,D,12,D,
20191,04076951,8,0,1,150,D,1,D,20,D,12,D,
20191,04076951,9,0,1,150,D,1,D,20,D,12,D,
20191,04076961,17,0,1,610,D,1,D,25,D,10,D,
20191,04077011,13,0,1,830,D,1,D,11,D,13,D,
20191,04077021,17,0,1,830,D,1,D,54,D,13,D,
20191,04077021,18,0,1,700,D,1,D,82,D,11,D,
20191,04077051,26,0,1,840,D,1,D,20,D,10,D,
20191,04077051,27,0,1,840,D,1,D,20,D,11,D,
20191,04077051,28,0,1,840,D,1,D,20,D,12,D,
20191,04077051,29,0,1,210,D,1,D,10,D,13,D,
20191,04077051,30,0,1,355,D,1,D,15,D,13,D,1
20191,04077051,31,0,1,370,D,1,D,160,D,12,D,
20191,04077061,27,0,1,520,D,1,D,65,D,12,D,
20191,04077061,28,0,1,210,D,1,D,10,D,13,D,
20191,04077061,29,0,1,355,D,1,D,12,D,13,D,
20191,04077084,36,0,1,500,D,1,D,200,D,10,D,1
20191,04077084,37,0,1,500,D,2,D,200,D,10,D,1
20191,04077084,38,0,1,500,D,1,D,200,D,12,D,1
20191,04077084,39,0,1,500,D,2,D,200,D,12,D,1
20191,04077084,40,0,1,210,D,1,D,200,D,11,D,2
20191,04077084,41,0,1,355,D,1,D,10,D,13,D,
20191,04077084,42,0,1,410,D,1,D,10,D,10,D,
20191,04077084,43,0,1,410,D,1,D,10,D,11,D,
20191,04077084,44,0,1,410,D,1,D,10,D,12,D,
20191,04077084,45,0,1,410,D,1,D,7,D,10,D,
20191,04077084,46,0,1,410,D,1,D,7,D,11,D,
20191,04077084,47,0,1,410,D,1,D,7,D,12,D,
20191,04077084,48,0,1,370,D,1,D,60,D,12,D,
20191,04077084,49,0,1,370,D,2,D,50,D,12,D,
20191,04077111,22,0,1,210,D,1,D,20,D,13,D,
20191,04077141,48,0,1,830,D,1,D,75,D,13,D,
20191,04077141,49,0,1,810,D,1,D,26,D,10,D,
20191,04077141,50,0,1,810,D,1,D,26,D,11,D,
20191,04077141,51,0,1,810,D,1,D,26,D,12,D,
20191,04077141,52,0,1,840,D,1,D,60,D,10,D,
20191,04077141,53,0,1,840,D,1,D,110,D,11,D,
20191,04077141,54,0,1,520,D,1,D,60,D,12,D,
20191,04077141,55,0,1,210,D,1,D,30,D,12,D,
20191,04077141,56,0,1,320,D,1,D,20,D,12,D,
20191,04077141,57,0,1,355,D,1,D,7,F,13,D,
20191,04077251,17,0,1,520,D,1,D,15,D,12,D,
20191,04077271,26,0,1,210,D,1,D,20,D,13,D,
20191,04077271,27,0,1,370,D,2,D,65,D,12,D,
20191,04077361,18,0,1,355,D,1,D,7,D,13,D,
20191,04077371,16,0,1,160,D,1,D,50,D,12,D,
20191,04077371,17,0,1,160,D,1,D,50,D,11,D,
20191,04077371,18,0,1,160,D,1,D,50,D,10,D,
20191,04077411,36,0,1,810,D,1,D,270,D,10,D,
20191,04077411,37,0,1,810,D,1,D,270,D,11,D,
20191,04077411,38,0,1,810,D,1,D,270,D,12,D,
20191,04077411,39,0,1,520,D,1,D,55,D,12,D,
20191,04077411,40,0,1,500,D,1,D,190,D,12,D,
20191,04077411,41,0,1,500,D,1,D,105,D,10,D,
20191,04077411,42,0,1,210,D,1,D,25,D,12,D,
20191,04077451,13,0,1,520,D,1,D,15,D,12,D,
20191,04077451,14,0,1,330,D,1,D,5,D,13,D,
20191,04077461,8,0,1,355,D,1,D,10,D,13,D,
20191,04077532,45,0,1,600,D,1,D,1000,D,10,D,
20191,04077532,46,0,1,355,D,1,D,20,D,13,D,
20191,04077532,47,0,1,370,D,1,D,250,D,12,D,
20191,04077541,30,0,1,520,D,1,D,50,D,10,D,2
20191,04077541,31,0,1,520,D,1,D,50,D,11,D,2
20191,04077541,32,0,1,520,D,1,D,50,D,12,D,2
20191,04077541,33,0,1,355,D,1,D,25,D,13,D,
20191,04077541,34,0,1,410,D,1,D,10,D,10,D,
20191,04077541,35,0,1,410,D,1,D,10,D,11,D,
20191,04077541,36,0,1,410,D,1,D,10,D,12,D,
20191,04077571,37,0,1,840,D,1,D,50,D,11,D,
20191,04077591,17,0,1,800,D,1,D,40,D,13,D,
20191,04077591,18,0,1,840,D,1,D,89,D,11,D,
20191,04077591,19,0,1,500,D,1,D,208,D,12,D,
20191,04077611,21,0,1,150,D,1,D,27,D,12,D,
20191,04077631,28,0,1,830,D,1,D,50,D,13,D,
20191,04077631,29,0,1,700,D,1,D,15,D,13,D,
20191,04077641,27,0,1,610,D,1,D,50,D,12,D,
20191,04077641,28,0,1,610,D,1,D,110,D,11,D,
20191,04077641,29,0,1,840,D,1,D,100,D,10,D,
20191,04077641,30,0,1,840,D,1,D,100,D,11,D,
20191,04077641,31,0,1,330,D,1,D,10,D,13,D,
20191,04077671,25,0,1,530,D,1,D,28,D,12,D,2
20191,04077671,26,0,1,355,D,1,D,11,D,13,D,
20191,04077671,27,0,1,355,D,1,D,9,D,13,D,
20191,04077671,28,0,1,310,D,1,D,35,D,11,D,
20191,04077731,70,0,1,800,D,1,D,550,D,13,D,
20191,04077731,71,0,1,800,D,1,D,80,D,13,D,
20191,04077731,72,0,1,830,D,1,D,77,D,13,D,
20191,04077731,73,0,1,810,D,1,D,35,D,12,D,
20191,04077731,74,0,1,820,D,1,D,98,D,12,D,
20191,04077731,75,0,1,840,D,1,D,120,D,12,D,
20191,04077731,76,0,1,150,D,1,D,35,D,10,D,
20191,04077731,77,0,1,150,D,1,D,35,D,10,D,
20191,04077731,78,0,1,210,D,1,D,50,D,13,D,
20191,04077731,79,0,1,355,D,1,D,18,D,13,D,
20191,04077781,33,0,1,830,D,1,D,45,D,13,D,1
20191,04077781,34,0,1,610,D,1,D,250,D,10,D,2
20191,04077781,35,0,1,610,D,1,D,250,D,11,D,2
20191,04077781,36,0,1,610,D,1,D,250,D,12,D,2
20191,04077781,37,0,1,840,D,1,D,99,D,10,D,1
20191,04077781,38,0,1,330,D,1,D,10,D,13,D,
20191,04077781,39,0,1,700,D,1,D,115,D,11,D,
20191,04077841,13,0,1,355,D,1,D,15,D,13,D,
20191,04077881,28,0,1,150,D,1,D,152,D,10,D,
20191,04077894,11,0,1,355,D,1,D,14,D,13,D,
20191,04077901,14,0,1,830,D,1,D,30,D,13,D,
20191,04077901,15,0,1,930,D,1,D,15,D,13,D,
20191,04077901,16,0,1,600,D,1,D,50,D,10,D,
20191,04077901,17,0,1,355,D,1,D,15,D,13,D,
20191,04077901,18,0,1,330,D,1,D,10,D,13,D,
20191,04077951,13,0,1,310,D,1,D,150,D,10,D,
20191,04077971,27,0,1,830,D,1,D,20,D,13,D,
20191,04077971,28,0,1,355,D,1,D,10,D,13,D,
20191,04078091,16,0,1,830,D,1,D,120,D,13,D,
20191,04078091,17,0,1,840,D,1,D,45,D,11,D,
20191,04078101,23,0,1,610,D,1,D,80,D,10,D,
20191,04078101,24,0,1,610,D,1,D,80,D,11,D,
20191,04078101,25,0,1,610,D,1,D,80,D,12,D,
20191,04078121,23,0,1,830,D,1,D,25,D,13,D,
20191,04078141,24,0,1,150,D,1,D,38,D,10,D,
20191,04078141,25,0,1,150,D,1,D,38,D,11,D,
20191,04078141,26,0,1,150,D,1,D,38,D,12,D,
20191,04078194,27,0,1,830,D,1,D,30,D,13,D,
20191,04078194,28,0,1,150,D,1,D,160,D,10,D,
20191,04078194,29,0,1,150,D,1,D,160,D,11,D,
20191,04078194,30,0,1,150,D,1,D,15,D,10,D,
20191,04078194,31,0,1,150,D,1,D,15,D,11,D,
20191,04078194,32,0,1,150,D,1,D,15,D,12,D,
20191,04078194,33,0,1,330,D,1,D,10,D,13,D,
20191,04078194,34,0,1,355,D,1,D,3,D,13,D,
20191,04078251,40,0,1,210,D,1,D,14,D,11,D,
20191,04078251,41,0,1,500,D,1,D,160,D,12,D,
20191,04078291,19,0,1,310,D,1,D,18,D,12,D,
20191,04078303,6,0,1,520,D,1,D,13,D,10,D,
20191,04078303,7,0,1,520,D,1,D,13,D,12,D,
20191,04078421,34,0,1,610,D,1,D,150,D,11,D,
20191,04078421,35,0,1,330,D,1,D,10,D,13,D,
20191,04078473,18,0,1,840,D,1,D,30,D,11,D,
20191,04078473,19,0,1,840,D,1,D,30,D,12,D,
20191,04078473,20,0,1,355,D,1,D,12,D,13,D,
20191,04078473,21,0,1,355,D,1,D,8,D,13,D,
20191,04078473,22,0,1,355,D,1,D,30,D,13,D,
20191,04078481,22,0,1,830,D,1,D,20,D,13,D,
20191,04078481,23,0,1,610,D,1,D,130,D,10,D,
20191,04078512,15,0,1,700,D,1,D,6,D,13,D,
20191,04078521,39,0,1,830,D,1,D,20,D,13,D,
20191,04078521,40,0,1,500,D,1,D,150,D,12,D,
20191,04078521,41,0,1,520,D,2,D,36,D,12,D,
20191,04078521,42,0,1,355,D,1,D,11,D,13,D,
20191,04078551,30,0,1,840,D,1,D,119,D,12,D,
20191,04078551,31,0,1,530,D,1,D,140,D,10,D,
20191,04078551,32,0,1,530,D,1,D,150,D,10,D,
20191,04078561,27,0,1,820,D,1,D,99,D,12,D,
20191,04078561,28,0,1,355,D,1,D,16,D,13,D,
20191,04078561,29,0,1,355,D,1,D,8,D,13,D,
20191,04078601,21,0,1,840,D,1,D,14,D,10,D,
20191,04078601,22,0,1,840,D,1,D,14,D,11,D,
20191,04078601,23,0,1,500,D,1,D,40,D,12,D,
20191,04078601,24,0,1,520,D,1,D,13,D,12,D,
20191,04078601,25,0,1,520,D,1,D,13,D,11,D,
20191,04078601,26,0,1,520,D,1,D,13,D,10,D,
20191,04078601,27,0,1,210,D,1,D,50,D,11,D,
20191,04078611,32,0,1,830,D,1,D,40,D,13,D,
20191,04078611,33,0,1,530,D,1,D,110,D,12,D,
20191,04078611,34,0,1,150,D,1,D,203,D,12,D,
20191,04078611,35,0,1,210,D,1,D,15,D,11,D,
20191,04078621,34,0,1,355,D,1,D,50,D,13,D,
20191,04078631,20,0,1,530,D,1,D,30,D,12,D,
20191,04078631,21,0,1,355,D,1,D,11,D,13,D,
20191,04078631,22,0,1,355,D,1,D,6,D,13,D,
20191,04078631,23,0,1,355,D,1,D,130,D,10,D,
20191,04078681,7,0,1,520,D,1,D,30,D,11,D,
20191,04078701,18,0,1,355,D,1,D,10,D,13,D,
20191,04078711,17,0,1,355,D,1,D,8,D,13,D,
20191,04078751,16,0,1,150,D,1,D,15,D,12,D,
20191,04078751,17,0,1,150,D,1,D,15,D,11,D,
20191,04078751,18,0,1,150,D,1,D,15,D,10,D,
20191,04078761,13,0,1,810,D,1,D,26,D,10,D,2
20191,04078761,14,0,1,810,D,1,D,26,D,11,D,2
20191,04078761,15,0,1,810,D,1,D,26,D,12,D,2
20191,04078761,16,0,1,520,D,1,D,25,D,10,D,
20191,04078761,17,0,1,520,D,1,D,25,D,11,D,
20191,04078761,18,0,1,520,D,1,D,25,D,12,D,
20191,04078761,19,0,1,355,D,1,D,10,D,13,D,
20191,04078791,17,0,1,830,D,1,D,10,D,13,D,2
20191,04078791,18,0,1,210,D,1,D,20,D,12,D,
20191,04078821,22,0,1,530,D,2,D,96,D,11,D,
20191,04078821,23,0,1,355,D,1,D,16,D,11,D,
20191,04078821,24,0,1,355,D,1,D,8,D,12,D,
20191,04078841,19,0,1,520,D,1,D,20,D,10,D,
20191,04078841,20,0,1,355,D,1,D,30,D,13,D,
20191,04078911,19,0,1,520,D,1,D,11,D,12,D,
20191,04078911,20,0,1,370,D,1,D,50,D,12,D,
20191,04078911,21,0,1,355,D,1,D,11,D,13,D,
20191,04078953,14,0,1,355,D,1,D,12,D,13,D,
20191,04078953,15,0,1,355,D,1,D,10,D,13,D,
20191,04078971,18,0,1,840,D,1,D,13,D,10,D,
20191,04078971,19,0,1,840,D,1,D,13,D,11,D,
20191,04078971,20,0,1,840,D,1,D,13,D,12,D,
20191,04078971,21,0,1,355,D,1,D,15,D,13,D,
20191,04078971,22,0,1,400,D,1,D,5,D,11,D,
20191,04078981,24,0,1,830,D,1,D,150,D,13,D,
20191,04078981,25,0,1,210,D,1,D,50,D,12,D,
20191,04078981,26,0,1,355,D,1,D,12,D,13,D,
20191,04078981,27,0,1,355,D,1,D,30,D,13,D,
20191,04078981,28,0,1,355,D,1,D,5,D,13,D,
20191,04079041,14,0,1,160,D,1,D,70,D,10,D,
20191,04079041,15,0,1,160,D,1,D,70,D,11,D,
20191,04079041,16,0,1,160,D,1,D,70,D,12,D,
20191,04079063,11,0,1,210,D,1,D,65,D,10,D,
20191,04079063,12,0,1,210,D,1,D,35,D,11,D,
20191,04079063,13,0,1,210,D,1,D,58,D,12,D,
20191,04079081,19,0,1,330,D,1,D,10,D,13,D,
20191,04079081,20,0,1,355,D,1,D,1,D,13,D,
20191,04079081,21,0,1,400,D,1,D,10,D,12,D,
20191,04079091,34,0,1,830,D,1,D,10,D,13,D,
20191,04079091,35,0,1,700,D,1,D,20,D,10,D,
20191,04079091,36,0,1,320,D,1,D,15,D,12,D,
20191,04079091,37,0,1,400,D,1,D,15,D,12,D,
20191,04079141,32,0,1,610,D,1,D,97,D,10,D,
20191,04079141,33,0,1,610,D,1,D,36,D,11,D,
20191,04079141,34,0,1,820,D,1,D,610,D,11,D,
20191,04079141,35,0,1,500,D,1,D,14,D,10,D,
20191,04079141,36,0,1,210,D,1,D,30,D,11,D,
20191,04079141,37,0,1,300,D,1,D,40,D,12,D,
20191,04079141,38,0,1,340,D,1,D,24,D,12,D,1
20191,04079171,27,0,1,830,D,1,D,23,D,13,D,
20191,04079171,28,0,1,150,D,1,D,36,D,10,D,
20191,04079171,29,0,1,150,D,1,D,36,D,11,D,
20191,04079171,30,0,1,150,D,1,D,36,D,12,D,
20191,04079171,31,0,1,355,D,1,D,5,D,13,D,
20191,04079181,35,0,1,210,D,1,D,30,D,12,D,
20191,04079181,36,0,1,355,D,1,D,20,D,13,D,
20191,04079231,11,0,1,355,D,1,D,16,D,13,D,
20191,04079231,12,0,1,700,D,1,D,57,D,10,D,
20191,04079321,28,0,1,830,D,1,D,45,D,13,D,1
20191,04079321,29,0,1,530,D,1,D,230,D,10,D,2
20191,04079321,30,0,1,355,D,1,D,13,D,13,D,
20191,04079321,31,0,1,400,D,1,D,7,D,12,D,
20191,04079331,23,0,1,355,D,1,D,15,D,13,D,1
20191,04079371,14,0,1,830,D,1,D,18,D,13,D,
20191,04079371,15,0,1,520,D,1,D,35,D,11,D,
20191,04079371,16,0,1,355,D,1,D,13,D,13,D,
20191,04079471,17,0,1,840,D,1,D,119,D,11,D,
20191,04079481,21,0,1,520,D,1,D,30,D,12,D,
20191,04079551,16,0,1,150,D,1,D,55,D,10,D,
20191,04079551,17,0,1,355,D,1,D,22,D,13,D,
20191,04079581,22,0,1,830,D,1,D,15,D,13,D,
20191,04079581,23,0,1,840,D,1,D,100,D,11,D,
20191,04079581,24,0,1,520,D,1,D,50,D,11,D,
20191,04079581,25,0,1,530,D,1,D,50,D,12,D,
20191,04079581,26,0,1,150,D,1,D,40,D,11,D,
20191,04079581,27,0,1,210,D,1,D,30,D,10,D,
20191,04079581,28,0,1,330,D,1,D,5,D,13,D,
20191,04079581,29,0,1,320,D,1,D,30,D,11,D,
20191,04079581,30,0,1,355,D,1,D,8,D,13,D,
20191,04079641,34,0,1,610,D,1,D,64,D,10,D,
20191,04079641,35,0,1,610,D,1,D,64,D,11,D,
20191,04079641,36,0,1,610,D,1,D,64,D,12,D,
20191,04079641,37,0,1,820,D,1,D,60,D,12,D,
20191,04079641,38,0,1,840,D,1,D,110,D,10,D,
20191,04079641,39,0,1,840,D,1,D,110,D,10,D,
20191,04079641,40,0,1,310,D,1,D,15,D,12,D,
20191,04079641,41,0,1,370,D,1,D,80,D,11,D,
20191,04079691,14,0,1,355,D,1,D,15,D,13,D,
20191,04079741,13,0,1,830,D,1,D,70,D,13,D,
20191,04079741,14,0,1,520,D,1,D,50,D,12,D,
20191,04079741,15,0,1,520,D,1,D,50,D,11,D,
20191,04079741,16,0,1,520,D,1,D,50,D,10,D,
20191,04079741,17,0,1,355,D,1,D,11,D,13,D,
20191,04079741,18,0,1,340,D,1,D,10,D,12,D,
20191,04079784,18,0,1,160,D,1,D,89,D,12,D,
20191,04079784,19,0,1,210,D,1,D,3,D,12,D,
20191,04079911,23,0,1,520,D,1,D,24,D,10,D,
20191,04079911,24,0,1,520,D,1,D,24,D,11,D,
20191,04079911,25,0,1,520,D,1,D,24,D,12,D,
20191,04079911,26,0,1,355,D,1,D,15,D,13,D,
20191,04079931,53,0,1,500,D,1,D,130,D,12,D,
20191,04079931,54,0,1,520,D,1,D,30,D,11,D,
20191,04079931,55,0,1,160,D,1,D,30,D,10,D,
20191,04079931,56,0,1,355,D,1,D,14,D,13,D,1
20191,04079961,18,0,1,840,D,1,D,45,D,12,D,
20191,04079961,19,0,1,150,D,1,D,52,D,10,D,
20191,04079961,20,0,1,310,D,1,D,25,D,12,D,
20191,04080021,25,0,1,150,D,1,D,40,D,10,D,
20191,04080021,26,0,1,355,D,1,D,6,D,13,D,1
20191,04080031,41,0,1,520,D,1,D,32,D,12,D,
20191,04080031,42,0,1,160,D,2,D,20,D,12,D,
20191,04080031,43,0,1,210,D,2,D,30,D,12,D,
20191,04080031,44,0,1,700,D,1,D,80,D,13,D,
20191,04080031,45,0,1,400,D,1,D,30,D,12,D,
20191,04090541,18,0,1,150,D,1,D,103,D,11,D,
20191,04090541,19,0,1,150,D,1,D,25,D,01,D,
20191,04090541,20,0,1,210,D,1,D,50,D,13,D,
20191,04090571,19,0,1,840,D,1,D,75,D,12,D,
20191,04090591,35,0,1,840,D,1,D,110,D,11,D,1
20191,04090591,36,0,1,600,D,1,D,20,D,11,D,2
20191,04090591,37,0,1,520,D,1,D,11,D,11,D,2
20191,04090601,19,0,1,830,D,1,D,45,D,13,D,
20191,04090601,20,0,1,840,D,1,D,100,D,11,D,
20191,04090601,21,0,1,840,D,1,D,130,D,01,D,
20191,04090651,25,0,1,840,D,1,D,80,D,11,D,
20191,04090671,31,0,1,210,D,1,D,30,D,11,D,
20191,04090671,32,0,1,370,D,1,D,120,D,12,D,
20191,04090681,22,0,1,830,D,1,D,35,D,13,D,
20191,04090681,23,0,1,355,D,1,D,14,D,13,D,
20191,04090731,16,0,1,830,D,1,D,66,D,13,D,
20191,04090731,17,0,1,355,D,1,D,8,D,13,D,
