QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRMISCX,TRMISCX_,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20193,04239721,23,0,1,2,D,1,D,1,D,06,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,200,D,200,D
20193,04239761,38,0,1,1,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,600,D,200,D,,A,,A,,A,,A,,A,200,D,,A
20193,04239924,27,0,1,1,D,1,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,7,F,,A,,A,,A,,A,,A,50,D,,A,,A,16,F,20,F
20193,04239961,37,0,1,1,D,1,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,125,D,,A,,A,,A,,A,,A,,A,400,D,,A
20193,04239961,38,0,1,1,D,2,D,1,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,125,D,,A,,A,,A,,A,,A,,A,400,D,,A
20193,04240061,26,0,1,2,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,20,D
20193,04240061,27,0,1,1,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,20,D
20193,04240091,18,0,1,1,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,29,G,359,G,19,G,9,G,627,G,,A,,A,,A,,A,,A,37,G,15,G,,A,163,G,18,G,20,G,52,G,49,G,,A,,A,69,G,34,G
20193,04240101,19,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,350,D,,A
20193,04240341,22,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,5,D,,A,200,D,,A,,A,,A,,A,,A,,A,40,D,,A
20193,04240341,23,0,1,1,D,2,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,30,D,200,D,,A,,A,,A,30,D,,A,,A,60,D,40,D
20193,04240391,14,0,1,1,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,80,D,,A,,A,,A,,A,,A,,A,200,D,,A
20193,04240441,36,0,1,1,D,1,D,1,D,07,D,13,D,,A,,A,,A,,A,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,8000,D,,A,,A,18000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04240451,21,0,1,1,D,1,D,1,D,08,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,300,D,30,D,,A,112,D,,A,,A,,A,,A,,A,,A,,A,,A
20193,04240521,29,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,380,D,80,D,,A,,A,300,D,150,D
20193,04240531,22,0,1,1,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,400,D,10,D,,A,,A,,A,,A,,A,90,D,,A
20193,04240541,27,0,1,2,D,1,D,1,D,07,D,6,D,1,D,1,D,1,D,1,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04240551,38,0,1,2,D,1,D,1,D,08,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,100,D,20,D,,A,,A,,A,200,D,200,D,80,D
20193,04240551,39,0,1,1,D,3,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,45,D,,A,,A,156,D,,A,,A,,A,,A,,A,,A,50,D,,A
20193,04240571,19,0,1,2,D,1,D,1,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,10,D,79,D,,A,,A,,A,,A,,A,,A,40,D,,A
20193,04240571,20,0,1,1,D,2,D,1,D,06,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240571,21,0,1,1,D,3,D,2,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,3,D,,A,120,D,,A,,A,,A,24,D,,A,,A,100,D,25,D
20193,04240571,22,0,1,1,D,4,D,1,D,08,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A
20193,04240581,38,0,1,1,D,1,D,1,D,06,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,450,D,,A,,A,800,D,,A,,A,,A,,A,,A,,A,300,D,600,D
20193,04240741,35,0,1,1,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240741,36,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240741,37,0,1,1,D,3,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240762,35,0,1,1,D,1,D,3,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240762,36,0,1,1,D,2,D,2,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240762,37,0,1,1,D,3,D,2,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04240801,20,0,1,1,D,1,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,17,D,,A,20,D,,A,,A,,A,,A,20,D,60,D
20193,04240822,26,0,1,1,D,1,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,15,D,,A,,A,,A,20,D,15,D
20193,04240822,27,0,1,1,D,2,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,,A,,A,750,D,,A,,A,15,D,,A,,A,,A,20,D,25,D
20193,04240822,28,0,1,1,D,3,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,,A,,A,130,D,,A,,A,,A,10,D,,A,75,D,15,D,,A
20193,04240981,25,0,1,1,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04241031,32,0,1,1,D,1,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,34,D,,A,,A,310,D,,A,,A,,A,36,D,,A,,A,50,D,,A
20193,04241201,26,0,1,1,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,700,D,20,D,,A,,A,800,D,,A,,A,230,D,100,D
20193,04241201,27,0,1,1,D,2,D,1,D,07,D,1,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A
20193,04241281,15,0,1,1,D,1,D,1,D,08,D,5,D,2,D,1,D,1,D,2,D,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,233,G,561,G,357,G,62,G,25,G,,A,,A,,A,,A,,A,,A,,A,,A,882,G,,A,,A,,A,,A,,A,,A,400,D,20,D
20193,04241291,35,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,8,D,,A,,A,,A,,A,350,D,,A,,A,310,D,,A
20193,04241371,21,0,1,1,D,2,D,1,D,06,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,10,D,75,D,20,D,,A,,A,,A,70,D,175,D
20193,04241371,22,0,1,1,D,3,D,1,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,10,D,75,D,40,D,,A,,A,,A,70,D,175,D
20193,04241371,23,0,1,1,D,4,D,1,D,08,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,10,D,75,D,40,D,,A,,A,,A,70,D,175,D
20193,04241633,24,0,1,1,D,1,D,1,D,07,D,3,D,2,D,2,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,68,G,575,G,87,G,70,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04241721,11,0,1,2,D,1,D,1,D,08,D,8,D,,A,,A,,A,,A,01,D,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,0,D,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,40,D
20193,04241751,8,0,1,1,D,1,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04241811,11,0,1,1,D,1,D,1,D,08,D,8,D,1,D,1,D,1,D,2,D,01,D,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,264,G,3439,G,,A,194,G,504,G,,A,,A,,A,,A,,A,251,G,62,G,,A,5720,W,167,G,75,G,890,G,403,G,,A,,A,973,G,295,G
20193,04241861,27,0,1,1,D,1,D,1,D,06,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,60,D,,A,,A,,A,,A,,A,,A,300,D,40,D
20193,04241861,28,0,1,1,D,2,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,80,D
20193,04242111,18,0,1,1,D,1,D,1,D,07,D,4,D,2,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,141,G,697,G,447,G,78,G,32,G,,A,,A,,A,,A,0,D,,A,,A,,A,1105,G,,A,,A,,A,,A,,A,,A,300,D,,A
20193,04242161,8,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20193,04242281,12,0,1,1,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,175,D,7,G,10,G,,A,,A,,A,50,D,149,G,59,G
20193,04242361,23,0,1,1,D,1,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A
20193,04242421,25,0,1,1,D,1,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,560,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20193,04242464,45,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,,A,505,D,,A,,A
20193,04242464,46,0,1,1,D,2,D,1,D,08,D,2,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04242521,10,0,1,1,D,1,D,1,D,06,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,100,D,,A,,A,340,D,,A
20193,04242521,11,0,1,1,D,2,D,3,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20193,04242521,12,0,1,1,D,3,D,2,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04242521,13,0,1,1,D,4,D,2,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D
20193,04242561,21,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A
20193,04242591,21,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,577,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,538,F,150,F,,A,100,D,,A,,A,,A,250,F,,A
20193,04242601,43,0,1,1,D,1,D,1,D,07,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20193,04242601,44,0,1,1,D,2,D,1,D,06,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,5,D
20193,04242641,22,0,1,1,D,1,D,1,D,08,D,5,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,40,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,1000,D,,A,575,D,900,D,300,D
20193,04242651,28,0,1,1,D,1,D,1,D,08,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,4000,D,,A,,A,,A,3000,D,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,500,D
20193,04242681,12,0,1,1,D,1,D,1,D,07,D,60,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,0,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,1000,D,,A,,A,2950,D,50,D
20193,04242781,26,0,1,1,D,1,D,1,D,07,D,6,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,,A,,A,5720,W,0,D,100,D,,A,,A,,A,,A,0,D,300,D
20193,04242871,9,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04242901,18,0,1,1,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,325,D,,A,,A,,A,,A,,A,200,D,100,D,,A
20193,04242911,49,0,1,1,D,1,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,50,D,,A,230,D,20,D,,A,,A,,A,,A,20,D,50,D,,A
20193,04242971,27,0,1,1,D,1,D,1,D,06,D,4,D,1,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,124,G,7,G,,A,,A,,A,,A,,A,34,G,,A
20193,04243171,29,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,400,D,,A,,A,,A,,A,,A,,A,200,D,,A
20193,04243191,45,0,1,1,D,1,D,1,D,08,D,40,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,2400,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,100,D,,A,,A,500,D,,A,,A,600,D,110,D
20193,04243191,46,0,1,1,D,2,D,1,D,08,D,7,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5720,T,,A,,A,,A,,A,,A,,A,300,D,,A
20193,04243201,30,0,1,1,D,1,D,1,D,07,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,20,D,15,D,150,D,,A,,A,,A,100,D,35,D
20193,04243201,31,0,1,1,D,2,D,1,D,06,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,10,D,,A,,A,,A,16,D,,A,,A,400,D,,A,,A,,A,,A,,A,725,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,20,D
20193,04243271,17,0,1,2,D,1,D,1,D,08,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,350,D,,A
20193,04243271,18,0,1,1,D,2,D,1,D,07,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1500,D,100,D,,A,,A,,A,,A,,A,500,D,,A
20193,04243281,18,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,800,D,,A,,A,,A,200,D,,A,,A,500,D,,A
20193,04243381,45,0,1,1,D,1,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,150,D,500,D,35,D,,A,,A,,A,,A,,A,40,D,,A
20193,04243381,46,0,1,1,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20193,04243381,47,0,1,2,D,3,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,170,D
20193,04243381,48,0,1,2,D,4,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,81,D,,A,,A,240,D,,A,,A,,A,,A,,A,,A,28,D,16,D
