QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,SAMP_UN,SAMP_UN_,RTELECT,RTELECT_,RTGAS,RTGAS_,RTWATER,RTWATER_,RTHEAT,RTHEAT_,RTTRASH,RTTRASH_,RTASPAY,RTASPAY_,RTCOMPX,RTCOMPX_,RTBSNSZ,RTBSNSZ_,JRTPAYQV,JRTP_YQV,QRT3MCMX,RTTELEPH,QRT3_CMX,RTTE_EPH,RTTVCABL,RTTV_ABL,RTINTRNT,RTIN_RNT,RTFUNSH,RTFUNSH_,GOVTCOST,GOVT_OST,INCLBDS,INCLBDS_,INCLDRYR,INCL_RYR,INCLFRIG,INCL_RIG,INCLPDS,INCLPDS_,INCLSTOV,INCL_TOV,INCLWSHR,INCL_SHR,PUBLHOUS,PUBL_OUS,OWNED,OWNED_,RTPARK,RTPARK_
20191,03892514,15,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,2100,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03892614,16,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2550,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03892774,21,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,1350,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03892814,14,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1950,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03892924,7,0,1,1,D,2,D,2,D,2,D,2,D,1,D,1,D,1600,D,,A,3600,D,1200,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03892934,27,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,7560,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03893144,9,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,2100,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03893194,9,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,4800,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03893264,11,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5850,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03893344,3,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,75,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,,C,2,D,1,D
20191,03893384,11,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,6600,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03893434,4,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,150,2,D,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03893454,2,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,,A
20191,03893504,28,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2370,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03893524,6,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1200,2,D,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03893564,19,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2352,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03893644,33,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,1050,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03893754,8,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20191,03893854,32,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1710,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03893874,15,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2625,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03893884,3,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2400,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03894054,8,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,2991,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03894174,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1638,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03894194,4,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,,A,,A
20191,03894224,22,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4845,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03894234,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2175,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03894254,12,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,4800,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03894294,15,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,6345,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03894294,16,0,1,2,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1200,2,D,D,1,D,1,D,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,1,D
20191,03894484,11,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3450,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03894514,8,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03894574,17,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2670,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03894584,20,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,1800,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03894674,29,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3075,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03894774,14,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03894794,9,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1500,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03894884,42,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,3147,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03894944,17,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2550,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03895024,5,0,1,1,D,,A,,A,,A,,A,,A,1,D,500,D,,A,1500,D,,,A,A,,A,,A,,A,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,,A,,A
20191,03895054,3,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03895094,7,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3600,2,D,D,1,D,1,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03895104,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2925,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20191,03895224,11,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,6078,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03895264,5,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,600,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03895314,36,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1161,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D
20191,03895374,9,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3870,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03895454,18,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,2,D,1,D
20191,03895554,16,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1710,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03895604,17,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03895624,10,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,2,D,2,D,1,D
20191,03895704,22,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2100,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03895744,10,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,204,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03895754,8,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2550,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03895884,12,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2226,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03895964,24,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,5820,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03895974,3,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20191,03896114,5,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4050,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03896134,26,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3900,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03896324,9,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2385,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03896364,29,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1725,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03896414,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1485,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03896544,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2925,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03896584,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2436,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03896594,4,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,2,D
20191,03896604,24,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,5250,2,D,D,1,D,1,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03896714,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1800,2,F,D,2,D,2,D,2,D,,C,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03896724,8,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2709,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03896734,15,0,1,1,D,1,D,1,D,1,D,2,D,1,D,2,D,,A,,A,,A,2350,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03896774,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3090,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03896784,16,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,1485,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03896834,49,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2400,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03896864,4,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,,A,1,D,1,D,1,D,2,D,1,D,1,D,1,D,2,D,2,D
20191,03896904,14,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,600,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03896964,72,0,1,1,D,2,D,1,D,1,D,2,D,1,D,2,D,,A,,A,,A,3870,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03897114,24,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3480,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03897154,4,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1320,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03897214,11,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03897274,18,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2265,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03897284,6,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1965,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20191,03897414,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3825,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03897494,6,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3831,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,1,D,2,D,2,D,2,D,1,D
20191,03897524,15,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1740,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03897604,7,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,683,2,D,D,1,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03897824,17,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,5850,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,2,D
20191,03897864,5,0,1,1,D,1,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2850,2,D,D,1,D,1,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03897924,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,6900,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03897984,48,0,1,2,D,1,D,1,D,1,D,1,D,2,D,2,D,,A,,A,,A,900,2,D,D,1,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,B,1,D,1,D
20191,03897984,49,0,1,2,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,250,2,D,D,1,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,1,D
20191,03898064,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1200,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03898104,30,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,5121,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03898114,24,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2190,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03898214,11,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3000,2,D,D,1,D,1,D,1,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03898254,12,0,1,1,D,2,D,1,D,1,D,2,D,1,D,2,D,,A,,A,,A,2340,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03898314,9,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2250,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03898374,17,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1710,2,D,D,2,D,1,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20191,03898414,7,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,522,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20191,03898424,35,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3750,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20191,03898444,13,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3030,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20191,03898464,14,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3900,2,F,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
