QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20191,03891774,30,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03891824,2,0,1,01,D,100,D,,A,3,D,10,F,2018,D,,A,,A,,A,100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03891844,38,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03891864,13,0,1,01,D,100,D,,A,3,D,10,D,2018,D,185000,D,0,D,0,D,500,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20191,03891884,8,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,350,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03891934,10,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03891944,51,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03891944,52,0,5,02,D,400,D,,A,3,D,,B,2014,D,,A,,A,,A,540,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03891944,53,0,5,03,D,200,D,,A,3,D,,B,1985,D,,A,,A,,A,5200,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03891974,22,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,4100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892044,8,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892054,21,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892064,9,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,4400,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03892084,13,0,1,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892114,15,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892144,15,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892204,10,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892234,26,0,5,01,D,100,D,,A,3,D,,B,1971,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892244,33,0,5,01,D,100,D,0.05,D,3,D,,B,2016,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03892244,34,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,3200,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03892244,35,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,3200,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03892254,20,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892294,20,0,5,01,D,100,D,,A,3,D,03,D,2017,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892304,21,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892344,24,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892354,17,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20191,03892364,25,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,8200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892384,19,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892424,18,0,5,01,D,100,D,,A,3,D,07,D,2017,D,,A,,A,,A,6600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892454,9,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892484,10,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,50,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892564,32,0,5,01,D,100,D,,A,3,D,06,D,2018,D,948053,T,1115000,D,4000,D,9500,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20191,03892584,7,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892604,12,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,450,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892624,18,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892674,21,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892744,19,0,5,01,D,100,D,,A,1,D,,B,1993,D,,A,,A,,A,4800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892744,20,0,5,02,D,300,D,,A,3,D,,B,1983,D,,A,,A,,A,30,D,1,D,12,D,2,D,,A,2,D,,A,,A,,A,1,D
20191,03892744,21,0,5,03,D,300,D,,A,3,D,,B,1991,D,,A,,A,,A,0,D,1,D,2,D,2,D,,A,2,D,,A,,A,,A,1,D
20191,03892794,22,0,5,01,D,100,D,,A,3,D,,B,1962,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892824,11,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,480,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892834,39,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892844,54,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892854,9,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892864,21,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,550,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892894,14,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892934,19,0,5,01,D,600,D,,A,,A,,B,,B,,A,,A,,A,5000,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03892934,20,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,5000,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03892984,6,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892994,18,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,7800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03892994,19,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,6300,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893014,9,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,40,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893054,31,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,850,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893074,13,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,1000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893084,17,0,5,01,D,100,D,,A,1,D,07,D,2017,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893114,27,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,18333,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893164,7,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893184,16,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893214,20,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,11800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893234,24,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893234,25,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,6200,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893284,40,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893314,16,0,5,01,D,100,D,,A,3,D,06,D,2017,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893334,27,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893334,28,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,2700,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893364,14,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893394,15,0,5,01,D,100,D,,A,3,D,04,D,2017,D,,A,,A,,A,1500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893424,19,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,2100,F,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20191,03893474,19,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893484,7,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893554,7,0,1,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,2600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893574,22,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893594,20,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893594,21,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,4100,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893604,19,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893624,13,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893644,27,0,5,01,D,400,D,,A,3,D,,B,,C,,A,,A,,A,300,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893654,34,0,5,01,D,100,D,0.03,D,3,D,,B,1987,D,,A,,A,,A,3100,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893674,11,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,3400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893684,47,0,5,01,D,100,D,,A,3,D,,B,1978,D,,A,,A,,A,6700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893704,6,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,50,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893814,2,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893824,21,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893824,22,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,3300,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03893894,29,0,5,01,D,100,D,,A,3,D,,B,1957,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893904,13,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893944,37,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893954,11,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893974,8,0,5,01,D,100,D,,A,3,D,,B,1927,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03893984,16,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894014,22,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894074,9,0,5,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894084,26,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894094,12,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,750,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894104,24,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894114,25,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894194,11,0,6,01,D,100,D,,A,3,D,,B,,B,,A,,A,,A,580,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03894244,26,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,350,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894354,19,0,5,01,D,100,D,,A,3,D,02,D,2018,D,310000,D,30000,D,10000,D,3500,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20191,03894354,20,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,5000,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03894374,26,0,5,01,D,100,D,,A,1,D,08,D,2017,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894454,22,0,5,01,D,100,D,0.30,D,3,D,,B,2005,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03894464,17,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894474,11,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,0,D,,A,2,D,,A
20191,03894534,7,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,120,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894534,8,0,5,02,D,400,D,,A,3,D,,B,2011,D,,A,,A,,A,80,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03894554,18,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,8900,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20191,03894554,19,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,10400,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03894604,30,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,5100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894624,32,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894664,28,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894734,42,0,1,01,D,100,D,,A,3,D,10,F,2011,D,,A,,A,,A,4,D,,A,,A,,A,,A,2,D,1,D,,A,2,D,,A
20191,03894784,20,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894804,11,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,1800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894834,20,0,5,01,D,100,D,,A,3,D,09,D,2017,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894854,15,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894914,30,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894974,20,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,18333,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894994,24,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03894994,25,0,5,02,D,300,D,,A,3,D,,B,,C,,A,,A,,A,2100,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03894994,26,0,5,03,D,300,D,,A,1,D,,B,1982,D,,A,,A,,A,3000,F,1,D,2,D,2,D,,A,2,D,,A,,A,,A,1,D
20191,03894994,28,0,5,05,D,400,D,,A,3,D,,B,1988,D,,A,,A,,A,8579,T,,A,,A,,A,,A,2,D,1,D,,A,,A,,A
20191,03895034,23,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895034,24,0,5,02,D,300,D,,A,3,D,,B,1990,D,,A,,A,,A,800,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895114,24,0,5,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895194,8,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895244,28,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,5800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895254,23,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895324,28,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,750,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895334,25,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895404,22,0,5,01,D,100,D,,A,3,D,04,D,2017,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895404,23,0,5,02,D,300,D,,A,1,D,,B,2015,D,,A,,A,,A,2500,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895404,24,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,2300,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895484,32,0,5,01,D,100,D,,A,3,D,05,D,2017,D,,A,,A,,A,850,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895504,20,0,5,03,D,400,D,,A,3,D,,B,2014,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895514,15,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,5400,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895524,5,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,1000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895544,3,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895684,25,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,3400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895734,21,0,5,01,D,100,D,,A,1,D,,B,1998,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895794,30,0,5,01,D,100,D,,A,3,D,10,D,2017,D,,A,,A,,A,7100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895794,31,0,5,02,D,300,D,,A,3,D,,B,1968,D,,A,,A,,A,0,D,1,D,1,D,2,D,,A,2,D,,A,,A,,A,1,D
20191,03895794,32,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,1900,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895794,33,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,1900,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895794,34,0,5,05,D,600,D,,A,,A,,B,,B,,A,,A,,A,1900,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895804,15,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20191,03895824,20,0,1,01,D,100,D,0.25,D,3,D,11,F,2017,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,1,D,,A,,A,,A
20191,03895824,21,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,4600,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20191,03895824,22,0,1,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,4600,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
