QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MINAPPLY,MINA_PLY,GFTCMIN,GFTCMIN_,MIN_MO,MIN_MO_,MINPURX,MINPURX_,MINRENTX,MINR_NTX,MNAPPL1,MNAPPL1_,MNAPPL2,MNAPPL2_,MNAPPL3,MNAPPL3_,MNAPPL4,MNAPPL4_,MNAPPL5,MNAPPL5_,MNAPPL6,MNAPPL6_,MNAPPL7,MNAPPL7_,MNAPPL8,MNAPPL8_,MNAPPL9,MNAPPL9_,INSTLSCR,INST_SCR,INSTLLEX,INST_LEX,APBPURCH,APBP_RCH
20191,03927304,1,0,1,240,D,3,D,12,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03927304,2,0,1,230,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,3,0,1,660,D,1,D,02,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,4,0,1,480,D,3,D,12,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,5,0,1,480,D,3,D,12,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,6,0,1,500,D,3,D,12,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,7,0,1,500,D,1,D,12,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,8,0,1,500,D,1,D,01,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927304,9,0,1,500,D,1,D,02,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927314,1,0,1,230,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927354,1,0,1,320,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,1,0,1,230,D,1,D,12,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,2,0,1,230,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,3,0,1,240,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03927464,4,0,1,660,D,3,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,5,0,1,660,D,3,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,6,0,1,310,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,7,0,1,425,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03927464,8,0,1,470,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927464,9,0,1,570,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927474,1,0,1,670,D,1,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03927474,2,0,1,480,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927594,1,0,1,650,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03927594,2,0,1,460,D,1,D,02,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927634,1,0,2,470,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927634,2,0,2,500,D,3,D,12,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927804,1,0,1,270,D,1,D,02,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927804,2,0,1,660,D,1,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927814,1,0,1,540,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927824,1,0,2,900,D,1,D,12,D,,H,,A,900,D,640,D,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03927824,1,1,2,640,D,1,D,12,D,1,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927914,1,0,1,310,D,1,D,02,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927924,1,0,1,230,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927954,1,0,1,650,D,3,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927954,2,0,1,700,D,3,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927974,1,0,1,230,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927974,2,0,1,660,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927974,3,0,1,660,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927974,4,0,1,460,D,1,D,02,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927984,1,0,1,660,D,1,D,02,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03927984,2,0,1,480,D,1,D,01,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928054,2,0,1,230,D,1,D,01,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928054,3,0,1,230,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928054,4,0,1,365,D,1,D,02,D,369,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03928074,1,0,1,320,D,1,D,12,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928184,1,0,2,645,D,1,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928294,1,0,1,650,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928294,2,0,1,700,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928424,2,0,1,670,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03928464,1,0,1,470,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928484,1,0,1,230,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928484,2,0,1,700,D,1,D,12,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928484,3,0,1,470,D,3,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928484,4,0,2,230,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928484,5,0,2,700,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928524,1,0,2,700,D,1,D,12,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928534,1,0,1,230,D,1,D,12,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928534,2,0,1,490,D,1,D,02,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928534,3,0,2,425,D,1,D,12,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03928734,1,0,1,280,D,1,D,12,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928734,2,0,1,230,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928734,3,0,1,655,D,1,D,02,D,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928754,1,0,2,260,D,3,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928874,1,0,1,500,D,1,D,01,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928874,2,0,2,350,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928934,2,0,1,660,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03928934,3,0,1,540,D,1,D,01,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929134,1,0,1,240,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929134,2,0,1,700,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929134,3,0,1,510,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929154,1,0,1,655,D,3,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03929154,2,0,1,700,D,3,D,12,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929274,1,0,1,230,D,1,D,01,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929274,2,0,1,230,D,1,D,01,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929274,3,0,1,365,D,1,D,02,D,345,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03929304,1,0,1,660,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929314,1,0,1,655,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929394,1,0,1,640,D,1,D,01,D,749,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03929424,1,0,1,660,D,1,D,02,D,169,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929424,2,0,1,460,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929534,2,0,1,230,D,1,D,12,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929534,3,0,1,660,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929534,4,0,1,350,D,1,D,12,D,880,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929544,2,0,2,660,D,1,D,12,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929564,1,0,2,230,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929624,1,0,1,640,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,2,D
20191,03929724,1,0,1,230,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929724,2,0,1,310,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929724,3,0,1,480,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929724,4,0,2,330,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929824,1,0,1,240,D,1,D,12,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929854,1,0,1,640,D,1,D,02,D,544,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03929854,2,0,1,640,D,1,D,02,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03929874,1,0,1,650,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929874,2,0,1,645,D,1,D,01,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929874,3,0,1,390,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03929874,4,0,2,640,D,1,D,12,D,882,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03929874,5,0,2,700,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03929904,1,0,1,260,D,3,D,01,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930044,1,0,1,230,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930044,2,0,1,240,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930044,3,0,1,640,D,1,D,01,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03930044,4,0,1,700,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930044,5,0,1,660,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930054,1,0,1,640,D,1,D,01,D,492,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03930114,1,0,1,320,D,1,D,02,D,795,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930114,2,0,1,500,D,1,D,02,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930124,1,0,1,655,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930124,2,0,1,425,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03930234,1,0,1,390,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930234,2,0,1,470,D,1,D,02,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930244,1,0,1,660,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930264,1,0,1,230,D,1,D,01,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930314,1,0,2,700,D,1,D,12,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930354,1,0,1,330,D,1,D,02,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930364,1,0,1,270,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930364,2,0,2,660,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930474,1,0,1,260,D,1,D,12,D,217,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930474,2,0,1,260,D,1,D,12,D,217,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930474,3,0,1,490,D,3,D,12,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930474,4,0,2,320,D,1,D,12,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930564,1,0,1,230,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930594,1,0,1,230,D,1,D,02,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930594,2,0,1,490,D,3,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930654,1,0,1,700,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930654,2,0,2,540,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930734,1,0,1,260,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930734,2,0,1,365,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03930814,1,0,1,230,D,1,D,01,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,1,0,1,645,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,2,0,1,700,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,3,0,1,750,D,1,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,4,0,1,310,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,5,0,1,320,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,6,0,1,350,D,3,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,7,0,1,440,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,2,D
20191,03930824,8,0,1,470,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,9,0,1,510,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930824,10,0,1,510,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930834,1,0,1,260,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930834,2,0,1,660,D,1,D,02,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03930944,1,0,1,645,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03930944,2,0,1,645,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03930944,3,0,2,645,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03930954,3,0,2,365,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03931054,1,0,1,425,D,1,D,02,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03931064,1,0,1,655,D,1,D,12,D,258,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931064,2,0,1,650,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931084,1,0,1,230,D,1,D,02,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931134,1,0,1,260,D,1,D,12,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931154,1,0,1,700,D,1,D,02,D,428,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931154,2,0,1,540,D,1,D,02,D,268,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931254,1,0,1,230,D,1,D,12,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931284,1,0,1,660,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931284,2,0,1,645,D,1,D,02,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931284,3,0,1,350,D,1,D,02,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931294,1,0,1,230,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931354,1,0,1,655,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03931354,2,0,1,660,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03931464,2,0,1,230,D,1,D,01,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931464,3,0,1,230,D,1,D,12,D,283,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931464,4,0,1,230,D,1,D,02,D,224,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931494,1,0,2,365,D,1,D,12,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,2,D
20191,03931604,1,0,1,230,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931784,1,0,1,260,D,1,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931784,2,0,1,230,D,1,D,01,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931894,1,0,1,230,D,1,D,12,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931894,2,0,1,645,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03931924,1,0,1,365,D,1,D,12,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03932034,1,0,1,540,D,1,D,12,D,203,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932104,1,0,1,240,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932164,1,0,1,470,D,1,D,01,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932164,2,0,2,700,D,1,D,12,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03932164,3,0,2,390,D,1,D,12,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932164,4,0,2,500,D,1,D,12,D,161,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03932214,1,0,1,320,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932214,2,0,1,670,D,1,D,02,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03932234,1,0,1,310,D,1,D,02,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932234,2,0,1,510,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932244,1,0,1,320,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932344,1,0,2,320,D,1,D,12,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932544,1,0,1,480,D,1,D,02,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932574,1,0,1,650,D,1,D,02,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932574,2,0,1,660,D,1,D,12,D,638,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932574,3,0,1,320,D,1,D,12,D,319,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932584,1,0,1,500,D,1,D,02,D,267,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932684,1,0,1,230,D,1,D,01,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20191,03932684,2,0,1,660,D,1,D,12,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932684,3,0,1,440,D,1,D,02,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03932684,4,0,1,510,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932684,5,0,2,480,D,1,D,12,D,169,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932734,1,0,1,460,D,1,D,02,D,611,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932734,2,0,1,480,D,1,D,12,D,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932754,1,0,1,365,D,1,D,12,D,238,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A
20191,03932754,2,0,2,660,D,1,D,12,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932754,3,0,2,660,D,1,D,12,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932834,1,0,1,240,D,1,D,01,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932834,2,0,1,470,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932834,3,0,1,510,D,1,D,12,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03932884,1,0,1,350,D,1,D,12,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
