ALCNO,FSA,FSA_,HHIANYPD,HHIA_YPD,HHIBCBS,HHIBCBS_,HHICOVQ,HHICOVQ_,HHIGROUP,HHIG_OUP,HHIIRGXB,HHII_GXB,HHILSTTM,HHIL_TTM,HHIPDLIB,HHIPRDED,HHIPROUT,HHIPRYOU,HHIP_DED,HHIP_LIB,HHIP_OUT,HHIP_YOU,HHIRPMPD,HHIRPMXB,HHIR_MPD,HHIR_MXB,HHISTILL,HHISUBPD,HHIS_BPD,HHIS_ILL,HSAHRA,HSAHRA_,MEDIGAP,MEDIGAP_,NEWID,PLNMGD,PLNMGD_,PORTAL,PORTAL_,PORTPLAN,PORT_LAN,PREMSUBS,PREM_UBS,QHHP3MX,QHHP3MX_,RECTYPE,REC_ORIG,REC_STAT,SEQNO,SSTYPE,SSTYPE_,QYEAR
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,9,D,D,1,,A,D,,A,,A,03891384,,A,,A,,A,,A,117,D,HHP,5,1,3,1,D,20191
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,01,72,D,D,1,,A,D,,A,,A,03891384,1,D,,A,,A,,A,936,D,HHP,5,1,4,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,,D,C,1,,A,D,,A,,A,03891394,,A,,A,,A,,A,117,F,HHP,5,1,7,1,D,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,,D,C,1,,A,D,2,D,,A,03891394,2,D,,A,,A,,A,432,F,HHP,5,1,8,,A,20191
0,2,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,330,D,D,1,,A,D,,A,,A,03891404,1,D,,A,,A,,A,990,D,HHP,5,1,11,,A,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,20,D,D,1,,A,D,,A,,A,03891404,1,D,2,D,,A,,A,60,D,HHP,5,1,12,,A,20191
0,,A,,A,,A,2,D,2,D,,A,,A,3,1,,1,D,D,A,D,02,4,D,D,,,A,A,,A,,A,03891404,,A,,A,,A,,A,26,D,HHP,1,1,13,1,D,20191
0,,A,,A,,A,2,D,2,D,,A,,A,4,1,,1,D,D,A,D,04,10,D,D,,,A,A,,A,,A,03891404,,A,,A,,A,,A,30,D,HHP,1,1,14,4,D,20191
0,,A,,A,,A,1,D,2,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03891464,,A,,A,,A,,A,,A,HHP,5,1,6,1,D,20191
0,,A,,A,,A,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03891464,,A,,A,,A,,A,,A,HHP,5,1,7,4,D,20191
0,,A,,A,,A,1,D,2,D,,A,,A,3,,2,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03891464,,A,,A,,A,,A,,A,HHP,5,1,8,3,D,20191
0,,C,,A,,A,1,D,2,D,,A,,A,4,,2,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03891464,1,D,,A,,A,,A,,A,HHP,5,1,9,,A,20191
0,1,D,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,150,D,D,1,,A,D,,A,,A,03891504,1,D,,A,,A,,A,975,D,HHP,5,1,12,,A,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,60,D,D,1,,A,D,2,D,,A,03891534,2,D,,A,,A,,A,180,D,HHP,5,1,10,,A,20191
0,,A,,A,,A,1,D,1,D,,A,,A,3,2,,1,D,D,A,D,04,20,D,D,,,A,A,,A,,A,03891564,,A,,A,,A,,A,60,D,HHP,1,1,4,4,D,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,228,D,D,1,,A,D,,A,,A,03891624,1,D,2,D,,A,,A,684,D,HHP,5,1,3,,A,20191
0,1,D,,A,1,D,3,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03891644,2,D,,A,,A,,A,,A,HHP,5,1,13,,A,20191
0,2,D,,A,1,D,3,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03891654,1,D,,A,,A,,A,,A,HHP,5,1,7,,A,20191
0,,A,,A,1,D,4,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03891704,,A,,A,,A,,A,,A,HHP,5,1,25,1,D,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,7,D,D,1,,A,D,,A,,A,03891704,,A,,A,,A,,A,21,D,HHP,5,1,26,4,D,20191
0,2,D,1,D,1,D,4,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,194,D,D,1,,A,D,2,D,,A,03891704,2,D,,A,,A,,A,582,D,HHP,5,1,27,,A,20191
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,26,D,D,1,,A,D,,A,,A,03891714,1,D,,A,,A,,A,169,D,HHP,5,1,20,,A,20191
0,2,D,,A,1,D,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03891724,2,D,,A,,A,,A,,A,HHP,5,1,8,,A,20191
0,2,D,,A,,A,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03891744,2,D,2,D,,A,,A,,A,HHP,5,1,5,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,3,D,D,1,,A,D,,A,,A,03891774,,A,,A,,A,,A,20,D,HHP,5,1,11,4,D,20191
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,2,2,,1,D,D,A,D,02,5,D,D,1,,A,D,1,D,,A,03891774,2,D,,A,,A,,A,33,D,HHP,5,1,12,,A,20191
0,2,D,,A,,A,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,1,D,D,2,D,,A,03891814,2,D,1,D,,C,1,D,,A,HHP,5,1,7,,A,20191
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,100,D,D,1,,A,D,2,D,,A,03891844,2,D,,A,,A,,A,300,D,HHP,5,1,15,,A,20191
0,2,D,2,D,1,D,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,,D,A,2,,A,D,2,D,,A,03891854,2,D,,A,,A,,A,,A,HHP,5,1,2,,A,20191
0,2,D,,A,,A,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,04,22,D,D,,,A,A,,A,,A,03891854,1,D,,A,,A,,A,66,D,HHP,1,1,3,,A,20191
0,2,D,,A,,A,1,D,1,D,,A,,A,1,1,,1,D,D,A,D,02,50,D,D,,,A,A,,A,,A,03891864,1,D,2,D,,A,,A,325,D,HHP,1,1,9,,A,20191
0,,C,,A,1,D,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,,C,,A,03891874,2,D,,A,,A,,A,,A,HHP,5,1,8,,A,20191
0,2,D,2,D,1,D,1,D,1,D,,A,,A,1,2,,1,D,D,A,D,04,,D,A,2,,A,D,2,D,2,D,03891884,2,D,2,D,,A,,A,,A,HHP,5,1,3,,A,20191
0,2,D,,A,,A,4,D,3,D,,A,,A,2,,2,2,A,D,D,D,,,A,A,1,,A,D,2,D,2,D,03891884,2,D,1,D,,C,2,D,,A,HHP,5,1,4,,A,20191
0,2,D,2,D,1,D,1,D,1,D,,A,,A,1,2,,1,D,D,A,D,04,,D,A,1,,A,D,,A,,A,03891934,1,D,2,D,,A,,A,,A,HHP,5,1,3,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,83,D,D,1,,A,D,,A,,A,03891944,,A,,A,,A,,A,249,D,HHP,5,1,23,1,D,20191
0,2,D,1,D,,A,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,228,D,D,1,,A,D,2,D,,A,03891974,2,D,,A,,A,,A,684,D,HHP,5,1,8,,A,20191
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,90,D,D,2,,A,D,1,D,,A,03892064,2,D,,A,,A,,A,,A,HHP,5,1,3,,A,20191
0,2,D,,A,1,D,4,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,200,D,D,,,A,A,2,D,,A,03892084,2,D,,A,,A,,A,1300,D,HHP,1,1,8,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,7,D,D,1,,A,D,,A,,A,03892114,,A,,A,,A,,A,46,D,HHP,5,1,5,1,D,20191
0,2,D,,A,1,D,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03892144,2,D,,A,,A,,A,,A,HHP,5,1,7,,A,20191
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,16,D,D,1,,A,D,,A,,A,03892204,,A,,A,,A,,A,48,D,HHP,5,1,2,1,D,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,60,D,D,1,1,D,D,2,D,,A,03892204,2,D,1,D,3,D,1,D,180,D,HHP,5,1,3,,A,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,89,D,D,1,,A,D,,A,1,D,03892234,1,D,2,D,,A,,A,267,D,HHP,5,1,13,,A,20191
0,2,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,89,D,D,1,,A,D,2,D,,A,03892244,2,D,,A,,A,,A,1157,D,HHP,5,1,13,,A,20191
0,2,D,,A,,A,2,D,3,D,,A,,A,2,,2,2,A,D,D,D,,,A,A,2,,A,D,1,D,,A,03892244,2,D,2,D,,A,,A,,A,HHP,5,1,14,,A,20191
0,,A,,A,,A,2,D,1,D,,A,,A,3,2,,1,D,D,A,D,04,133,D,D,,,A,A,,A,,A,03892244,,A,,A,,A,,A,399,D,HHP,1,1,15,5,D,20191
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,180,D,D,1,,A,D,,A,,A,03892254,1,D,,A,,A,,A,540,D,HHP,5,1,7,,A,20191
0,,A,,A,,A,2,D,2,D,,A,,A,2,1,,1,D,D,A,D,02,9,D,D,,,A,A,,A,,A,03892254,,A,,A,,A,,A,59,D,HHP,1,1,8,1,D,20191
0,,A,,A,,A,2,D,2,D,,A,,A,3,1,,1,D,D,A,D,02,5,D,D,,,A,A,,A,,A,03892254,,A,,A,,A,,A,33,D,HHP,1,1,9,4,D,20191
0,2,D,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,60,D,D,1,,A,D,,A,,A,03892304,1,D,,A,,A,,A,360,D,HHP,5,1,11,,A,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,17,D,D,1,,A,D,,A,,A,03892344,,A,,A,,A,,A,111,D,HHP,5,1,12,1,D,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,6,D,D,1,,A,D,,A,,A,03892344,,A,,A,,A,,A,39,D,HHP,5,1,13,4,D,20191
0,2,D,,A,,A,2,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03892344,2,D,,A,,A,,A,,A,HHP,5,1,14,,A,20191
0,2,D,1,D,,A,2,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,390,D,D,1,,A,D,,A,,A,03892354,1,D,2,D,,A,,A,1170,D,HHP,5,1,7,,A,20191
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,65,D,D,1,,A,D,2,D,,A,03892364,2,D,,A,,A,,A,195,D,HHP,5,1,14,,A,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,20,D,D,1,,A,D,,A,,A,03892384,,A,,A,,A,,A,130,D,HHP,5,1,6,1,D,20191
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,270,D,D,1,,A,D,,A,,A,03892384,1,D,,A,,A,,A,1755,D,HHP,5,1,7,,A,20191
0,2,D,2,D,,A,4,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,,D,A,1,,A,D,,A,,A,03892414,1,D,,A,,A,,A,,A,HHP,5,1,7,,A,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,12,D,D,1,,A,D,,A,,A,03892424,,A,,A,,A,,A,78,D,HHP,5,1,4,1,D,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,15,D,D,1,,A,D,,A,,A,03892424,,A,,A,,A,,A,98,D,HHP,5,1,5,4,D,20191
0,1,D,1,D,1,D,2,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,181,D,D,1,,A,D,,A,,A,03892424,1,D,,A,,A,,A,1177,D,HHP,5,1,6,,A,20191
0,2,D,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,325,D,D,1,,A,D,,A,,A,03892454,1,D,,A,,A,,A,975,D,HHP,5,1,2,,A,20191
0,,A,1,D,,A,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,32,D,D,1,,A,D,,A,,A,03892454,,A,,A,,A,,A,96,D,HHP,5,1,3,1,D,20191
0,,A,,C,,A,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,04,,D,A,1,,A,D,,A,,A,03892564,,A,,A,,A,,A,,A,HHP,5,1,9,5,D,20191
0,2,D,1,D,1,D,4,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,1246,D,D,1,,A,D,2,D,,A,03892564,2,D,,A,,A,,A,3738,D,HHP,5,1,10,,A,20191
0,2,D,,A,1,D,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,1,D,D,,A,,A,03892604,1,D,1,D,2,D,1,D,,A,HHP,5,1,6,,A,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,78,D,D,1,,A,D,,A,,A,03892624,,A,,A,,A,,A,234,D,HHP,5,1,7,1,D,20191
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,559,D,D,1,,A,D,,A,1,D,03892624,1,D,,A,,A,,A,1677,D,HHP,5,1,8,,A,20191
0,2,D,1,D,,A,2,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,238,D,D,1,,A,D,,A,1,D,03892624,1,D,,A,,A,,A,714,D,HHP,5,1,9,,A,20191
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,25,D,D,1,,A,D,2,D,,A,03892674,2,D,,A,,A,,A,325,D,HHP,5,1,10,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,15,D,D,1,,A,D,,A,,A,03892814,,A,,A,,A,,A,195,D,HHP,5,1,4,1,D,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,01,8,D,D,1,,A,D,,A,,A,03892814,,A,,A,,A,,A,104,D,HHP,5,1,5,4,D,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,01,135,D,D,1,,A,D,,A,,A,03892814,1,D,,A,,A,,A,1755,D,HHP,5,1,6,,A,20191
0,2,D,,A,1,D,2,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,2,D,D,,A,,A,03892824,1,D,1,D,3,D,1,D,,A,HHP,5,1,4,,A,20191
0,,A,1,D,,A,3,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,50,D,D,1,,A,D,,A,,A,03892834,,A,,A,,A,,A,150,D,HHP,5,1,21,5,D,20191
0,2,D,,A,1,D,3,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03892834,2,D,,A,,A,,A,,A,HHP,5,1,22,,A,20191
0,,A,,A,,A,3,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,03892834,,A,,A,,A,,A,,A,HHP,1,1,23,1,D,20191
0,,A,,A,,A,3,D,2,D,,A,,A,4,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,03892834,,A,,A,,A,,A,,A,HHP,1,1,24,4,D,20191
0,1,D,1,D,,A,4,D,1,D,,A,1,D,1,1,,1,D,D,A,D,02,1,D,D,1,,A,D,,A,,A,03892844,1,D,2,D,,A,,A,7,D,HHP,5,1,36,,A,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,104,D,D,1,,A,D,2,D,,A,03892854,2,D,2,D,,A,,A,312,D,HHP,5,1,4,,A,20191
0,2,D,,A,1,D,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03892894,1,D,,A,,A,,A,,A,HHP,5,1,2,,A,20191
0,2,D,,A,,A,2,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03892894,1,D,,A,,A,,A,,A,HHP,5,1,3,,A,20191
0,,A,1,D,,A,2,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,300,D,D,1,,A,D,,A,,A,03892934,,A,,A,,A,,A,900,D,HHP,5,1,5,2,D,20191
0,2,D,,A,,A,1,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03892934,1,D,,A,,A,,A,,A,HHP,5,1,7,,A,20191
0,2,D,1,D,,A,1,D,3,D,,A,1,D,1,1,,1,D,D,A,D,04,550,D,D,1,,A,D,2,D,,A,03892994,2,D,1,D,,C,2,D,1650,D,HHP,5,1,7,,A,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,45,D,D,1,,A,D,,A,,A,03893014,1,D,,A,,A,,A,293,D,HHP,5,1,2,,A,20191
0,2,D,,A,1,D,1,D,2,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,,,A,A,2,D,,A,03893034,2,D,,A,,A,,A,,A,HHP,1,1,3,,A,20191
0,,A,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,24,D,D,1,,A,D,,A,,A,03893054,,A,,A,,A,,A,72,D,HHP,5,1,15,1,D,20191
0,2,D,1,D,,A,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,300,D,D,1,,A,D,,A,,A,03893054,1,D,,A,,A,,A,900,D,HHP,5,1,16,,A,20191
0,2,D,1,D,1,D,4,D,1,D,,A,1,D,2,1,,1,D,D,A,D,04,,D,C,1,,A,D,,A,,A,03893074,1,D,2,D,,A,,A,600,F,HHP,5,1,6,,A,20191
0,2,D,2,D,,A,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,04,,D,A,1,,A,D,,A,,A,03893084,1,D,,A,,A,,A,,A,HHP,5,1,5,,A,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,115,D,D,1,,A,D,,A,,A,03893084,1,D,,A,,A,,A,345,D,HHP,5,1,6,,A,20191
0,2,D,1,D,,A,5,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,3500,D,D,1,,A,D,1,D,,A,03893114,2,D,,A,,A,,A,10500,D,HHP,5,1,8,,A,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,140,D,D,1,,A,D,2,D,,A,03893184,2,D,,A,,A,,A,420,D,HHP,5,1,6,,A,20191
0,2,D,1,D,,A,5,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,180,D,D,1,,A,D,,A,,A,03893214,1,D,,A,,A,,A,1170,D,HHP,5,1,9,,A,20191
0,,A,,A,,A,3,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,03893234,,A,,A,,A,,A,,A,HHP,5,1,10,1,D,20191
0,1,D,1,D,1,D,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,150,D,D,1,,A,D,2,D,,A,03893234,2,D,,A,,A,,A,900,D,HHP,5,1,11,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,06,235,D,D,1,,A,D,,A,,A,03893284,,A,,A,,A,,A,235,D,HHP,5,1,13,2,D,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,2,,1,D,D,A,D,06,235,D,D,1,,A,D,,A,,A,03893284,,A,,A,,A,,A,235,D,HHP,5,1,14,2,D,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,3,2,,1,D,D,A,D,04,39,D,D,1,,A,D,2,D,,A,03893284,2,D,2,D,,A,,A,117,D,HHP,5,1,15,,A,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,4,2,,1,D,D,A,D,04,39,D,D,1,,A,D,2,D,,A,03893284,2,D,2,D,,A,,A,117,D,HHP,5,1,16,,A,20191
0,,A,1,D,,A,2,D,3,D,,A,1,D,1,2,,1,D,D,A,D,04,126,D,D,1,,A,D,,A,,A,03893314,,A,,A,,A,,A,378,D,HHP,5,1,3,1,D,20191
0,2,D,1,D,1,D,2,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,122,D,D,1,,A,D,2,D,,A,03893314,2,D,2,D,,A,,A,366,D,HHP,5,1,4,,A,20191
0,2,D,,A,1,D,1,D,1,D,,A,,A,3,2,,1,D,D,A,D,01,170,D,D,,,A,A,2,D,,A,03893314,2,D,2,D,,A,,A,2210,D,HHP,1,1,5,,A,20191
0,,A,1,D,,A,2,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,64,D,D,1,,A,D,,A,,A,03893334,,A,,A,,A,,A,192,D,HHP,5,1,7,1,D,20191
0,2,D,,A,,A,1,D,3,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,03893344,1,D,2,D,,A,,A,,A,HHP,5,1,2,,A,20191
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,1200,D,D,1,,A,D,2,D,,A,03893364,2,D,,A,,A,,A,3600,D,HHP,5,1,4,,A,20191
0,,A,1,D,,A,5,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,25,D,D,1,,A,D,,A,,A,03893394,,A,,A,,A,,A,163,D,HHP,5,1,7,1,D,20191
0,2,D,1,D,,A,6,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,80,D,D,1,,A,D,1,D,,A,03893394,1,D,,A,,A,,A,520,D,HHP,5,1,9,,A,20191
0,2,D,1,D,,A,1,D,1,D,,A,1,D,1,1,,1,D,D,A,D,04,149,D,D,1,1,D,D,,A,,A,03893424,1,D,1,D,3,D,1,D,447,D,HHP,5,1,12,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,01,15,D,D,1,,A,D,,A,,A,03893504,,A,,A,,A,,A,195,D,HHP,5,1,13,1,D,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,2,,1,D,D,A,D,01,50,D,D,1,,A,D,2,D,,A,03893504,2,D,,A,,A,,A,650,D,HHP,5,1,14,,A,20191
0,2,D,1,D,1,D,2,D,1,D,,A,1,D,1,2,,1,D,D,A,D,03,40,D,D,1,1,D,D,,A,,A,03893564,1,D,1,D,3,D,1,D,240,D,HHP,5,1,9,,A,20191
0,1,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,70,D,D,1,,A,D,,A,,A,03893574,1,D,,A,,A,,A,210,D,HHP,5,1,6,,A,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,5,D,D,1,,A,D,,A,,A,03893594,,A,,A,,A,,A,65,D,HHP,5,1,6,1,D,20191
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,01,1,D,D,1,,A,D,,A,,A,03893594,,A,,A,,A,,A,13,D,HHP,5,1,7,4,D,20191
0,,A,1,D,,A,1,D,2,D,,T,,A,3,1,,1,D,D,A,D,10,,D,A,1,,A,D,,A,,A,03893594,,A,,A,,A,,A,1,D,HHP,5,1,8,3,D,20191
0,2,D,1,D,,A,1,D,2,D,,A,1,D,4,1,,1,D,D,A,D,01,20,D,D,1,,A,D,2,D,,A,03893594,2,D,,A,,A,,A,260,D,HHP,5,1,9,,A,20191
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,34,D,D,1,,A,D,,A,,A,03893604,,A,,A,,A,,A,102,D,HHP,5,1,4,1,D,20191
0,,A,1,D,,A,2,D,2,D,,A,2,D,2,1,,1,D,D,A,D,04,13,D,D,1,,A,D,,A,,A,03893604,,A,,A,,A,,A,39,D,HHP,5,1,5,4,D,20191
