QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,APPRPB9_
20223,04901394,6,0,1,190,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04901574,10,0,1,190,D,05,D,645,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04901574,11,0,1,200,D,13,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04901874,9,0,1,190,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04901964,4,0,1,190,D,13,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902004,4,0,1,190,D,06,D,153,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902154,5,0,1,190,D,05,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902214,3,0,1,190,D,04,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902214,4,0,1,190,D,06,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902254,7,0,1,190,D,05,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902464,4,0,1,110,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902764,5,0,1,110,D,05,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902904,6,0,1,190,D,06,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902904,7,0,1,110,D,06,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902944,6,0,1,190,D,13,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903224,5,0,1,190,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903404,3,0,1,200,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903904,8,0,1,190,D,13,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903904,9,0,1,190,D,05,D,179,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903904,10,0,1,190,D,05,D,530,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904054,2,0,1,190,D,13,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904174,4,0,1,190,D,04,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904424,8,0,1,200,D,06,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904424,9,0,1,190,D,06,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904464,11,0,1,200,D,04,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904714,9,0,1,130,D,05,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904754,4,0,1,190,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904774,3,0,1,190,D,13,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905104,3,0,1,190,D,06,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905144,11,0,2,110,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905244,4,0,1,190,D,13,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905244,5,0,1,130,D,13,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905264,4,0,1,190,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905264,5,0,1,170,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905374,3,0,1,200,D,13,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905814,6,0,1,110,D,13,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04906374,13,0,1,190,D,13,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04906454,5,0,1,190,D,04,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04906784,4,0,1,190,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04906864,8,0,1,130,D,05,D,284,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04907284,4,0,1,220,D,05,D,232,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04907554,9,0,1,190,D,07,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04907924,12,0,1,200,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908334,4,0,1,110,D,13,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908494,8,0,1,190,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908804,4,0,1,190,D,07,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908914,5,0,1,190,D,13,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908974,10,0,1,190,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909114,5,0,1,190,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909264,4,0,1,190,D,13,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909464,16,0,1,190,D,05,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909794,6,0,1,190,D,07,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909964,11,0,1,130,D,05,D,414,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909964,12,0,1,200,D,13,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909964,13,0,2,110,D,05,D,316,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04910314,7,0,1,190,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04910594,9,0,1,190,D,05,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04910594,10,0,1,190,D,07,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04910694,9,0,1,190,D,07,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04911504,11,0,1,190,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04911674,8,0,1,200,D,07,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04912324,10,0,1,190,D,05,D,137,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04912964,5,0,1,130,D,07,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04912964,6,0,1,190,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04912994,3,0,1,190,D,07,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04913074,4,0,1,200,D,07,D,191,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04913574,7,0,1,190,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04913704,9,0,1,220,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04913754,3,0,1,220,D,13,D,137,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04913864,3,0,1,110,D,07,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04913904,5,0,1,110,D,07,D,428,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914354,4,0,1,190,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914734,5,0,1,200,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914774,9,0,2,210,D,05,D,,H,,A,100,D,,A,,A,,A,,A,,A,,A,,A
20223,04914774,9,1,2,190,D,05,D,67,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914774,9,2,2,200,D,05,D,83,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915234,6,0,1,190,D,05,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915234,7,0,1,190,D,07,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915304,4,0,1,110,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915614,4,0,1,200,D,06,D,347,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915814,4,0,1,190,D,07,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915834,3,0,1,190,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915994,19,0,1,110,D,05,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915994,20,0,1,110,D,05,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916344,11,0,1,210,D,13,D,,H,210,D,190,D,,A,,A,,A,,A,,A,,A,,A
20223,04916344,11,1,1,190,D,13,D,32,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916344,11,2,1,200,D,13,D,49,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916464,2,0,1,100,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916554,7,0,1,200,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916564,2,0,2,190,D,05,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916594,8,0,1,190,D,06,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916614,2,0,1,190,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916734,4,0,1,200,D,06,D,186,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916784,6,0,1,190,D,07,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916864,9,0,1,130,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916864,10,0,1,190,D,06,D,84,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916864,11,0,2,190,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916974,7,0,1,190,D,13,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916994,3,0,1,200,D,13,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917144,6,0,1,190,D,13,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917234,4,0,1,200,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917354,13,0,1,200,D,13,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917734,11,0,1,200,D,07,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917774,6,0,1,200,D,06,D,383,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918344,3,0,1,200,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918824,12,0,1,190,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918924,4,0,1,190,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918974,3,0,1,130,D,08,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918974,4,0,2,130,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918974,5,0,2,200,D,06,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919404,21,0,1,190,D,06,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919464,10,0,1,190,D,07,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919524,10,0,1,190,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919524,11,0,1,130,D,13,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919524,12,0,1,170,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919694,2,0,2,190,D,06,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919814,11,0,2,220,D,06,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919994,5,0,1,130,D,13,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920664,9,0,1,190,D,13,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920664,10,0,1,140,D,07,D,3320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920884,18,0,1,100,D,06,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920884,19,0,1,110,D,06,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920884,20,0,1,110,D,08,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920884,21,0,2,190,D,06,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920934,3,0,1,190,D,08,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921104,4,0,1,150,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921544,13,0,1,190,D,07,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921544,14,0,1,190,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921644,16,0,1,220,D,13,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921644,17,0,1,200,D,13,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921674,7,0,1,110,D,07,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921924,5,0,1,190,D,06,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922244,2,0,2,190,D,06,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922494,3,0,1,220,D,06,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922554,4,0,1,200,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922664,5,0,1,130,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922704,5,0,1,200,D,08,D,317,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922744,4,0,1,190,D,06,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922744,5,0,2,190,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922784,5,0,1,190,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923154,2,0,2,200,D,06,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923194,11,0,1,190,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923424,11,0,1,200,D,07,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924134,7,0,1,200,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924184,5,0,1,190,D,13,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924444,9,0,1,190,D,08,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924644,5,0,1,190,D,07,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924714,2,0,1,200,D,08,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925134,6,0,1,190,D,13,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925134,7,0,1,200,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925194,7,0,2,150,D,06,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925394,2,0,1,200,D,07,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925394,3,0,2,200,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925714,11,0,1,190,D,13,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925734,6,0,1,110,D,08,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925734,7,0,1,130,D,06,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926174,3,0,1,190,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926174,12,0,5,115,D,04,D,,H,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926174,12,1,5,100,D,04,D,32,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926174,12,2,5,110,D,04,D,24,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926354,5,0,1,110,D,06,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926954,5,0,1,190,D,06,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927494,40,0,5,115,D,04,D,,H,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927494,40,1,5,100,D,04,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927494,40,2,5,110,D,04,D,28,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927554,4,0,1,200,D,06,D,159,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927664,6,0,1,110,D,08,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927664,7,0,1,220,D,07,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927994,3,0,1,220,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928034,9,0,2,200,D,06,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928044,8,0,1,110,D,07,D,575,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928044,9,0,1,130,D,07,D,455,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928204,3,0,1,220,D,08,D,324,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928344,10,0,1,220,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928744,6,0,1,190,D,08,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928974,6,0,1,110,D,13,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929254,2,0,1,190,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929304,7,0,1,190,D,13,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929544,4,0,1,190,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929694,6,0,1,190,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930514,3,0,1,190,D,07,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930793,4,0,1,190,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930923,7,0,1,190,D,06,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930923,8,0,1,190,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930923,9,0,2,190,D,04,D,364,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930933,3,0,1,130,D,04,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931033,5,0,1,190,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931253,4,0,1,120,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931293,8,0,1,200,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931473,11,0,1,190,D,13,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931563,11,0,1,190,D,06,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931803,3,0,1,110,D,13,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932053,5,0,1,130,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932223,2,0,1,190,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932253,2,0,1,200,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932363,5,0,1,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932413,5,0,1,120,D,13,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932464,5,0,1,140,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932963,8,0,2,190,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933053,8,0,2,130,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933123,8,0,1,190,D,06,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933123,9,0,1,110,D,13,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933303,9,0,1,110,D,05,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933303,10,0,1,130,D,05,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933303,11,0,1,130,D,06,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933323,2,0,1,190,D,13,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933323,3,0,1,200,D,13,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933323,4,0,2,190,D,04,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933693,6,0,1,200,D,05,D,173,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933813,3,0,1,190,D,04,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933913,4,0,1,190,D,04,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934363,5,0,1,190,D,13,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934543,3,0,1,130,D,05,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934543,4,0,1,190,D,04,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934543,5,0,1,190,D,06,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934573,4,0,1,190,D,06,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934733,2,0,1,130,D,06,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934733,3,0,1,130,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934743,11,0,1,190,D,06,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934823,4,0,1,190,D,13,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04935143,4,0,1,190,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04935213,5,0,1,200,D,04,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04935473,3,0,1,200,D,06,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04935683,3,0,1,220,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936243,5,0,1,190,D,04,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936313,5,0,1,200,D,05,D,169,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936413,3,0,1,190,D,04,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936563,3,0,1,190,D,04,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936563,4,0,1,190,D,05,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936563,5,0,1,190,D,06,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936653,5,0,1,110,D,06,D,173,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936723,6,0,1,190,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936793,3,0,1,190,D,13,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936933,12,0,1,190,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936933,13,0,1,190,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936963,9,0,1,170,D,06,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937033,8,0,1,190,D,06,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937163,5,0,1,170,D,04,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937343,4,0,2,190,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937443,2,0,1,110,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937633,7,0,1,150,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937673,5,0,1,190,D,06,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937673,6,0,1,190,D,04,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937673,7,0,2,200,D,04,D,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937733,6,0,1,150,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04937743,4,0,1,200,D,06,D,248,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938043,4,0,1,190,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938203,9,0,1,190,D,05,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938393,5,0,1,130,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938613,3,0,1,200,D,13,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938823,2,0,1,190,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938873,7,0,1,200,D,13,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939283,6,0,1,190,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939293,9,0,2,200,D,04,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939503,3,0,1,190,D,05,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939623,2,0,2,190,D,04,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939843,10,0,1,140,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939923,8,0,1,190,D,06,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939983,4,0,1,190,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939983,5,0,1,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04940113,5,0,1,190,D,06,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04940143,2,0,1,190,D,13,D,127,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04940233,20,0,1,190,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04940233,21,0,1,190,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04940303,10,0,1,190,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
