QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX
20222,04915023,2,0,1,150,D,13,D,900,D
20222,04915023,3,0,1,180,D,13,D,2000,D
20222,04915033,4,0,2,170,D,02,D,100,D
20222,04915103,2,0,1,160,D,13,D,200,D
20222,04915113,2,0,1,160,D,13,D,6,D
20222,04915233,2,0,1,170,D,04,D,25,D
20222,04915243,5,0,1,160,D,13,D,20,D
20222,04915373,5,0,1,170,D,04,D,200,D
20222,04915433,3,0,1,170,D,03,D,50,D
20222,04915453,5,0,2,170,D,02,D,60,D
20222,04915473,2,0,1,150,D,13,D,160,D
20222,04915613,2,0,1,150,D,13,D,125,D
20222,04915773,2,0,1,150,D,13,D,50,D
20222,04915813,3,0,1,160,D,04,D,25,D
20222,04915993,2,0,1,170,D,02,D,50,D
20222,04915993,3,0,1,170,D,03,D,150,D
20222,04915993,4,0,1,160,D,02,D,460,D
20222,04915993,5,0,1,160,D,03,D,370,D
20222,04915993,6,0,1,160,D,04,D,395,D
20222,04916023,3,0,1,100,D,03,D,250,D
20222,04916113,3,0,2,170,D,02,D,500,D
20222,04916243,3,0,1,160,D,03,D,100,D
20222,04916243,4,0,1,150,D,13,D,200,D
20222,04916263,3,0,1,160,D,02,D,200,D
20222,04916263,4,0,1,160,D,03,D,200,D
20222,04916263,5,0,1,160,D,04,D,75,D
20222,04916343,2,0,1,170,D,13,D,20,D
20222,04916343,3,0,1,150,D,03,D,200,D
20222,04916343,4,0,1,150,D,04,D,1000,D
20222,04916363,3,0,1,170,D,04,D,10,D
20222,04916363,4,0,1,160,D,04,D,100,D
20222,04916423,2,0,1,150,D,13,D,50,D
20222,04916443,3,0,1,170,D,13,D,200,D
20222,04916443,4,0,1,160,D,04,D,100,D
20222,04916443,5,0,1,160,D,04,D,120,D
20222,04916453,5,0,1,120,D,13,D,947,F
20222,04916453,6,0,1,150,D,13,D,254,F
20222,04916453,7,0,2,170,D,02,D,700,D
20222,04916473,7,0,1,170,D,03,D,250,D
20222,04916483,6,0,1,170,D,04,D,16000,D
20222,04916483,7,0,1,170,D,02,D,5000,D
20222,04916593,4,0,1,150,D,13,D,1200,D
20222,04916603,2,0,1,160,D,13,D,1235,D
20222,04916623,3,0,1,170,D,04,D,50,D
20222,04916733,3,0,1,170,D,03,D,482,D
20222,04916733,4,0,1,160,D,03,D,4500,D
20222,04916753,3,0,1,120,D,13,D,4000,D
20222,04916753,4,0,1,150,D,13,D,8,D
20222,04916923,4,0,1,170,D,13,D,40,D
20222,04916923,5,0,1,160,D,02,D,100,D
20222,04917033,4,0,1,170,D,04,D,140,D
20222,04917033,5,0,1,170,D,03,D,45,D
20222,04917033,6,0,1,150,D,13,D,20,D
20222,04917033,7,0,2,170,D,02,D,1000,D
20222,04917133,2,0,1,150,D,02,D,40,D
20222,04917143,2,0,1,170,D,03,D,50,D
20222,04917173,3,0,1,140,D,03,D,400,D
20222,04917233,2,0,1,150,D,03,D,125,D
20222,04917233,3,0,1,160,D,02,D,35,D
20222,04917233,4,0,1,160,D,04,D,25,D
20222,04917263,3,0,1,150,D,13,D,40,D
20222,04917353,4,0,1,170,D,03,D,2000,D
20222,04917413,4,0,1,160,D,04,D,500,D
20222,04917433,6,0,1,150,D,13,D,40,D
20222,04917463,2,0,1,100,D,13,D,100,D
20222,04917463,3,0,1,150,D,13,D,1000,D
20222,04917463,4,0,1,160,D,13,D,400,D
20222,04917513,5,0,1,150,D,13,D,40,D
20222,04917533,2,0,1,160,D,13,D,20,D
20222,04917633,2,0,1,150,D,13,D,710,D
20222,04917633,3,0,1,160,D,04,D,25,D
20222,04917733,2,0,1,170,D,04,D,300,D
20222,04917733,3,0,1,160,D,13,D,75,D
20222,04917773,2,0,1,160,D,13,D,25,D
20222,04917773,3,0,1,160,D,13,D,25,D
20222,04917773,4,0,1,160,D,13,D,15,D
20222,04917773,5,0,1,160,D,13,D,370,D
20222,04917913,2,0,1,170,D,13,D,350,D
20222,04917913,3,0,1,160,D,13,D,175,D
20222,04917923,11,0,1,170,D,13,D,200,D
20222,04917923,12,0,1,130,D,13,D,300,D
20222,04917923,13,0,1,160,D,04,D,5000,D
20222,04917923,14,0,1,160,D,02,D,1000,D
20222,04917923,15,0,1,160,D,04,D,63000,D
20222,04917943,3,0,1,150,D,13,D,10,D
20222,04917983,2,0,1,160,D,13,D,5,D
20222,04917993,3,0,1,160,D,13,D,125,D
20222,04918033,3,0,1,150,D,03,D,250,D
20222,04918043,3,0,1,170,D,03,D,300,D
20222,04918053,6,0,1,160,D,04,D,50,D
20222,04918103,5,0,1,150,D,13,D,183,D
20222,04918163,4,0,1,170,D,04,D,2000,D
20222,04918163,5,0,1,160,D,13,D,223,F
20222,04918163,6,0,1,180,D,13,D,10749,F
20222,04918343,2,0,1,160,D,13,D,600,D
20222,04918523,6,0,1,150,D,13,D,144,F
20222,04918593,2,0,1,140,D,02,D,75,D
20222,04918593,3,0,1,150,D,02,D,185,D
20222,04918663,2,0,1,170,D,13,D,4000,D
20222,04918663,3,0,1,160,D,13,D,20,D
20222,04918883,3,0,1,170,D,05,D,50,D
20222,04918903,8,0,1,170,D,03,D,200,D
20222,04918903,9,0,1,170,D,03,D,3000,D
20222,04918903,10,0,1,150,D,13,D,1500,D
20222,04918903,11,0,1,140,D,05,D,1000,D
20222,04918923,2,0,1,150,D,13,D,238,F
20222,04918953,6,0,1,170,D,13,D,640,D
20222,04918953,7,0,1,170,D,03,D,10000,D
20222,04918953,8,0,1,170,D,04,D,10000,D
20222,04918953,9,0,1,170,D,05,D,5000,D
20222,04918953,10,0,1,150,D,13,D,216,D
20222,04918953,11,0,1,150,D,13,D,42,D
20222,04918973,2,0,2,160,D,03,D,25,D
20222,04919003,4,0,1,170,D,05,D,100,D
20222,04919153,5,0,1,170,D,05,D,100,D
20222,04919153,6,0,1,170,D,04,D,100,D
20222,04919153,7,0,1,150,D,13,D,2000,D
20222,04919193,4,0,1,160,D,13,D,25,D
20222,04919403,7,0,1,160,D,04,D,26,D
20222,04919403,8,0,1,160,D,05,D,200,D
20222,04919423,2,0,1,150,D,13,D,600,D
20222,04919423,3,0,1,150,D,13,D,100,D
20222,04919493,9,0,1,170,D,04,D,125,D
20222,04919523,2,0,1,140,D,13,D,100,D
20222,04919613,6,0,1,170,D,04,D,100,D
20222,04919773,2,0,1,160,D,13,D,5,D
20222,04919883,4,0,1,160,D,13,D,350,D
20222,04919903,6,0,1,150,D,13,D,50,D
20222,04919903,7,0,1,160,D,13,D,20,D
20222,04919973,4,0,1,170,D,03,D,250,D
20222,04919973,5,0,1,160,D,05,D,30,D
20222,04919973,6,0,1,160,D,04,D,35,D
20222,04919973,7,0,1,160,D,03,D,30,D
20222,04919993,3,0,1,150,D,13,D,100,D
20222,04919993,4,0,1,160,D,13,D,10,D
20222,04920003,2,0,1,170,D,05,D,200,D
20222,04920003,3,0,1,150,D,13,D,1000,D
20222,04920013,2,0,1,150,D,13,D,40,D
20222,04920053,2,0,1,150,D,13,D,40,D
20222,04920173,2,0,1,110,D,13,D,750,D
20222,04920213,2,0,1,160,D,04,D,20,D
20222,04920213,3,0,1,150,D,04,D,40,D
20222,04920363,3,0,1,150,D,13,D,240,D
20222,04920403,4,0,1,150,D,13,D,100,D
20222,04920593,3,0,1,100,D,05,D,40,D
20222,04920593,4,0,1,150,D,13,D,40,D
20222,04920643,2,0,1,150,D,13,D,1500,D
20222,04920663,4,0,2,160,D,03,D,4324,D
20222,04920713,5,0,1,160,D,05,D,100,D
20222,04920753,3,0,1,170,D,05,D,2,D
20222,04920833,4,0,1,170,D,05,D,100,D
20222,04920833,5,0,1,160,D,03,D,50,D
20222,04920833,6,0,1,160,D,03,D,50,D
20222,04920833,7,0,1,160,D,03,D,30,D
20222,04920833,8,0,2,160,D,03,D,25,D
20222,04920883,11,0,1,150,D,13,D,240,D
20222,04920933,4,0,1,160,D,13,D,50,D
20222,04921033,5,0,1,160,D,05,D,30,D
20222,04921033,6,0,1,150,D,13,D,40,D
20222,04921073,2,0,1,150,D,13,D,300,D
20222,04921103,4,0,1,150,D,13,D,180,D
20222,04921133,3,0,1,150,D,13,D,40,D
20222,04921183,3,0,1,150,D,13,D,400,D
20222,04921313,2,0,1,150,D,13,D,100,D
20222,04921353,3,0,1,170,D,05,D,15,D
20222,04921353,4,0,1,170,D,05,D,100,D
20222,04921353,5,0,1,150,D,04,D,40,D
20222,04921353,6,0,1,150,D,03,D,40,D
20222,04921353,7,0,2,150,D,03,D,40,D
20222,04921363,3,0,1,130,D,04,D,150,D
20222,04921423,4,0,1,110,D,13,D,375,D
20222,04921463,3,0,1,100,D,04,D,200,D
20222,04921463,4,0,1,100,D,05,D,200,D
20222,04921463,5,0,1,100,D,04,D,100,D
20222,04921463,6,0,1,170,D,05,D,1500,D
20222,04921463,7,0,1,170,D,04,D,280,D
20222,04921463,8,0,1,160,D,13,D,20,D
20222,04921473,4,0,1,170,D,04,D,50,D
20222,04921473,5,0,1,170,D,03,D,51,D
20222,04921473,6,0,1,160,D,03,D,51,D
20222,04921473,7,0,1,160,D,04,D,10,D
20222,04921473,8,0,1,160,D,05,D,25,D
20222,04921473,9,0,2,160,D,03,D,10,D
20222,04921543,5,0,1,170,D,05,D,900,D
20222,04921543,6,0,1,150,D,13,D,3000,D
20222,04921553,4,0,1,170,D,05,D,70,D
20222,04921553,5,0,1,150,D,13,D,10,D
20222,04921563,2,0,1,100,D,13,D,200,D
20222,04921563,3,0,1,150,D,13,D,40,D
20222,04921613,3,0,1,110,D,13,D,170,D
20222,04921643,6,0,1,170,D,04,D,750,D
20222,04921643,7,0,1,140,D,13,D,250,D
20222,04921643,8,0,1,130,D,04,D,1200,D
20222,04921643,9,0,1,160,D,13,D,200,D
20222,04921673,2,0,1,150,D,13,D,235,D
20222,04921673,3,0,1,150,D,13,D,125,D
20222,04921673,4,0,1,150,D,13,D,30,D
20222,04921673,5,0,1,150,D,13,D,45,D
20222,04921673,6,0,1,160,D,13,D,30,D
20222,04921823,4,0,1,150,D,13,D,40,D
20222,04921843,2,0,1,160,D,13,D,40,D
20222,04921863,8,0,1,160,D,13,D,200,D
20222,04921863,9,0,1,140,D,13,D,200,D
20222,04921923,2,0,1,160,D,13,D,20,D
20222,04921953,2,0,1,150,D,13,D,500,D
20222,04921983,4,0,1,170,D,05,D,200,D
20222,04922003,2,0,1,110,D,13,D,400,D
20222,04922013,2,0,1,160,D,13,D,40,D
20222,04922053,5,0,1,170,D,05,D,600,D
20222,04922253,2,0,1,140,D,04,D,300,D
20222,04922263,2,0,1,170,D,04,D,35,D
20222,04922293,7,0,1,160,D,13,D,12,D
20222,04922333,3,0,1,170,D,03,D,1000000,D
20222,04922333,4,0,1,150,D,13,D,800,D
20222,04922333,5,0,1,160,D,03,D,50,D
20222,04922333,6,0,1,160,D,03,D,1000,D
20222,04922333,7,0,1,160,D,05,D,500,D
20222,04922333,8,0,1,160,D,03,D,2500,D
20222,04922333,9,0,1,160,D,05,D,1500,D
20222,04922353,2,0,1,150,D,13,D,20,D
20222,04922523,4,0,1,170,D,05,D,200,D
20222,04922523,5,0,2,160,D,03,D,200,D
20222,04922583,3,0,1,160,D,13,D,12,D
20222,04922613,5,0,1,140,D,05,D,28,D
20222,04922613,6,0,1,140,D,04,D,13,D
20222,04922613,7,0,1,140,D,03,D,13,D
20222,04922703,3,0,1,150,D,13,D,712,D
20222,04922743,2,0,1,150,D,13,D,100,D
20222,04922743,3,0,2,150,D,03,D,500,D
20222,04922913,4,0,1,170,D,05,D,500,D
20222,04922913,5,0,1,170,D,13,D,15,D
20222,04922913,6,0,1,150,D,04,D,100,D
20222,04923003,4,0,1,170,D,05,D,75,D
20222,04923013,2,0,1,150,D,13,D,254,F
20222,04923073,6,0,1,170,D,03,D,50,D
20222,04923193,2,0,1,160,D,03,D,80,D
20222,04923193,3,0,1,130,D,04,D,40,D
20222,04923293,5,0,2,170,D,03,D,500,D
20222,04923373,2,0,2,150,D,03,D,300,D
20222,04923373,3,0,2,160,D,03,D,300,D
20222,04923413,4,0,1,170,D,05,D,200,D
20222,04923413,5,0,1,150,D,13,D,80,D
20222,04923413,6,0,1,160,D,05,D,85,D
20222,04923423,3,0,1,150,D,03,D,110,D
20222,04923423,4,0,1,150,D,04,D,250,D
20222,04923423,5,0,1,150,D,05,D,130,D
20222,04923443,4,0,1,150,D,03,D,20,D
20222,04923443,5,0,1,150,D,04,D,20,D
20222,04923443,6,0,1,150,D,05,D,20,D
20222,04923533,4,0,1,170,D,04,D,150,D
20222,04923533,5,0,1,170,D,05,D,80,D
20222,04923533,6,0,1,150,D,13,D,254,F
20222,04923553,2,0,1,150,D,13,D,1000,D
20222,04923703,2,0,1,150,D,13,D,160,D
20222,04923713,3,0,1,170,D,05,D,300,D
20222,04923723,5,0,1,170,D,05,D,300,D
20222,04923723,6,0,1,150,D,13,D,80,D
20222,04924033,2,0,1,160,D,13,D,300,D
20222,04924073,4,0,1,150,D,13,D,500,D
20222,04924093,2,0,1,100,D,05,D,500,D
20222,04924133,4,0,1,180,D,05,D,500,D
20222,04924403,3,0,1,170,D,03,D,1430,D
20222,04924403,4,0,1,170,D,04,D,1340,D
20222,04924403,5,0,1,170,D,05,D,1179,D
20222,04924403,6,0,1,150,D,03,D,380,D
20222,04924403,7,0,1,150,D,04,D,680,D
20222,04924403,8,0,1,150,D,05,D,420,D
20222,04924403,9,0,2,170,D,03,D,130,D
20222,04924403,10,0,2,150,D,03,D,200,D
20222,04924443,8,0,1,130,D,03,D,10,D
20222,04924453,4,0,1,150,D,13,D,200,D
20222,04924453,5,0,1,150,D,05,D,75,D
20222,04924533,6,0,1,150,D,13,D,30,D
20222,04924543,2,0,1,150,D,03,D,100,D
20222,04924543,3,0,1,150,D,04,D,100,D
20222,04924543,4,0,1,150,D,05,D,125,D
20222,04924543,5,0,2,150,D,03,D,275,D
20222,04924543,6,0,2,160,D,03,D,30,D
20222,04924573,4,0,1,160,D,13,D,15,D
20222,04924613,5,0,1,170,D,04,D,20,D
20222,04924643,2,0,1,160,D,13,D,5,D
20222,04924643,3,0,1,160,D,13,D,15,D
20222,04924643,4,0,1,160,D,13,D,5,D
20222,04924693,8,0,1,150,D,13,D,75,D
20222,04924723,2,0,1,150,D,05,D,10,D
20222,04924963,2,0,1,160,D,04,D,20,D
20222,04925133,6,0,2,170,D,03,D,450,D
20222,04925253,4,0,1,170,D,04,D,100,D
20222,04925263,2,0,1,170,D,05,D,225,D
20222,04925263,3,0,1,160,D,04,D,50,D
20222,04925313,3,0,1,150,D,13,D,900,D
20222,04925373,2,0,1,150,D,13,D,100,D
20222,04925473,2,0,1,160,D,13,D,50,D
20222,04925563,3,0,1,150,D,05,D,80,D
20222,04925713,3,0,1,170,D,13,D,500,D
20222,04925713,4,0,1,140,D,13,D,50,D
20222,04925713,5,0,1,150,D,13,D,350,D
20222,04925713,6,0,1,160,D,13,D,250,D
20222,04925723,3,0,1,170,D,05,D,50,D
20222,04925723,4,0,2,170,D,03,D,50,D
20222,04925733,3,0,1,150,D,13,D,100,D
20222,04925803,2,0,1,160,D,03,D,200,D
20222,04925863,4,0,1,150,D,13,D,25,D
20222,04925923,3,0,1,170,D,05,D,200,D
20222,04925963,3,0,1,150,D,13,D,100,D
20222,04925993,2,0,1,160,D,05,D,50,D
20222,04925993,3,0,1,150,D,13,D,220,D
20222,04925993,4,0,1,150,D,13,D,30,D
20222,04925993,5,0,1,160,D,13,D,23,D
20222,04925993,6,0,1,160,D,13,D,3,D
20222,04926033,2,0,1,150,D,04,D,20,D
20222,04926173,2,0,1,150,D,13,D,40,D
20222,04926193,2,0,1,160,D,13,D,3500,D
20222,04926203,17,0,1,150,D,04,D,1000,D
20222,04926243,3,0,2,170,D,03,D,75,D
20222,04926253,3,0,1,160,D,13,D,350,D
20222,04926263,3,0,1,170,D,04,D,500,D
20222,04926263,4,0,1,160,D,03,D,500,D
20222,04926353,3,0,1,170,D,05,D,150,D
20222,04926383,3,0,1,150,D,13,D,200,D
20222,04926403,2,0,1,150,D,03,D,15,D
20222,04926403,3,0,1,150,D,04,D,15,D
20222,04926403,4,0,1,150,D,05,D,15,D
20222,04926413,2,0,1,160,D,03,D,50,D
20222,04926413,3,0,1,160,D,03,D,50,D
20222,04926413,4,0,1,160,D,03,D,50,D
20222,04926413,5,0,1,150,D,04,D,200,D
20222,04926413,6,0,1,150,D,05,D,100,D
20222,04926423,3,0,1,160,D,05,D,20,D
20222,04926523,3,0,1,170,D,05,D,25,D
20222,04926663,3,0,1,160,D,05,D,10,D
20222,04926663,4,0,2,170,D,03,D,10,D
20222,04926683,3,0,1,170,D,13,D,100,D
20222,04926683,4,0,1,150,D,13,D,50,D
20222,04926733,2,0,1,110,D,13,D,80,D
20222,04926953,4,0,1,140,D,05,D,10,D
20222,04926973,7,0,1,150,D,13,D,200,D
20222,04926973,8,0,1,150,D,13,D,25,D
20222,04926973,9,0,1,160,D,13,D,25,D
20222,04926983,5,0,1,170,D,05,D,250,D
20222,04926983,6,0,1,170,D,04,D,250,D
20222,04926983,7,0,1,170,D,03,D,150,D
20222,04926983,8,0,1,130,D,03,D,50,D
20222,04926983,9,0,1,150,D,03,D,300,D
20222,04926983,10,0,1,150,D,04,D,300,D
20222,04926983,11,0,2,150,D,03,D,50,D
20222,04927183,5,0,1,150,D,13,D,40,D
20222,04927233,2,0,1,160,D,13,D,25,D
20222,04927233,3,0,1,150,D,13,D,20,D
20222,04927253,3,0,1,150,D,13,D,560,D
20222,04927323,3,0,1,100,D,05,D,2400,D
20222,04927323,4,0,1,140,D,13,D,5,D
20222,04927323,5,0,1,140,D,05,D,25,D
20222,04927323,6,0,1,160,D,13,D,20,D
20222,04927323,7,0,2,160,D,03,D,50,D
20222,04927333,3,0,1,160,D,13,D,15,D
20222,04927343,2,0,1,170,D,05,D,200,D
20222,04927433,3,0,1,150,D,03,D,500,D
20222,04927453,2,0,1,170,D,04,D,200,D
20222,04927453,3,0,1,140,D,03,D,75,D
20222,04927453,4,0,1,140,D,04,D,75,D
20222,04927663,3,0,2,170,D,03,D,5,D
20222,04927703,2,0,1,150,D,13,D,330,D
20222,04927773,4,0,1,170,D,05,D,100,D
20222,04927773,5,0,1,170,D,05,D,60,D
20222,04927873,3,0,1,160,D,05,D,80,D
20222,04927913,4,0,1,160,D,13,D,100,D
20222,04927933,5,0,1,150,D,13,D,95,D
20222,04928033,2,0,1,150,D,13,D,540,D
20222,04928033,3,0,1,150,D,03,D,2000,D
20222,04928043,4,0,1,150,D,13,D,100,D
20222,04928043,5,0,1,160,D,05,D,50,D
20222,04928063,3,0,1,170,D,04,D,10000,D
20222,04928063,4,0,1,160,D,13,D,20,D
20222,04928193,4,0,1,160,D,04,D,50,D
20222,04928383,5,0,1,150,D,13,D,200,D
20222,04928393,2,0,1,150,D,13,D,394,F
20222,04928453,7,0,1,100,D,13,D,100,D
20222,04928453,8,0,1,170,D,13,D,50,D
20222,04928513,2,0,1,150,D,13,D,50,D
20222,04928513,3,0,1,150,D,13,D,250,D
20222,04928513,4,0,1,160,D,13,D,50,D
20222,04928533,2,0,2,170,D,03,D,900,D
20222,04928603,4,0,1,170,D,05,D,75,D
20222,04928683,2,0,1,150,D,13,D,200,D
20222,04928683,3,0,1,160,D,13,D,100,D
20222,04928813,4,0,1,150,D,13,D,300,D
20222,04928813,5,0,2,170,D,03,D,5,D
20222,04928833,9,0,1,150,D,04,D,777,D
20222,04928833,10,0,1,150,D,05,D,317,D
20222,04928833,11,0,2,150,D,03,D,2684,D
20222,04928853,2,0,1,160,D,13,D,15,D
20222,04928893,2,0,2,100,D,03,D,500,D
20222,04928973,2,0,1,150,D,05,D,30,D
20222,04929003,8,0,1,170,D,05,D,35,D
20222,04929013,3,0,1,150,D,13,D,260,D
20222,04929123,7,0,1,160,D,13,D,140,D
20222,04929123,8,0,1,160,D,13,D,30,D
20222,04929123,9,0,1,140,D,13,D,287,D
20222,04929223,2,0,1,170,D,04,D,120,D
20222,04929303,2,0,1,150,D,13,D,1350,D
20222,04929623,2,0,1,160,D,03,D,121,D
20222,04929673,6,0,1,170,D,05,D,700,D
20222,04929673,7,0,1,130,D,05,D,100,D
20222,04929673,8,0,1,150,D,13,D,150,D
20222,04929673,9,0,1,160,D,13,D,75,D
20222,04929683,2,0,1,160,D,13,D,200,D
20222,04929693,2,0,1,160,D,05,D,5000,D
20222,04930013,3,0,1,170,D,13,D,100,D
20222,04930043,3,0,1,170,D,05,D,50,D
20222,04930063,2,0,1,150,D,13,D,50,D
20222,04930073,4,0,1,160,D,04,D,120,D
20222,04930073,5,0,1,160,D,05,D,25,D
20222,04930133,4,0,1,170,D,05,D,150,D
20222,04930223,4,0,1,150,D,03,D,810,D
20222,04930223,5,0,1,150,D,04,D,1400,D
20222,04930223,6,0,1,150,D,05,D,555,D
20222,04930273,4,0,1,150,D,13,D,100,D
20222,04930513,4,0,1,170,D,05,D,992,D
20222,04930513,5,0,1,160,D,05,D,5,D
20222,04930532,5,0,1,170,D,01,D,100,D
20222,04930622,3,0,1,160,D,02,D,1000,D
20222,04930742,2,0,1,150,D,13,D,20,D
20222,04930792,2,0,1,160,D,03,D,100,D
20222,04930902,4,0,1,170,D,02,D,20,D
20222,04930902,5,0,1,150,D,13,D,300,D
20222,04930902,6,0,1,150,D,13,D,1000,D
20222,04930922,2,0,1,150,D,13,D,500,D
20222,04931102,2,0,1,170,D,13,D,200,D
20222,04931112,3,0,1,140,D,03,D,10,D
20222,04931112,4,0,1,160,D,02,D,10,D
20222,04931132,2,0,1,130,D,03,D,50,D
20222,04931272,7,0,1,170,D,13,D,130,D
20222,04931272,8,0,1,150,D,13,D,430,D
20222,04931362,2,0,1,150,D,13,D,5,D
20222,04931412,2,0,1,150,D,13,D,250,D
20222,04931462,2,0,1,150,D,13,D,100,D
20222,04931462,3,0,1,150,D,03,D,300,D
20222,04931472,2,0,1,150,D,13,D,650,D
20222,04931532,2,0,1,170,D,03,D,500,D
20222,04931532,3,0,1,170,D,02,D,1000,D
20222,04931562,8,0,1,150,D,13,D,135,D
20222,04931562,9,0,1,160,D,13,D,83,D
20222,04931712,4,0,1,170,D,13,D,100,D
20222,04931712,5,0,1,160,D,03,D,1000,D
20222,04931712,6,0,1,150,D,13,D,325,D
20222,04931902,5,0,1,160,D,01,D,25,D
20222,04931972,4,0,1,150,D,13,D,55,D
20222,04932052,5,0,1,160,D,02,D,300,D
20222,04932092,3,0,1,160,D,13,D,20,D
20222,04932122,3,0,1,100,D,03,D,50,D
20222,04932122,4,0,1,150,D,13,D,700,D
20222,04932162,4,0,1,170,D,03,D,700,D
20222,04932162,5,0,1,160,D,13,D,20,D
20222,04932222,2,0,1,150,D,13,D,100,D
20222,04932352,3,0,1,150,D,13,D,600,D
20222,04932362,3,0,1,170,D,02,D,25,D
20222,04932362,4,0,1,170,D,03,D,25,D
20222,04932362,5,0,1,150,D,03,D,25,D
20222,04932362,6,0,1,160,D,03,D,125,D
20222,04932442,2,0,1,150,D,13,D,200,D
20222,04932463,5,0,1,160,D,13,D,10,D
20222,04932502,3,0,1,160,D,13,D,10,D
20222,04932512,8,0,1,170,D,13,D,5,D
20222,04932512,9,0,1,160,D,01,D,150,D
20222,04932602,2,0,1,100,D,02,D,500,D
20222,04932692,2,0,1,160,D,01,D,240,D
20222,04932702,3,0,1,170,D,02,D,25,D
20222,04932892,2,0,1,150,D,13,D,700,D
20222,04932892,3,0,1,160,D,13,D,75,D
20222,04932932,2,0,1,150,D,13,D,220,D
20222,04932932,3,0,1,160,D,02,D,50,D
20222,04932962,2,0,1,150,D,13,D,80,D
20222,04933012,2,0,1,160,D,13,D,250,D
20222,04933112,5,0,1,150,D,13,D,750,D
20222,04933112,6,0,1,160,D,13,D,10,D
20222,04933112,7,0,1,130,D,13,D,15,D
20222,04933122,2,0,2,150,D,01,D,350,D
20222,04933122,3,0,2,160,D,01,D,1195,D
20222,04933222,3,0,1,150,D,13,D,10,D
20222,04933242,4,0,1,150,D,01,D,75,D
20222,04933242,5,0,1,150,D,01,D,25,D
20222,04933242,6,0,1,150,D,01,D,25,D
20222,04933242,7,0,1,150,D,02,D,25,D
20222,04933242,8,0,1,150,D,02,D,200,D
20222,04933242,9,0,1,150,D,02,D,25,D
20222,04933242,10,0,1,150,D,03,D,25,D
20222,04933242,11,0,1,150,D,03,D,25,D
20222,04933242,12,0,1,150,D,03,D,50,D
20222,04933332,3,0,1,170,D,02,D,30,D
20222,04933372,3,0,1,170,D,13,D,300,D
20222,04933402,2,0,1,160,D,13,D,6,D
20222,04933412,2,0,1,150,D,13,D,50,D
20222,04933452,9,0,1,170,D,13,D,40,D
20222,04933462,3,0,1,150,D,13,D,1143,D
20222,04933472,7,0,1,160,D,13,D,100,D
20222,04933522,2,0,1,170,D,13,D,400,D
20222,04933602,2,0,1,170,D,01,D,500,D
20222,04933602,3,0,1,170,D,02,D,300,D
20222,04933602,4,0,1,150,D,13,D,900,D
20222,04933602,5,0,1,150,D,13,D,50,D
20222,04933892,6,0,1,170,D,13,D,400,D
20222,04933892,7,0,1,170,D,13,D,100,D
20222,04933912,2,0,1,170,D,02,D,50,D
20222,04933972,2,0,1,150,D,13,D,700,D
20222,04934132,2,0,1,130,D,01,D,100,D
20222,04934142,2,0,1,150,D,13,D,100,D
20222,04934142,3,0,2,150,D,01,D,100,D
20222,04934282,2,0,1,160,D,02,D,75,D
20222,04934322,2,0,1,170,D,01,D,900,D
20222,04934352,3,0,1,150,D,13,D,400,D
20222,04934362,4,0,1,150,D,01,D,1000,D
20222,04934362,5,0,1,160,D,13,D,20,D
20222,04934582,2,0,1,170,D,01,D,20,D
20222,04934582,3,0,1,170,D,02,D,25,D
20222,04934582,4,0,1,170,D,03,D,25,D
20222,04934582,5,0,1,170,D,01,D,20,D
20222,04934582,6,0,1,150,D,13,D,100,D
20222,04934632,2,0,1,170,D,01,D,50,D
20222,04934632,3,0,1,170,D,02,D,25,D
20222,04934632,4,0,1,170,D,03,D,100,D
20222,04934632,5,0,1,150,D,13,D,10,D
20222,04934892,2,0,1,150,D,13,D,600,D
20222,04935012,5,0,1,170,D,02,D,70,D
20222,04935012,6,0,1,170,D,03,D,300,D
20222,04935012,7,0,1,150,D,13,D,300,D
20222,04935012,8,0,1,160,D,13,D,39,D
20222,04935022,5,0,1,150,D,01,D,6000,D
20222,04935022,6,0,1,150,D,02,D,125,D
20222,04935022,7,0,1,150,D,03,D,25,D
20222,04935022,8,0,1,160,D,13,D,88,D
20222,04935022,9,0,1,160,D,02,D,500,D
20222,04935032,4,0,1,150,D,03,D,227,D
20222,04935032,5,0,1,150,D,02,D,57,D
20222,04935032,6,0,1,150,D,01,D,89,D
20222,04935032,7,0,2,150,D,01,D,150,D
20222,04935032,8,0,2,160,D,01,D,10,D
20222,04935042,2,0,1,170,D,02,D,600,D
20222,04935142,6,0,1,170,D,03,D,24,D
20222,04935184,3,0,1,160,D,13,D,20,D
20222,04935212,2,0,1,160,D,03,D,50,D
20222,04935394,2,0,1,170,D,02,D,400,D
20222,04935394,3,0,1,150,D,13,D,100,D
20222,04935432,2,0,1,150,D,13,D,400,D
20222,04935472,2,0,1,150,D,13,D,116,D
20222,04935592,3,0,1,150,D,13,D,50,D
20222,04935632,4,0,1,110,D,13,D,1200,D
20222,04935632,5,0,1,150,D,03,D,200,D
20222,04935872,2,0,1,110,D,13,D,99,D
20222,04935922,2,0,1,160,D,13,D,5,D
20222,04935962,2,0,1,150,D,13,D,300,D
20222,04936012,9,0,1,110,D,13,D,950,D
20222,04936192,2,0,1,150,D,13,D,128,D
20222,04936402,2,0,2,170,D,01,D,50,D
