QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX
20224,05025423,2,0,1,100,D,13,D,2000,D
20224,05025423,3,0,1,150,D,13,D,476,D
20224,05025443,2,0,1,170,D,10,D,100,D
20224,05025453,2,0,1,150,D,13,D,180,D
20224,05025483,4,0,1,150,D,13,D,320,D
20224,05025543,4,0,1,100,D,09,D,25,D
20224,05025543,5,0,1,150,D,13,D,400,D
20224,05025543,6,0,2,100,D,08,D,100,D
20224,05025543,7,0,2,160,D,08,D,100,D
20224,05025603,2,0,1,150,D,13,D,100,D
20224,05025713,2,0,1,160,D,10,D,100,D
20224,05025753,2,0,1,170,D,10,D,100,D
20224,05025803,4,0,1,150,D,13,D,1500,D
20224,05025813,9,0,1,160,D,13,D,30,D
20224,05025893,4,0,1,100,D,09,D,1000,D
20224,05025953,2,0,1,100,D,13,D,40,D
20224,05026083,5,0,1,150,D,13,D,1100,D
20224,05026113,7,0,1,100,D,13,D,100,D
20224,05026123,2,0,1,150,D,13,D,400,D
20224,05026153,2,0,1,150,D,13,D,40,D
20224,05026283,2,0,1,160,D,10,D,15,D
20224,05026383,5,0,1,170,D,09,D,40,D
20224,05026433,3,0,1,160,D,10,D,50,D
20224,05026563,2,0,1,150,D,09,D,50,D
20224,05026633,2,0,1,150,D,13,D,40,D
20224,05026773,3,0,1,160,D,13,D,20,D
20224,05026813,2,0,1,170,D,09,D,50,D
20224,05026813,3,0,1,150,D,13,D,100,D
20224,05026893,8,0,1,130,D,09,D,5000,D
20224,05026893,9,0,1,160,D,13,D,100,D
20224,05026893,10,0,1,160,D,10,D,1500,D
20224,05027003,5,0,1,170,D,13,D,400,D
20224,05027003,6,0,1,160,D,13,D,20,D
20224,05027013,2,0,1,150,D,13,D,100,D
20224,05027193,3,0,1,170,D,10,D,300,D
20224,05027193,4,0,1,160,D,13,D,25,D
20224,05027213,2,0,1,150,D,13,D,100,D
20224,05027273,4,0,1,150,D,13,D,221,F
20224,05027283,12,0,1,160,D,13,D,5,D
20224,05027283,13,0,1,160,D,13,D,15,D
20224,05027283,14,0,1,130,D,10,D,20,D
20224,05027523,4,0,1,150,D,13,D,1200,D
20224,05027563,2,0,1,150,D,13,D,1000,D
20224,05027583,7,0,1,160,D,10,D,50,D
20224,05027653,3,0,1,170,D,10,D,80,D
20224,05027653,4,0,1,170,D,09,D,100,D
20224,05027653,5,0,1,170,D,13,D,16,D
20224,05027653,6,0,1,170,D,13,D,20,D
20224,05027653,7,0,1,170,D,13,D,25,D
20224,05027663,2,0,1,150,D,13,D,950,D
20224,05027763,2,0,1,150,D,13,D,25,D
20224,05027783,4,0,1,130,D,09,D,35,D
20224,05027783,5,0,1,130,D,10,D,28,D
20224,05027783,6,0,1,150,D,13,D,400,D
20224,05027783,7,0,1,160,D,09,D,38,D
20224,05027893,4,0,1,130,D,13,D,50,D
20224,05028033,2,0,1,150,D,13,D,221,F
20224,05028073,3,0,1,110,D,13,D,240,D
20224,05028303,5,0,1,160,D,13,D,500,D
20224,05028383,5,0,1,160,D,13,D,40,D
20224,05028513,4,0,1,150,D,13,D,275,D
20224,05028573,2,0,1,160,D,13,D,25,D
20224,05028633,5,0,1,150,D,10,D,100,D
20224,05028703,3,0,2,150,D,08,D,3500,D
20224,05028813,5,0,1,150,D,08,D,700,D
20224,05028813,6,0,1,150,D,09,D,700,D
20224,05028813,7,0,1,150,D,10,D,700,D
20224,05028923,2,0,1,150,D,10,D,240,D
20224,05028993,2,0,1,150,D,13,D,800,D
20224,05029083,3,0,1,170,D,10,D,500,D
20224,05029183,13,0,1,150,D,13,D,250,D
20224,05029183,14,0,2,170,D,08,D,25,D
20224,05029253,2,0,1,150,D,13,D,600,D
20224,05029303,2,0,1,170,D,08,D,50,D
20224,05029303,3,0,1,170,D,09,D,50,D
20224,05029303,4,0,1,160,D,13,D,200,D
20224,05029503,3,0,1,100,D,13,D,1200,D
20224,05029573,2,0,1,150,D,13,D,300,D
20224,05029593,3,0,1,120,D,13,D,650,D
20224,05029763,2,0,1,150,D,13,D,100,D
20224,05029763,3,0,1,160,D,13,D,60,D
20224,05029773,2,0,1,160,D,10,D,1454,D
20224,05029773,3,0,2,150,D,08,D,700,D
20224,05029843,8,0,1,170,D,10,D,100,D
20224,05029843,9,0,1,170,D,09,D,40,D
20224,05029843,10,0,1,170,D,09,D,600,D
20224,05029843,11,0,1,160,D,13,D,7,D
20224,05029893,2,0,1,170,D,08,D,200,D
20224,05030213,6,0,1,150,D,10,D,600,D
20224,05030213,7,0,2,150,D,08,D,310,D
20224,05030233,3,0,1,150,D,13,D,100,D
20224,05030323,13,0,1,150,D,13,D,25,D
20224,05030403,2,0,1,140,D,10,D,50,D
20224,05030423,3,0,1,100,D,09,D,2000,D
20224,05030613,6,0,1,140,D,13,D,50,D
20224,05030613,7,0,1,150,D,13,D,60,D
20224,05030613,8,0,1,160,D,13,D,75,D
20224,05030733,5,0,1,170,D,10,D,200,D
20224,05030733,6,0,1,160,D,08,D,75,D
20224,05030733,7,0,2,160,D,08,D,50,D
20224,05030753,4,0,1,100,D,13,D,1200,D
20224,05030753,5,0,1,150,D,13,D,4000,D
20224,05030753,6,0,2,130,D,08,D,1200,D
20224,05030773,3,0,1,150,D,13,D,160,D
20224,05030823,4,0,1,100,D,13,D,1000,D
20224,05030823,5,0,2,100,D,08,D,1000,D
20224,05030963,2,0,1,150,D,13,D,700,D
20224,05031143,3,0,1,150,D,13,D,200,D
20224,05031163,3,0,1,160,D,10,D,150,D
20224,05031273,3,0,1,150,D,13,D,150,D
20224,05031343,4,0,1,170,D,09,D,50,D
20224,05031343,5,0,1,170,D,10,D,20,D
20224,05031353,3,0,1,170,D,13,D,500,D
20224,05031353,4,0,1,160,D,13,D,5,D
20224,05031523,2,0,1,170,D,08,D,500,D
20224,05031593,2,0,1,160,D,13,D,80,D
20224,05031693,3,0,1,160,D,13,D,33,D
20224,05032133,6,0,1,170,D,09,D,800,D
20224,05032133,7,0,1,170,D,10,D,42,D
20224,05032133,8,0,1,140,D,08,D,25,D
20224,05032133,9,0,1,140,D,09,D,25,D
20224,05032133,10,0,1,140,D,10,D,50,D
20224,05032133,11,0,1,160,D,13,D,50,D
20224,05032183,3,0,2,170,D,08,D,400,D
20224,05032253,8,0,1,170,D,08,D,300,D
20224,05032253,9,0,1,170,D,10,D,300,D
20224,05032323,2,0,1,140,D,13,D,100,D
20224,05032403,4,0,1,160,D,08,D,120,D
20224,05032403,5,0,1,160,D,09,D,150,D
20224,05032403,6,0,1,160,D,10,D,130,D
20224,05032443,5,0,1,130,D,09,D,100,D
20224,05032503,3,0,1,160,D,08,D,200,D
20224,05032503,4,0,1,160,D,09,D,200,D
20224,05032503,5,0,1,160,D,10,D,200,D
20224,05032523,3,0,1,130,D,09,D,200,D
20224,05032693,4,0,1,150,D,13,D,20,D
20224,05032753,2,0,1,160,D,09,D,23,D
20224,05032763,2,0,2,160,D,08,D,40,D
20224,05032883,2,0,2,170,D,08,D,2000,D
20224,05032883,3,0,2,170,D,08,D,2000,D
20224,05032993,5,0,1,170,D,13,D,40,D
20224,05033103,4,0,1,170,D,13,D,50,D
20224,05033143,3,0,1,150,D,13,D,50,D
20224,05033203,3,0,1,150,D,13,D,40,D
20224,05033263,2,0,1,150,D,08,D,912,D
20224,05033263,3,0,1,150,D,09,D,1232,D
20224,05033263,4,0,1,150,D,10,D,1404,D
20224,05033273,3,0,1,150,D,13,D,80,D
20224,05033383,4,0,1,170,D,10,D,40,D
20224,05033433,3,0,1,150,D,13,D,70,D
20224,05033503,5,0,1,170,D,10,D,9000,D
20224,05033503,6,0,1,140,D,09,D,2300,D
20224,05033503,7,0,1,150,D,13,D,4400,D
20224,05033503,8,0,1,160,D,08,D,10400,D
20224,05033553,2,0,1,160,D,09,D,2000,D
20224,05033603,3,0,1,170,D,13,D,600,D
20224,05033603,4,0,1,160,D,08,D,50,D
20224,05033713,3,0,1,150,D,08,D,10,D
20224,05033783,5,0,1,110,D,13,D,400,D
20224,05033783,6,0,1,150,D,13,D,60,D
20224,05033823,2,0,1,160,D,08,D,50,D
20224,05033823,3,0,1,160,D,09,D,50,D
20224,05033823,4,0,1,160,D,10,D,50,D
20224,05033833,7,0,1,170,D,10,D,75,D
20224,05033843,2,0,1,100,D,10,D,1200,D
20224,05033913,2,0,1,160,D,13,D,400,D
20224,05033913,3,0,1,130,D,13,D,100,D
20224,05033973,2,0,1,150,D,13,D,300,D
20224,05033973,3,0,1,160,D,13,D,50,D
20224,05034023,2,0,1,140,D,10,D,10,D
20224,05034043,2,0,1,170,D,08,D,100,D
20224,05034043,3,0,1,150,D,13,D,80,D
20224,05034073,3,0,1,150,D,13,D,20,D
20224,05034133,4,0,1,170,D,13,D,120,D
20224,05034133,5,0,1,150,D,13,D,415,D
20224,05034153,2,0,1,160,D,13,D,200,D
20224,05034153,3,0,1,140,D,13,D,50,D
20224,05034203,3,0,2,100,D,08,D,150,D
20224,05034313,2,0,1,100,D,13,D,20,D
20224,05034313,3,0,1,150,D,13,D,180,D
20224,05034513,5,0,1,150,D,13,D,40,D
20224,05034513,6,0,2,130,D,09,D,10,D
20224,05034533,2,0,2,160,D,09,D,100,D
20224,05034723,5,0,1,150,D,13,D,40,D
20224,05034893,4,0,1,110,D,13,D,624,D
20224,05034923,7,0,1,160,D,13,D,10,D
20224,05034923,8,0,1,160,D,13,D,10,D
20224,05034933,3,0,1,140,D,13,D,98,F
20224,05035113,3,0,1,150,D,13,D,250,D
20224,05035163,7,0,1,150,D,09,D,950,D
20224,05035163,8,0,1,150,D,10,D,800,D
20224,05035163,9,0,1,150,D,11,D,500,D
20224,05035223,4,0,1,160,D,09,D,26,D
20224,05035223,5,0,1,160,D,09,D,100,D
20224,05035223,6,0,1,150,D,09,D,60,D
20224,05035223,7,0,1,160,D,10,D,50,D
20224,05035223,8,0,1,160,D,10,D,2000,D
20224,05035223,9,0,1,150,D,10,D,310,D
20224,05035223,10,0,1,150,D,11,D,2100,D
20224,05035223,11,0,1,160,D,11,D,1000,D
20224,05035243,2,0,1,150,D,13,D,400,D
20224,05035383,2,0,1,100,D,09,D,150,D
20224,05035383,3,0,1,100,D,10,D,150,D
20224,05035473,2,0,1,150,D,09,D,333,D
20224,05035473,3,0,1,150,D,10,D,333,D
20224,05035473,4,0,1,150,D,11,D,333,D
20224,05035673,3,0,1,160,D,13,D,300,D
20224,05035733,2,0,1,150,D,13,D,920,D
20224,05035753,2,0,1,170,D,11,D,300,D
20224,05035753,3,0,1,170,D,10,D,300,D
20224,05035753,4,0,1,150,D,11,D,325,D
20224,05035753,5,0,1,160,D,11,D,878,D
20224,05035793,2,0,1,150,D,13,D,470,D
20224,05036123,6,0,1,170,D,11,D,500,D
20224,05036183,6,0,1,170,D,10,D,1600,D
20224,05036203,2,0,1,150,D,13,D,400,D
20224,05036203,3,0,1,130,D,10,D,500,D
20224,05036293,2,0,1,150,D,13,D,50,D
20224,05036363,3,0,1,170,D,10,D,25,D
20224,05036363,4,0,1,160,D,09,D,200,D
20224,05036373,2,0,1,100,D,13,D,305,F
20224,05036623,4,0,1,160,D,11,D,150,D
20224,05036623,5,0,1,160,D,11,D,150,D
20224,05036623,6,0,1,160,D,11,D,150,D
20224,05036643,3,0,1,140,D,10,D,100,D
20224,05036713,3,0,1,130,D,11,D,40,D
20224,05036713,4,0,1,130,D,11,D,60,D
20224,05036713,5,0,1,160,D,11,D,30,D
20224,05036873,2,0,1,160,D,11,D,100,D
20224,05036873,3,0,1,160,D,11,D,50,D
20224,05037013,7,0,1,170,D,13,D,50,D
20224,05037013,8,0,1,160,D,13,D,93,D
20224,05037013,9,0,2,160,D,09,D,30,D
20224,05037073,3,0,1,170,D,13,D,250,D
20224,05037073,4,0,1,170,D,11,D,1000,D
20224,05037073,5,0,1,150,D,13,D,200,D
20224,05037073,6,0,1,160,D,13,D,400,D
20224,05037073,7,0,1,140,D,13,D,100,D
20224,05037163,3,0,1,150,D,13,D,100,D
20224,05037173,3,0,1,150,D,13,D,400,D
20224,05037173,4,0,1,160,D,11,D,2500,D
20224,05037243,4,0,2,160,D,09,D,100,D
20224,05037273,2,0,1,170,D,10,D,450,D
20224,05037473,2,0,1,150,D,11,D,30,D
20224,05037563,2,0,1,150,D,13,D,20,D
20224,05037563,3,0,1,160,D,13,D,30,D
20224,05037563,4,0,1,160,D,10,D,800,D
20224,05037573,2,0,1,170,D,09,D,50,D
20224,05037573,3,0,1,150,D,13,D,226,F
20224,05037663,6,0,1,170,D,13,D,400,D
20224,05037663,7,0,1,150,D,13,D,100,D
20224,05037693,3,0,1,150,D,13,D,10,D
20224,05037693,4,0,1,150,D,13,D,1322,D
20224,05037703,2,0,1,140,D,10,D,50,D
20224,05037703,3,0,2,160,D,09,D,100,D
20224,05037703,4,0,2,160,D,09,D,100,D
20224,05037703,5,0,2,160,D,09,D,100,D
20224,05037703,6,0,2,160,D,09,D,100,D
20224,05037703,7,0,2,160,D,09,D,100,D
20224,05037703,8,0,2,160,D,09,D,100,D
20224,05037703,9,0,2,160,D,09,D,100,D
20224,05037723,4,0,1,160,D,10,D,300,D
20224,05037753,4,0,1,170,D,13,D,1942,F
20224,05037753,5,0,1,150,D,13,D,200,D
20224,05037853,2,0,1,170,D,09,D,40,D
20224,05037853,3,0,1,170,D,10,D,100,D
20224,05037853,4,0,1,170,D,11,D,100,D
20224,05037973,2,0,1,130,D,10,D,35,D
20224,05038003,2,0,1,170,D,09,D,8,D
20224,05038003,3,0,1,170,D,10,D,8,D
20224,05038003,4,0,1,170,D,11,D,8,D
20224,05038003,5,0,1,160,D,11,D,40,D
20224,05038033,2,0,1,170,D,11,D,300,D
20224,05038033,3,0,1,160,D,10,D,200,D
20224,05038033,4,0,1,150,D,13,D,200,D
20224,05038033,5,0,1,130,D,09,D,50,D
20224,05038193,4,0,1,150,D,13,D,700,D
20224,05038303,2,0,1,150,D,13,D,100,D
20224,05038393,2,0,1,160,D,11,D,400,D
20224,05038573,2,0,1,150,D,09,D,40,D
20224,05038573,3,0,1,150,D,10,D,40,D
20224,05038573,4,0,1,150,D,11,D,40,D
20224,05038593,3,0,1,160,D,13,D,50,D
20224,05038603,2,0,1,170,D,11,D,20,D
20224,05038653,7,0,1,150,D,13,D,10,D
20224,05038763,8,0,1,170,D,09,D,900,D
20224,05038843,5,0,1,160,D,13,D,25,D
20224,05038883,2,0,1,170,D,10,D,3500,D
20224,05038883,3,0,1,170,D,11,D,2500,D
20224,05038943,4,0,1,160,D,11,D,220,D
20224,05038983,5,0,1,140,D,10,D,250,D
20224,05038983,6,0,1,160,D,11,D,100,D
20224,05039033,3,0,1,150,D,11,D,650,D
20224,05039033,4,0,1,160,D,13,D,100,D
20224,05039043,2,0,1,170,D,13,D,200,D
20224,05039043,3,0,1,150,D,13,D,50,D
20224,05039053,2,0,1,160,D,13,D,25,D
20224,05039163,2,0,1,160,D,11,D,150,D
20224,05039163,3,0,1,160,D,11,D,50,D
20224,05039513,3,0,1,150,D,13,D,375,D
20224,05039513,4,0,1,150,D,13,D,25,D
20224,05039513,5,0,1,150,D,13,D,25,D
20224,05039513,6,0,1,160,D,13,D,300,D
20224,05039553,3,0,1,130,D,11,D,200,D
20224,05039583,30,0,1,170,D,11,D,25,D
20224,05039683,2,0,1,100,D,13,D,600,D
20224,05039683,3,0,1,160,D,10,D,50,D
20224,05039753,3,0,1,160,D,13,D,230,D
20224,05039753,4,0,1,150,D,13,D,477,D
20224,05039893,6,0,1,170,D,09,D,200,D
20224,05039933,3,0,1,170,D,11,D,150,D
20224,05039933,4,0,1,170,D,11,D,100,D
20224,05039933,5,0,1,150,D,13,D,100,D
20224,05039943,3,0,1,170,D,10,D,150,D
20224,05039943,4,0,1,140,D,10,D,50,D
20224,05039943,5,0,1,160,D,13,D,50,D
20224,05039973,2,0,1,110,D,13,D,100,D
20224,05040033,2,0,1,160,D,09,D,300,D
20224,05040153,2,0,1,170,D,09,D,90,D
20224,05040153,3,0,1,150,D,13,D,40,D
20224,05040213,3,0,1,170,D,13,D,10,D
20224,05040223,3,0,1,170,D,09,D,50,D
20224,05040223,4,0,1,170,D,10,D,100,D
20224,05040223,5,0,1,160,D,13,D,20,D
20224,05040223,6,0,1,160,D,10,D,250,D
20224,05040223,7,0,1,160,D,10,D,200,D
20224,05040354,10,0,1,160,D,11,D,100,D
20224,05040413,3,0,1,150,D,13,D,640,D
20224,05040413,4,0,1,140,D,10,D,100,D
20224,05040504,3,0,1,150,D,13,D,440,D
20224,05040504,4,0,1,160,D,10,D,800,D
20224,05040523,4,0,1,150,D,10,D,3,D
20224,05040643,4,0,1,170,D,10,D,50,D
20224,05040643,5,0,1,170,D,11,D,50,D
20224,05040813,3,0,1,150,D,13,D,100,D
20224,05040913,2,0,1,160,D,13,D,232,D
20224,05041013,3,0,1,110,D,13,D,50,D
20224,05041013,4,0,1,160,D,13,D,100,D
20224,05041033,3,0,1,100,D,13,D,100,D
20224,05041033,4,0,1,150,D,13,D,500,D
20224,05041113,2,0,1,110,D,13,D,300,D
20224,05041213,3,0,1,170,D,13,D,50,D
20224,05041223,4,0,1,160,D,11,D,1000,D
20224,05041223,5,0,1,160,D,11,D,300,D
20224,05041253,3,0,1,150,D,13,D,20,D
20224,05041253,4,0,1,150,D,10,D,100,D
20224,05041403,3,0,1,140,D,13,D,300,D
20224,05041533,3,0,1,140,D,09,D,895,D
20224,05041533,4,0,1,140,D,13,D,35,D
20224,05041583,4,0,1,170,D,13,D,50,D
20224,05041583,5,0,1,150,D,13,D,250,D
20224,05041583,6,0,1,160,D,13,D,100,D
20224,05041663,2,0,1,170,D,13,D,100,D
20224,05041663,3,0,1,110,D,13,D,300,D
20224,05041823,3,0,1,170,D,13,D,400,D
20224,05041973,2,0,1,160,D,13,D,100,D
20224,05041973,3,0,1,160,D,13,D,20,D
20224,05042053,9,0,1,160,D,13,D,15,D
20224,05042063,4,0,1,170,D,10,D,500,D
20224,05042063,5,0,1,140,D,09,D,250,D
20224,05042084,5,0,1,170,D,13,D,170,D
20224,05042084,6,0,1,150,D,13,D,750,D
20224,05042084,7,0,1,160,D,13,D,250,D
20224,05042103,8,0,1,170,D,11,D,550,D
20224,05042103,9,0,1,150,D,13,D,1700,D
20224,05042183,3,0,1,160,D,13,D,160,D
20224,05042253,3,0,1,150,D,13,D,1000,D
20224,05042423,2,0,1,150,D,13,D,40,D
20224,05042423,3,0,1,160,D,13,D,40,D
20224,05042503,6,0,1,150,D,13,D,400,D
20224,05042563,2,0,1,170,D,09,D,50,D
20224,05042563,3,0,1,160,D,10,D,30,D
20224,05042693,3,0,1,160,D,13,D,36,D
20224,05042693,4,0,1,160,D,09,D,100,D
20224,05042783,3,0,1,170,D,10,D,40,D
20224,05042803,2,0,1,170,D,09,D,30,D
20224,05042803,3,0,1,170,D,10,D,30,D
20224,05042803,4,0,1,170,D,11,D,30,D
20224,05042803,5,0,1,150,D,09,D,400,D
20224,05042803,6,0,1,150,D,10,D,400,D
20224,05042803,7,0,1,150,D,11,D,400,D
20224,05042803,8,0,1,160,D,09,D,800,D
20224,05042803,9,0,1,160,D,10,D,800,D
20224,05042803,10,0,1,160,D,11,D,800,D
20224,05042903,3,0,1,160,D,10,D,77,D
20224,05042973,4,0,1,150,D,13,D,150,D
20224,05042973,5,0,1,140,D,09,D,200,D
20224,05042973,6,0,1,140,D,10,D,200,D
20224,05042983,3,0,1,150,D,13,D,20,D
20224,05043013,2,0,1,170,D,11,D,200,D
20224,05043073,5,0,1,140,D,10,D,50,D
20224,05043084,2,0,1,150,D,13,D,50,D
20224,05043163,3,0,1,170,D,10,D,1000,D
20224,05043163,4,0,1,160,D,13,D,80,D
20224,05043263,2,0,1,160,D,13,D,10,D
20224,05043263,3,0,1,160,D,13,D,10,D
20224,05043263,4,0,1,160,D,13,D,5,D
20224,05043313,4,0,1,170,D,13,D,200,D
20224,05043383,3,0,1,160,D,11,D,35,D
20224,05043413,4,0,1,170,D,10,D,150,D
20224,05043443,2,0,1,130,D,13,D,300,D
20224,05043443,3,0,1,130,D,13,D,300,D
20224,05043443,4,0,1,130,D,13,D,300,D
20224,05043623,2,0,1,150,D,13,D,100,D
20224,05043653,10,0,1,170,D,11,D,10,D
20224,05043653,11,0,1,150,D,13,D,20,D
20224,05043653,12,0,1,160,D,09,D,100,D
20224,05043663,5,0,1,130,D,09,D,200,D
20224,05043713,2,0,1,140,D,10,D,150,D
20224,05043713,3,0,1,140,D,11,D,75,D
20224,05043713,4,0,1,160,D,09,D,100,D
20224,05043713,5,0,1,160,D,10,D,50,D
20224,05043713,6,0,1,160,D,11,D,175,D
20224,05043833,4,0,1,160,D,13,D,25,D
20224,05043893,4,0,1,170,D,09,D,100,D
20224,05043903,2,0,1,150,D,13,D,430,D
20224,05043993,4,0,1,130,D,11,D,50,D
20224,05044343,2,0,1,160,D,13,D,25,D
20224,05044393,2,0,1,140,D,09,D,75,D
20224,05044393,3,0,1,150,D,09,D,200,D
20224,05044393,4,0,1,160,D,09,D,75,D
20224,05044553,3,0,1,170,D,10,D,300,D
20224,05044553,4,0,1,170,D,11,D,35,D
20224,05044683,4,0,1,110,D,13,D,300,D
20224,05044733,5,0,1,130,D,13,D,175,D
20224,05044733,6,0,1,160,D,13,D,200,D
20224,05044793,3,0,1,160,D,13,D,100,D
20224,05044813,2,0,1,150,D,13,D,15,D
20224,05044863,4,0,1,150,D,13,D,200,D
20224,05044943,2,0,1,150,D,13,D,150,D
20224,05044963,3,0,1,150,D,13,D,200,D
20224,05044973,2,0,1,160,D,09,D,75,D
20224,05044973,3,0,1,160,D,10,D,75,D
20224,05044973,4,0,1,160,D,11,D,75,D
20224,05044973,5,0,1,160,D,13,D,25,D
20224,05044973,6,0,1,150,D,13,D,375,D
20224,05045073,2,0,1,150,D,09,D,300,D
20224,05045073,3,0,1,150,D,10,D,300,D
20224,05045073,4,0,1,150,D,11,D,300,D
20224,05045093,3,0,1,170,D,10,D,5,D
20224,05045093,4,0,1,150,D,13,D,20,D
20224,05045103,2,0,1,140,D,10,D,500,D
20224,05045113,5,0,1,170,D,11,D,5,D
20224,05045123,4,0,1,170,D,10,D,100,D
20224,05045213,9,0,1,150,D,13,D,60,D
20224,05045423,5,0,1,170,D,13,D,111,D
20224,05045593,4,0,1,150,D,13,D,1800,D
20224,05045593,5,0,2,100,D,09,D,100,D
20224,05090602,3,0,1,150,D,07,D,600,D
20224,05090632,2,0,1,160,D,13,D,25,D
20224,05090632,3,0,2,170,D,07,D,20,D
20224,05090662,2,0,1,160,D,08,D,35,D
20224,05090762,4,0,1,170,D,13,D,20,D
20224,05090762,5,0,1,170,D,13,D,150,D
20224,05090762,6,0,1,170,D,13,D,150,D
20224,05090762,7,0,1,170,D,13,D,20,D
20224,05090762,8,0,1,150,D,13,D,150,D
20224,05090782,9,0,1,160,D,07,D,25,D
20224,05090782,10,0,1,160,D,08,D,25,D
20224,05090782,11,0,1,160,D,08,D,25,D
20224,05090782,12,0,1,150,D,13,D,25,D
20224,05090802,3,0,1,170,D,13,D,300,D
20224,05090822,3,0,1,150,D,13,D,400,D
20224,05090842,4,0,1,160,D,13,D,50,D
20224,05090842,5,0,1,150,D,13,D,200,D
20224,05090842,6,0,1,150,D,13,D,50,D
20224,05090842,7,0,1,150,D,13,D,50,D
20224,05090852,2,0,1,150,D,13,D,50,D
20224,05090902,10,0,1,170,D,09,D,25,D
20224,05090902,11,0,1,170,D,08,D,25,D
20224,05090902,12,0,1,150,D,07,D,20,D
20224,05090902,13,0,1,160,D,13,D,15,D
20224,05090912,2,0,1,130,D,09,D,1100,D
20224,05090912,3,0,1,150,D,13,D,420,D
20224,05091082,3,0,1,160,D,08,D,10,D
20224,05091212,3,0,1,150,D,13,D,95,D
20224,05091212,4,0,1,150,D,07,D,50,D
20224,05091212,5,0,1,150,D,08,D,15,D
20224,05091212,6,0,1,150,D,09,D,50,D
20224,05091322,2,0,1,150,D,13,D,150,D
20224,05091352,6,0,1,170,D,07,D,200,D
20224,05091352,7,0,1,150,D,13,D,90,D
20224,05091352,8,0,1,150,D,08,D,352,F
20224,05091352,9,0,1,160,D,13,D,20,D
20224,05091482,5,0,1,150,D,13,D,100,D
20224,05091532,2,0,1,100,D,13,D,500,D
20224,05091582,3,0,1,100,D,13,D,333,D
20224,05091652,2,0,1,150,D,13,D,185,F
20224,05091842,5,0,1,160,D,13,D,10,D
20224,05091882,12,0,1,110,D,13,D,1200,D
20224,05091882,13,0,1,150,D,13,D,400,D
20224,05091922,3,0,1,170,D,13,D,25,D
20224,05091962,4,0,1,100,D,09,D,140,D
20224,05091992,3,0,1,170,D,09,D,300,D
20224,05092004,5,0,1,150,D,13,D,500,D
20224,05092142,4,0,1,170,D,09,D,200,D
20224,05092142,5,0,1,150,D,09,D,450,D
20224,05092142,6,0,2,150,D,07,D,4500,D
20224,05092162,2,0,1,170,D,09,D,300,D
20224,05092172,4,0,1,150,D,13,D,60,D
20224,05092172,5,0,1,150,D,13,D,180,D
20224,05092192,3,0,1,150,D,07,D,100,D
20224,05092192,4,0,1,150,D,08,D,100,D
20224,05092192,5,0,1,150,D,09,D,100,D
20224,05092192,6,0,1,160,D,13,D,45,D
20224,05092232,2,0,1,160,D,07,D,39,D
20224,05092242,2,0,1,100,D,13,D,300,D
20224,05092272,2,0,1,170,D,09,D,2000,D
20224,05092282,7,0,1,170,D,08,D,500,D
20224,05092402,6,0,1,100,D,08,D,100,D
20224,05092402,7,0,1,100,D,09,D,100,D
20224,05092402,8,0,1,160,D,09,D,100,D
20224,05092422,2,0,1,160,D,09,D,5000,D
20224,05092432,2,0,1,130,D,07,D,100,D
20224,05092432,3,0,1,130,D,09,D,100,D
20224,05092432,4,0,1,130,D,08,D,100,D
20224,05092432,5,0,2,130,D,07,D,1200,D
20224,05092452,4,0,1,160,D,13,D,75,D
20224,05092482,3,0,1,170,D,13,D,400,D
20224,05092492,8,0,1,150,D,13,D,20,D
20224,05092732,2,0,1,160,D,09,D,2,D
20224,05092782,2,0,1,150,D,07,D,400,D
20224,05092962,5,0,1,160,D,13,D,26,D
20224,05093152,5,0,1,170,D,13,D,200,D
20224,05093152,6,0,1,150,D,13,D,600,D
20224,05093152,7,0,1,150,D,13,D,15,D
20224,05093152,8,0,1,160,D,13,D,330,D
20224,05093192,8,0,1,160,D,13,D,25,D
20224,05093192,9,0,1,160,D,08,D,65,D
20224,05093192,10,0,2,170,D,07,D,600,D
20224,05093202,10,0,1,170,D,08,D,50,D
20224,05093202,11,0,1,150,D,07,D,340,D
20224,05093202,12,0,1,150,D,08,D,340,D
20224,05093202,13,0,1,150,D,09,D,465,D
20224,05093282,3,0,1,170,D,08,D,1000,D
20224,05093302,4,0,1,100,D,09,D,50,D
20224,05093312,3,0,1,150,D,13,D,100,D
20224,05093312,4,0,1,160,D,09,D,20,D
20224,05093362,4,0,1,150,D,13,D,600,D
20224,05093372,2,0,1,170,D,09,D,200,D
20224,05093462,6,0,1,160,D,08,D,100,D
20224,05093662,2,0,1,150,D,09,D,25,D
20224,05093662,3,0,2,130,D,07,D,50,D
20224,05093672,2,0,1,160,D,08,D,30,D
20224,05093672,3,0,1,160,D,09,D,10,D
20224,05093702,3,0,1,160,D,13,D,25,D
20224,05093752,3,0,1,150,D,13,D,40,D
20224,05093802,2,0,1,110,D,13,D,1600,D
20224,05093902,3,0,1,150,D,13,D,950,D
20224,05093962,3,0,1,170,D,09,D,880,D
20224,05093962,4,0,1,170,D,08,D,200,D
20224,05093962,5,0,1,160,D,09,D,200,D
20224,05094102,3,0,1,100,D,13,D,400,D
20224,05094102,4,0,1,150,D,13,D,400,D
20224,05094102,5,0,1,140,D,09,D,300,D
