QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,EDUC_AY,EDUC_AY_,EDUCGFTC,EDUC_FTC,EDSCHL_A,EDSC_L_A,EDMONTHA,EDMO_THA,EDREIMBX,EDRE_MBX,JEDUCNET,JEDU_NET,EDUC_A1,EDUC_A1_,EDUC_A2,EDUC_A2_,EDUC_A3,EDUC_A3_,EDUC_A4,EDUC_A4_,EDUC_A5,EDUC_A5_,EDUC_A6,EDUC_A6_,EDUC_A7,EDUC_A7_,EDUC_A8,EDUC_A8_,EDUC_A9,EDUC_A9_
20223,04914404,6,0,2,200,D,2,D,,A,05,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914424,5,0,1,100,D,1,D,,A,13,D,,A,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914624,2,0,1,200,D,1,D,,A,06,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914624,3,0,1,200,D,1,D,,A,07,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914774,7,0,1,100,D,1,D,,A,07,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914774,8,0,1,200,D,1,D,,A,13,D,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914914,9,0,1,100,D,1,D,,A,13,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915024,6,0,1,360,D,1,D,2,D,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915154,3,0,1,100,D,1,D,,A,06,D,,A,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915314,7,0,1,355,D,1,D,4,D,07,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,8,0,1,100,D,1,D,,A,13,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,9,0,1,100,D,1,D,,A,06,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,10,0,1,100,D,1,D,,A,07,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,11,0,1,200,D,1,D,,A,06,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,12,0,1,200,D,1,D,,A,07,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,13,0,1,310,D,1,D,,A,05,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,14,0,1,320,D,1,D,,A,05,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,15,0,1,355,D,1,D,1,D,06,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915814,3,0,1,200,D,1,D,,A,13,D,,A,1245,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916114,3,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916114,4,0,1,300,D,1,D,2,D,06,D,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916594,6,0,1,100,D,1,D,,A,13,D,,A,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916594,7,0,1,200,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916664,7,0,1,300,D,1,D,1,D,13,D,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916784,3,0,1,300,D,2,D,1,D,07,D,,A,3988,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916784,4,0,1,310,D,2,D,,A,13,D,,A,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916784,5,0,1,380,D,2,D,,A,13,D,,A,,H,360,D,320,D,,A,,A,,A,,A,,A,,A,,A
20223,04916784,5,1,1,360,D,2,D,,A,13,D,,A,160,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916784,5,2,1,320,D,2,D,,A,13,D,,A,240,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916974,6,0,1,100,D,1,D,,A,13,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917264,5,0,1,300,D,1,D,1,D,13,D,,A,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917354,11,0,1,300,D,1,D,1,D,06,D,,A,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917354,12,0,1,300,D,1,D,6,D,07,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917514,6,0,1,345,D,1,D,,A,05,D,,A,250,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917944,9,0,2,100,D,1,D,,A,05,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917974,9,0,1,100,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918724,6,0,1,358,D,1,D,,A,08,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918824,11,0,1,355,D,1,D,6,D,08,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919084,3,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919154,11,0,1,300,D,2,D,1,D,08,D,,A,15000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919154,12,0,1,320,D,2,D,,A,08,D,,A,15000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919154,13,0,1,355,D,2,D,1,D,08,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919174,2,0,1,300,D,1,D,1,D,08,D,,A,6400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919174,3,0,1,310,D,1,D,,A,13,D,,A,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919174,4,0,1,355,D,1,D,1,D,08,D,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919194,5,0,1,358,D,1,D,,A,08,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919404,16,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919404,17,0,1,100,D,1,D,,A,07,D,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919404,18,0,1,100,D,1,D,,A,13,D,,A,1314,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919404,19,0,1,100,D,1,D,,A,06,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919404,20,0,1,100,D,1,D,,A,07,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919494,5,0,1,358,D,1,D,,A,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919524,9,0,1,100,D,1,D,,A,08,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919614,12,0,1,358,D,1,D,,A,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919614,13,0,1,360,D,1,D,2,D,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919794,4,0,1,355,D,1,D,1,D,08,D,,A,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919794,5,0,1,300,D,1,D,1,D,08,D,,A,3700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919814,10,0,1,100,D,1,D,,A,07,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919904,8,0,1,200,D,2,D,,A,07,D,,A,2649,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919904,9,0,1,200,D,2,D,,A,08,D,,A,2649,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919904,10,0,2,200,D,1,D,,A,06,D,,A,3358,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919974,15,0,1,100,D,1,D,,A,07,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919974,16,0,1,100,D,1,D,,A,07,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920004,7,0,1,360,D,1,D,2,D,08,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920114,2,0,1,358,D,1,D,,A,07,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920174,5,0,1,345,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920194,3,0,1,358,D,1,D,,A,07,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920404,3,0,1,360,D,1,D,2,D,08,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920454,2,0,1,358,D,1,D,,A,08,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920464,3,0,1,358,D,1,D,,A,07,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920684,6,0,1,100,D,1,D,,A,08,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920884,16,0,1,300,D,1,D,1,D,08,D,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920884,17,0,1,355,D,1,D,1,D,08,D,,A,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920904,3,0,1,360,D,1,D,6,D,07,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04920904,4,0,2,300,D,1,D,6,D,06,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921104,3,0,1,300,D,2,D,2,D,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921134,2,0,1,358,D,1,D,,A,08,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921404,6,0,1,345,D,1,D,,A,06,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921404,7,0,1,100,D,1,D,,A,07,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921404,8,0,1,100,D,1,D,,A,13,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921404,9,0,2,100,D,1,D,,A,06,D,,A,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921424,8,0,1,358,D,1,D,,A,06,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921544,12,0,1,300,D,1,D,1,D,08,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921554,8,0,1,100,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921554,9,0,1,360,D,1,D,2,D,08,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921864,5,0,1,300,D,1,D,1,D,08,D,,A,4478,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04921864,6,0,1,355,D,1,D,1,D,08,D,,A,244,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922004,4,0,1,100,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922054,4,0,1,380,D,2,D,1,D,08,D,,A,,H,310,D,320,D,358,D,300,D,,A,,A,,A,,A,,A
20223,04922054,4,1,1,310,D,2,D,1,D,08,D,,A,1954,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922054,4,2,1,320,D,2,D,1,D,08,D,,A,732,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922054,4,3,1,358,D,2,D,1,D,08,D,,A,244,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922054,4,4,1,300,D,2,D,1,D,08,D,,A,2914,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922064,6,0,1,100,D,1,D,,A,07,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922064,7,0,1,200,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922214,2,0,2,300,D,1,D,1,D,06,D,,A,3175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922524,7,0,1,300,D,2,D,1,D,08,D,,A,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922524,8,0,1,310,D,2,D,,A,08,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922524,9,0,1,360,D,2,D,1,D,08,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923194,9,0,1,300,D,1,D,3,D,13,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923194,10,0,2,100,D,1,D,,A,06,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923294,6,0,1,358,D,1,D,,A,08,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923374,7,0,1,358,D,1,D,,A,08,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923374,8,0,1,360,D,1,D,2,D,08,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923414,7,0,1,100,D,1,D,,A,08,D,,A,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923444,4,0,1,380,D,1,D,2,D,08,D,,A,,H,358,D,360,D,355,D,,A,,A,,A,,A,,A,,A
20223,04923444,4,1,1,358,D,1,D,2,D,08,D,,A,178,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923444,4,2,1,360,D,1,D,2,D,08,D,,A,622,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923444,4,3,1,355,D,1,D,2,D,08,D,,A,200,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923714,10,0,1,200,D,1,D,,A,13,D,,A,1517,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04923714,11,0,1,100,D,1,D,,A,13,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924034,5,0,1,380,D,1,D,1,D,08,D,,A,,H,300,D,310,D,320,D,360,D,,A,,A,,A,,A,,A
20223,04924034,5,1,1,300,D,1,D,1,D,08,D,,A,33512,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924034,5,2,1,310,D,1,D,1,D,08,D,,A,17874,U,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924034,5,3,1,320,D,1,D,1,D,08,D,,A,8420,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924034,5,4,1,360,D,1,D,1,D,08,D,,A,5615,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924034,6,0,1,360,D,1,D,1,D,08,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924034,7,0,1,360,D,1,D,1,D,08,D,,A,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924074,5,0,1,300,D,1,D,1,D,08,D,,A,1229,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924074,6,0,1,355,D,1,D,1,D,08,D,,A,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924124,3,0,1,100,D,1,D,,A,08,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924184,3,0,1,200,D,1,D,,A,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924184,4,0,1,358,D,1,D,,A,08,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924224,3,0,1,358,D,1,D,,A,08,D,,A,363,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924314,3,0,1,200,D,1,D,,A,13,D,,A,800,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924384,3,0,1,300,D,1,D,1,D,08,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924384,4,0,1,355,D,1,D,1,D,08,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924404,11,0,1,360,D,2,D,1,D,08,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924454,10,0,1,358,D,1,D,,A,08,D,,A,245,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924454,11,0,2,360,D,1,D,2,D,06,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924614,6,0,1,358,D,1,D,,A,08,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924664,3,0,1,200,D,1,D,,A,13,D,,A,1906,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924704,3,0,1,100,D,1,D,,A,13,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925244,4,0,1,100,D,1,D,,A,13,D,,A,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925244,5,0,1,100,D,1,D,,A,06,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925254,4,0,1,358,D,1,D,,A,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925644,3,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925644,4,0,1,358,D,1,D,,A,08,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925714,9,0,1,200,D,1,D,,A,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925714,10,0,1,358,D,1,D,,A,08,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925804,3,0,1,300,D,1,D,1,D,08,D,,A,24000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926054,4,0,1,300,D,1,D,1,D,08,D,,A,15000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926204,6,0,1,100,D,1,D,,A,13,D,,A,192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926324,2,0,1,358,D,1,D,,A,08,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926984,13,0,1,380,D,2,D,,A,08,D,,A,,H,360,D,358,D,,A,,A,,A,,A,,A,,A,,A
20223,04926984,13,1,1,360,D,2,D,,A,08,D,,A,120,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04926984,13,2,1,358,D,2,D,,A,08,D,,A,80,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927124,2,0,1,300,D,1,D,2,D,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927494,20,0,1,200,D,1,D,,A,06,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927494,21,0,1,200,D,1,D,,A,07,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927494,22,0,1,200,D,1,D,,A,08,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927564,4,0,1,355,D,1,D,5,D,07,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928034,8,0,1,100,D,1,D,,A,13,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928044,5,0,1,300,D,2,D,1,D,08,D,,A,7845,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928044,6,0,1,310,D,2,D,,A,06,D,,A,842,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928044,7,0,1,310,D,2,D,,A,08,D,,A,842,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928174,4,0,1,360,D,1,D,2,D,08,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928174,5,0,1,360,D,1,D,2,D,08,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928174,6,0,1,360,D,1,D,2,D,08,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928174,7,0,1,100,D,1,D,,A,07,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928174,8,0,1,100,D,1,D,,A,07,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928174,9,0,1,100,D,1,D,,A,07,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928314,2,0,1,355,D,1,D,1,D,08,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928344,4,0,1,358,D,1,D,,A,08,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928364,3,0,1,360,D,1,D,2,D,08,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928984,2,0,1,300,D,1,D,2,D,13,D,,A,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928984,3,0,1,200,D,1,D,,A,13,D,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929014,4,0,1,300,D,1,D,6,D,06,D,,A,970,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929014,5,0,1,300,D,1,D,1,D,08,D,,A,3818,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929014,6,0,1,355,D,1,D,5,D,08,D,,A,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929124,8,0,1,360,D,1,D,6,D,13,D,,A,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929174,3,0,1,358,D,1,D,,A,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,6,0,1,100,D,1,D,,A,06,D,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,7,0,1,100,D,1,D,,A,06,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,8,0,1,100,D,1,D,,A,08,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,9,0,1,100,D,1,D,,A,08,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,10,0,1,100,D,1,D,,A,07,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,11,0,1,355,D,1,D,2,D,08,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929224,12,0,1,358,D,1,D,,A,08,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929304,4,0,1,200,D,1,D,,A,13,D,,A,1388,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929304,5,0,1,358,D,1,D,,A,08,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929304,6,0,2,200,D,1,D,,A,06,D,,A,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929494,3,0,1,360,D,1,D,1,D,08,D,,A,186,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929684,3,0,1,100,D,1,D,,A,13,D,,A,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929724,4,0,1,100,D,1,D,,A,06,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929724,5,0,1,100,D,1,D,,A,07,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929724,6,0,1,358,D,1,D,,A,08,D,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929724,7,0,2,300,D,1,D,2,D,06,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929774,3,0,1,300,D,1,D,2,D,13,D,,A,3109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930134,3,0,1,358,D,1,D,,A,08,D,,A,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930623,4,0,1,320,D,2,D,,A,04,D,,A,775,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930623,5,0,1,320,D,2,D,,A,05,D,,A,775,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930623,6,0,1,320,D,2,D,,A,06,D,,A,645,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930713,3,0,1,358,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930933,2,0,1,200,D,1,D,,A,13,D,,A,660,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930983,7,0,1,360,D,1,D,2,D,05,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931273,11,0,1,100,D,1,D,,A,13,D,,A,656,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931293,7,0,1,360,D,1,D,2,D,13,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931473,8,0,1,200,D,1,D,,A,04,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931473,9,0,1,200,D,1,D,,A,05,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931473,10,0,1,200,D,1,D,,A,06,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931533,4,0,1,300,D,1,D,6,D,13,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931613,8,0,1,355,D,1,D,1,D,06,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,7,0,1,100,D,1,D,,A,13,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931793,3,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931793,4,0,1,200,D,1,D,,A,13,D,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931813,5,0,1,300,D,1,D,1,D,05,D,,A,5650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931813,6,0,1,320,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931973,7,0,1,100,D,1,D,,A,06,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931973,8,0,2,100,D,1,D,,A,04,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932243,5,0,1,200,D,1,D,,A,13,D,,A,256,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932373,2,0,1,200,D,1,D,,A,04,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932373,3,0,1,200,D,1,D,,A,05,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932473,5,0,1,100,D,1,D,,A,06,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932963,7,0,1,200,D,1,D,,A,13,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933403,5,0,1,345,D,1,D,,A,05,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933593,5,0,1,300,D,1,D,1,D,13,D,,A,441,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933613,4,0,1,300,D,1,D,1,D,04,D,,A,525,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933803,6,0,1,200,D,1,D,,A,04,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
