QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20222,04815114,43,0,1,420,D,02,D,200,D,,A,,A,,A,,A
20222,04815124,40,0,1,410,D,02,D,20,D,,A,,A,,A,,A
20222,04815124,41,0,1,420,D,03,D,40,D,,A,,A,,A,,A
20222,04815284,43,0,1,420,D,01,D,245,D,,A,,A,,A,,A
20222,04815344,39,0,1,420,D,02,D,86,D,,A,,A,,A,,A
20222,04815424,34,0,1,420,D,03,D,145,D,,A,,A,,A,,A
20222,04815714,30,0,1,410,D,03,D,38,D,,A,,A,,A,,A
20222,04815814,33,0,1,430,D,03,D,,H,425,D,405,D,415,D,,A
20222,04815814,33,1,1,420,D,03,D,26,E,,A,,A,,A,,A
20222,04815814,33,2,1,420,D,03,D,110,E,,A,,A,,A,,A
20222,04815924,57,0,1,420,D,02,D,180,D,,A,,A,,A,,A
20222,04816114,32,0,1,430,D,02,D,,H,425,D,405,D,415,D,,A
20222,04816114,32,1,1,420,D,02,D,150,E,,A,,A,,A,,A
20222,04816114,32,2,1,420,D,02,D,650,E,,A,,A,,A,,A
20222,04816184,42,0,1,420,D,03,D,71,F,,A,,A,,A,,A
20222,04816224,47,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20222,04816224,48,0,1,405,D,03,D,40,D,,A,,A,,A,,A
20222,04816374,19,0,1,420,D,03,D,510,D,,A,,A,,A,,A
20222,04816374,20,0,1,410,D,02,D,25,D,,A,,A,,A,,A
20222,04816514,20,0,1,420,D,01,D,130,D,,A,,A,,A,,A
20222,04816544,23,0,1,400,D,03,D,45,D,,A,,A,,A,,A
20222,04816694,43,0,1,420,D,03,D,529,D,,A,,A,,A,,A
20222,04817054,27,0,1,420,D,01,D,500,D,,A,,A,,A,,A
20222,04817064,42,0,1,410,D,02,D,38,D,,A,,A,,A,,A
20222,04817114,33,0,1,420,D,03,D,195,D,,A,,A,,A,,A
20222,04817224,22,0,1,410,D,02,D,21,D,,A,,A,,A,,A
20222,04817274,37,0,1,420,D,03,D,78,D,,A,,A,,A,,A
20222,04817364,25,0,1,405,D,01,D,84,F,,A,,A,,A,,A
20222,04817404,36,0,1,420,D,02,D,85,D,,A,,A,,A,,A
20222,04817494,38,0,1,420,D,03,D,168,D,,A,,A,,A,,A
20222,04817634,26,0,1,420,D,01,D,60,D,,A,,A,,A,,A
20222,04817684,39,0,2,405,D,01,D,325,D,,A,,A,,A,,A
20222,04817714,34,0,1,420,D,03,D,99,D,,A,,A,,A,,A
20222,04817714,35,0,1,420,D,02,D,234,D,,A,,A,,A,,A
20222,04817844,16,0,1,420,D,02,D,90,D,,A,,A,,A,,A
20222,04817864,47,0,1,420,D,02,D,87,D,,A,,A,,A,,A
20222,04817914,43,0,1,400,D,03,D,45,D,,A,,A,,A,,A
20222,04817964,37,0,1,420,D,03,D,228,D,,A,,A,,A,,A
20222,04817974,28,0,1,400,D,02,D,24,D,,A,,A,,A,,A
20222,04818184,30,0,1,420,D,02,D,35,D,,A,,A,,A,,A
20222,04818244,35,0,1,420,D,01,D,163,D,,A,,A,,A,,A
20222,04818494,15,0,1,420,D,03,D,200,D,,A,,A,,A,,A
20222,04818614,32,0,1,410,D,03,D,35,D,,A,,A,,A,,A
20222,04818734,48,0,1,430,D,03,D,,H,425,D,415,D,,A,,A
20222,04818734,48,1,1,420,D,03,D,38,E,,A,,A,,A,,A
20222,04818734,48,2,1,420,D,03,D,162,E,,A,,A,,A,,A
20222,04818894,33,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20222,04819044,31,0,1,400,D,03,D,15,D,,A,,A,,A,,A
20222,04819064,45,0,1,420,D,02,D,50,D,,A,,A,,A,,A
20222,04819064,46,0,1,405,D,03,D,102,D,,A,,A,,A,,A
20222,04819544,21,0,1,430,D,03,D,,H,425,D,415,D,,A,,A
20222,04819544,21,1,1,420,D,03,D,91,E,,A,,A,,A,,A
20222,04819554,26,0,1,410,D,03,D,88,D,,A,,A,,A,,A
20222,04819744,37,0,1,420,D,01,D,147,D,,A,,A,,A,,A
20222,04819804,15,0,1,420,D,03,D,25,D,,A,,A,,A,,A
20222,04819854,38,0,1,400,D,01,D,36,D,,A,,A,,A,,A
20222,04819964,42,0,1,420,D,03,D,145,D,,A,,A,,A,,A
20222,04820044,24,0,1,420,D,02,D,56,D,,A,,A,,A,,A
20222,04820054,34,0,1,410,D,03,D,50,D,,A,,A,,A,,A
20222,04820104,53,0,1,420,D,03,D,222,D,,A,,A,,A,,A
20222,04820164,19,0,1,420,D,01,D,100,D,,A,,A,,A,,A
20222,04820254,38,0,1,400,D,03,D,54,D,,A,,A,,A,,A
20222,04820254,39,0,1,420,D,03,D,53,D,,A,,A,,A,,A
20222,04820434,34,0,1,420,D,03,D,147,D,,A,,A,,A,,A
20222,04820514,32,0,1,420,D,01,D,78,D,,A,,A,,A,,A
20222,04820674,26,0,1,420,D,03,D,74,D,,A,,A,,A,,A
20222,04820754,28,0,1,420,D,02,D,70,D,,A,,A,,A,,A
20222,04820764,31,0,1,420,D,02,D,65,D,,A,,A,,A,,A
20222,04820874,44,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20222,04820874,45,0,1,420,D,01,D,65,D,,A,,A,,A,,A
20222,04821104,26,0,1,405,D,03,D,253,D,,A,,A,,A,,A
20222,04821104,27,0,2,410,D,01,D,30,D,,A,,A,,A,,A
20222,04821104,28,0,2,405,D,01,D,200,D,,A,,A,,A,,A
20222,04821334,20,0,1,420,D,01,D,235,D,,A,,A,,A,,A
20222,04821454,33,0,2,420,D,01,D,194,D,,A,,A,,A,,A
20222,04821474,43,0,1,420,D,02,D,782,D,,A,,A,,A,,A
20222,04821504,19,0,1,420,D,02,D,150,D,,A,,A,,A,,A
20222,04821534,32,0,1,420,D,02,D,38,D,,A,,A,,A,,A
20222,04821804,41,0,1,410,D,02,D,70,D,,A,,A,,A,,A
20222,04821804,42,0,2,420,D,01,D,88,D,,A,,A,,A,,A
20222,04821814,14,0,1,400,D,02,D,25,D,,A,,A,,A,,A
20222,04821914,23,0,1,420,D,01,D,240,D,,A,,A,,A,,A
20222,04821934,27,0,1,400,D,02,D,47,D,,A,,A,,A,,A
20222,04821974,42,0,1,410,D,02,D,50,D,,A,,A,,A,,A
20222,04822124,21,0,1,420,D,02,D,80,D,,A,,A,,A,,A
20222,04822134,34,0,1,420,D,02,D,120,D,,A,,A,,A,,A
20222,04822354,39,0,1,420,D,01,D,20,D,,A,,A,,A,,A
20222,04822424,33,0,1,420,D,02,D,36,D,,A,,A,,A,,A
20222,04822534,34,0,1,400,D,03,D,33,D,,A,,A,,A,,A
20222,04822534,35,0,1,405,D,03,D,75,D,,A,,A,,A,,A
20222,04822534,36,0,1,410,D,03,D,40,D,,A,,A,,A,,A
20222,04822764,39,0,1,420,D,01,D,177,D,,A,,A,,A,,A
20222,04822804,16,0,1,410,D,01,D,35,D,,A,,A,,A,,A
20222,04822804,17,0,1,420,D,01,D,60,D,,A,,A,,A,,A
20222,04822804,18,0,1,405,D,01,D,65,D,,A,,A,,A,,A
20222,04822894,25,0,1,410,D,03,D,7,D,,A,,A,,A,,A
20222,04822894,26,0,1,420,D,03,D,77,D,,A,,A,,A,,A
20222,04822934,18,0,1,420,D,02,D,70,D,,A,,A,,A,,A
20222,04822994,38,0,1,410,D,02,D,24,D,,A,,A,,A,,A
20222,04822994,39,0,1,420,D,02,D,60,F,,A,,A,,A,,A
20222,04823004,29,0,1,420,D,02,D,133,D,,A,,A,,A,,A
20222,04823004,30,0,1,410,D,02,D,120,D,,A,,A,,A,,A
20222,04823034,22,0,1,420,D,03,D,180,D,,A,,A,,A,,A
20222,04823034,23,0,1,400,D,01,D,50,D,,A,,A,,A,,A
20222,04823084,30,0,1,420,D,03,D,200,D,,A,,A,,A,,A
20222,04823234,15,0,1,405,D,01,D,53,D,,A,,A,,A,,A
20222,04823284,35,0,1,420,D,03,D,85,D,,A,,A,,A,,A
20222,04823344,28,0,1,420,D,03,D,56,D,,A,,A,,A,,A
20222,04823394,26,0,1,410,D,03,D,30,D,,A,,A,,A,,A
20222,04823394,27,0,1,420,D,03,D,374,D,,A,,A,,A,,A
20222,04823524,20,0,1,420,D,03,D,96,D,,A,,A,,A,,A
20222,04823594,23,0,1,420,D,03,D,300,D,,A,,A,,A,,A
20222,04823654,40,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20222,04823654,41,0,1,430,D,03,D,,H,425,D,415,D,,A,,A
20222,04823654,41,1,1,420,D,03,D,680,E,,A,,A,,A,,A
20222,04823764,45,0,1,420,D,01,D,230,D,,A,,A,,A,,A
20222,04823764,46,0,1,420,D,02,D,130,D,,A,,A,,A,,A
20222,04823894,82,0,1,400,D,02,D,30,D,,A,,A,,A,,A
20222,04823894,83,0,1,420,D,02,D,210,D,,A,,A,,A,,A
20222,04824124,20,0,1,420,D,01,D,300,D,,A,,A,,A,,A
20222,04824144,34,0,1,420,D,01,D,95,D,,A,,A,,A,,A
20222,04824264,33,0,1,420,D,02,D,153,F,,A,,A,,A,,A
20222,04824274,40,0,1,420,D,03,D,290,D,,A,,A,,A,,A
20222,04824304,13,0,1,400,D,02,D,90,D,,A,,A,,A,,A
20222,04824474,47,0,1,420,D,02,D,150,D,,A,,A,,A,,A
20222,04824474,48,0,1,420,D,02,D,180,D,,A,,A,,A,,A
20222,04824514,29,0,1,405,D,01,D,398,D,,A,,A,,A,,A
20222,04824624,26,0,1,420,D,02,D,40,D,,A,,A,,A,,A
20222,04824704,24,0,1,420,D,03,D,125,D,,A,,A,,A,,A
20222,04824724,33,0,1,420,D,03,D,60,D,,A,,A,,A,,A
20222,04824854,21,0,1,420,D,01,D,240,D,,A,,A,,A,,A
20222,04824874,17,0,1,400,D,03,D,85,D,,A,,A,,A,,A
20222,04824994,58,0,1,405,D,02,D,56,D,,A,,A,,A,,A
20222,04824994,59,0,1,405,D,02,D,61,D,,A,,A,,A,,A
20222,04825024,27,0,1,420,D,01,D,60,D,,A,,A,,A,,A
20222,04825184,42,0,1,410,D,03,D,18,D,,A,,A,,A,,A
20222,04825184,43,0,1,420,D,03,D,265,D,,A,,A,,A,,A
20222,04825194,41,0,2,430,D,01,D,,H,410,D,415,D,,A,,A
20222,04825194,41,1,2,410,D,01,D,27,E,,A,,A,,A,,A
20222,04825194,41,2,2,420,D,01,D,143,E,,A,,A,,A,,A
20222,04825214,32,0,1,400,D,01,D,75,D,,A,,A,,A,,A
20222,04825254,39,0,1,420,D,02,D,45,D,,A,,A,,A,,A
20222,04825254,40,0,2,410,D,01,D,53,D,,A,,A,,A,,A
20222,04825254,41,0,2,420,D,01,D,38,D,,A,,A,,A,,A
20222,04825294,33,0,1,405,D,02,D,291,D,,A,,A,,A,,A
20222,04825364,36,0,1,410,D,03,D,40,D,,A,,A,,A,,A
20222,04825364,37,0,1,420,D,03,D,54,D,,A,,A,,A,,A
20222,04825434,41,0,1,405,D,02,D,88,D,,A,,A,,A,,A
20222,04825434,42,0,1,405,D,02,D,42,D,,A,,A,,A,,A
20222,04825584,47,0,1,420,D,03,D,183,D,,A,,A,,A,,A
20222,04825614,27,0,1,410,D,02,D,111,D,,A,,A,,A,,A
20222,04825654,29,0,1,420,D,03,D,200,D,,A,,A,,A,,A
20222,04825724,41,0,1,420,D,03,D,180,D,,A,,A,,A,,A
20222,04825754,29,0,1,430,D,03,D,,H,415,D,405,D,410,D,,A
20222,04825754,29,1,1,420,D,03,D,35,E,,A,,A,,A,,A
20222,04825754,29,2,1,405,D,03,D,219,E,,A,,A,,A,,A
20222,04825754,29,3,1,410,D,03,D,26,E,,A,,A,,A,,A
20222,04825844,91,0,1,420,D,03,D,160,D,,A,,A,,A,,A
20222,04825904,50,0,1,410,D,01,D,20,D,,A,,A,,A,,A
20222,04825904,51,0,1,430,D,01,D,,H,405,D,415,D,,A,,A
20222,04825904,51,1,1,405,D,01,D,182,E,,A,,A,,A,,A
20222,04825904,51,2,1,420,D,01,D,30,E,,A,,A,,A,,A
20222,04825914,19,0,1,420,D,01,D,600,D,,A,,A,,A,,A
20222,04826034,40,0,1,410,D,02,D,7,D,,A,,A,,A,,A
20222,04826034,41,0,1,420,D,02,D,95,D,,A,,A,,A,,A
20222,04826164,25,0,1,420,D,02,D,65,D,,A,,A,,A,,A
20222,04826364,45,0,1,420,D,02,D,185,D,,A,,A,,A,,A
20222,04826574,41,0,1,410,D,01,D,40,D,,A,,A,,A,,A
20222,04826664,54,0,1,410,D,01,D,35,D,,A,,A,,A,,A
20222,04826664,55,0,1,420,D,01,D,385,D,,A,,A,,A,,A
20222,04826794,59,0,1,405,D,04,D,317,D,,A,,A,,A,,A
20222,04826844,27,0,1,420,D,02,D,300,D,,A,,A,,A,,A
20222,04826924,50,0,1,420,D,04,D,410,D,,A,,A,,A,,A
20222,04826954,48,0,1,420,D,03,D,80,D,,A,,A,,A,,A
20222,04826954,49,0,1,420,D,03,D,32,D,,A,,A,,A,,A
20222,04827234,47,0,1,420,D,02,D,100,D,,A,,A,,A,,A
20222,04827334,7,0,1,400,D,03,D,120,D,,A,,A,,A,,A
20222,04827364,20,0,1,410,D,02,D,7,D,,A,,A,,A,,A
20222,04827364,21,0,1,420,D,03,D,76,D,,A,,A,,A,,A
20222,04827474,13,0,1,410,D,04,D,35,D,,A,,A,,A,,A
20222,04827494,15,0,1,420,D,04,D,80,D,,A,,A,,A,,A
20222,04827514,20,0,1,420,D,02,D,74,D,,A,,A,,A,,A
20222,04827554,38,0,1,420,D,03,D,102,D,,A,,A,,A,,A
20222,04827574,30,0,1,430,D,03,D,,H,410,D,400,D,,A,,A
20222,04827574,30,1,1,410,D,03,D,25,E,,A,,A,,A,,A
20222,04827574,30,2,1,400,D,03,D,25,E,,A,,A,,A,,A
20222,04827724,28,0,1,410,D,03,D,50,D,,A,,A,,A,,A
20222,04827784,11,0,1,420,D,03,D,35,D,,A,,A,,A,,A
20222,04828034,31,0,1,405,D,03,D,120,D,,A,,A,,A,,A
20222,04828394,54,0,1,430,D,02,D,,H,405,D,415,D,,A,,A
20222,04828394,54,1,1,405,D,02,D,1063,E,,A,,A,,A,,A
20222,04828394,54,2,1,420,D,02,D,637,E,,A,,A,,A,,A
20222,04828394,55,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20222,04828394,55,1,1,405,D,04,D,1125,E,,A,,A,,A,,A
20222,04828394,55,2,1,420,D,04,D,675,E,,A,,A,,A,,A
20222,04828394,56,0,1,405,D,02,D,80,D,,A,,A,,A,,A
20222,04828514,28,0,1,400,D,03,D,35,D,,A,,A,,A,,A
20222,04828514,29,0,1,420,D,03,D,140,D,,A,,A,,A,,A
20222,04828544,45,0,1,420,D,04,D,184,D,,A,,A,,A,,A
20222,04828554,37,0,1,400,D,04,D,90,F,,A,,A,,A,,A
20222,04828654,42,0,1,420,D,02,D,135,D,,A,,A,,A,,A
20222,04828684,47,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20222,04828684,47,1,1,405,D,03,D,422,E,,A,,A,,A,,A
20222,04828684,47,2,1,420,D,03,D,248,E,,A,,A,,A,,A
20222,04828954,26,0,1,420,D,02,D,37,D,,A,,A,,A,,A
20222,04829054,70,0,1,420,D,02,D,206,D,,A,,A,,A,,A
20222,04829084,10,0,1,420,D,03,D,29,D,,A,,A,,A,,A
20222,04829144,23,0,1,430,D,04,D,,H,415,D,425,D,405,D,,A
20222,04829144,23,1,1,420,D,04,D,53,E,,A,,A,,A,,A
20222,04829144,23,2,1,405,D,04,D,432,E,,A,,A,,A,,A
20222,04829154,23,0,2,430,D,02,D,,H,405,D,415,D,,A,,A
20222,04829154,23,1,2,420,D,02,D,500,E,,A,,A,,A,,A
20222,04829394,36,0,1,400,D,03,D,12,D,,A,,A,,A,,A
20222,04829404,40,0,1,410,D,03,D,24,D,,A,,A,,A,,A
20222,04829404,41,0,1,420,D,03,D,55,D,,A,,A,,A,,A
20222,04829404,42,0,1,420,D,03,D,56,D,,A,,A,,A,,A
20222,04829534,23,0,1,405,D,03,D,298,D,,A,,A,,A,,A
20222,04829604,31,0,1,405,D,03,D,35,D,,A,,A,,A,,A
20222,04829824,41,0,1,420,D,03,D,154,D,,A,,A,,A,,A
20222,04829844,39,0,1,420,D,03,D,95,D,,A,,A,,A,,A
20222,04829854,44,0,1,410,D,03,D,60,D,,A,,A,,A,,A
20222,04829904,27,0,1,420,D,02,D,267,D,,A,,A,,A,,A
20222,04830354,35,0,1,430,D,04,D,,H,425,D,405,D,415,D,,A
20222,04830354,35,1,1,405,D,04,D,103,E,,A,,A,,A,,A
20222,04830354,35,2,1,420,D,04,D,172,E,,A,,A,,A,,A
20222,04830494,36,0,2,420,D,02,D,155,D,,A,,A,,A,,A
20222,04830684,29,0,1,430,D,04,D,,H,415,D,400,D,,A,,A
20222,04830684,29,1,1,400,D,04,D,60,F,,A,,A,,A,,A
20222,04830684,29,2,1,420,D,04,D,180,F,,A,,A,,A,,A
20222,04830744,21,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20222,04830744,21,1,1,420,D,04,D,500,E,,A,,A,,A,,A
20222,04830894,28,0,2,420,D,02,D,151,D,,A,,A,,A,,A
20222,04831004,31,0,1,420,D,04,D,50,D,,A,,A,,A,,A
20222,04831054,38,0,1,420,D,03,D,218,D,,A,,A,,A,,A
20222,04831114,25,0,1,400,D,03,D,35,D,,A,,A,,A,,A
20222,04831224,19,0,1,400,D,02,D,96,D,,A,,A,,A,,A
20222,04831314,49,0,1,420,D,04,D,151,D,,A,,A,,A,,A
20222,04831314,50,0,2,420,D,02,D,151,D,,A,,A,,A,,A
20222,04831324,20,0,1,405,D,02,D,300,D,,A,,A,,A,,A
20222,04831484,38,0,1,405,D,04,D,350,D,,A,,A,,A,,A
20222,04831484,39,0,1,405,D,04,D,600,D,,A,,A,,A,,A
20222,04831514,65,0,2,430,D,02,D,,H,425,D,415,D,,A,,A
20222,04831514,65,1,2,420,D,02,D,37,E,,A,,A,,A,,A
20222,04831514,65,2,2,420,D,02,D,157,E,,A,,A,,A,,A
20222,04831604,29,0,2,420,D,02,D,25,D,,A,,A,,A,,A
20222,04831704,43,0,1,410,D,02,D,40,D,,A,,A,,A,,A
20222,04831704,44,0,1,430,D,02,D,,H,425,D,405,D,415,D,,A
20222,04831704,44,1,1,405,D,02,D,172,E,,A,,A,,A,,A
20222,04831704,44,2,1,420,D,02,D,28,E,,A,,A,,A,,A
20222,04831764,55,0,1,420,D,02,D,220,D,,A,,A,,A,,A
20222,04831794,44,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20222,04831794,45,0,1,420,D,03,D,60,F,,A,,A,,A,,A
20222,04831974,36,0,1,430,D,04,D,,H,425,D,405,D,415,D,,A
20222,04831974,36,1,1,405,D,04,D,487,E,,A,,A,,A,,A
20222,04831974,36,2,1,420,D,04,D,813,E,,A,,A,,A,,A
20222,04832154,53,0,1,410,D,04,D,35,D,,A,,A,,A,,A
20222,04832204,22,0,1,420,D,04,D,105,D,,A,,A,,A,,A
20222,04832224,24,0,1,420,D,04,D,400,D,,A,,A,,A,,A
20222,04832304,36,0,1,420,D,03,D,340,D,,A,,A,,A,,A
20222,04832314,43,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20222,04832314,43,1,1,420,D,04,D,1200,E,,A,,A,,A,,A
20222,04832344,46,0,1,420,D,04,D,33,D,,A,,A,,A,,A
20222,04832564,58,0,1,420,D,04,D,160,D,,A,,A,,A,,A
20222,04832694,58,0,1,420,D,02,D,291,D,,A,,A,,A,,A
20222,04832704,40,0,1,420,D,02,D,25,D,,A,,A,,A,,A
20222,04832764,26,0,1,420,D,02,D,190,D,,A,,A,,A,,A
20222,04832764,27,0,1,420,D,04,D,210,D,,A,,A,,A,,A
20222,04832884,44,0,1,400,D,02,D,60,D,,A,,A,,A,,A
20222,04832984,21,0,1,420,D,04,D,30,D,,A,,A,,A,,A
20222,04833044,32,0,1,400,D,04,D,22,D,,A,,A,,A,,A
20222,04833284,41,0,2,420,D,02,D,85,D,,A,,A,,A,,A
20222,04833294,26,0,2,420,D,02,D,110,D,,A,,A,,A,,A
20222,04833384,32,0,1,400,D,02,D,35,D,,A,,A,,A,,A
20222,04833514,32,0,1,400,D,02,D,37,D,,A,,A,,A,,A
20222,04833544,36,0,1,420,D,04,D,94,D,,A,,A,,A,,A
20222,04833564,29,0,1,420,D,03,D,398,D,,A,,A,,A,,A
20222,04833564,30,0,1,410,D,04,D,30,D,,A,,A,,A,,A
20222,04833584,67,0,1,400,D,04,D,115,D,,A,,A,,A,,A
20222,04833684,25,0,1,420,D,03,D,125,D,,A,,A,,A,,A
20222,04833854,22,0,1,410,D,03,D,93,D,,A,,A,,A,,A
20222,04834214,64,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20222,04834214,64,1,1,420,D,03,D,1099,E,,A,,A,,A,,A
20222,04834214,65,0,1,400,D,03,D,30,D,,A,,A,,A,,A
20222,04834304,45,0,1,400,D,02,D,22,D,,A,,A,,A,,A
20222,04834434,43,0,1,430,D,02,D,,H,415,D,405,D,410,D,,A
20222,04834434,43,1,1,420,D,02,D,41,E,,A,,A,,A,,A
20222,04834434,43,2,1,405,D,02,D,244,E,,A,,A,,A,,A
20222,04834434,43,3,1,410,D,02,D,30,E,,A,,A,,A,,A
20222,04834434,44,0,1,405,D,02,D,67,D,,A,,A,,A,,A
20222,04834434,45,0,2,405,D,02,D,59,D,,A,,A,,A,,A
20222,04834454,57,0,1,410,D,03,D,35,D,,A,,A,,A,,A
20222,04834454,58,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20222,04834454,58,1,1,405,D,03,D,129,E,,A,,A,,A,,A
20222,04834454,58,2,1,420,D,03,D,21,E,,A,,A,,A,,A
20222,04834524,27,0,1,420,D,02,D,35,D,,A,,A,,A,,A
20222,04834544,22,0,1,420,D,04,D,400,D,,A,,A,,A,,A
20222,04834754,25,0,1,420,D,03,D,85,D,,A,,A,,A,,A
20222,04834984,59,0,1,400,D,03,D,35,D,,A,,A,,A,,A
20222,04834984,60,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20222,04834984,60,1,1,405,D,03,D,473,E,,A,,A,,A,,A
20222,04834984,60,2,1,420,D,03,D,278,E,,A,,A,,A,,A
20222,04834984,61,0,1,420,D,03,D,16,D,,A,,A,,A,,A
20222,04834994,23,0,1,430,D,04,D,,H,400,D,405,D,415,D,,A
20222,04834994,23,1,1,400,D,04,D,129,E,,A,,A,,A,,A
20222,04834994,23,2,1,405,D,04,D,1226,E,,A,,A,,A,,A
20222,04834994,23,3,1,420,D,04,D,145,E,,A,,A,,A,,A
20222,04835264,12,0,1,410,D,03,D,40,D,,A,,A,,A,,A
20222,04835264,13,0,1,405,D,02,D,160,D,,A,,A,,A,,A
20222,04835404,33,0,1,420,D,02,D,55,D,,A,,A,,A,,A
20222,04835714,25,0,1,400,D,04,D,114,D,,A,,A,,A,,A
20222,04835854,13,0,1,420,D,02,D,39,D,,A,,A,,A,,A
20222,04835864,33,0,1,410,D,02,D,57,D,,A,,A,,A,,A
20222,04835864,34,0,1,420,D,02,D,76,D,,A,,A,,A,,A
20222,04835894,67,0,1,420,D,04,D,190,D,,A,,A,,A,,A
20222,04836004,82,0,1,420,D,04,D,374,D,,A,,A,,A,,A
20222,04836004,83,0,1,400,D,02,D,60,D,,A,,A,,A,,A
20222,04836044,60,0,1,410,D,04,D,30,D,,A,,A,,A,,A
20222,04836044,61,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20222,04836044,61,1,1,405,D,04,D,155,E,,A,,A,,A,,A
20222,04836044,61,2,1,420,D,04,D,26,E,,A,,A,,A,,A
20222,04836144,23,0,1,420,D,04,D,240,F,,A,,A,,A,,A
20222,04836164,26,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20222,04836164,26,1,1,405,D,03,D,307,E,,A,,A,,A,,A
20222,04836164,26,2,1,420,D,03,D,180,E,,A,,A,,A,,A
20222,04836194,42,0,1,420,D,03,D,120,D,,A,,A,,A,,A
20222,04836304,37,0,1,420,D,02,D,100,D,,A,,A,,A,,A
20222,04836344,61,0,1,410,D,02,D,30,D,,A,,A,,A,,A
20222,04836344,62,0,1,430,D,02,D,,H,405,D,425,D,,A,,A
20222,04836344,62,1,1,405,D,02,D,120,E,,A,,A,,A,,A
20222,04836364,25,0,1,410,D,02,D,14,D,,A,,A,,A,,A
20222,04836364,26,0,1,420,D,02,D,148,D,,A,,A,,A,,A
20222,04836594,48,0,1,420,D,04,D,60,F,,A,,A,,A,,A
20222,04836704,22,0,1,420,D,04,D,65,D,,A,,A,,A,,A
20222,04836774,21,0,1,420,D,03,D,45,D,,A,,A,,A,,A
20222,04836804,25,0,1,420,D,04,D,74,D,,A,,A,,A,,A
20222,04836814,47,0,1,410,D,04,D,50,D,,A,,A,,A,,A
20222,04836954,19,0,1,430,D,02,D,,H,410,D,415,D,,A,,A
20222,04836954,19,1,1,410,D,02,D,14,E,,A,,A,,A,,A
20222,04836954,19,2,1,420,D,02,D,76,E,,A,,A,,A,,A
20222,04836964,27,0,1,420,D,03,D,40,D,,A,,A,,A,,A
20222,04837024,23,0,2,410,D,02,D,21,D,,A,,A,,A,,A
20222,04837164,39,0,1,405,D,04,D,200,D,,A,,A,,A,,A
20222,04837164,40,0,1,420,D,03,D,20,D,,A,,A,,A,,A
20222,04837204,34,0,1,420,D,03,D,151,D,,A,,A,,A,,A
20222,04837224,29,0,1,420,D,04,D,350,D,,A,,A,,A,,A
20222,04837294,34,0,1,410,D,03,D,14,D,,A,,A,,A,,A
20222,04837294,35,0,1,420,D,03,D,212,D,,A,,A,,A,,A
20222,04837544,36,0,1,400,D,02,D,33,D,,A,,A,,A,,A
20222,04837614,24,0,1,420,D,03,D,235,D,,A,,A,,A,,A
20222,04837644,23,0,1,410,D,02,D,35,D,,A,,A,,A,,A
20222,04837724,23,0,1,400,D,03,D,24,D,,A,,A,,A,,A
20222,04837874,17,0,2,420,D,02,D,345,D,,A,,A,,A,,A
20222,04837884,42,0,1,420,D,04,D,55,D,,A,,A,,A,,A
20222,04838014,22,0,1,420,D,03,D,190,D,,A,,A,,A,,A
20222,04838024,58,0,2,420,D,02,D,60,D,,A,,A,,A,,A
20222,04838024,59,0,2,420,D,02,D,66,D,,A,,A,,A,,A
20222,04838074,55,0,1,420,D,02,D,27,D,,A,,A,,A,,A
20222,04838164,26,0,1,420,D,04,D,42,D,,A,,A,,A,,A
20222,04838294,57,0,1,410,D,03,D,20,D,,A,,A,,A,,A
20222,04838384,42,0,1,430,D,04,D,,H,410,D,415,D,425,D,,A
20222,04838384,42,1,1,410,D,04,D,56,E,,A,,A,,A,,A
20222,04838384,42,2,1,420,D,04,D,94,E,,A,,A,,A,,A
20222,04838384,43,0,2,410,D,03,D,35,D,,A,,A,,A,,A
20222,04838384,44,0,2,420,D,03,D,150,D,,A,,A,,A,,A
20222,04838554,39,0,1,420,D,03,D,309,D,,A,,A,,A,,A
20222,04838594,49,0,2,410,D,03,D,40,D,,A,,A,,A,,A
20222,04838734,36,0,1,420,D,05,D,120,D,,A,,A,,A,,A
20222,04838754,27,0,1,400,D,05,D,24,D,,A,,A,,A,,A
20222,04838754,28,0,1,420,D,05,D,35,D,,A,,A,,A,,A
20222,04838884,17,0,1,400,D,05,D,90,D,,A,,A,,A,,A
20222,04838884,18,0,1,420,D,05,D,95,D,,A,,A,,A,,A
20222,04839034,65,0,1,405,D,05,D,405,D,,A,,A,,A,,A
20222,04839074,73,0,1,420,D,05,D,67,D,,A,,A,,A,,A
