QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20231,05251781,20,3,1,44,E,120,D
20231,05251781,20,4,1,189,E,130,D
20231,05251781,20,5,1,4,E,140,D
20231,05251781,20,6,1,269,E,150,D
20231,05251781,20,7,1,32,E,160,D
20231,05251781,20,8,1,16,E,170,D
20231,05251781,20,9,1,33,E,180,D
20231,05251781,20,10,1,33,E,190,D
20231,05251781,20,11,1,42,E,210,D
20231,05251781,20,12,1,44,E,220,D
20231,05253221,20,0,1,,H,,A
20231,05253221,20,1,1,21,E,100,D
20231,05253221,20,2,1,4,E,110,D
20231,05253221,20,3,1,18,E,120,D
20231,05253221,20,4,1,46,E,130,D
20231,05253221,20,5,1,2,E,140,D
20231,05253221,20,6,1,69,E,150,D
20231,05253221,20,7,1,14,E,160,D
20231,05253221,20,8,1,6,E,170,D
20231,05253221,20,9,1,5,E,190,D
20231,05253221,20,10,1,14,E,210,D
20231,05253221,20,11,1,1,E,220,D
20231,05258661,25,0,1,,H,,A
20231,05258661,25,1,1,750,E,130,D
20231,05258831,30,0,1,,H,,A
20231,05258831,30,1,1,10,E,120,D
20231,05258831,30,2,1,1,E,140,D
20231,05258831,30,3,1,68,E,150,D
20231,05258831,30,4,1,9,E,160,D
20231,05258831,30,5,1,5,E,170,D
20231,05258831,30,6,1,11,E,190,D
20231,05258831,30,7,1,15,E,210,D
20231,05258831,30,8,1,16,E,220,D
20231,05260391,28,0,1,,H,,A
20231,05260391,28,1,1,17,E,120,D
20231,05260391,28,2,1,1,E,140,D
20231,05260391,28,3,1,94,E,150,D
20231,05260391,28,4,1,14,E,160,D
20231,05260391,28,5,1,8,E,170,D
20231,05260391,28,6,1,16,E,190,D
20231,05260431,16,0,1,,H,,A
20231,05260431,16,1,1,36,E,120,D
20231,05260431,16,2,1,2,E,140,D
20231,05260431,16,3,1,205,E,150,D
20231,05260431,16,4,1,38,E,160,D
20231,05260431,16,5,1,19,E,190,D
20231,05261561,73,0,1,,H,,A
20231,05261561,73,1,1,89,E,120,D
20231,05261561,73,2,1,13,E,140,D
20231,05261561,73,3,1,632,E,150,D
20231,05261561,73,4,1,9,E,160,D
20231,05261561,73,5,1,58,E,170,D
20231,05261561,73,6,1,136,E,180,D
20231,05261561,73,7,1,63,E,190,D
20231,05263471,26,0,1,,H,,A
20231,05263471,26,1,1,603,E,120,D
20231,05263471,26,2,1,3512,U,130,D
20231,05263471,26,3,1,102,E,140,D
20231,05263471,26,4,1,6409,E,150,D
20231,05263471,26,5,1,339,E,160,D
20231,05263471,26,6,1,484,E,170,D
20231,05263471,26,7,1,3876,E,180,D
20231,05263471,26,8,1,647,E,190,D
20231,05263641,33,0,1,,H,,A
20231,05263641,33,1,1,63,E,120,D
20231,05263641,33,2,1,296,E,130,D
20231,05263641,33,3,1,9,E,140,D
20231,05263641,33,4,1,378,E,150,D
20231,05263641,33,5,1,61,E,160,D
20231,05263641,33,6,1,39,E,170,D
20231,05263641,33,7,1,1096,E,180,D
20231,05263641,33,8,1,58,E,190,D
20231,05265491,16,0,1,,H,,A
20231,05265491,16,1,1,41,E,120,D
20231,05265491,16,2,1,6,E,140,D
20231,05265491,16,3,1,244,E,150,D
20231,05265491,16,4,1,39,E,160,D
20231,05265491,16,5,1,25,E,170,D
20231,05265491,16,6,1,708,E,180,D
20231,05265491,16,7,1,37,E,190,D
20231,05266211,21,0,1,,H,,A
20231,05266211,21,1,1,633,E,100,D
20231,05266211,21,2,1,128,E,110,D
20231,05266211,21,3,1,241,E,120,D
20231,05266211,21,4,1,1025,E,130,D
20231,05266211,21,5,1,31,E,140,D
20231,05266211,21,6,1,1516,E,150,D
20231,05266211,21,7,1,226,E,160,D
20231,05266211,21,8,1,130,E,170,D
20231,05266211,21,9,1,270,E,190,D
20231,05269531,43,0,1,,H,,A
20231,05269531,43,1,1,663,G,100,D
20231,05269531,43,2,1,145,G,110,D
20231,05269531,43,3,1,218,G,120,D
20231,05269531,43,4,1,1259,G,130,D
20231,05269531,43,5,1,36,G,140,D
20231,05269531,43,6,1,2279,G,150,D
20231,05269531,43,7,1,120,G,160,D
20231,05269531,43,8,1,172,G,170,D
20231,05269531,43,9,1,1378,G,180,D
20231,05269531,43,10,1,230,G,190,D
20231,05270871,22,0,1,,H,,A
20231,05270871,22,1,1,52,E,120,D
20231,05270871,22,2,1,6,E,140,D
20231,05270871,22,3,1,314,E,150,D
20231,05270871,22,4,1,46,E,160,D
20231,05270871,22,5,1,26,E,170,D
20231,05270871,22,6,1,56,E,190,D
20231,05272011,29,0,1,,H,,A
20231,05272011,29,1,1,131,E,210,D
20231,05272011,29,2,1,119,E,220,D
20231,05272141,30,0,1,,H,,A
20231,05272141,30,1,1,119,E,100,D
20231,05272141,30,2,1,27,E,110,D
20231,05272141,30,3,1,52,E,120,D
20231,05272141,30,4,1,258,E,130,D
20231,05272141,30,5,1,8,E,140,D
20231,05272141,30,6,1,329,E,150,D
20231,05272141,30,7,1,53,E,160,D
20231,05272141,30,8,1,34,E,170,D
20231,05272141,30,9,1,956,E,180,D
20231,05272141,30,10,1,50,E,190,D
20231,05272141,30,11,1,68,E,210,D
20231,05272141,30,12,1,46,E,220,D
20231,05272171,53,0,1,,H,,A
20231,05272171,53,1,1,112,E,120,D
20231,05272171,53,2,1,9,E,140,D
20231,05272171,53,3,1,684,E,150,D
20231,05272171,53,4,1,127,E,160,D
20231,05272171,53,5,1,68,E,190,D
20231,05273461,18,0,1,,H,,A
20231,05273461,18,1,1,176,E,100,D
20231,05273461,18,2,1,60,E,110,D
20231,05273461,18,3,1,94,E,120,D
20231,05273461,18,4,1,473,E,130,D
20231,05273461,18,5,1,14,E,140,D
20231,05273461,18,6,1,700,E,150,D
20231,05273461,18,7,1,10,E,160,D
20231,05273461,18,8,1,65,E,170,D
20231,05273461,18,9,1,151,E,180,D
20231,05273461,18,10,1,70,E,190,D
20231,05273461,18,11,1,109,E,210,D
20231,05273461,18,12,1,78,E,220,D
20231,05273951,23,0,1,,H,,A
20231,05273951,23,1,1,115,E,100,D
20231,05273951,23,2,1,26,E,110,D
20231,05273951,23,3,1,66,E,120,D
20231,05273951,23,4,1,256,E,130,D
20231,05273951,23,5,1,11,E,140,D
20231,05273951,23,6,1,380,E,150,D
20231,05273951,23,7,1,81,E,160,D
20231,05273951,23,8,1,35,E,170,D
20231,05273951,23,9,1,30,E,190,D
20231,05275611,30,0,1,,H,,A
20231,05275611,30,1,1,137,E,100,D
20231,05275611,30,2,1,29,E,110,D
20231,05275611,30,3,1,42,E,120,D
20231,05275611,30,4,1,251,E,130,D
20231,05275611,30,5,1,7,E,140,D
20231,05275611,30,6,1,455,E,150,D
20231,05275611,30,7,1,24,E,160,D
20231,05275611,30,8,1,34,E,170,D
20231,05275611,30,9,1,275,E,180,D
20231,05275611,30,10,1,46,E,190,D
20231,05276661,19,0,1,,H,,A
20231,05276661,19,1,1,21,E,100,D
20231,05276661,19,2,1,6,E,110,D
20231,05276661,19,3,1,10,E,120,D
20231,05276661,19,4,1,60,E,130,D
20231,05276661,19,5,1,61,E,150,D
20231,05276661,19,6,1,11,E,160,D
20231,05276661,19,7,1,5,E,190,D
20231,05276661,19,8,1,14,E,210,D
20231,05276661,19,9,1,12,E,220,D
20231,05276751,11,0,1,,H,,A
20231,05276751,11,1,1,117,E,120,D
20231,05276751,11,2,1,11,E,140,D
20231,05276751,11,3,1,680,E,150,D
20231,05276751,11,4,1,82,E,160,D
20231,05276751,11,5,1,41,E,170,D
20231,05276751,11,6,1,84,E,180,D
20231,05276751,11,7,1,85,E,190,D
20231,05280711,46,0,1,,H,,A
20231,05280711,46,1,1,50,E,120,D
20231,05280711,46,2,1,8,E,140,D
20231,05280711,46,3,1,514,E,150,D
20231,05280711,46,4,1,27,E,160,D
20231,05280711,46,5,1,38,E,170,D
20231,05280711,46,6,1,311,E,180,D
20231,05280711,46,7,1,52,E,190,D
20231,05282071,14,0,1,,H,,A
20231,05282071,14,1,1,73,E,100,D
20231,05282071,14,2,1,27,E,110,D
