QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20222,04820364,56,0,1,,H,,A
20222,04820364,56,1,1,222,E,100,D
20222,04820364,56,2,1,77,E,110,D
20222,04820364,56,3,1,131,E,210,D
20222,04820364,56,4,1,170,E,220,D
20222,04823214,35,0,1,,H,,A
20222,04823214,35,1,1,65,E,210,D
20222,04823214,35,2,1,85,E,220,D
20222,04823634,41,0,1,,H,,A
20222,04823634,41,1,1,8,E,100,D
20222,04823634,41,2,1,1,E,120,D
20222,04823634,41,3,1,7,E,130,D
20222,04823634,41,4,1,12,E,150,D
20222,04823634,41,5,1,1,E,160,D
20222,04823634,41,6,1,1,E,190,D
20222,04829054,58,0,1,,H,,A
20222,04829054,58,1,1,40,E,120,D
20222,04829054,58,2,1,5,E,140,D
20222,04829054,58,3,1,293,E,150,D
20222,04829054,58,4,1,33,E,160,D
20222,04829054,58,5,1,13,E,170,D
20222,04829054,58,6,1,41,E,190,D
20222,04829914,54,0,1,,H,,A
20222,04829914,54,1,1,797,E,100,D
20222,04829914,54,2,1,159,E,110,D
20222,04829914,54,3,1,271,E,120,D
20222,04829914,54,4,1,1572,E,130,D
20222,04829914,54,5,1,43,E,140,D
20222,04829914,54,6,1,2181,E,150,D
20222,04829914,54,7,1,250,E,160,D
20222,04829914,54,8,1,103,E,170,D
20222,04829914,54,9,1,310,E,190,D
20222,04829914,54,10,1,394,E,210,D
20222,04829914,54,11,1,420,E,220,D
20222,04831704,35,0,1,,H,,A
20222,04831704,35,1,1,37,E,120,D
20222,04831704,35,2,1,3,E,140,D
20222,04831704,35,3,1,229,E,150,D
20222,04831704,35,4,1,5,E,160,D
20222,04831704,35,5,1,6,E,170,D
20222,04831704,35,6,1,30,E,190,D
20222,04837224,23,0,1,,H,,A
20222,04837224,23,1,1,42,E,120,D
20222,04837224,23,2,1,6,E,140,D
20222,04837224,23,3,1,348,E,150,D
20222,04837224,23,4,1,39,E,160,D
20222,04837224,23,5,1,16,E,170,D
20222,04837224,23,6,1,49,E,190,D
20222,04840514,37,0,1,,H,,A
20222,04840514,37,1,1,76,E,100,D
20222,04840514,37,2,1,12,E,110,D
20222,04840514,37,3,1,29,E,120,D
20222,04840514,37,4,1,3,E,140,D
20222,04840514,37,5,1,200,E,150,D
20222,04840514,37,6,1,5,E,160,D
20222,04840514,37,7,1,5,E,170,D
20222,04840514,37,8,1,26,E,190,D
20222,04840514,37,9,1,34,E,210,D
20222,04840514,37,10,1,60,E,220,D
20222,04842244,23,0,1,,H,,A
20222,04842244,23,1,1,73,E,120,D
20222,04842244,23,2,1,14,E,140,D
20222,04842244,23,3,1,539,E,150,D
20222,04842244,23,4,1,53,E,160,D
20222,04842244,23,5,1,35,E,170,D
20222,04842244,23,6,1,86,E,190,D
20222,04844204,24,0,1,,H,,A
20222,04844204,24,1,1,13,E,120,D
20222,04844204,24,2,1,1,E,140,D
20222,04844204,24,3,1,42,E,150,D
20222,04844204,24,4,1,4,E,160,D
20222,04844204,24,5,1,2,E,170,D
20222,04844204,24,6,1,125,E,180,D
20222,04844204,24,7,1,11,E,190,D
20222,04844774,35,0,1,,H,,A
20222,04844774,35,1,1,21,E,120,D
20222,04844774,35,2,1,3,E,140,D
20222,04844774,35,3,1,134,E,150,D
20222,04844774,35,4,1,13,E,160,D
20222,04844774,35,5,1,8,E,170,D
20222,04844774,35,6,1,21,E,190,D
20222,04846154,37,0,1,,H,,A
20222,04846154,37,1,1,73,E,120,D
20222,04846154,37,2,1,10,E,140,D
20222,04846154,37,3,1,350,E,150,D
20222,04846154,37,4,1,98,E,160,D
20222,04846154,37,5,1,29,E,170,D
20222,04846154,37,6,1,40,E,190,D
20222,04848624,76,0,1,,H,,A
20222,04848624,76,1,1,48,E,100,D
20222,04848624,76,2,1,9,E,110,D
20222,04848624,76,3,1,20,E,120,D
20222,04848624,76,4,1,2,E,140,D
20222,04848624,76,5,1,132,E,150,D
20222,04848624,76,6,1,15,E,160,D
20222,04848624,76,7,1,6,E,170,D
20222,04848624,76,8,1,18,E,190,D
20222,04903223,59,0,1,,H,,A
20222,04903223,59,1,1,92,E,100,D
20222,04903223,59,2,1,23,E,110,D
20222,04903223,59,3,1,47,E,120,D
20222,04903223,59,4,1,183,E,130,D
20222,04903223,59,5,1,6,E,140,D
20222,04903223,59,6,1,237,E,150,D
20222,04903223,59,7,1,66,E,160,D
20222,04903223,59,8,1,19,E,170,D
20222,04903223,59,9,1,27,E,190,D
20222,04903413,25,0,1,,H,,A
20222,04903413,25,1,1,369,E,100,D
20222,04903413,25,2,1,131,E,110,D
20222,04907443,56,0,1,,H,,A
20222,04907443,56,1,1,569,E,100,D
20222,04907443,56,2,1,195,E,110,D
20222,04907443,56,3,1,326,E,120,D
20222,04907443,56,4,1,1535,E,130,D
20222,04907443,56,5,1,63,E,140,D
20222,04907443,56,6,1,2425,E,150,D
20222,04907443,56,7,1,240,E,160,D
20222,04907443,56,8,1,158,E,170,D
20222,04907443,56,9,1,389,E,190,D
20222,04907443,56,10,1,326,E,210,D
20222,04907443,56,11,1,140,E,220,D
20222,04907753,30,0,1,,H,,A
20222,04907753,30,1,1,74,E,120,D
20222,04907753,30,2,1,8,E,140,D
20222,04907753,30,3,1,485,E,150,D
20222,04907753,30,4,1,56,E,160,D
20222,04907753,30,5,1,34,E,170,D
20222,04907753,30,6,1,145,E,180,D
20222,04907753,30,7,1,73,E,190,D
20222,04914773,41,0,1,,H,,A
20222,04914773,41,1,1,962,E,100,D
20222,04914773,41,2,1,194,E,110,D
20222,04914773,41,3,1,334,E,120,D
20222,04914773,41,4,1,52,E,140,D
20222,04914773,41,5,1,2651,E,150,D
20222,04914773,41,6,1,304,E,160,D
20222,04914773,41,7,1,125,E,170,D
20222,04914773,41,8,1,378,E,190,D
20222,04917033,47,0,1,,H,,A
20222,04917033,47,1,1,116,E,120,D
20222,04917033,47,2,1,16,E,140,D
20222,04917033,47,3,1,567,E,150,D
20222,04917033,47,4,1,159,E,160,D
20222,04917033,47,5,1,47,E,170,D
20222,04917033,47,6,1,66,E,190,D
20222,04917463,44,0,1,,H,,A
20222,04917463,44,1,1,102,E,100,D
20222,04917463,44,2,1,19,E,110,D
20222,04917463,44,3,1,33,E,120,D
20222,04917463,44,4,1,193,E,130,D
20222,04917463,44,5,1,5,E,140,D
20222,04917463,44,6,1,268,E,150,D
20222,04917463,44,7,1,30,E,160,D
20222,04917463,44,8,1,12,E,170,D
20222,04917463,44,9,1,38,E,190,D
20222,04919153,41,0,1,,H,,A
20222,04919153,41,1,1,600,E,130,D
20222,04924183,44,0,1,,H,,A
20222,04924183,44,1,1,295,E,120,D
20222,04924183,44,2,1,42,E,140,D
20222,04924183,44,3,1,1460,E,150,D
20222,04924183,44,4,1,411,E,160,D
20222,04924183,44,5,1,122,E,170,D
20222,04924183,44,6,1,170,E,190,D
20222,04924403,51,0,1,,H,,A
20222,04924403,51,1,1,17,E,120,D
20222,04924403,51,2,1,2,E,140,D
20222,04924403,51,3,1,87,E,150,D
20222,04924403,51,4,1,24,E,160,D
20222,04924403,51,5,1,7,E,170,D
20222,04924403,51,6,1,13,E,190,D
20222,04926973,46,0,1,,H,,A
20222,04926973,46,1,1,126,E,130,D
20222,04947822,17,0,1,,H,,A
20222,04947822,17,1,1,54,E,100,D
20222,04947822,17,2,1,11,E,110,D
20222,04947822,17,3,1,24,E,120,D
20222,04947822,17,4,1,108,E,130,D
20222,04947822,17,5,1,2,E,140,D
20222,04947822,17,6,1,150,E,150,D
20222,04947822,17,7,1,17,E,160,D
20222,04947822,17,8,1,7,E,170,D
20222,04947822,17,9,1,21,E,190,D
20222,04947822,17,10,1,27,E,210,D
20222,04947822,17,11,1,29,E,220,D
20222,04953042,23,0,1,,H,,A
20222,04953042,23,1,1,756,E,100,D
20222,04953042,23,2,1,203,E,110,D
20222,04953042,23,3,1,417,E,120,D
20222,04953042,23,4,1,60,E,140,D
20222,04953042,23,5,1,2067,E,150,D
20222,04953042,23,6,1,583,E,160,D
20222,04953042,23,7,1,173,E,170,D
20222,04953042,23,8,1,241,E,190,D
20222,04954172,38,0,1,,H,,A
20222,04954172,38,1,1,47,E,120,D
20222,04954172,38,2,1,5,E,140,D
20222,04954172,38,3,1,286,E,150,D
20222,04954172,38,4,1,33,E,160,D
20222,04954172,38,5,1,20,E,170,D
20222,04954172,38,6,1,86,E,180,D
20222,04954172,38,7,1,43,E,190,D
20222,04956272,30,0,1,,H,,A
20222,04956272,30,1,1,2507,U,130,D
20222,04958472,63,0,1,,H,,A
20222,04958472,63,1,1,83,E,120,D
20222,04958472,63,2,1,11,E,140,D
20222,04958472,63,3,1,392,E,150,D
20222,04958472,63,4,1,110,E,160,D
20222,04958472,63,5,1,32,E,170,D
20222,04958472,63,6,1,45,E,190,D
20222,04958472,63,7,1,103,E,210,D
20222,04958472,63,8,1,74,E,220,D
20222,05012331,33,0,1,,H,,A
20222,05012331,33,1,1,55,E,120,D
20222,05012331,33,2,1,8,E,140,D
20222,05012331,33,3,1,452,E,150,D
20222,05012331,33,4,1,51,E,160,D
20222,05012331,33,5,1,21,E,170,D
20222,05012331,33,6,1,63,E,190,D
20222,05012541,67,0,1,,H,,A
20222,05012541,67,1,1,131,E,210,D
20222,05012541,67,2,1,94,E,220,D
20222,05013041,23,0,1,,H,,A
20222,05013041,23,1,1,30,E,120,D
20222,05013041,23,2,1,4,E,140,D
20222,05013041,23,3,1,244,E,150,D
20222,05013041,23,4,1,27,E,160,D
20222,05013041,23,5,1,11,E,170,D
20222,05013041,23,6,1,34,E,190,D
20222,05013431,21,0,1,,H,,A
20222,05013431,21,1,1,35,E,120,D
20222,05013431,21,2,1,125,E,130,D
20222,05013431,21,3,1,3,E,140,D
20222,05013431,21,4,1,206,E,150,D
20222,05013431,21,5,1,24,E,160,D
20222,05013431,21,6,1,14,E,170,D
20222,05013431,21,7,1,62,E,180,D
20222,05013431,21,8,1,31,E,190,D
20222,05014461,18,0,1,,H,,A
20222,05014461,18,1,1,31,E,100,D
20222,05014461,18,2,1,9,E,110,D
20222,05014461,18,3,1,15,E,120,D
20222,05014461,18,4,1,72,E,130,D
20222,05014461,18,5,1,2,E,140,D
20222,05014461,18,6,1,114,E,150,D
20222,05014461,18,7,1,11,E,160,D
20222,05014461,18,8,1,7,E,170,D
20222,05014461,18,9,1,18,E,190,D
20222,05014461,18,10,1,15,E,210,D
20222,05014461,18,11,1,6,E,220,D
20222,05014821,23,0,1,,H,,A
20222,05014821,23,1,1,221,E,100,D
20222,05014821,23,2,1,44,E,110,D
20222,05014821,23,3,1,385,E,130,D
20222,05015501,11,0,1,,H,,A
20222,05015501,11,1,1,43,E,100,D
20222,05015501,11,2,1,13,E,110,D
20222,05015501,11,3,1,22,E,120,D
20222,05015501,11,4,1,4,E,140,D
20222,05015501,11,5,1,166,E,150,D
20222,05015501,11,6,1,16,E,160,D
20222,05015501,11,7,1,10,E,170,D
20222,05015501,11,8,1,26,E,190,D
20222,05018571,32,0,1,,H,,A
20222,05018571,32,1,1,46,E,100,D
20222,05018571,32,2,1,9,E,110,D
20222,05018571,32,3,1,28,E,120,D
20222,05018571,32,4,1,81,E,130,D
20222,05018571,32,5,1,3,E,140,D
20222,05018571,32,6,1,98,E,150,D
20222,05018571,32,7,1,11,E,160,D
20222,05018571,32,8,1,5,E,170,D
20222,05018571,32,9,1,292,E,180,D
20222,05018571,32,10,1,27,E,190,D
20222,05018701,39,0,1,,H,,A
20222,05018701,39,1,1,29,E,100,D
20222,05018701,39,2,1,4,E,110,D
20222,05018701,39,3,1,8,E,120,D
20222,05018701,39,4,1,48,E,130,D
20222,05018701,39,5,1,1,E,140,D
20222,05018701,39,6,1,67,E,150,D
20222,05018701,39,7,1,7,E,160,D
20222,05018701,39,8,1,3,E,170,D
20222,05018701,39,9,1,9,E,190,D
20222,05018701,39,10,1,12,E,210,D
20222,05018701,39,11,1,12,E,220,D
20222,05018751,17,0,1,,H,,A
20222,05018751,17,1,1,25,E,120,D
20222,05018751,17,2,1,3,E,140,D
20222,05018751,17,3,1,110,E,150,D
20222,05018751,17,4,1,12,E,160,D
20222,05018751,17,5,1,5,E,170,D
20222,05018751,17,6,1,315,E,180,D
20222,05018751,17,7,1,30,E,190,D
20222,05019471,21,0,1,,H,,A
20222,05019471,21,1,1,37,E,120,D
20222,05019471,21,2,1,5,E,140,D
20222,05019471,21,3,1,149,E,150,D
20222,05019471,21,4,1,17,E,160,D
20222,05019471,21,5,1,8,E,170,D
20222,05019471,21,6,1,442,E,180,D
20222,05019471,21,7,1,42,E,190,D
20222,05024301,23,0,1,,H,,A
20222,05024301,23,1,1,53,E,120,D
20222,05024301,23,2,1,8,E,140,D
20222,05024301,23,3,1,319,E,150,D
20222,05024301,23,4,1,10,E,160,D
20222,05024301,23,5,1,29,E,170,D
20222,05024301,23,6,1,31,E,190,D
20222,05025801,35,0,1,,H,,A
20222,05025801,35,1,1,192,E,100,D
20222,05025801,35,2,1,38,E,110,D
20222,05025801,35,3,1,66,E,120,D
20222,05025801,35,4,1,10,E,140,D
20222,05025801,35,5,1,531,E,150,D
20222,05025801,35,6,1,60,E,160,D
20222,05025801,35,7,1,25,E,170,D
20222,05025801,35,8,1,75,E,190,D
20222,05025801,35,9,1,101,E,210,D
20222,05025801,35,10,1,102,E,220,D
20222,05025983,50,0,1,,H,,A
20222,05025983,50,1,1,34,E,100,D
20222,05025983,50,2,1,7,E,110,D
20222,05025983,50,3,1,15,E,120,D
20222,05025983,50,4,1,61,E,130,D
20222,05025983,50,5,1,2,E,140,D
20222,05025983,50,6,1,79,E,150,D
20222,05025983,50,7,1,22,E,160,D
20222,05025983,50,8,1,6,E,170,D
20222,05025983,50,9,1,9,E,190,D
20222,05025983,50,10,1,20,E,210,D
20222,05025983,50,11,1,15,E,220,D
20222,05026701,13,0,1,,H,,A
20222,05026701,13,1,1,200,E,130,D
20222,05031041,25,0,1,,H,,A
20222,05031041,25,1,1,34,E,120,D
20222,05031041,25,2,1,5,E,140,D
20222,05031041,25,3,1,278,E,150,D
20222,05031041,25,4,1,31,E,160,D
20222,05031041,25,5,1,13,E,170,D
20222,05031041,25,6,1,39,E,190,D
20222,05034141,39,0,1,,H,,A
20222,05034141,39,1,1,82,E,120,D
20222,05034141,39,2,1,9,E,140,D
20222,05034141,39,3,1,557,E,150,D
20222,05034141,39,4,1,14,E,160,D
20222,05034141,39,5,1,16,E,170,D
20222,05034141,39,6,1,72,E,190,D
20222,05034771,18,0,1,,H,,A
20222,05034771,18,1,1,250,E,100,D
20222,05034771,18,2,1,50,E,110,D
20222,05034771,18,3,1,85,E,120,D
20222,05034771,18,4,1,13,E,140,D
20222,05034771,18,5,1,693,E,150,D
20222,05034771,18,6,1,79,E,160,D
20222,05034771,18,7,1,32,E,170,D
20222,05034771,18,8,1,98,E,190,D
20222,05036971,22,0,1,,H,,A
20222,05036971,22,1,1,187,E,100,D
20222,05036971,22,2,1,64,E,110,D
20222,05036971,22,3,1,111,E,120,D
20222,05036971,22,4,1,439,E,130,D
20222,05036971,22,5,1,12,E,140,D
20222,05036971,22,6,1,723,E,150,D
20222,05036971,22,7,1,85,E,160,D
20222,05036971,22,8,1,51,E,170,D
20222,05036971,22,9,1,218,E,180,D
20222,05036971,22,10,1,110,E,190,D
20222,05037171,43,0,1,,H,,A
20222,05037171,43,1,1,55,E,100,D
20222,05037171,43,2,1,11,E,110,D
20222,05037171,43,3,1,19,E,120,D
20222,05037171,43,4,1,110,E,130,D
20222,05037171,43,5,1,3,E,140,D
20222,05037171,43,6,1,157,E,150,D
20222,05037171,43,7,1,17,E,160,D
20222,05037171,43,8,1,7,E,170,D
20222,05037171,43,9,1,21,E,190,D
20222,05041321,28,0,1,,H,,A
20222,05041321,28,1,1,185,E,100,D
20222,05041321,28,2,1,36,E,110,D
20222,05041321,28,3,1,62,E,120,D
20222,05041321,28,4,1,359,E,130,D
20222,05041321,28,5,1,9,E,140,D
20222,05041321,28,6,1,498,E,150,D
20222,05041321,28,7,1,57,E,160,D
20222,05041321,28,8,1,23,E,170,D
20222,05041321,28,9,1,71,E,190,D
20222,05043051,19,0,1,,H,,A
20222,05043051,19,1,1,340,E,120,D
20222,05043051,19,2,1,38,E,140,D
20222,05043051,19,3,1,2207,E,150,D
20222,05043051,19,4,1,260,E,160,D
20222,05043051,19,5,1,156,E,170,D
20222,05043051,19,6,1,664,E,180,D
20222,05043051,19,7,1,335,E,190,D
20223,04898044,41,0,1,,H,,A
20223,04898044,41,1,1,163,E,100,D
20223,04898044,41,2,1,37,E,110,D
20223,04900804,39,0,1,,H,,A
20223,04900804,39,1,1,11,E,120,D
20223,04900804,39,2,1,57,E,150,D
20223,04900804,39,3,1,2,E,160,D
20223,04900804,39,4,1,3,E,170,D
20223,04900804,39,5,1,8,E,180,D
20223,04900804,39,6,1,6,E,190,D
20223,04900804,39,7,1,8,E,210,D
20223,04900804,39,8,1,5,E,220,D
20223,04900954,30,0,1,,H,,A
20223,04900954,30,1,1,623,E,100,D
20223,04900954,30,2,1,109,E,110,D
20223,04900954,30,3,1,232,E,120,D
20223,04900954,30,4,1,1051,E,130,D
20223,04900954,30,5,1,34,E,140,D
20223,04900954,30,6,1,1909,E,150,D
20223,04900954,30,7,1,231,E,160,D
20223,04900954,30,8,1,64,E,170,D
20223,04900954,30,9,1,655,E,180,D
20223,04900954,30,10,1,192,E,190,D
20223,04901894,25,0,1,,H,,A
20223,04901894,25,1,1,123,E,100,D
20223,04901894,25,2,1,41,E,110,D
20223,04901894,25,3,1,102,E,120,D
20223,04901894,25,4,1,400,E,130,D
20223,04901894,25,5,1,8,E,140,D
20223,04901894,25,6,1,234,E,150,D
20223,04901894,25,7,1,8,E,160,D
20223,04901894,25,8,1,20,E,170,D
20223,04901894,25,9,1,64,E,190,D
20223,04903074,48,0,1,,H,,A
20223,04903074,48,1,1,64,E,120,D
20223,04903074,48,2,1,9,E,140,D
20223,04903074,48,3,1,518,E,150,D
20223,04903074,48,4,1,62,E,160,D
20223,04903074,48,5,1,17,E,170,D
20223,04903074,48,6,1,178,E,180,D
20223,04903074,48,7,1,52,E,190,D
20223,04905034,13,0,1,,H,,A
20223,04905034,13,1,1,3,E,100,D
20223,04905034,13,2,1,2,E,120,D
20223,04905034,13,3,1,25,E,150,D
20223,04905034,13,4,1,1,E,160,D
20223,04905034,13,5,1,2,E,170,D
20223,04905034,13,6,1,4,E,180,D
20223,04905034,13,7,1,3,E,190,D
20223,04908394,39,0,1,,H,,A
20223,04908394,39,1,1,63,E,100,D
20223,04908394,39,2,1,19,E,110,D
20223,04908394,39,3,1,39,E,120,D
20223,04908394,39,4,1,4,E,140,D
20223,04908394,39,5,1,255,E,150,D
20223,04908394,39,6,1,37,E,160,D
20223,04908394,39,7,1,50,E,170,D
20223,04908394,39,8,1,33,E,190,D
20223,04911114,38,0,1,,H,,A
20223,04911114,38,1,1,1500,E,130,D
20223,04913924,46,0,1,,H,,A
20223,04913924,46,1,1,69,E,120,D
20223,04913924,46,2,1,9,E,140,D
20223,04913924,46,3,1,549,E,150,D
20223,04913924,46,4,1,66,E,160,D
20223,04913924,46,5,1,18,E,170,D
20223,04913924,46,6,1,188,E,180,D
20223,04913924,46,7,1,55,E,190,D
20223,04919174,19,0,1,,H,,A
20223,04919174,19,1,1,416,E,100,D
20223,04919174,19,2,1,134,E,110,D
20223,04919174,19,3,1,346,E,120,D
20223,04919174,19,4,1,1356,E,130,D
20223,04919174,19,5,1,27,E,140,D
20223,04919174,19,6,1,792,E,150,D
20223,04919174,19,7,1,27,E,160,D
20223,04919174,19,8,1,70,E,170,D
20223,04919174,19,9,1,216,E,190,D
20223,04919174,19,10,1,341,E,210,D
20223,04919174,19,11,1,275,E,220,D
20223,04922054,55,0,1,,H,,A
20223,04922054,55,1,1,119,E,120,D
20223,04922054,55,2,1,17,E,140,D
20223,04922054,55,3,1,979,E,150,D
20223,04922054,55,4,1,118,E,160,D
20223,04922054,55,5,1,33,E,170,D
20223,04922054,55,6,1,336,E,180,D
20223,04922054,55,7,1,98,E,190,D
20223,04924664,33,0,1,,H,,A
20223,04924664,33,1,1,174,E,100,D
20223,04924664,33,2,1,30,E,110,D
20223,04924664,33,3,1,296,E,130,D
20223,04928454,54,0,1,,H,,A
20223,04928454,54,1,1,2,E,120,D
20223,04928454,54,2,1,20,E,150,D
20223,04928454,54,3,1,2,E,160,D
20223,04928454,54,4,1,10,E,180,D
20223,04928454,54,5,1,2,E,190,D
20223,04928974,31,0,1,,H,,A
20223,04928974,31,1,1,65,E,100,D
20223,04928974,31,2,1,14,E,110,D
20223,04928974,31,3,1,146,E,130,D
20223,04930793,28,0,1,,H,,A
20223,04930793,28,1,1,41,E,100,D
20223,04930793,28,2,1,9,E,110,D
20223,04930793,28,3,1,18,E,120,D
20223,04930793,28,4,1,94,E,130,D
20223,04930793,28,5,1,7,E,140,D
20223,04930793,28,6,1,136,E,150,D
20223,04930793,28,7,1,20,E,160,D
20223,04930793,28,8,1,12,E,170,D
20223,04930793,28,9,1,47,E,180,D
20223,04930793,28,10,1,16,E,190,D
20223,04930923,38,0,1,,H,,A
20223,04930923,38,1,1,53,E,100,D
20223,04930923,38,2,1,11,E,110,D
20223,04930923,38,3,1,136,E,130,D
20223,04931523,50,0,1,,H,,A
20223,04931523,50,1,1,18,E,120,D
20223,04931523,50,2,1,2,E,140,D
20223,04931523,50,3,1,132,E,150,D
20223,04931523,50,4,1,10,E,160,D
20223,04931523,50,5,1,14,E,170,D
20223,04931523,50,6,1,31,E,180,D
20223,04931523,50,7,1,23,E,190,D
20223,04931903,35,0,1,,H,,A
20223,04931903,35,1,1,9,E,120,D
20223,04931903,35,2,1,42,E,150,D
20223,04931903,35,3,1,6,E,160,D
20223,04931903,35,4,1,3,E,170,D
20223,04931903,35,5,1,15,E,180,D
20223,04931903,35,6,1,5,E,190,D
20223,04932093,23,0,1,,H,,A
20223,04932093,23,1,1,6,E,120,D
20223,04932093,23,2,1,29,E,150,D
20223,04932093,23,3,1,1,E,160,D
20223,04932093,23,4,1,1,E,170,D
20223,04932093,23,5,1,4,E,180,D
20223,04932093,23,6,1,3,E,190,D
20223,04932353,26,0,1,,H,,A
20223,04932353,26,1,1,21,E,100,D
20223,04932353,26,2,1,3,E,110,D
20223,04932353,26,3,1,8,E,120,D
20223,04932353,26,4,1,37,E,130,D
20223,04932353,26,5,1,1,E,140,D
20223,04932353,26,6,1,72,E,150,D
20223,04932353,26,7,1,8,E,160,D
20223,04932353,26,8,1,2,E,170,D
20223,04932353,26,9,1,23,E,180,D
20223,04932353,26,10,1,6,E,190,D
20223,04932353,26,11,1,10,E,210,D
20223,04932353,26,12,1,9,E,220,D
20223,04937973,33,0,1,,H,,A
20223,04937973,33,1,1,18,E,120,D
20223,04937973,33,2,1,2,E,140,D
20223,04937973,33,3,1,136,E,150,D
20223,04937973,33,4,1,20,E,160,D
20223,04937973,33,5,1,12,E,170,D
20223,04937973,33,6,1,46,E,180,D
20223,04937973,33,7,1,16,E,190,D
20223,04940423,17,0,1,,H,,A
20223,04940423,17,1,1,56,E,120,D
20223,04940423,17,2,1,6,E,140,D
20223,04940423,17,3,1,396,E,150,D
20223,04940423,17,4,1,19,E,160,D
20223,04940423,17,5,1,20,E,170,D
20223,04940423,17,6,1,59,E,180,D
20223,04940423,17,7,1,44,E,190,D
20223,04942073,38,0,1,,H,,A
20223,04942073,38,1,1,384,E,100,D
20223,04942073,38,2,1,68,E,110,D
20223,04942073,38,3,1,648,E,130,D
20223,04944163,40,0,1,,H,,A
20223,04944163,40,1,1,226,E,100,D
20223,04944163,40,2,1,51,E,110,D
20223,04944163,40,3,1,100,E,120,D
20223,04944163,40,4,1,583,E,130,D
20223,04944163,40,5,1,13,E,140,D
20223,04944163,40,6,1,884,E,150,D
20223,04944163,40,7,1,91,E,160,D
20223,04944163,40,8,1,22,E,170,D
20223,04944163,40,9,1,130,E,190,D
20223,04945603,56,0,1,,H,,A
20223,04945603,56,1,1,49,E,120,D
20223,04945603,56,2,1,3,E,140,D
20223,04945603,56,3,1,107,E,150,D
20223,04945603,56,4,1,3,E,160,D
20223,04945603,56,5,1,9,E,170,D
20223,04945603,56,6,1,29,E,190,D
20223,04956013,59,0,1,,H,,A
20223,04956013,59,1,1,102,E,100,D
20223,04956013,59,2,1,32,E,110,D
20223,04956013,59,3,1,85,E,120,D
20223,04956013,59,4,1,10,E,140,D
20223,04956013,59,5,1,195,E,150,D
20223,04956013,59,6,1,6,E,160,D
20223,04956013,59,7,1,17,E,170,D
20223,04956013,59,8,1,53,E,190,D
20223,04962523,33,0,1,,C,,A
20223,05016372,21,0,1,,H,,A
20223,05016372,21,1,1,41,E,120,D
20223,05016372,21,2,1,143,E,130,D
20223,05016372,21,3,1,2,E,140,D
20223,05016372,21,4,1,83,E,150,D
20223,05016372,21,5,1,2,E,160,D
20223,05016372,21,6,1,7,E,170,D
20223,05016372,21,7,1,22,E,190,D
20223,05016872,25,0,1,,H,,A
20223,05016872,25,1,1,500,E,130,D
20223,05017732,24,0,1,,H,,A
20223,05017732,24,1,1,615,E,100,D
20223,05017732,24,2,1,192,E,110,D
20223,05017732,24,3,1,515,E,120,D
20223,05017732,24,4,1,2507,U,130,D
20223,05017732,24,5,1,40,E,140,D
20223,05017732,24,6,1,1170,E,150,D
20223,05017732,24,7,1,41,E,160,D
20223,05017732,24,8,1,103,E,170,D
20223,05017732,24,9,1,320,E,190,D
20223,05019722,49,0,1,,H,,A
20223,05019722,49,1,1,2507,U,130,D
20223,05021252,12,0,1,,H,,A
20223,05021252,12,1,1,247,E,120,D
20223,05021252,12,2,1,956,E,130,D
20223,05021252,12,3,1,19,E,140,D
20223,05021252,12,4,1,558,E,150,D
20223,05021252,12,5,1,19,E,160,D
20223,05021252,12,6,1,49,E,170,D
20223,05021252,12,7,1,152,E,190,D
20223,05024552,20,0,1,,H,,A
20223,05024552,20,1,1,495,E,100,D
20223,05024552,20,2,1,124,E,110,D
20223,05024552,20,3,1,318,E,120,D
20223,05024552,20,4,1,1316,E,130,D
20223,05024552,20,5,1,31,E,140,D
20223,05024552,20,6,1,1990,E,150,D
20223,05024552,20,7,1,294,E,160,D
20223,05024552,20,8,1,391,E,170,D
20223,05024552,20,9,1,259,E,190,D
20223,05024552,20,10,1,265,E,210,D
20223,05024552,20,11,1,217,E,220,D
20223,05024712,48,0,1,,H,,A
20223,05024712,48,1,1,7,E,120,D
20223,05024712,48,2,1,53,E,150,D
20223,05024712,48,3,1,8,E,160,D
20223,05024712,48,4,1,4,E,170,D
20223,05024712,48,5,1,18,E,180,D
20223,05024712,48,6,1,10,E,190,D
20223,05025542,25,0,1,,H,,A
20223,05025542,25,1,1,10,E,120,D
20223,05025542,25,2,1,57,E,150,D
20223,05025542,25,3,1,4,E,160,D
20223,05025542,25,4,1,6,E,170,D
20223,05025542,25,5,1,13,E,180,D
20223,05025542,25,6,1,10,E,190,D
20223,05025802,53,0,1,,H,,A
20223,05025802,53,1,1,146,E,100,D
20223,05025802,53,2,1,25,E,110,D
20223,05025802,53,3,1,53,E,120,D
20223,05025802,53,4,1,251,E,130,D
20223,05025802,53,5,1,8,E,140,D
20223,05025802,53,6,1,449,E,150,D
20223,05025802,53,7,1,54,E,160,D
20223,05025802,53,8,1,15,E,170,D
20223,05025802,53,9,1,154,E,180,D
20223,05025802,53,10,1,45,E,190,D
20223,05025984,36,0,1,,H,,A
20223,05025984,36,1,1,23,E,120,D
20223,05025984,36,2,1,2,E,140,D
20223,05025984,36,3,1,148,E,150,D
20223,05025984,36,4,1,7,E,160,D
20223,05025984,36,5,1,7,E,170,D
20223,05025984,36,6,1,22,E,180,D
