QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20223,05013432,7,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05014032,2,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05015372,4,0,1,210,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05016072,5,0,1,300,D,6732,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05016102,3,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05017232,10,0,1,300,D,170,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05017782,3,0,1,300,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05019042,2,0,1,200,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05019532,7,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05019582,5,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05020542,3,0,1,140,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05020822,5,0,1,260,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05020992,12,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05022142,5,0,1,,A,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05022512,3,0,1,120,D,17000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05022532,5,0,1,130,D,8500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05023512,16,0,1,300,D,200,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05023902,9,0,1,300,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05026232,6,0,1,175,D,30,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05026772,4,0,1,300,D,459,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05027212,4,0,1,130,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05027442,11,0,1,300,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05028552,3,0,1,175,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05029842,8,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05033202,4,0,1,130,D,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05034412,2,0,1,175,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05035912,2,0,1,,A,,A,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05037272,5,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05037602,2,0,1,280,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05037692,4,0,1,175,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05039172,3,0,1,280,D,12960,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05039202,3,0,1,300,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05039552,4,0,1,260,D,30000,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05040353,10,0,1,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05041002,3,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05042062,5,0,1,300,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05042802,11,0,1,210,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05044612,8,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05044992,11,0,1,160,D,1380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05090781,5,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05090801,3,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05092481,5,0,1,,A,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05092611,2,0,1,,A,,A,489,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05092961,6,0,1,140,D,283,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05093191,11,0,1,160,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05093361,3,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05093411,6,0,1,130,D,10000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05093831,2,0,1,,A,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05094811,4,0,1,300,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05095021,6,0,1,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05095151,10,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05095831,4,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05096421,5,0,1,300,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05096781,5,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05096941,2,0,1,150,D,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05098451,5,0,1,,A,,A,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05101411,3,0,1,300,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05101741,4,0,1,175,D,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05101801,4,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05102231,5,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05102941,5,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103191,4,0,1,175,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103431,4,0,1,310,D,,H,,A,310,D,300,D,,A,,A,,A,,A,,A,,A,,A
20223,05103431,4,1,1,140,D,1,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103431,4,2,1,280,D,396,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103431,4,3,1,300,D,3,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103571,3,0,1,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103601,3,0,1,,A,,A,470,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05103831,6,0,1,130,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05106531,5,0,1,,A,,A,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05106551,6,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05107491,5,0,1,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05107821,4,0,1,130,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05109971,7,0,1,,A,,A,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05110441,13,0,1,,A,,A,101,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05110511,2,0,1,160,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05110531,10,0,1,300,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05110641,4,0,1,130,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05111384,4,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05111391,11,0,1,110,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05112131,26,0,1,140,D,3500,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05112861,12,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05114064,6,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05114991,10,0,1,300,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05115681,4,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05116451,3,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05116631,4,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05116651,13,0,1,260,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05117431,3,0,1,300,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05117701,3,0,1,120,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05117931,13,0,1,175,D,53,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05118941,6,0,1,310,D,,H,100,D,310,D,175,D,,A,,A,,A,,A,,A,,A,,A
20223,05118941,6,1,1,140,D,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05118941,6,2,1,175,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05118941,6,3,1,300,D,36,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05119121,6,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05119431,7,0,1,130,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05120071,11,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05120181,3,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05120541,3,0,1,235,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05121081,5,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05122381,2,0,1,270,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05122451,6,0,1,130,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05122961,3,0,1,280,D,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05123291,13,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05124771,9,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05124811,7,0,1,210,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05125281,6,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04930924,6,0,1,,A,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04931554,3,0,1,140,D,675,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04933694,9,0,1,175,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04934444,7,0,1,310,D,,H,700,D,235,D,300,D,,A,,A,,A,,A,,A,,A,,A
20224,04934444,7,1,1,235,D,1298,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04934444,7,2,1,300,D,3202,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04935654,2,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04935884,7,0,1,300,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04936164,5,0,1,300,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04936274,4,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04936634,6,0,1,130,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04940354,4,0,1,300,D,326,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04940654,3,0,1,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04941014,12,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04941694,4,0,1,300,D,120,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04942614,7,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04943074,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04943134,3,0,1,290,D,100,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04944134,3,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04945724,9,0,1,160,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04948104,6,0,1,240,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04948764,4,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04950024,2,0,1,200,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04950444,2,0,1,130,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04952084,2,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04954794,8,0,1,190,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04955124,7,0,1,140,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04955914,3,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04956444,4,0,1,175,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04957224,3,0,1,260,D,760,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04957414,2,0,1,235,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04957454,4,0,1,200,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04963374,4,0,1,235,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04963474,4,0,1,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04963784,2,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04964144,6,0,1,235,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05012523,4,0,1,200,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05013443,2,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05014433,9,0,1,260,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05016663,5,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05017913,2,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05018023,3,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05018063,9,0,1,300,D,1400,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05020623,3,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05022513,3,0,1,300,D,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05023663,5,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05023883,9,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05024553,2,0,1,175,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05025423,4,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05025553,2,0,1,110,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05026773,4,0,1,110,D,10000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05027213,3,0,1,130,D,3500,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05029083,4,0,1,150,D,4185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05029593,4,0,1,240,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05031143,4,0,1,175,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05032753,3,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05033973,4,0,1,235,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05036873,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05037053,2,0,1,300,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05038883,4,0,1,175,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05039203,2,0,1,220,D,960,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05039893,7,0,1,175,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05043563,8,0,1,,A,,A,460,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05043653,13,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05045423,6,0,1,175,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05091352,10,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05092422,3,0,1,110,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05093292,2,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05093312,5,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05093662,4,0,1,175,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05095832,5,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05096022,8,0,1,210,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05098162,3,0,1,260,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05098452,2,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05099822,4,0,1,300,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05100052,4,0,1,300,D,233,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05100302,3,0,1,175,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05100822,9,0,1,175,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05101392,4,0,1,175,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05101412,3,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05102232,6,0,1,175,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05102562,7,0,1,300,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05103142,5,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05104262,3,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05104452,2,0,1,300,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05104802,2,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05104862,8,0,1,140,D,11000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05107062,5,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05107452,6,0,1,270,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05108372,6,0,1,300,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05109042,6,0,1,,A,,A,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05109542,7,0,1,,A,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05112032,4,0,1,175,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05112132,22,0,1,260,D,100,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05112782,2,0,1,130,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05112872,4,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05113252,2,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05113532,5,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05115662,2,0,1,,A,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05115782,4,0,1,235,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05116502,6,0,1,,A,,A,1659,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05116662,3,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05116772,7,0,1,,A,,A,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05117702,6,0,1,240,D,500,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05118142,10,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05119062,12,0,1,,A,,A,194,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05119122,10,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05119382,5,0,1,300,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05119432,6,0,1,130,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05120082,4,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05120512,8,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05121822,6,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05122712,12,0,1,240,D,3,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05123802,6,0,1,310,D,,H,,A,210,D,280,D,235,D,,A,,A,,A,,A,,A,,A
20224,05123802,6,1,1,235,D,1100,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05123892,20,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05124022,8,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05201371,2,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05201871,10,0,1,140,D,1140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05203041,2,0,1,130,D,22333,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05203161,3,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05203291,4,0,1,300,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05204201,4,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05204301,4,0,1,300,D,307,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05204991,7,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05205841,5,0,1,270,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05206131,7,0,1,235,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05207071,8,0,1,,A,,A,300,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05207671,6,0,1,130,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05207831,4,0,1,,A,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05208191,3,0,1,235,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05208361,2,0,1,175,D,390,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05209371,7,0,1,300,D,600,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05209491,9,0,1,110,D,4450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05209801,5,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05210811,3,0,1,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05211021,3,0,1,235,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05212121,3,0,1,160,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05213601,5,0,1,235,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05213611,6,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05213941,6,0,1,175,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05214761,4,0,1,130,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05215481,2,0,1,200,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05215611,11,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05215651,5,0,1,175,D,210,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05215931,14,0,1,130,D,22333,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05216091,6,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05216191,3,0,1,280,D,2600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05217061,3,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05217761,4,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05218431,4,0,1,150,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05219181,2,0,1,300,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05219371,9,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05219791,8,0,1,300,D,150,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05220151,4,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05220921,3,0,1,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05221331,3,0,1,310,D,,H,,A,310,D,300,D,,A,,A,,A,,A,,A,,A,,A
20224,05221331,3,1,1,175,D,160,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05221331,3,2,1,200,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05221331,3,3,1,300,D,50,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05221931,5,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
