QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20223,04927434,16,0,5,02,D,400,D,,A,3,D,,B,1976,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04927434,17,0,5,03,D,400,D,,A,3,D,,B,2000,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04927454,20,0,5,01,D,100,D,,A,3,D,11,D,2021,D,295000,D,17000,D,0,D,3000,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20223,04927454,21,0,5,02,D,300,D,,A,3,D,,B,2011,D,,A,,A,,A,0,D,1,D,4,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04927494,46,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927544,25,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927554,19,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927554,20,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927554,21,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927554,22,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927554,23,0,5,05,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927554,24,0,5,06,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04927664,25,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927674,8,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927754,9,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,1700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927824,34,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,5300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927954,14,0,5,01,D,100,D,,A,3,D,08,D,2021,D,,A,,A,,A,4400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04927954,15,0,5,02,D,300,D,,A,3,D,,B,2015,D,,A,,A,,A,3400,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04928034,28,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928044,34,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,5200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928064,11,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928174,28,0,5,01,D,100,D,,A,2,D,,B,2015,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928194,16,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928384,25,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928384,26,0,5,02,D,400,D,,A,3,D,,B,1993,D,,A,,A,,A,700,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04928394,16,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928394,17,0,5,02,D,400,D,,A,3,D,,B,2015,D,,A,,A,,A,190,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04928394,18,0,5,03,D,400,D,,A,3,D,,B,2010,D,,A,,A,,A,100,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04928424,12,0,5,01,D,100,D,,A,1,D,07,D,2021,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928434,10,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,120,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928454,43,0,5,01,D,100,D,,A,3,D,05,D,2022,D,434000,D,86800,D,8000,D,11800,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20223,04928514,14,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,4400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928564,15,0,5,01,D,100,D,0.25,D,3,D,,B,,C,,A,,A,,A,4400,F,,A,,A,,A,,A,1,D,1,D,,A,1,D,,A
20223,04928564,16,0,5,02,D,400,D,,A,3,D,04,D,2022,D,12500,D,12500,D,500,D,2500,F,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20223,04928604,19,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928684,11,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928744,21,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928744,22,0,5,02,D,400,D,,A,3,D,,B,2005,D,,A,,A,,A,120,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04928814,23,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928814,24,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928894,8,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04928974,25,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,4700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929094,16,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929104,15,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929124,43,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929124,44,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929174,11,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929224,33,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929224,34,0,5,02,D,300,D,,A,3,D,01,D,2021,D,,A,,A,,A,0,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04929254,18,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,4300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929254,19,0,5,02,D,200,D,,A,3,D,,B,2019,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04929294,21,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929304,24,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,4800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929314,28,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929414,18,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929544,24,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929544,25,0,5,02,D,300,D,,A,3,D,,B,2008,D,,A,,A,,A,1100,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04929624,8,0,5,01,D,100,D,,A,1,D,,B,2015,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929674,28,0,5,01,D,100,D,,A,3,D,,B,1984,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929684,16,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929684,17,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929694,23,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,19611,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929884,10,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,2800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929894,9,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,2800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04929954,26,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930014,13,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930034,17,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930074,43,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,9400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930074,44,0,5,02,D,300,D,,A,3,D,,B,2009,D,,A,,A,,A,4000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04930074,45,0,5,03,D,200,D,,A,3,D,,B,,C,,A,,A,,A,3600,F,,A,,A,,A,,A,,C,,A,,A,,A,,A
20223,04930134,13,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930214,13,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930224,20,0,5,01,D,100,D,,A,3,D,06,D,2020,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20223,04930514,19,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930623,28,0,5,01,D,100,D,0.04,D,3,D,,B,2005,D,,A,,A,,A,8100,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04930673,9,0,1,01,D,100,D,,A,3,D,04,F,2005,D,,A,,A,,A,4300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930743,13,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930763,12,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,1400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930793,20,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,6700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930883,11,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,19611,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930903,23,0,5,01,D,100,D,0.25,D,3,D,,B,2015,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04930903,24,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04930923,30,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,660,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930933,19,0,1,01,D,100,D,,A,3,D,07,D,2021,D,,A,,A,,A,950,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930963,26,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04930973,8,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,140,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20223,04930983,35,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,5700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931003,9,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931033,17,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931043,8,0,1,01,D,100,D,,A,3,D,04,F,1992,D,,A,,A,,A,7600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931133,13,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,650,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931253,16,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931273,31,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,2800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931293,18,0,5,01,D,100,D,,A,3,D,09,D,2021,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931353,12,0,5,01,D,100,D,,A,3,D,06,D,2021,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931413,16,0,5,01,D,100,D,,A,1,D,,B,2005,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931453,17,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931453,18,0,5,02,D,300,D,,A,3,D,,B,2012,D,,A,,A,,A,300,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04931463,38,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931473,27,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931523,32,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931523,33,0,5,02,D,400,D,,A,3,D,,B,1988,D,,A,,A,,A,820,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04931533,32,0,5,01,D,100,D,0.10,D,3,D,08,D,2021,D,,A,,A,,A,19611,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931533,33,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931533,34,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931533,35,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931533,36,0,5,05,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931533,37,0,5,06,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931533,38,0,5,07,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931553,17,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931553,18,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931563,37,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,4300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931633,11,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931663,18,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,7800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931663,19,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,35,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,4300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931713,36,0,5,02,D,300,D,,A,1,D,,B,1972,D,,A,,A,,A,2100,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04931713,37,0,5,03,D,300,D,,A,1,D,,B,2002,D,,A,,A,,A,1300,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04931713,38,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,39,0,5,05,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,40,0,5,06,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,41,0,5,07,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,42,0,5,08,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,43,0,5,09,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,44,0,5,10,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931713,45,0,5,11,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931733,8,0,5,01,D,100,D,0.15,D,3,D,02,D,2021,D,,A,,A,,A,4900,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04931793,20,0,1,01,D,100,D,,A,3,D,04,F,2022,D,,A,,A,,A,7000,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20223,04931803,18,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931833,17,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931833,18,0,5,02,D,400,D,,A,3,D,,B,1975,D,,A,,A,,A,200,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04931833,19,0,5,03,D,400,D,,A,3,D,,B,1975,D,,A,,A,,A,100,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04931903,24,0,5,01,D,100,D,,A,1,D,,B,2016,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931903,25,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931973,24,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04931993,11,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,2200,F,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20223,04932043,13,0,5,01,D,100,D,,A,1,D,,B,2012,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04932053,28,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,8400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932093,14,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932123,19,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,50,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932163,23,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932163,24,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932223,12,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932253,17,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,1700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932253,18,0,5,02,D,300,D,,A,3,D,,B,,C,,A,,A,,A,1500,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04932303,12,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,0,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20223,04932353,18,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932363,23,0,5,01,D,100,D,,A,1,D,,B,2004,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932413,23,0,5,01,D,100,D,,A,3,D,06,D,2021,D,,A,,A,,A,11500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932443,10,0,5,01,D,100,D,,A,3,D,,B,1975,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932653,16,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932703,14,0,5,01,D,100,D,0.33,D,3,D,,B,2008,D,,A,,A,,A,2700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932833,26,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,19611,T,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20223,04932833,27,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04932853,18,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932913,24,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04932963,22,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,11000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933053,26,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933073,15,0,5,01,D,100,D,,A,1,D,10,D,2021,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,1,D,2,D,,A
20223,04933113,20,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933123,40,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,4700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933123,41,0,5,02,D,300,D,,A,3,D,,B,1993,D,,A,,A,,A,100,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04933123,42,0,5,03,D,300,D,,A,3,D,,B,1993,D,,A,,A,,A,100,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04933123,43,0,5,04,D,300,D,,A,3,D,,B,2003,D,,A,,A,,A,210,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20223,04933153,13,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933203,8,0,1,01,D,100,D,,A,3,D,05,D,2022,D,350000,D,21000,D,9000,D,320,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20223,04933243,51,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933283,14,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933303,31,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933303,32,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933323,16,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933413,13,0,5,01,D,100,D,,A,3,D,,B,1969,D,,A,,A,,A,1500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933433,15,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20223,04933463,21,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20223,04933463,22,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
