QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20222,04964522,25,0,1,,A,,A,,A,1,D,1,D,,A,43,E,43,E,44,E,67,E,67,E,66,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,04964572,13,0,1,,A,1,D,,A,1,D,2,D,,A,40,E,39,E,39,E,,A,,A,,A,45,E,46,E,46,E,,A,,A,,A,2,D,1,D
20222,04964572,14,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964572,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20222,04964592,19,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,22,D,22,D,22,D,,A,,A,,A,,A,1,D
20222,04964592,20,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,149,D,149,D,149,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964612,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,199,D,199,D,199,D,,A,1,D
20222,04964612,24,0,1,,A,,A,,A,1,D,1,D,,A,79,E,78,E,78,E,120,E,121,E,121,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,04964652,15,0,1,,A,,A,,A,1,D,2,D,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964652,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20222,04964692,40,0,1,,A,1,D,,A,1,D,1,D,,A,87,E,88,E,87,E,110,E,111,E,111,E,53,E,51,E,52,E,,A,,A,,A,2,D,1,D
20222,04964692,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,170,D,170,D,,A,1,D
20222,04964692,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,04964762,10,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,1,D
20222,04964792,11,0,1,0.50,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,85,D,85,D,,A,1,D
20222,04964792,12,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964802,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,116,D,116,D,116,D,,A,1,D
20222,04964802,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,116,D,116,D,116,D,,A,1,D
20222,04964802,20,0,1,,A,1,D,,A,1,D,2,D,,A,53,E,53,E,54,E,,A,,A,,A,46,E,46,E,45,E,,A,,A,,A,2,D,1,D
20222,04964822,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,155,D,155,D,155,D,,A,1,D
20222,04964822,41,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964842,15,0,1,,A,,A,,A,1,D,2,D,,A,113,D,113,D,113,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964842,16,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,99,D,99,D,99,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04964862,36,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,1,D
20222,04964862,37,0,1,,A,,A,,A,1,D,1,D,,A,78,E,77,E,81,E,102,E,103,E,106,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,04964882,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,243,D,243,D,243,D,,A,1,D
20222,04964902,9,0,1,,A,,A,,A,1,D,1,D,,A,82,E,82,E,83,E,147,E,147,E,146,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,04964912,25,0,1,,A,,A,2,D,1,D,1,D,,A,46,E,46,E,43,E,78,E,78,E,83,E,,A,,A,,A,78,E,78,E,76,E,2,D,1,D
20222,04964942,24,0,1,,A,,A,2,D,1,D,2,D,,A,93,E,93,E,92,E,,A,,A,,A,,A,,A,,A,137,E,137,E,138,E,2,D,1,D
20222,04964952,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20222,04964952,18,0,1,,A,,A,,A,1,D,1,D,,A,53,E,52,E,52,E,97,E,98,E,98,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,04965012,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,117,D,117,D,117,D,,A,1,D
20222,04965012,9,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04965052,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20222,04965052,30,0,1,,A,,A,,A,1,D,2,D,,A,67,D,67,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04965092,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20222,04965092,15,0,1,,A,,A,,A,1,D,1,D,,A,32,E,32,E,32,E,58,E,58,E,58,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,04965102,44,0,1,,A,,A,2,D,1,D,1,D,,A,45,E,44,E,53,E,81,E,83,E,99,E,,A,,A,,A,74,E,73,E,87,E,2,D,1,D
20222,04965122,28,0,1,,A,,A,2,D,1,D,1,D,,A,53,E,68,E,68,E,83,E,104,E,104,E,,A,,A,,A,64,E,78,E,78,E,2,D,1,D
20222,04965152,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20222,04965152,43,0,1,,A,,A,,A,1,D,1,D,,A,73,E,72,E,73,E,105,E,106,E,105,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,05011101,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20222,05011171,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20222,05011171,20,0,1,,A,,A,,A,1,D,1,D,,A,36,E,31,E,36,E,54,E,59,E,54,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,05011231,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20222,05011231,18,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011231,19,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011241,48,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,231,D,230,D,231,D,,A,1,D
20222,05011241,49,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011261,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,85,D,85,D,,A,1,D
20222,05011261,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,72,D,72,D,72,D,,A,1,D
20222,05011261,17,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011271,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20222,05011271,16,0,1,,A,,A,,A,1,D,1,D,,A,46,E,47,E,47,E,74,E,73,E,73,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,05011311,23,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,1,D
20222,05011311,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,136,D,136,D,136,D,,A,1,D
20222,05011311,25,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,89,D,89,D,89,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011331,16,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,,A,,A,1,D
20222,05011331,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,76,D,76,D,76,D,,A,1,D
20222,05011331,18,0,1,,A,,A,,A,1,D,2,D,,A,104,D,104,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011341,65,0,1,,A,1,D,,A,1,D,2,D,,A,65,E,47,E,65,E,,A,,A,,A,65,E,83,E,65,E,,A,,A,,A,2,D,1,D
20222,05011341,66,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,211,D,211,D,211,D,,A,1,D
20222,05011351,10,0,1,0.20,D,,A,,A,1,D,2,D,,A,143,D,143,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011361,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,135,D,135,D,135,D,,A,1,D
20222,05011381,16,0,1,,A,,A,,A,1,D,2,D,1,D,0,D,0,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011391,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20222,05011411,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20222,05011411,23,0,1,,A,1,D,,A,1,D,1,D,,A,62,E,60,E,61,E,99,E,98,E,97,E,39,E,42,E,42,E,,A,,A,,A,2,D,1,D
20222,05011431,18,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011431,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05011451,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,58,D,58,D,58,D,,A,1,D
20222,05011451,18,0,1,,A,,A,,A,1,D,2,D,,A,140,D,83,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011511,16,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011511,17,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,120,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011521,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D
20222,05011521,23,0,1,,A,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011601,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,190,D,190,D,,A,1,D
20222,05011621,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20222,05011621,25,0,1,,A,,A,,A,1,D,2,D,,A,120,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011661,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,350,D,,A,1,D
20222,05011661,28,0,1,,A,,A,,A,1,D,2,D,,A,52,D,52,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011721,13,0,1,,A,,A,2,D,1,D,2,D,,A,144,E,144,E,144,E,,A,,A,,A,,A,,A,,A,206,E,206,E,206,E,2,D,1,D
20222,05011751,13,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011751,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05011771,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20222,05011791,6,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20222,05011804,36,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011804,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D
20222,05011804,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,86,D,86,D,86,D,,A,1,D
20222,05011811,17,0,1,,A,1,D,,A,1,D,2,D,,A,61,E,61,E,62,E,,A,,A,,A,37,E,37,E,36,E,,A,,A,,A,2,D,1,D
20222,05011811,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05011841,9,0,1,,A,1,D,2,D,1,D,1,D,,A,80,D,80,D,80,D,20,D,20,D,20,D,7,E,7,E,6,E,13,E,13,E,14,E,1,D,1,D
20222,05011891,20,0,1,,A,,A,,A,1,D,2,D,,A,25,D,25,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011891,21,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011891,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,107,D,107,D,107,D,,A,1,D
20222,05011891,23,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,,A,,A,,A,1,D
20222,05011891,24,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011901,12,0,1,1.00,D,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,0,D,,A,,A,,A,,A,1,D
20222,05011951,36,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20222,05011951,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20222,05011951,38,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011961,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,158,D,158,D,158,D,,A,1,D
20222,05011961,16,0,1,,A,,A,,A,1,D,2,D,,A,11,D,111,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05011971,40,0,1,,A,1,D,,A,1,D,1,D,,A,35,E,33,E,33,E,48,E,48,E,48,E,17,E,19,E,19,E,,A,,A,,A,2,D,1,D
20222,05011971,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,1,D
20222,05012001,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20222,05012001,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05012041,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20222,05012041,27,0,1,,A,,A,,A,1,D,1,D,,A,59,E,59,E,59,E,91,E,91,E,91,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,05012051,18,0,1,,A,,A,,A,1,D,1,D,,A,75,D,75,D,75,D,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05012051,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,229,D,229,D,229,D,,A,1,D
20222,05012071,9,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,34,D,34,D,34,D,,A,,A,,A,,A,1,D
20222,05012081,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,119,D,119,D,119,D,,A,1,D
20222,05012081,20,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012091,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20222,05012091,20,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012111,48,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,275,D,,A,1,D
20222,05012111,49,0,1,,A,1,D,,A,1,D,1,D,,A,116,E,116,E,117,E,175,E,175,E,174,E,134,E,134,E,134,E,,A,,A,,A,2,D,1,D
20222,05012171,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,37,D,37,D,37,D,,A,1,D
20222,05012181,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20222,05012181,26,0,1,,A,1,D,,A,1,D,2,D,,A,63,E,63,E,62,E,,A,,A,,A,37,E,37,E,38,E,,A,,A,,A,2,D,1,D
20222,05012211,9,0,1,,A,,A,,A,1,D,2,D,,A,56,D,302,T,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012211,10,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,60,D,123,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012211,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,81,D,55,D,80,D,,A,1,D
20222,05012221,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20222,05012221,17,0,1,,A,,A,,A,1,D,2,D,,A,54,D,54,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012251,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20222,05012251,12,0,1,,A,,A,,A,1,D,2,D,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012311,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20222,05012311,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20222,05012311,24,0,1,,A,,A,,A,1,D,2,D,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012331,34,0,1,,A,,A,,A,1,D,2,D,,A,74,D,74,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012331,35,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,160,D,160,D,160,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012341,5,0,1,,A,,A,2,D,1,D,1,D,,A,21,E,21,E,22,E,33,E,34,E,33,E,,A,,A,,A,21,E,20,E,20,E,2,D,1,D
20222,05012361,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20222,05012361,43,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012361,44,0,1,0.55,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20222,05012381,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,189,D,189,D,189,D,,A,1,D
20222,05012381,27,0,1,,A,,A,,A,1,D,2,D,,A,47,D,47,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012471,13,0,1,,A,1,D,2,D,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,22,E,23,E,22,E,45,E,44,E,45,E,1,D,1,D
20222,05012491,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,275,D,289,D,297,D,,A,1,D
20222,05012491,19,0,1,,A,,A,,A,1,D,2,D,,A,80,D,84,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012511,22,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012511,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,D,42,D,42,D,,A,1,D
20222,05012521,13,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012521,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05012541,68,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,D,64,D,64,D,,A,1,D
20222,05012541,69,0,1,,A,,A,,A,1,D,1,D,,A,92,E,92,E,92,E,158,E,158,E,158,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,05012581,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20222,05012581,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012581,33,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012591,7,0,1,,A,,A,2,D,1,D,2,D,,A,35,E,35,E,36,E,,A,,A,,A,,A,,A,,A,65,E,65,E,64,E,2,D,1,D
20222,05012624,8,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012624,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05012651,25,0,1,,A,1,D,,A,1,D,1,D,,A,60,E,69,E,69,E,73,E,88,E,88,E,42,E,50,E,50,E,,A,,A,,A,2,D,1,D
20222,05012651,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20222,05012661,52,0,1,0.15,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,264,D,264,D,264,D,,A,1,D
20222,05012661,53,0,1,0.15,D,,A,,A,1,D,1,D,,A,75,E,75,E,79,E,99,E,99,E,105,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20222,05012661,54,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20222,05012691,19,0,1,0.10,D,,A,2,D,1,D,2,D,,A,65,E,64,E,65,E,,A,,A,,A,,A,,A,,A,88,E,89,E,88,E,2,D,1,D
20222,05012711,23,0,1,,A,1,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,19,E,20,E,19,E,66,E,65,E,66,E,,A,1,D
20222,05012711,24,0,1,,A,,A,,A,1,D,1,D,,A,33,E,33,E,31,E,57,E,57,E,59,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05012731,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,44,D,44,D,44,D,,A,1,D
20222,05012731,12,0,1,,A,,A,,A,1,D,2,D,,A,76,D,76,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012741,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,1,D
20222,05012741,26,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012771,34,0,1,,A,,A,,A,1,D,2,D,,A,48,D,48,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20222,05012771,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20222,05012791,10,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,353,T,374,T,350,T,,A,,A,,A,,A,1,D
