QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_
20222,04816364,23,0,1,210,D,1,D,14,D,01,D
20222,04816364,24,0,1,210,D,1,D,14,D,03,D
20222,04816364,25,0,1,355,D,1,D,16,D,13,D
20222,04816364,26,0,1,355,D,1,D,14,D,13,D
20222,04816374,14,0,1,370,D,1,D,60,D,02,D
20222,04816394,11,0,1,355,D,1,D,16,D,13,D
20222,04816424,8,0,2,820,D,1,D,4,D,01,D
20222,04816474,10,0,1,840,D,1,D,55,D,01,D
20222,04816514,15,0,1,830,D,1,D,30,D,13,D
20222,04816524,16,0,1,840,D,1,D,5,D,13,D
20222,04816544,16,0,1,840,D,1,D,60,D,03,D
20222,04816574,22,0,1,330,D,1,D,30,D,13,D
20222,04816664,30,0,1,830,D,1,D,40,D,13,D
20222,04816694,32,0,1,830,D,1,D,20,D,13,D
20222,04816694,33,0,1,520,D,1,D,8,D,01,D
20222,04816694,34,0,1,530,D,1,D,253,D,01,D
20222,04816694,35,0,1,210,D,1,D,15,D,13,D
20222,04816694,36,0,1,330,D,1,D,15,D,13,D
20222,04816694,37,0,1,355,D,1,D,60,D,13,D
20222,04816704,33,0,1,150,D,1,D,25,D,01,D
20222,04816704,34,0,1,150,D,1,D,25,D,02,D
20222,04816704,35,0,1,210,D,1,D,20,D,03,D
20222,04816704,36,0,1,355,D,1,D,65,D,13,D
20222,04816704,37,0,1,355,D,1,D,14,D,13,D
20222,04816704,38,0,1,370,D,1,D,5,D,03,D
20222,04816724,28,0,1,520,D,1,D,25,D,01,D
20222,04816724,29,0,1,520,D,1,D,25,D,02,D
20222,04816724,30,0,1,520,D,1,D,25,D,03,D
20222,04816724,31,0,1,355,D,1,D,10,D,13,D
20222,04816724,32,0,1,355,D,1,D,8,D,13,D
20222,04816724,33,0,1,840,D,1,D,15,D,13,D
20222,04816724,34,0,1,355,D,1,D,12,D,13,D
20222,04816784,19,0,1,840,D,1,D,14,D,13,D
20222,04816784,20,0,1,355,D,1,D,21,D,13,D
20222,04816784,21,0,1,355,D,1,D,7,D,13,D
20222,04816914,17,0,1,355,D,1,D,18,D,13,D
20222,04816994,28,0,1,840,D,1,D,120,D,01,D
20222,04816994,29,0,1,150,D,1,D,17,D,13,D
20222,04816994,30,0,1,355,D,1,D,20,D,13,D
20222,04817054,18,0,1,830,D,1,D,30,D,13,D
20222,04817134,9,0,1,355,D,1,D,10,D,13,D
20222,04817294,30,0,1,610,D,1,D,1300,D,01,D
20222,04817294,31,0,1,610,D,1,D,1300,D,02,D
20222,04817294,32,0,1,610,D,1,D,1300,D,03,D
20222,04817294,33,0,1,410,D,1,D,9,D,01,D
20222,04817294,34,0,1,410,D,1,D,9,D,02,D
20222,04817294,35,0,1,410,D,1,D,9,D,03,D
20222,04817294,36,0,1,330,D,1,D,10,D,13,D
20222,04817294,37,0,1,355,D,1,D,15,D,13,D
20222,04817314,7,0,1,355,D,1,D,40,D,13,D
20222,04817344,18,0,1,355,D,1,D,16,D,13,D
20222,04817364,12,0,1,840,D,1,D,4,D,13,D
20222,04817364,13,0,1,210,D,1,D,100,D,13,D
20222,04817364,14,0,1,330,D,1,D,10,D,13,D
20222,04817364,15,0,1,355,D,1,D,15,D,13,D
20222,04817394,29,0,1,610,D,1,D,150,D,03,D
20222,04817404,29,0,1,700,D,1,D,17,D,13,D
20222,04817404,30,0,2,840,D,1,D,100,D,01,D
20222,04817434,22,0,1,840,D,1,D,7,D,13,D
20222,04817434,23,0,1,330,D,1,D,17,D,13,D
20222,04817434,24,0,1,355,D,1,D,35,D,13,D
20222,04817464,35,0,1,330,D,1,D,10,D,13,D
20222,04817464,36,0,1,355,D,1,D,14,D,13,D
20222,04817464,37,0,1,355,D,1,D,8,D,13,D
20222,04817464,38,0,1,355,D,1,D,13,D,13,D
20222,04817464,39,0,1,355,D,1,D,15,D,13,D
20222,04817464,40,0,2,810,D,1,D,430,D,01,D
20222,04817494,27,0,1,800,D,1,D,1150,D,13,D
20222,04817494,28,0,1,610,D,1,D,879,D,02,D
20222,04817494,29,0,1,610,D,1,D,977,D,03,D
20222,04817494,30,0,1,840,D,1,D,120,D,03,D
20222,04817494,31,0,1,355,D,1,D,15,D,13,D
20222,04817634,20,0,1,355,D,1,D,40,D,13,D
20222,04817654,25,0,1,840,D,1,D,9,D,13,D
20222,04817654,26,0,1,700,D,1,D,35,D,13,D
20222,04817654,27,0,1,330,D,1,D,5,D,13,D
20222,04817674,18,0,1,355,D,1,D,19,D,13,D
20222,04817674,19,0,1,355,D,1,D,9,D,13,D
20222,04817684,26,0,1,840,D,1,D,13,D,13,D
20222,04817684,27,0,1,520,D,1,D,20,D,02,D
20222,04817684,28,0,1,520,D,1,D,20,D,03,D
20222,04817684,29,0,1,330,D,1,D,8,D,13,D
20222,04817684,30,0,1,355,D,1,D,18,D,13,D
20222,04817684,31,0,1,355,D,1,D,12,D,13,D
20222,04817684,32,0,2,520,D,1,D,20,D,01,D
20222,04817714,25,0,1,355,D,1,D,23,D,13,D
20222,04817754,20,0,1,330,D,1,D,16,D,13,D
20222,04817754,21,0,1,355,D,1,D,55,D,13,D
20222,04817774,44,0,1,210,D,1,D,20,D,02,D
20222,04817774,45,0,1,330,D,1,D,12,D,13,D
20222,04817774,46,0,1,355,D,1,D,14,D,13,D
20222,04817774,47,0,1,355,D,1,D,12,D,13,D
20222,04817774,48,0,1,355,D,1,D,12,D,13,D
20222,04817774,49,0,1,355,D,1,D,12,D,13,D
20222,04817864,29,0,1,830,D,1,D,125,D,13,D
20222,04817864,30,0,1,610,D,1,D,200,D,03,D
20222,04817864,31,0,1,610,D,1,D,1650,D,01,D
20222,04817864,32,0,1,610,D,1,D,120,D,01,D
20222,04817864,33,0,1,610,D,1,D,120,D,02,D
20222,04817864,34,0,1,610,D,1,D,250,D,03,D
20222,04817864,35,0,1,610,D,1,D,250,D,02,D
20222,04817864,36,0,1,600,D,1,D,200,D,01,D
20222,04817864,37,0,1,210,D,1,D,16,D,13,D
20222,04817864,38,0,1,355,D,1,D,15,D,13,D
20222,04817864,39,0,1,355,D,1,D,15,D,13,D
20222,04817874,32,0,1,830,D,1,D,33,D,13,D
20222,04817874,33,0,1,520,D,1,D,55,D,01,D
20222,04817874,34,0,1,520,D,1,D,55,D,02,D
20222,04817874,35,0,1,520,D,1,D,55,D,03,D
20222,04817874,36,0,1,320,D,1,D,10,D,01,D
20222,04817874,37,0,1,355,D,1,D,10,D,13,D
20222,04817874,38,0,1,355,D,1,D,16,D,13,D
20222,04817964,25,0,1,830,D,1,D,27,D,13,D
20222,04817964,26,0,1,840,D,1,D,16,D,13,D
20222,04817964,27,0,1,840,D,1,D,33,D,01,D
20222,04817964,28,0,1,355,D,1,D,16,D,13,D
20222,04817964,29,0,1,310,D,1,D,35,D,02,D
20222,04817974,23,0,1,520,D,1,D,50,D,03,D
20222,04817974,24,0,1,355,D,1,D,14,D,13,D
20222,04818024,24,0,1,840,D,1,D,10,D,13,D
20222,04818024,25,0,1,150,D,1,D,50,D,13,D
20222,04818024,26,0,1,150,D,1,D,25,D,13,D
20222,04818024,27,0,1,355,D,1,D,12,D,13,D
20222,04818064,32,0,1,830,D,1,D,24,D,13,D
20222,04818064,33,0,1,830,D,1,D,10,D,13,D
20222,04818064,34,0,1,840,D,1,D,15,D,13,D
20222,04818064,35,0,1,330,D,1,D,10,D,13,D
20222,04818084,23,0,1,830,D,1,D,40,D,13,D
20222,04818084,24,0,1,610,D,1,D,100,D,01,D
20222,04818084,25,0,1,820,D,1,D,650,D,01,D
20222,04818084,26,0,1,500,D,1,D,850,D,01,D
20222,04818084,27,0,1,600,D,1,D,150,D,01,D
20222,04818084,28,0,1,520,D,1,D,50,D,01,D
20222,04818084,29,0,1,330,D,1,D,10,D,13,D
20222,04818084,30,0,1,355,D,1,D,70,D,13,D
20222,04818114,29,0,1,700,D,1,D,10,D,13,D
20222,04818144,16,0,1,355,D,1,D,42,D,13,D
20222,04818154,39,0,1,830,D,1,D,382,D,13,D
20222,04818154,40,0,1,320,D,1,D,10,D,03,D
20222,04818154,41,0,1,330,D,1,D,5,D,13,D
20222,04818154,42,0,1,330,D,1,D,10,D,13,D
20222,04818154,43,0,1,355,D,1,D,10,D,13,D
20222,04818154,44,0,1,355,D,1,D,36,D,13,D
20222,04818154,45,0,1,355,D,1,D,5,D,13,D
20222,04818154,46,0,1,355,D,1,D,5,D,13,D
20222,04818154,47,0,1,355,D,1,D,5,D,13,D
20222,04818154,48,0,1,355,D,1,D,5,D,13,D
20222,04818194,18,0,1,150,D,1,D,55,D,02,D
20222,04818194,19,0,1,700,D,1,D,12,D,13,D
20222,04818244,25,0,1,830,D,1,D,45,D,13,D
20222,04818244,26,0,1,840,D,1,D,120,D,01,D
20222,04818464,39,0,1,520,D,1,D,80,D,01,D
20222,04818464,40,0,1,520,D,1,D,80,D,02,D
20222,04818464,41,0,1,520,D,1,D,80,D,03,D
20222,04818464,42,0,1,210,D,1,D,15,D,01,D
20222,04818464,43,0,1,355,D,1,D,24,D,13,D
20222,04818484,34,0,1,330,D,1,D,10,D,13,D
20222,04818484,35,0,1,355,D,1,D,10,D,13,D
20222,04818484,36,0,1,355,D,1,D,10,D,13,D
20222,04818514,35,0,1,500,D,1,D,370,D,03,D
20222,04818514,36,0,1,320,D,1,D,16,D,03,D
20222,04818514,37,0,1,355,D,1,D,19,D,13,D
20222,04818614,24,0,1,700,D,1,D,20,D,13,D
20222,04818624,36,0,1,830,D,1,D,40,D,01,D
20222,04818624,37,0,1,840,D,1,D,120,D,02,D
20222,04818624,38,0,1,930,D,1,D,48,D,02,D
20222,04818624,39,0,1,150,D,1,D,165,D,03,D
20222,04818624,40,0,1,150,D,1,D,27,D,13,D
20222,04818624,41,0,1,210,D,2,D,20,D,02,D
20222,04818624,42,0,2,610,D,1,D,40,D,01,D
20222,04818624,43,0,2,210,D,1,D,64,D,01,D
20222,04818734,30,0,1,610,D,1,D,50,D,03,D
20222,04818734,31,0,1,355,D,1,D,70,D,13,D
20222,04818734,32,0,1,355,D,1,D,50,D,03,D
20222,04818734,33,0,2,520,D,1,D,30,D,01,D
20222,04818734,34,0,2,355,D,1,D,8,D,01,D
20222,04818734,35,0,2,410,D,1,D,20,D,01,D
20222,04818894,26,0,1,830,D,1,D,70,D,13,D
20222,04818894,27,0,1,355,D,1,D,20,D,13,D
20222,04818944,28,0,1,610,D,1,D,50,D,01,D
20222,04818944,29,0,1,610,D,1,D,50,D,02,D
20222,04818944,30,0,1,610,D,1,D,50,D,03,D
20222,04818944,31,0,1,500,D,1,D,290,D,03,D
20222,04818944,32,0,1,500,D,1,D,80,D,03,D
20222,04818944,33,0,1,210,D,1,D,15,D,13,D
20222,04818944,34,0,1,370,D,1,D,70,D,01,D
20222,04818944,35,0,1,370,D,1,D,60,D,02,D
20222,04818944,36,0,2,610,D,1,D,50,D,01,D
20222,04818974,25,0,1,840,D,1,D,14,D,13,D
20222,04818994,27,0,1,355,D,1,D,73,D,13,D
20222,04819044,23,0,1,840,D,1,D,100,D,02,D
20222,04819044,24,0,1,150,D,1,D,27,D,13,D
20222,04819064,33,0,1,840,D,1,D,14,D,13,D
20222,04819064,34,0,1,310,D,1,D,20,D,03,D
20222,04819064,35,0,1,355,D,1,D,50,D,13,D
20222,04819074,12,0,1,820,D,1,D,45,D,01,D
20222,04819074,13,0,1,355,D,1,D,14,D,01,D
20222,04819074,14,0,1,355,D,1,D,14,D,02,D
20222,04819074,15,0,1,355,D,1,D,14,D,02,D
20222,04819154,56,0,1,840,D,1,D,120,D,02,D
20222,04819154,57,0,1,530,D,1,D,45,D,03,D
20222,04819154,58,0,1,530,D,1,D,50,D,03,D
20222,04819154,59,0,1,700,D,1,D,6,D,13,D
20222,04819154,60,0,1,355,D,1,D,5,D,13,D
20222,04819154,61,0,1,355,D,1,D,7,D,13,D
20222,04819174,31,0,1,150,D,1,D,8,D,13,D
20222,04819174,32,0,1,210,D,1,D,40,D,13,D
20222,04819174,33,0,1,330,D,1,D,10,D,13,D
20222,04819174,34,0,2,530,D,1,D,31,D,01,D
20222,04819174,35,0,2,530,D,1,D,31,D,01,D
20222,04819174,36,0,2,150,D,1,D,10,D,01,D
20222,04819204,29,0,1,330,D,1,D,15,D,13,D
20222,04819204,30,0,1,355,D,1,D,16,D,13,D
20222,04819204,31,0,1,355,D,1,D,13,D,13,D
20222,04819244,17,0,1,830,D,1,D,20,D,13,D
20222,04819244,18,0,1,610,D,1,D,20,D,02,D
20222,04819244,19,0,1,840,D,1,D,14,D,13,D
20222,04819244,20,0,1,520,D,1,D,40,D,01,D
20222,04819244,21,0,1,210,D,1,D,35,D,13,D
20222,04819244,22,0,1,700,D,1,D,15,D,13,D
20222,04819244,23,0,1,330,D,1,D,15,D,13,D
20222,04819244,24,0,1,355,D,1,D,55,D,13,D
20222,04819324,13,0,1,355,D,1,D,6,D,13,D
20222,04819324,14,0,1,355,D,1,D,16,D,13,D
20222,04819394,41,0,1,830,D,1,D,84,D,13,D
20222,04819394,42,0,1,610,D,1,D,130,D,01,D
20222,04819394,43,0,1,610,D,1,D,330,D,03,D
20222,04819394,45,0,1,520,D,1,D,30,D,02,D
20222,04819394,46,0,1,355,D,1,D,18,D,13,D
20222,04819394,521,0,1,210,D,1,D,45,D,02,D
20222,04819414,15,0,1,210,D,1,D,26,D,03,D
20222,04819454,45,0,1,150,D,1,D,5,D,13,D
20222,04819454,46,0,1,150,D,1,D,5,D,13,D
20222,04819454,47,0,1,355,D,1,D,89,D,13,D
20222,04819454,48,0,1,330,D,1,D,10,D,13,D
20222,04819534,17,0,1,830,D,1,D,30,D,13,D
20222,04819534,18,0,1,840,D,1,D,180,D,13,D
20222,04819534,19,0,1,355,D,1,D,10,D,13,D
20222,04819544,14,0,1,830,D,1,D,50,D,13,D
20222,04819544,15,0,1,150,D,1,D,168,D,03,D
20222,04819544,16,0,1,355,D,1,D,16,D,13,D
20222,04819554,20,0,1,840,D,1,D,45,D,01,D
20222,04819584,19,0,1,830,D,1,D,13,D,13,D
20222,04819584,20,0,1,330,D,1,D,7,D,13,D
20222,04819584,522,0,1,370,D,1,D,100,D,03,D
20222,04819604,16,0,2,370,D,1,D,30,D,01,D
20222,04819634,18,0,1,840,D,1,D,54,D,02,D
20222,04819674,30,0,1,355,D,1,D,40,D,13,D
20222,04819674,31,0,2,330,D,1,D,100,D,01,D
20222,04819734,20,0,1,830,D,1,D,300,D,13,D
20222,04819734,21,0,1,610,D,1,D,250,D,02,D
20222,04819734,22,0,1,370,D,1,D,65,D,03,D
20222,04819744,28,0,1,150,D,1,D,15,D,03,D
20222,04819824,20,0,1,150,D,1,D,99,D,01,D
20222,04819824,21,0,1,150,D,1,D,109,D,01,D
20222,04819824,22,0,1,150,D,1,D,11,D,01,D
20222,04819824,23,0,1,150,D,1,D,75,D,01,D
20222,04819824,24,0,1,150,D,1,D,27,D,02,D
20222,04819824,25,0,1,150,D,1,D,11,D,02,D
20222,04819824,26,0,1,150,D,1,D,27,D,03,D
20222,04819824,27,0,1,150,D,1,D,11,D,03,D
20222,04819824,28,0,1,210,D,1,D,172,D,02,D
20222,04819824,29,0,1,210,D,1,D,62,D,03,D
20222,04819844,46,0,1,500,D,1,D,129,D,03,D
20222,04819844,47,0,1,210,D,1,D,30,D,02,D
20222,04819844,48,0,1,210,D,1,D,6,D,02,D
20222,04819844,49,0,1,355,D,1,D,8,D,13,D
20222,04819854,27,0,1,500,D,1,D,50,D,01,D
20222,04819854,28,0,1,210,D,1,D,94,D,03,D
20222,04819854,29,0,1,500,D,1,D,82,D,02,D
20222,04819854,30,0,1,500,D,1,D,35,D,01,D
20222,04819854,31,0,1,530,D,1,D,315,D,01,D
20222,04819854,32,0,1,355,D,1,D,10,D,13,D
20222,04819854,33,0,1,355,D,1,D,7,D,01,D
20222,04819854,34,0,1,355,D,1,D,7,D,02,D
20222,04819854,35,0,1,355,D,1,D,10,D,03,D
20222,04819894,35,0,1,840,D,1,D,123,D,02,D
20222,04819894,36,0,1,410,D,1,D,10,D,01,D
20222,04819894,37,0,1,410,D,1,D,10,D,02,D
20222,04819894,38,0,1,410,D,1,D,10,D,03,D
20222,04819894,39,0,1,355,D,1,D,13,D,13,D
20222,04819904,25,0,1,410,D,1,D,17,D,01,D
20222,04819904,26,0,1,410,D,1,D,17,D,01,D
20222,04819904,27,0,1,410,D,1,D,17,D,01,D
20222,04819904,28,0,1,355,D,1,D,12,D,01,D
20222,04819904,29,0,1,355,D,1,D,12,D,01,D
20222,04819904,30,0,1,355,D,1,D,12,D,01,D
20222,04819904,31,0,1,355,D,1,D,10,D,01,D
20222,04819904,32,0,1,355,D,1,D,10,D,01,D
20222,04819904,33,0,2,410,D,1,D,17,D,01,D
20222,04819904,34,0,2,410,D,1,D,17,D,01,D
20222,04819904,35,0,2,410,D,1,D,17,D,01,D
20222,04819904,36,0,2,355,D,1,D,10,D,01,D
20222,04819964,24,0,1,830,D,1,D,48,D,13,D
20222,04819964,25,0,1,610,D,1,D,160,D,01,D
20222,04819964,26,0,1,610,D,1,D,160,D,02,D
20222,04819964,27,0,1,610,D,1,D,160,D,03,D
20222,04819964,28,0,1,330,D,1,D,10,D,13,D
20222,04819964,29,0,1,355,D,1,D,24,D,13,D
20222,04819964,30,0,2,840,D,1,D,120,D,01,D
20222,04820034,26,0,1,355,D,1,D,15,D,13,D
20222,04820034,27,0,1,355,D,1,D,15,D,13,D
20222,04820044,19,0,1,150,D,1,D,15,D,13,D
20222,04820054,23,0,1,840,D,1,D,45,D,01,D
20222,04820054,24,0,1,355,D,1,D,16,D,13,D
20222,04820064,31,0,1,520,D,1,D,19,D,03,D
20222,04820064,32,0,1,330,D,1,D,6,D,13,D
20222,04820064,33,0,1,355,D,1,D,100,D,13,D
20222,04820064,34,0,1,355,D,1,D,21,D,13,D
20222,04820104,42,0,1,150,D,1,D,35,D,01,D
20222,04820104,43,0,1,700,D,1,D,50,D,01,D
20222,04820124,28,0,1,840,D,1,D,55,D,02,D
20222,04820124,29,0,1,150,D,1,D,13,D,13,D
20222,04820124,30,0,1,700,D,1,D,12,D,13,D
20222,04820164,12,0,1,330,D,1,D,11,D,13,D
20222,04820164,13,0,2,370,D,1,D,60,D,01,D
20222,04820214,40,0,1,830,D,1,D,460,D,03,D
20222,04820214,41,0,1,530,D,1,D,300,D,03,D
20222,04820214,42,0,1,210,D,1,D,20,D,01,D
20222,04820214,43,0,1,355,D,1,D,20,D,13,D
20222,04820214,44,0,1,355,D,1,D,15,D,13,D
20222,04820224,22,0,1,830,D,1,D,60,D,13,D
20222,04820224,23,0,1,210,D,1,D,25,D,02,D
20222,04820224,24,0,1,355,D,1,D,17,D,13,D
20222,04820224,25,0,1,370,D,2,D,250,D,01,D
20222,04820234,47,0,1,840,D,1,D,8,D,13,D
20222,04820234,48,0,1,150,D,1,D,7,D,03,D
20222,04820234,49,0,1,150,D,1,D,25,D,03,D
20222,04820234,50,0,1,150,D,1,D,11,D,03,D
20222,04820234,51,0,1,210,D,1,D,51,D,03,D
20222,04820234,52,0,1,210,D,1,D,13,D,02,D
20222,04820234,53,0,1,210,D,1,D,10,D,01,D
20222,04820234,54,0,1,700,D,1,D,27,D,13,D
20222,04820234,55,0,1,355,D,1,D,9,D,13,D
20222,04820234,56,0,1,355,D,1,D,7,D,13,D
20222,04820234,57,0,2,150,D,1,D,30,D,01,D
20222,04820254,30,0,1,150,D,1,D,35,D,13,D
20222,04820364,52,0,1,610,D,1,D,60,D,03,D
20222,04820364,53,0,1,840,D,1,D,129,D,03,D
20222,04820364,54,0,1,700,D,1,D,30,D,03,D
20222,04820404,31,0,1,160,D,1,D,10,D,13,D
20222,04820404,32,0,1,160,D,1,D,8,D,13,D
20222,04820434,20,0,1,355,D,1,D,15,D,13,D
20222,04820434,21,0,1,355,D,1,D,20,D,13,D
20222,04820434,22,0,1,355,D,1,D,5,D,13,D
20222,04820444,23,0,1,840,D,1,D,13,D,13,D
20222,04820444,24,0,1,500,D,1,D,60,D,01,D
20222,04820444,25,0,1,330,D,1,D,10,D,13,D
20222,04820444,26,0,1,355,D,1,D,16,D,13,D
20222,04820444,27,0,1,355,D,1,D,10,D,13,D
20222,04820514,25,0,1,355,D,1,D,14,D,13,D
20222,04820514,26,0,1,355,D,1,D,19,D,13,D
20222,04820514,27,0,1,355,D,1,D,15,D,13,D
20222,04820604,17,0,1,840,D,1,D,13,D,13,D
20222,04820664,15,0,1,520,D,1,D,28,D,02,D
20222,04820714,46,0,1,340,D,1,D,371,D,02,D
20222,04820724,7,0,1,840,D,1,D,13,D,13,D
20222,04820724,8,0,1,330,D,1,D,16,D,13,D
20222,04820724,9,0,1,370,D,1,D,60,D,01,D
20222,04820724,10,0,1,355,D,1,D,6,D,13,D
20222,04820734,44,0,1,610,D,1,D,120,D,03,D
20222,04820734,45,0,1,610,D,1,D,80,D,01,D
20222,04820734,46,0,1,610,D,1,D,80,D,02,D
20222,04820754,19,0,1,355,D,1,D,30,D,13,D
20222,04820784,18,0,1,150,D,1,D,35,D,13,D
20222,04820784,19,0,1,150,D,2,D,35,D,13,D
20222,04820844,17,0,1,355,D,1,D,40,D,13,D
20222,04820874,34,0,1,150,D,1,D,25,D,03,D
20222,04820884,27,0,1,830,D,1,D,45,D,13,D
20222,04820884,28,0,1,810,D,1,D,20,D,02,D
20222,04820884,29,0,1,520,D,1,D,25,D,01,D
20222,04820884,30,0,1,520,D,1,D,50,D,02,D
20222,04820884,31,0,1,520,D,1,D,25,D,03,D
20222,04820884,32,0,1,355,D,1,D,20,D,13,D
20222,04820904,16,0,1,840,D,1,D,45,D,03,D
20222,04820944,37,0,1,840,D,1,D,60,D,13,D
20222,04820944,38,0,1,210,D,1,D,150,D,13,D
20222,04821004,6,0,1,330,D,1,D,6,D,13,D
20222,04821034,25,0,1,530,D,1,D,80,F,01,D
20222,04821034,26,0,1,530,D,1,D,75,D,03,D
20222,04821034,27,0,1,355,D,1,D,45,D,13,D
20222,04821114,33,0,1,840,D,1,D,10,F,01,D
20222,04821114,34,0,1,520,D,1,D,22,D,01,D
20222,04821114,35,0,1,150,D,1,D,19,F,13,D
20222,04821114,36,0,1,210,D,1,D,10,D,13,D
20222,04821114,37,0,1,355,D,1,D,15,D,13,D
20222,04821114,38,0,2,800,D,1,D,1000,D,01,D
20222,04821134,34,0,1,355,D,1,D,15,D,13,D
20222,04821134,35,0,1,355,D,1,D,50,D,13,D
20222,04821224,17,0,1,160,D,1,D,5,D,13,D
20222,04821254,32,0,1,150,D,1,D,25,D,13,D
20222,04821454,28,0,1,810,D,1,D,20,D,03,D
