QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20231,05279561,12,7,1,,A,160,E,170,D
20231,05279561,12,8,1,,A,1332,E,190,D
20231,05279821,26,0,1,2,D,,H,,A
20231,05279821,26,1,1,,A,167,E,100,D
20231,05279821,26,2,1,,A,19,E,110,D
20231,05279821,26,3,1,,A,73,E,120,D
20231,05279821,26,4,1,,A,17,E,140,D
20231,05279821,26,5,1,,A,331,E,150,D
20231,05279821,26,6,1,,A,7,E,160,D
20231,05279821,26,7,1,,A,9,E,170,D
20231,05279821,26,8,1,,A,77,E,190,D
20231,05279881,34,0,1,2,D,,H,,A
20231,05279881,34,1,1,,A,72,E,100,D
20231,05279881,34,2,1,,A,20,E,110,D
20231,05279881,34,3,1,,A,23,E,120,D
20231,05279881,34,4,1,,A,1,E,140,D
20231,05279881,34,5,1,,A,412,E,150,D
20231,05279881,34,6,1,,A,30,E,160,D
20231,05279881,34,7,1,,A,1,E,170,D
20231,05279881,34,8,1,,A,41,E,190,D
20231,05280711,45,0,1,1,D,,H,,A
20231,05280711,45,1,1,,A,4,E,100,D
20231,05280711,45,2,1,,A,4,E,110,D
20231,05280711,45,3,1,,A,1,E,120,D
20231,05280711,45,4,1,,A,27,E,150,D
20231,05280711,45,5,1,,A,2,E,160,D
20231,05280711,45,6,1,,A,2,E,190,D
20231,05281361,25,0,1,1,D,,H,,A
20231,05281361,25,1,1,,A,25,E,100,D
20231,05281361,25,2,1,,A,7,E,110,D
20231,05281361,25,3,1,,A,9,E,120,D
20231,05281361,25,4,1,,A,72,E,130,D
20231,05281361,25,5,1,,A,161,E,150,D
20231,05281361,25,6,1,,A,11,E,160,D
20231,05281361,25,7,1,,A,15,E,190,D
20231,05283021,12,0,1,1,D,,H,,A
20231,05283021,12,1,1,,A,48,E,100,D
20231,05283021,12,2,1,,A,17,E,110,D
20231,05283021,12,3,1,,A,45,E,210,D
20231,05283111,24,0,1,1,D,,H,,A
20231,05283111,24,1,1,,A,99,E,100,D
20231,05283111,24,2,1,,A,11,E,110,D
20231,05283121,33,0,1,1,D,,H,,A
20231,05283121,33,1,1,,A,78,E,100,D
20231,05283121,33,2,1,,A,22,E,110,D
20231,05283431,28,0,1,3,D,,H,,A
20231,05283431,28,1,1,,A,14,E,210,D
20231,05283431,28,2,1,,A,6,E,220,D
20231,05283971,18,0,1,1,D,,H,,A
20231,05283971,18,1,1,,A,30,E,100,D
20231,05283971,18,2,1,,A,7,E,110,D
20231,05283971,18,3,1,,A,9,E,120,D
20231,05283971,18,4,1,,A,72,E,130,D
20231,05283971,18,5,1,,A,156,E,150,D
20231,05283971,18,6,1,,A,11,E,160,D
20231,05283971,18,7,1,,A,15,E,190,D
20231,05285721,47,0,1,1,D,,H,,A
20231,05285721,47,1,1,,A,3,E,100,D
