QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20222,04914973,8,0,5,01,D,105,D,2021,D,,A,36,D,11,D,510,D,3,D,,A,,A,,A,,A,,A,510,D,510,D,510,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20222,04915103,10,0,5,01,D,105,D,2021,D,,A,48,D,02,D,,C,3,D,,A,,A,,A,,A,,A,350,F,350,F,350,F,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20222,04915303,9,0,5,01,D,105,D,,C,,A,36,D,04,F,999,D,3,D,,A,,A,,A,,A,,A,999,D,999,D,999,D,,A,,A,,A,,A,,A,D,,A,2019,F,ACU
20222,04916613,8,0,5,01,D,105,D,2020,D,,A,36,D,04,D,142,D,3,D,,A,,A,,A,,A,,A,142,D,142,D,142,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20222,04917033,22,0,5,01,D,105,D,2020,D,,A,36,D,06,D,336,D,3,D,,A,,A,,A,,A,,A,336,D,336,D,336,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20222,04917263,15,0,5,01,D,105,D,2018,D,,A,36,D,04,D,325,D,3,D,,A,,A,4500,D,,A,03,D,325,D,325,D,,A,,A,,A,,A,4500,D,,A,D,,A,2019,D,BMW
20222,04917773,20,0,5,01,D,105,D,2020,D,,A,36,D,11,D,290,D,3,D,,A,7000,D,,A,,A,,A,290,D,290,D,290,D,,A,,A,,A,,A,,A,D,,A,2020,D,HYU
20222,04919083,9,0,5,01,D,105,D,2020,D,,A,36,D,05,D,360,D,3,D,,A,,A,2000,D,,A,,A,360,D,360,D,360,D,,A,,A,,A,2000,D,,A,D,,A,2020,D,VOV
20222,04920643,12,0,5,01,D,105,D,2021,D,,A,36,D,12,D,420,D,3,D,,A,,A,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2020,D,HYU
20222,04921293,19,0,5,01,D,105,D,2021,D,,A,36,D,06,D,299,D,3,D,,A,,A,2000,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,CHE
20222,04921423,16,0,5,01,D,105,D,2021,D,,A,,C,02,D,650,D,3,D,,A,,A,2000,D,,A,03,D,650,D,,A,,A,,A,,A,,A,2000,D,300,D,D,,A,2021,D,MRB
20222,04921753,13,0,5,01,D,105,D,2019,D,,A,36,D,09,D,305,D,3,D,,A,,A,,A,,A,,A,305,D,305,D,305,D,,A,,A,,A,,A,,A,D,,A,2019,D,KIA
20222,04923723,19,0,1,01,D,105,D,2019,D,,A,36,D,07,D,289,D,3,D,,A,,A,2000,D,,A,,A,289,D,289,D,289,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,HON
20222,04923723,20,0,1,02,D,105,D,2019,D,,A,36,D,07,D,300,D,3,D,,A,,A,2000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,HON
20222,04924313,11,0,1,01,D,105,D,,C,,A,,C,04,F,,C,3,D,,A,,A,,C,,A,,A,400,F,400,F,400,F,,A,,A,,A,,B,,A,D,,A,2021,F,TOY
20222,04924533,18,0,1,01,D,105,D,2022,D,,A,36,D,03,D,558,D,3,D,,A,2500,D,1000,D,,A,,A,558,D,558,D,558,D,,A,,A,,A,1000,D,,A,D,,A,2022,D,DOD
20222,04924703,8,0,5,01,D,105,D,2020,D,,A,36,D,08,D,450,D,3,D,,A,,C,3000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,AUD
20222,04925803,7,0,5,01,D,105,D,2020,D,,A,36,D,10,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20222,04926683,12,0,5,01,D,105,D,2018,D,,A,24,D,01,D,,C,3,D,,A,,A,,C,,A,,A,386,F,386,F,386,F,,A,,A,,A,,B,,A,D,,A,2022,D,KIA
20222,04926683,13,0,5,02,D,105,D,2017,D,,A,36,D,11,D,383,D,3,D,,A,,A,2500,D,,A,,A,383,D,383,D,383,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,FOR
20222,04927323,25,0,5,01,D,105,D,2021,D,.75,D,36,D,08,D,435,D,3,D,,A,,A,2000,D,,A,,A,435,D,435,D,435,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,BMW
20222,04928563,7,0,1,01,D,105,D,2021,D,,A,36,D,04,D,423,D,3,D,,A,,A,5000,D,,A,,A,423,D,423,D,423,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,FOR
20222,04928973,10,0,5,01,D,105,D,2020,D,,A,36,D,03,D,215,D,3,D,,A,,A,750,D,,A,,A,215,D,215,D,215,D,,A,,A,,A,750,D,,A,D,,A,2020,D,HON
20222,04929953,19,0,5,01,D,105,D,2019,D,,A,36,D,08,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20222,04930323,9,0,5,01,D,105,D,2020,D,,A,36,D,02,D,269,D,3,D,,A,,A,2000,D,,A,,A,269,D,269,D,269,D,,A,,A,,A,2000,D,,A,D,,A,2020,D,CHE
20222,04931362,9,0,1,01,D,105,D,2021,D,,A,42,D,08,D,750,D,3,D,,A,,A,5000,D,,A,,A,750,D,750,D,750,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,AUD
20222,04931562,31,0,5,01,D,105,D,2019,D,,A,48,D,01,D,392,D,3,D,,A,,A,,A,,A,,A,392,D,392,D,392,D,,A,,A,,A,,A,,A,D,,A,2020,D,HYU
20222,04932052,16,0,5,01,D,105,D,2020,D,,A,36,D,10,D,250,D,3,D,,A,2500,D,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2020,D,TOY
20222,04932502,22,0,5,01,D,105,D,2018,D,,A,42,D,10,D,381,D,3,D,,A,500,D,1000,D,,A,02,D,381,D,381,D,,A,,A,,A,,A,1000,D,,A,D,,A,2018,D,JEE
20222,04933122,17,0,5,01,D,105,D,2019,D,,A,36,D,12,D,598,D,3,D,,A,,A,,A,,A,,A,598,D,598,D,598,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20222,04935882,20,0,5,01,D,105,D,2021,D,,A,36,D,07,D,600,D,3,D,,A,,A,6000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,JEE
20222,04935882,21,0,5,02,D,105,D,2022,D,,A,36,D,01,D,400,D,3,D,,A,20000,D,5000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,VOK
20222,04936422,13,0,5,01,D,105,D,2020,D,,A,36,D,11,D,580,D,3,D,,A,,A,1000,D,,A,,A,580,D,580,D,580,D,40,D,40,D,40,D,1000,D,,A,D,,A,2020,D,JEE
20222,04937652,9,0,1,01,D,105,D,2021,D,,A,36,D,08,D,300,D,3,D,,A,,A,2500,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2500,D,,A,D,,A,2020,D,HON
20222,04938222,15,0,5,01,D,105,D,2020,D,,A,48,D,10,D,674,D,3,D,,A,,A,1200,D,,A,,A,674,D,674,D,674,D,,A,,A,,A,1200,D,,A,D,,A,2019,D,VOV
20222,04938312,10,0,5,01,D,105,D,2021,D,,A,36,D,06,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20222,04938462,16,0,5,01,D,105,D,2019,D,,A,36,D,06,D,516,D,3,D,,A,,A,2000,D,,A,,A,516,D,516,D,516,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,GMC
20222,04938462,17,0,5,02,D,105,D,2021,D,,A,36,D,01,D,550,D,3,D,,A,,A,3000,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,BMW
20222,04939102,14,0,1,01,D,105,D,2021,D,,A,36,D,08,D,589,D,3,D,,A,,A,,A,,A,,A,589,D,589,D,589,D,,A,,A,,A,,A,,A,D,,A,2021,D,HYU
20222,04939122,13,0,5,01,D,105,D,2021,D,,A,48,D,06,D,607,D,3,D,,A,,A,,A,,A,,A,607,D,607,D,607,D,,A,,A,,A,,A,,A,D,,A,2021,D,KIA
20222,04939122,14,0,1,02,D,105,D,2021,D,,A,48,D,07,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2021,D,KIA
20222,04939593,24,0,1,01,D,105,D,2022,D,,A,36,D,02,D,650,D,3,D,,A,,A,,A,,A,,A,,A,650,D,650,D,,A,180,D,180,D,,A,,A,D,,A,2022,D,LEX
20222,04939782,13,0,5,01,D,105,D,2020,D,,A,39,D,12,D,298,D,3,D,,A,,A,2500,D,,A,,A,298,D,298,D,298,D,,C,,C,,C,2500,D,,A,D,,A,2020,D,VOK
20222,04939842,39,0,5,01,D,105,D,2019,D,,A,36,D,08,D,312,D,3,D,,A,2500,D,1000,D,,A,,A,312,D,312,D,312,D,35,D,35,D,35,D,1000,D,,A,D,,A,2019,D,FOR
20222,04939842,40,0,5,02,D,105,D,2020,D,,A,36,D,06,D,700,D,3,D,600,D,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20222,04941002,14,0,5,01,D,105,D,2021,D,,A,36,D,03,D,310,D,3,D,,A,,A,500,D,,A,,A,310,D,310,D,310,D,,A,,A,,A,500,D,,A,D,,A,2021,D,HYU
20222,04941592,16,0,5,01,D,105,D,2021,D,,A,36,D,07,D,387,D,3,D,,A,,A,,A,,A,,A,387,D,387,D,387,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20222,04941592,17,0,5,02,D,105,D,2018,D,,A,,C,03,D,345,D,3,D,,A,,A,,A,,A,,A,345,D,345,D,345,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20222,04942102,11,0,5,01,D,105,D,2021,D,.25,D,36,D,04,D,357,D,3,D,,A,,A,500,D,,A,,A,357,D,357,D,357,D,,A,,A,,A,500,D,,A,D,,A,2021,D,SUB
20222,04942612,21,0,5,01,D,105,D,2019,D,,A,36,D,03,D,345,D,3,D,,A,,A,750,D,,A,03,D,345,D,345,D,,A,,A,,A,,A,750,D,,A,D,,A,2019,D,MAZ
20222,04942832,5,0,1,01,D,105,D,2021,D,,A,,C,05,F,,C,,C,,A,,A,,A,,A,,A,275,F,275,F,275,F,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20222,04942832,6,0,1,02,D,105,D,2021,D,,A,,C,05,F,,C,,C,,A,,A,,A,,A,,A,300,F,300,F,300,F,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20222,04944822,11,0,5,01,D,105,D,2020,D,,A,36,D,05,D,275,D,3,D,,A,,C,,A,,A,,A,275,D,275,D,275,D,,A,,A,,A,,A,,A,D,,A,2020,D,HYU
20222,04944822,12,0,1,02,D,105,D,2020,D,,A,36,D,05,D,275,D,3,D,,A,,A,,A,,A,,A,275,D,275,D,275,D,10,D,10,D,10,D,,A,,A,D,,A,2020,D,HYU
20222,04945362,14,0,5,01,D,105,D,2019,D,,A,36,D,12,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2019,D,NIS
20222,04945722,34,0,5,01,D,105,D,2020,D,,A,30,D,02,D,689,D,3,D,,A,,A,,C,,A,,A,689,D,689,D,689,D,100,D,100,D,100,D,,B,,A,D,,A,2020,D,BMW
20222,04945842,14,0,1,01,D,105,D,2021,D,,A,36,D,10,D,520,D,3,D,,A,1000,D,3000,D,,A,,A,520,D,520,D,520,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,MAZ
20222,04946382,31,0,5,01,D,105,D,2020,D,,A,36,D,03,D,320,D,3,D,,A,,A,,C,,A,,A,320,D,320,D,320,D,,A,,A,,A,,B,,A,D,,A,2020,D,TOY
20222,04947152,11,0,5,01,D,105,D,2021,D,,A,36,D,07,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20222,04947472,13,0,5,01,D,105,D,2019,D,,A,36,D,11,D,300,D,3,D,,A,,A,3500,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,3500,D,,A,D,,A,2019,D,TOY
20222,04948822,12,0,1,01,D,105,D,2021,D,,A,36,D,12,D,1455,D,3,D,,A,,C,,A,,A,,A,1455,D,1455,D,1455,D,,A,,A,,A,,A,,A,D,,A,2020,D,POR
20222,04949082,14,0,1,01,D,105,D,2022,D,,A,0,D,04,D,,B,3,D,,A,,A,,A,,A,04,D,,A,,A,365,F,,A,,A,,A,,A,,A,D,2022,D,2019,D,TOY
20222,04949313,26,0,5,01,D,105,D,2021,D,,A,36,D,08,D,380,D,3,D,,A,,A,2000,D,,A,,A,380,D,380,D,380,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,SUB
20222,04950132,15,0,1,01,D,105,D,2022,D,,A,,C,04,D,460,D,3,D,,A,,A,,A,,A,,A,,A,,A,460,D,,A,,A,19,D,,A,,A,D,,A,2022,D,NIS
20222,04950392,15,0,1,01,D,105,D,2020,D,,A,24,D,06,D,299,D,3,D,,A,,A,1500,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,1500,D,,A,D,,A,2020,D,FOR
20222,04950442,8,0,1,01,D,105,D,2021,D,,A,36,D,01,D,365,D,3,D,,A,,A,1500,D,,A,,A,365,D,365,D,365,D,15,D,15,D,15,D,1500,D,,A,D,,A,2021,D,JEE
20222,04951402,17,0,5,01,D,105,D,2019,D,,A,48,D,07,D,529,D,3,D,,A,,A,,A,,A,,A,529,D,529,D,529,D,,A,,A,,A,,A,,A,D,,A,2018,D,VOK
20222,04951882,12,0,5,01,D,105,D,2019,D,,A,36,D,07,D,350,D,3,D,,A,,A,3000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,KIA
20222,04952172,8,0,5,01,D,105,D,2018,D,,A,48,D,02,F,728,D,3,D,,A,,A,,A,,A,,A,728,D,728,D,728,D,,A,,A,,A,,A,,A,D,,A,2019,D,MRB
20222,04952272,15,0,1,01,D,105,D,2017,D,,A,12,D,01,D,214,D,3,D,,A,,A,,A,,A,,A,214,D,214,D,214,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20222,04952362,9,0,5,01,D,105,D,2018,D,,A,,C,02,D,700,D,3,D,,A,,A,2000,D,,A,,A,700,D,700,D,700,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,NIS
20222,04952822,6,0,1,01,D,105,D,2019,D,,A,48,D,12,D,556,D,3,D,,A,,A,3000,D,,A,,A,556,D,556,D,556,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,TOY
20222,04954842,10,0,5,02,D,105,D,2022,D,,A,30,D,03,D,490,D,3,D,367,D,10000,D,,A,,A,,A,123,D,123,D,123,D,,A,,A,,A,,A,,A,D,,A,2022,D,LEX
20222,04955562,5,0,1,01,D,105,D,2017,D,,A,,C,12,D,,C,8,D,,A,,A,,A,,A,04,D,325,F,325,F,,A,,A,,A,,A,,A,,A,D,2021,D,2016,D,HYU
20222,04955652,13,0,5,01,D,105,D,2020,D,,A,36,D,04,D,180,D,3,D,,A,,A,,C,,A,,A,180,D,180,D,180,D,,A,,A,,A,,B,,A,D,,A,2020,D,KIA
20222,04956932,16,0,5,01,D,105,D,2019,D,,A,36,D,05,D,282,D,3,D,,A,,A,1000,D,,A,,A,282,D,282,D,282,D,,A,,A,,A,1000,D,,A,D,,A,2019,D,TOY
20222,04956942,15,0,5,01,D,105,D,2020,D,,A,48,D,01,D,423,D,3,D,,A,,A,,A,,A,,A,423,D,423,D,423,D,,A,,A,,A,,A,,A,D,,A,2020,D,LEX
20222,04957112,9,0,1,01,D,105,D,2021,D,,A,36,D,11,D,720,D,3,D,,A,,A,2400,D,,A,,A,720,D,720,D,720,D,,A,,A,,A,2400,D,,A,D,,A,2021,D,LIN
20222,04957152,29,0,5,01,D,105,D,2021,D,,A,36,D,06,D,450,D,3,D,,A,,A,1500,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,1500,D,,A,D,,A,2021,D,DOD
20222,04957152,30,0,5,02,D,105,D,2021,D,,A,36,D,01,D,300,D,3,D,,A,,A,500,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,500,D,,A,D,,A,2021,D,JEE
20222,04957652,16,0,5,01,D,105,D,2019,D,,A,39,D,01,D,399,D,3,D,,A,,A,1700,D,,A,03,D,399,D,,A,,A,,A,,A,,A,1700,D,,A,D,,A,2022,D,GMC
20222,04957672,18,0,5,01,D,105,D,2021,D,,A,36,D,07,D,555,D,3,D,,A,,A,,A,,A,,A,555,D,555,D,555,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20222,04957672,19,0,5,02,D,105,D,2022,D,,A,24,D,08,D,378,D,3,D,,A,,A,,A,,A,,A,378,D,378,D,378,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20222,04957982,20,0,5,01,D,105,D,2020,D,,A,36,D,06,D,400,D,3,D,,A,,A,,A,,A,04,F,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20222,04958222,19,0,1,01,D,105,D,2020,D,,A,36,D,04,D,449,D,3,D,,A,,C,,A,,A,,A,449,D,449,D,449,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20222,04958222,20,0,1,02,D,105,D,2021,D,,A,36,D,08,D,523,D,3,D,,A,,C,,A,,A,,A,523,D,523,D,523,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20222,04958332,9,0,5,01,D,105,D,2021,D,,A,36,D,10,D,625,D,3,D,,A,,C,,A,,A,,A,625,D,625,D,625,D,,A,,A,,A,,A,,A,D,,A,2020,D,AUD
20222,04958332,10,0,5,02,D,105,D,2021,D,,A,36,D,06,D,410,D,3,D,,A,,A,3000,D,,A,,A,410,D,410,D,410,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,TES
20222,04959812,21,0,5,01,D,105,D,2021,D,,A,48,D,02,D,685,D,3,D,,A,,A,3000,D,,A,,A,685,D,685,D,685,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,MRB
20222,04961042,16,0,5,01,D,105,D,2021,D,,A,36,D,02,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20222,04962462,8,0,1,01,D,105,D,,C,,A,,C,11,F,,C,,C,,A,,A,,A,,A,,A,319,F,319,F,319,F,,A,,A,,A,,A,,A,A,,A,2019,F,
20222,04962902,10,0,5,01,D,105,D,2020,D,,A,48,D,03,D,218,D,3,D,,A,,A,,A,,A,,A,218,D,218,D,218,D,,A,,A,,A,,A,,A,D,,A,2021,D,HYU
20222,04963152,19,0,5,01,D,105,D,2018,D,,A,36,D,06,F,400,D,3,D,400,D,,A,,C,,C,,A,0,D,0,D,0,D,,A,,A,,A,,B,,A,D,,A,2019,D,MRB
20222,04963152,20,0,5,02,D,105,D,2020,D,,A,24,D,06,F,1200,D,3,D,1200,D,,A,6000,D,,C,,A,0,D,0,D,0,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,POR
20222,04963182,14,0,1,01,D,105,D,2019,D,,A,36,D,09,D,438,D,3,D,,A,,A,,A,,A,,A,438,D,438,D,438,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20222,04964032,19,0,1,01,D,105,D,2022,D,,A,36,D,05,D,421,D,3,D,,A,,A,,A,,A,,A,,A,,A,421,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20222,04964302,13,0,5,01,D,105,D,2021,D,,A,36,D,07,D,1618,D,3,D,,A,,A,,A,,A,,A,1618,D,1618,D,1618,D,,A,,A,,A,,A,,A,D,,A,2021,D,LAN
20222,04964692,19,0,5,01,D,105,D,2021,D,,A,36,D,12,D,416,D,3,D,,A,,A,,A,,A,,A,416,D,416,D,416,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20222,05011271,8,0,1,01,D,105,D,2022,D,,A,24,D,11,D,,C,3,D,,A,3000,D,,A,,A,,A,300,F,300,F,300,F,,A,,A,,A,,A,,A,D,,A,2021,D,NIS
20222,05011341,39,0,1,01,D,105,D,2020,D,,A,36,D,03,D,275,D,3,D,,A,,A,,A,,A,,A,275,D,275,D,275,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20222,05012001,6,0,1,01,D,105,D,2020,D,,A,36,D,01,D,256,D,3,D,,A,,A,3500,D,,A,,A,256,D,256,D,256,D,,A,,A,,A,3500,D,,A,D,,A,2020,D,TOY
20222,05012111,18,0,1,01,D,105,D,2022,D,,A,36,D,01,D,650,D,3,D,,A,,A,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2022,D,ACU
20222,05012741,15,0,1,01,D,105,D,2021,D,,A,36,D,09,D,600,D,3,D,,A,,A,1500,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,1500,D,,A,D,,A,2021,D,HON
20222,05012931,6,0,1,01,D,105,D,2019,D,,A,36,D,11,F,,C,3,D,,A,,A,,A,,A,,A,450,F,450,F,450,F,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20222,05012931,7,0,1,02,D,105,D,2019,D,,A,36,D,02,F,,C,3,D,,A,,A,,A,,A,,A,550,F,550,F,550,F,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20222,05013021,6,0,1,01,D,105,D,2021,D,,A,36,D,10,D,298,D,3,D,,A,10000,D,,A,,A,,A,298,D,298,D,298,D,,A,,A,,A,,A,,A,D,,A,2021,D,LIN
20222,05013181,12,0,1,01,D,105,D,2020,D,,A,,C,01,F,,C,,C,,A,,A,,A,,A,,A,300,F,300,F,300,F,25,F,25,F,25,F,,A,,A,D,,A,2020,D,FOR
20222,05013191,9,0,1,01,D,105,D,2020,D,,A,39,D,11,D,367,D,3,D,,A,,A,3500,D,,A,,A,367,D,367,D,367,D,,A,,A,,A,3500,D,,A,D,,A,2019,D,JEE
20222,05013431,13,0,1,01,D,105,D,2019,D,,A,26,D,06,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20222,05013571,6,0,1,01,D,105,D,2020,D,,A,36,D,01,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2020,D,RAM
20222,05013841,10,0,1,01,D,105,D,2020,D,,A,36,D,12,D,290,D,3,D,,A,,C,500,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,500,D,,A,D,,A,2020,D,TOY
20222,05013841,11,0,1,02,D,105,D,2020,D,,A,36,D,03,F,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20222,05013861,21,0,1,01,D,105,D,2018,D,,A,36,D,09,D,344,D,3,D,,A,,A,,A,,A,,A,344,D,344,D,344,D,,A,,A,,A,,A,,A,D,,A,2018,D,HON
20222,05014841,10,0,1,01,D,105,D,2021,D,,A,48,D,03,D,640,D,3,D,320,D,3000,D,1000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,MRB
20222,05016931,11,0,1,01,D,105,D,2018,D,,A,24,D,02,D,700,D,3,D,,A,,A,,C,,A,,A,700,D,700,D,700,D,,A,,A,,A,,B,,A,D,,A,2020,D,CHE
20222,05017431,17,0,1,01,D,105,D,2018,D,,A,48,D,08,D,562,D,3,D,,A,,A,,A,,A,,A,562,D,562,D,562,D,,A,,A,,A,,A,,A,D,,A,2019,D,MRB
20222,05019521,6,0,1,01,D,105,D,2020,D,,A,36,D,09,D,157,D,3,D,,A,,A,1500,D,,A,,A,157,D,157,D,157,D,,A,,A,,A,1500,D,,A,D,,A,2020,D,CHE
20222,05021431,9,0,1,01,D,105,D,2019,D,,A,39,D,07,F,,C,3,D,,A,,A,,A,,A,,A,300,F,300,F,300,F,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20222,05022651,8,0,1,01,D,105,D,2021,D,,A,48,D,04,F,525,D,3,D,,A,,C,,A,,A,,A,525,D,525,D,525,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20222,05022971,12,0,1,01,D,105,D,2021,D,,A,36,D,06,D,320,D,3,D,,A,6000,D,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20222,05023031,6,0,1,01,D,105,D,2020,D,,A,36,D,08,D,274,D,3,D,,A,210,D,,A,,A,,A,274,D,274,D,274,D,,A,,A,,A,,A,,A,D,,A,2020,D,KIA
20222,05023041,7,0,1,01,D,105,D,2020,D,,A,36,D,09,D,299,D,3,D,,A,,A,,A,,A,,A,299,D,299,D,299,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20222,05025321,8,0,1,01,D,105,D,2021,D,,A,36,D,08,D,280,D,3,D,,A,,A,1000,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,HYU
20222,05025441,8,0,1,01,D,105,D,2019,D,,A,48,D,11,D,730,D,3,D,,A,,C,3000,D,,A,,A,730,D,730,D,730,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,VOK
20222,05025581,11,0,1,01,D,105,D,2019,D,,A,36,D,11,F,338,D,3,D,,A,,A,1000,D,,A,,A,338,D,338,D,338,D,,A,,A,,A,1000,D,,A,D,,A,2019,D,CHE
20222,05025891,8,0,1,01,D,105,D,2020,D,,A,32,D,10,D,450,D,3,D,,A,,A,2000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,2000,D,,A,D,,A,2020,D,ACU
20222,05026811,12,0,1,01,D,105,D,2021,D,,A,36,D,05,D,410,D,3,D,,A,,A,,A,,A,,A,410,D,410,D,410,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20222,05027411,11,0,1,01,D,105,D,2017,D,,A,,C,10,F,,C,3,D,,A,,A,,A,,A,,A,218,F,218,F,218,F,,A,,A,,A,,A,,A,D,,A,2017,D,RAM
20222,05029911,11,0,1,01,D,105,D,2021,D,,A,36,D,02,D,830,D,3,D,,A,14000,D,2500,D,,A,,A,830,D,830,D,830,D,15,D,15,D,15,D,2500,D,,A,D,,A,2022,D,JEE
20222,05029911,12,0,1,02,D,105,D,2020,D,,A,48,D,08,D,910,D,3,D,,A,,C,500,D,,A,,A,910,D,910,D,910,D,10,D,10,D,10,D,500,D,,A,D,,A,2019,D,JEE
20222,05029911,13,0,1,03,D,105,D,2021,D,,A,36,D,07,D,1300,D,3,D,,A,,A,3000,D,,A,,A,1300,D,1300,D,1300,D,50,D,50,D,50,D,3000,D,,A,D,,A,2021,D,BMW
20222,05030371,10,0,1,01,D,105,D,2020,D,,A,39,D,02,D,318,D,3,D,,A,,A,400,D,,A,,A,318,D,318,D,318,D,,A,,A,,A,400,D,,A,D,,A,2021,D,GMC
